https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,確認番号,申請者1,申請者2,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設名,施設-電話番号1,業種,業態,許可年月日,許可期間終了日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-041262,鶴生指令第372,合同会社Ｎｏ8,,神奈川県,横浜市鶴見区鶴見中央1-23-16,横浜市鶴見区鶴見中央１－２３－１６,,ほっともっと鶴見中央店 ,,飲食店営業,弁当屋,2022年1月12日,2029年1月11日,2022年1月12日,,141,ほっともっと鶴見中央店 ,045,,,,,神奈川県　横浜市鶴見区鶴見中央１－２３－１６,神奈川県横浜市鶴見区鶴見中央１－２３－１６,,78308,14,14101,鶴見中央１,,2022/01/12,2022/01/12,,2029/01/11,合同会社Ｎｏ8,,,,,,,,,,鶴生指令第372,,飲食店営業, 弁当屋,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,M,76,,,ほっともっと鶴見中央店7830814101,a7154a83-5ae6-45cf-8295-b47113f20349,合同会社Ｎｏ８,427c22bb-5398-4ed2-b458-dc69d87c53c2,0dc48eb8-d4cc-4326-85cf-3bae7311ea7f,2022/01/12,ほっともっと鶴見中央店　,ほっともっと鶴見中央店,合同会社Ｎｏ８
00-041265,鶴生指令第373,,中村 和樹,神奈川県,横浜市鶴見区豊岡町22-21 エリール高松 101,横浜市鶴見区豊岡町２２－２１,エリール高松 １０１,ＥＪＵＧＡ ,,飲食店営業,,2022年1月13日,2028年1月12日,2022年1月13日,,141,ＥＪＵＧＡ ,045,,,,,神奈川県　横浜市鶴見区豊岡町２２－２１,神奈川県横浜市鶴見区豊岡町２２－２１,エリール高松 １０１,78306,14,14101,豊岡町,,2022/01/13,2022/01/13,,2028/01/12,,中村 和樹,,,,,,,,,鶴生指令第373,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,M,76,,,ＥＪＵＧＡ7830614101,e58ea554-d2c7-41d0-b2c7-8ed554468b90,,personal,4a3351c9-6c85-44ee-a4d0-25d94c4c178f,2022/01/13,ＥＪＵＧＡ　,ＥＪＵＧＡ,
00-041266,鶴生指令第376,ＭＩＧホールディングス株式会社,,神奈川県, 横浜市内一円, 横浜市内一円,,カリガリ ,,飲食店営業,,2022年1月12日,2027年1月11日,2022年1月12日,,141,カリガリ ,,,,,,神奈川県　 横浜市内一円,神奈川県横浜市内一円,,,14,,,,2022/01/12,2022/01/12,,2027/01/11,ＭＩＧホールディングス株式会社,,,,,,,,,,鶴生指令第376,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,M,76,,,カリガリ,1cda2b7f-8a4d-4a54-9732-b2f7f36c65ba,ＭＩＧホールディングス株式会社,07f50631-170c-4070-a965-3119101ae260,fb160ccc-7a24-40c5-95f2-1b3cb42c02db,2022/01/12,カリガリ　,カリガリ,ＭＩＧホールディングス株式会社
00-041267,鶴生第9688,社会福祉法人幸友会,,神奈川県,横浜市鶴見区鶴見中央1-16-5,横浜市鶴見区鶴見中央１－１６－５,,鶴見中央はなかご保育園 ,633-8787,集団給食施設,,2022年1月12日,2117年12月31日,2022年1月12日,,141,鶴見中央はなかご保育園 ,045,045-633-8787,,,,神奈川県　横浜市鶴見区鶴見中央１－１６－５,神奈川県横浜市鶴見区鶴見中央１－１６－５,,78308,14,14101,鶴見中央１,,2022/01/12,2022/01/12,,2117/12/31,社会福祉法人幸友会,,,,,,,,,,鶴生第9688,,給食施設,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,M,77,,,鶴見中央はなかご保育園045-633-87877830814101,10ba8eed-dd84-4895-b464-9e5de5b91276,社会福祉法人幸友会,8f92381c-e8c2-4143-ba24-bbc46a5fe364,79a97f52-0c04-4553-a5ac-1406f5af65c7,2022/01/12,鶴見中央はなかご保育園　,鶴見中央はなかご保育園,社会福祉法人幸友会
00-041268,鶴生第9693,株式会社クリエイトエス・ディー,,神奈川県,横浜市鶴見区下末吉6-10-37,横浜市鶴見区下末吉６－１０－３７,,クリエイトS・D鶴見下末吉店 ,045-570-3166,その他の食料・飲料販売業,ドラックストア（小売業）,2022年1月12日,2117年12月31日,2022年1月12日,,141,クリエイトS・D鶴見下末吉店 ,045,045-570-3166,,,,神奈川県　横浜市鶴見区下末吉６－１０－３７,神奈川県横浜市鶴見区下末吉６－１０－３７,,78248,14,14101,下末吉６,,2022/01/12,2022/01/12,,2117/12/31,株式会社クリエイトエス・ディー,,,,,,,,,,鶴生第9693,,その他の食料品製造・加工業,(包装) ドラックストア（小売業）,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,E,9,99,,クリエイトＳＤ鶴見下末吉店045-570-31667824814101,00141_e38a6b82-c2df-4df7-a6a2-ccc3c0754fde,株式会社クリエイトエス・ディー,33ec02ad-bce1-45a9-b995-80dfe062dfff,e410da66-0b5d-43ce-943f-80ecac81e2d3,2022/01/12,クリエイトＳ・Ｄ鶴見下末吉店　,クリエイトＳＤ鶴見下末吉店,株式会社クリエイトエス・ディー
00-041269,鶴生第9694,株式会社クリエイトエス・ディー,,神奈川県,横浜市鶴見区平安町2-7-8,横浜市鶴見区平安町２－７－８,,クリエイトS・D鶴見平安町店 ,045-508-3275,その他の食料・飲料販売業,ドラックストア（小売業）,2022年1月12日,2117年12月31日,2022年1月12日,,141,クリエイトS・D鶴見平安町店 ,045,045-508-3275,,,,神奈川県　横浜市鶴見区平安町２－７－８,神奈川県横浜市鶴見区平安町２－７－８,,78286,14,14101,平安町２,,2022/01/12,2022/01/12,,2117/12/31,株式会社クリエイトエス・ディー,,,,,,,,,,鶴生第9694,,その他の食料品製造・加工業,(包装) ドラックストア（小売業）,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,E,9,99,,クリエイトＳＤ鶴見平安町店045-508-32757828614101,00141_a094c31a-a1bd-4edd-8f91-13bdea7cf71d,株式会社クリエイトエス・ディー,33ec02ad-bce1-45a9-b995-80dfe062dfff,c32aa7b5-eb28-4f13-91f8-b5882344e001,2022/01/12,クリエイトＳ・Ｄ鶴見平安町店　,クリエイトＳＤ鶴見平安町店,株式会社クリエイトエス・ディー
00-041270,鶴生第9696,,鈴木 崇文,神奈川県, 横浜市内一円, 横浜市内一円,,移動スーパー　とくし丸 ,,百貨店、総合スーパー,,2022年1月13日,2117年12月31日,2022年1月13日,,141,移動スーパー　とくし丸 ,,,,,,神奈川県　 横浜市内一円,神奈川県横浜市内一円,,,14,,,,2022/01/13,2022/01/13,,2117/12/31,,鈴木 崇文,,,,,,,,,鶴生第9696,,百貨店、総合スーパー,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,I,56,561,5611,移動スパとくし丸,d1b823d6-5dd4-438a-9f50-3a7c29e8c7fe,,personal,6c2e72af-6e36-4eb4-86b3-882794e7ee93,2022/01/13,移動スーパー　とくし丸　,移動スパとくし丸,
00-041275,鶴生指令第374,蘭勝株式会社,,神奈川県,横浜市鶴見区矢向6-10-1,横浜市鶴見区矢向６－１０－１,,華景園 ,584-2483,飲食店営業,,2022年1月18日,2029年1月17日,2022年1月18日,,141,華景園 ,045,045-584-2483,,,,神奈川県　横浜市鶴見区矢向６－１０－１,神奈川県横浜市鶴見区矢向６－１０－１,,78304,14,14101,矢向６,,2022/01/18,2022/01/18,,2029/01/17,蘭勝株式会社,,,,,,,,,,鶴生指令第374,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,M,76,,,華景園045-584-24837830414101,d8836e68-826e-4556-9357-23ca706f6485,蘭勝株式会社,c7818779-4905-4115-b979-551ff46e41fe,d6dfb4ae-426c-4b18-a0c9-c1319de8a45a,2022/01/18,華景園　,華景園,蘭勝株式会社
00-041276,鶴生指令第382,株式会社万燈,,神奈川県, 横浜市内一円, 横浜市内一円,,塩焼肉ばんとう ,,飲食店営業,,2022年1月18日,2027年1月17日,2022年1月18日,,141,塩焼肉ばんとう ,,,,,,神奈川県　 横浜市内一円,神奈川県横浜市内一円,,,14,,,,2022/01/18,2022/01/18,,2027/01/17,株式会社万燈,,,,,,,,,,鶴生指令第382,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,M,76,,,塩焼肉ばんとう,f200291b-0f0b-478a-86ca-ac64bb009144,株式会社万燈,161d14b8-a21b-4f2f-b1d0-d2e6fe4b4a8e,93df4d99-0c1b-4f7c-9c33-ccb1157c8934,2022/01/18,塩焼肉ばんとう　,塩焼肉ばんとう,株式会社万燈
00-041277,鶴生指令第381,,野口 英太郎,神奈川県,横浜市鶴見区下末吉5-8-5,横浜市鶴見区下末吉５－８－５,,cafe sprout ,,飲食店営業,,2022年1月19日,2028年1月18日,2022年1月19日,,141,cafe sprout ,045,,,,,神奈川県　横浜市鶴見区下末吉５－８－５,神奈川県横浜市鶴見区下末吉５－８－５,,78247,14,14101,下末吉５,,2022/01/19,2022/01/19,,2028/01/18,,野口 英太郎,,,,,,,,,鶴生指令第381,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,M,76,,,ｃａｆｅｓｐｒｏｕｔ7824714101,310108e7-ca64-4908-9c71-e4e2e7e3f195,,personal,cc8e8d86-1647-4915-bc59-8978f6dbae62,2022/01/19,ｃａｆｅ　ｓｐｒｏｕｔ　,ｃａｆｅｓｐｒｏｕｔ,
00-041278,鶴生第9709,株式会社朋コーポレーション,,神奈川県,横浜市鶴見区鶴見中央1-3-4 えんため館 4F,横浜市鶴見区鶴見中央１－３－４,えんため館 ４F,ティップネス 鶴見 4階 ,,自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く。）,,2022年1月14日,2117年12月31日,2022年1月14日,,141,ティップネス 鶴見 4階 ,045,,,,,神奈川県　横浜市鶴見区鶴見中央１－３－４,神奈川県横浜市鶴見区鶴見中央１－３－４,えんため館 ４F,78308,14,14101,鶴見中央１,,2022/01/14,2022/01/14,,2117/12/31,株式会社朋コーポレーション,,,,,,,,,,鶴生第9709,,自動販売機,コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く。,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,I,61,612,,ティップネス鶴見４階7830814101,b0617071-0ef2-41fc-8301-824390ee8998,株式会社朋コーポレーション,bcd00594-8695-490d-9f99-6b3b96d7b1c6,11f9720e-17db-4dc1-b139-ef9066e1beba,2022/01/14,ティップネス　鶴見　４階　,ティップネス鶴見４階,株式会社朋コーポレーション
00-041279,鶴生第9710,株式会社朋コーポレーション,,神奈川県,横浜市鶴見区鶴見中央1-3-4 えんため館 5F,横浜市鶴見区鶴見中央１－３－４,えんため館 ５F,ティップネス 鶴見 5階 ,,自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く。）,,2022年1月14日,2117年12月31日,2022年1月14日,,141,ティップネス 鶴見 5階 ,045,,,,,神奈川県　横浜市鶴見区鶴見中央１－３－４,神奈川県横浜市鶴見区鶴見中央１－３－４,えんため館 ５F,78308,14,14101,鶴見中央１,,2022/01/14,2022/01/14,,2117/12/31,株式会社朋コーポレーション,,,,,,,,,,鶴生第9710,,自動販売機,コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く。,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,I,61,612,,ティップネス鶴見５階7830814101,9683ad0b-3172-418f-ba0a-80ed8e83f229,株式会社朋コーポレーション,bcd00594-8695-490d-9f99-6b3b96d7b1c6,e6c8244c-8f00-416d-a9ac-5e310d18f2b8,2022/01/14,ティップネス　鶴見　５階　,ティップネス鶴見５階,株式会社朋コーポレーション
00-041280,鶴生第9715,株式会社ＪＲ東日本クロスステーション,,神奈川県,横浜市鶴見区矢向6,横浜市鶴見区矢向６,,矢向改札内下りホーム2（10024227） ,03-6862-7381,自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く。）,乳類販売業（自動販売機）,2022年1月17日,2117年12月31日,2022年1月17日,,141,矢向改札内下りホーム2（10024227） ,045,03-6862-7381,,,,神奈川県　横浜市鶴見区矢向６,神奈川県横浜市鶴見区矢向６,,78304,14,14101,矢向６,,2022/01/17,2022/01/17,,2117/12/31,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,鶴生第9715,,自動販売機,コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く。 乳類販売業（自動販売機）,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,I,61,612,,矢向改札内下りホム２１００２４２２７03-6862-73817830414101,d9c37921-a7be-488e-8e33-8cf7885c8a30,株式会社ＪＲ東日本クロスステーション,627b9af0-b449-45a4-8818-8af2146b3322,7468aabd-f9e6-42f0-9d86-dd6b9809c66f,2022/01/17,矢向改札内下りホーム２（１００２４２２７）　,矢向改札内下りホム２１００２４２２７,株式会社ＪＲ東日本クロスステーション
00-041281,鶴生第9716,株式会社ＪＲ東日本クロスステーション,,神奈川県,横浜市鶴見区鶴見中央1,横浜市鶴見区鶴見中央１,,鶴見改札内東西自由通路（81021131） ,03-6862-7381,自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く。）,乳類販売業（自動販売機）,2022年1月17日,2117年12月31日,2022年1月17日,,141,鶴見改札内東西自由通路（81021131） ,045,03-6862-7381,,,,神奈川県　横浜市鶴見区鶴見中央１,神奈川県横浜市鶴見区鶴見中央１,,78308,14,14101,鶴見中央１,,2022/01/17,2022/01/17,,2117/12/31,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,鶴生第9716,,自動販売機,コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く。 乳類販売業（自動販売機）,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_19,I,61,612,,鶴見改札内東西自由通路８１０２１１３１03-6862-73817830814101,b711f922-2655-4b3f-a0b9-70a14af94119,株式会社ＪＲ東日本クロスステーション,627b9af0-b449-45a4-8818-8af2146b3322,83f8bd2a-74b8-466e-83da-648fa14b43a9,2022/01/17,鶴見改札内東西自由通路（８１０２１１３１）　,鶴見改札内東西自由通路８１０２１１３１,株式会社ＪＲ東日本クロスステーション
