,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人,新規,15505,,道の駅　あがの(食堂）,阿賀野市窪川原553-2,0250-25-7011,,株式会社　あがの,代表取締役　丸山　正孝,新潟県阿賀野市下黒瀬1366,0250-25-7011,,,㉕ そうざい製造業,,,12-26,0,0,2022年07月02日,2022年06月24日,2022年07月01日,2022年07月02日,2028年03月31日,,,,,,新発田保健所,道の駅　あがの(食堂）,0250,0250-25-7011,,,,阿賀野市窪川原553-2,新潟県阿賀野市窪川原５５３－２,,89441,新潟県,阿賀野市,窪川原,2022/06/24,2022/07/02,2022/07/02,,2028/03/31,株式会社　あがの,代表取締役　丸山　正孝,0250-25-7011,新潟県阿賀野市下黒瀬1366,新潟県阿賀野市下黒瀬１３６６,,89472,新潟県,阿賀野市,下黒瀬,12-26,新規,そうざい製造業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,道の駅　あがの（食堂）,道の駅あがの食堂,株式会社あがの,,2,,,,,
法人,新規,15506,,道の駅　あがの（農産加工場）,阿賀野市窪川原553-2,0250-25-7011,,株式会社　あがの,代表取締役　丸山　正孝,新潟県阿賀野市下黒瀬1366,0250-25-7011,,,㉙ 漬物製造業,,,12-27,0,0,2022年07月02日,2022年06月24日,2022年07月01日,2022年07月02日,2028年03月31日,,,,,,新発田保健所,道の駅　あがの（農産加工場）,0250,0250-25-7011,,,,阿賀野市窪川原553-2,新潟県阿賀野市窪川原５５３－２,,89441,新潟県,阿賀野市,窪川原,2022/06/24,2022/07/02,2022/07/02,,2028/03/31,株式会社　あがの,代表取締役　丸山　正孝,0250-25-7011,新潟県阿賀野市下黒瀬1366,新潟県阿賀野市下黒瀬１３６６,,89472,新潟県,阿賀野市,下黒瀬,12-27,新規,漬物製造業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,道の駅　あがの（農産加工場）,道の駅あがの農産加工場,株式会社あがの,,3,,,,,
法人,新規,15506,,道の駅　あがの（農産加工場）,阿賀野市窪川原553-2,0250-25-7011,,株式会社　あがの,代表取締役　丸山　正孝,新潟県阿賀野市下黒瀬1366,0250-25-7011,,,㉚ 密封包装食品製造業,,,12-27,0,0,2022年07月02日,2022年06月24日,2022年07月01日,2022年07月02日,2028年03月31日,,,,,,新発田保健所,道の駅　あがの（農産加工場）,0250,0250-25-7011,,,,阿賀野市窪川原553-2,新潟県阿賀野市窪川原５５３－２,,89441,新潟県,阿賀野市,窪川原,2022/06/24,2022/07/02,2022/07/02,,2028/03/31,株式会社　あがの,代表取締役　丸山　正孝,0250-25-7011,新潟県阿賀野市下黒瀬1366,新潟県阿賀野市下黒瀬１３６６,,89472,新潟県,阿賀野市,下黒瀬,12-27,新規,密封包装食品製造業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,道の駅　あがの（農産加工場）,道の駅あがの農産加工場,株式会社あがの,,3,,,,,
法人,新規,15507,,ノーブルウッドゴルフクラブ,新発田市藤塚浜2001,0254-41-0707,,株式会社　ＳＴＳ,代表取締役　内藤　豊大,新潟県新潟市中央区湊町通四ノ町3342番地3,025-250-6948,,,① 飲食店営業,,,12-29,0,0,2022年07月02日,2022年06月28日,2022年07月01日,2022年07月02日,2027年10月31日,,,,,,新発田保健所,ノーブルウッドゴルフクラブ,0254,0254-41-0707,,,,新発田市藤塚浜2001,新潟県新発田市藤塚浜２００１,,86798,新潟県,新発田市,藤塚浜,2022/06/28,2022/07/02,2022/07/02,,2027/10/31,株式会社　ＳＴＳ,代表取締役　内藤　豊大,025-250-6948,新潟県新潟市中央区湊町通四ノ町3342番地3,新潟県新潟市中央区湊町通四ノ町３３４２番地３,,83991,新潟県,新潟市中央区,湊町通四ノ町,12-29,新規,飲食店営業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ノーブルウッドゴルフクラブ,ノブルウッドゴルフクラブ,株式会社ＳＴＳ,,1,,,,,
法人,新規,15504,,道の駅　あがの（厨房）,阿賀野市窪川原553-2,0250-25-7011,,株式会社　あがの,代表取締役　丸山　正孝,新潟県阿賀野市下黒瀬1366,0250-25-7011,,,① 飲食店営業,,,12-30,0,0,2022年07月02日,2022年06月30日,2022年07月01日,2022年07月02日,2028年03月31日,,,,,,新発田保健所,道の駅　あがの（厨房）,0250,0250-25-7011,,,,阿賀野市窪川原553-2,新潟県阿賀野市窪川原５５３－２,,89441,新潟県,阿賀野市,窪川原,2022/06/30,2022/07/02,2022/07/02,,2028/03/31,株式会社　あがの,代表取締役　丸山　正孝,0250-25-7011,新潟県阿賀野市下黒瀬1366,新潟県阿賀野市下黒瀬１３６６,,89472,新潟県,阿賀野市,下黒瀬,12-30,新規,飲食店営業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,道の駅　あがの（厨房）,道の駅あがの厨房,株式会社あがの,,1,,,,,
法人,新規,10163,,白玉の湯　華鳳　エグゼクティブラウンジG,新発田市月岡温泉１３４,32-1515,,株式会社　ホテル泉慶,代表取締役　飯田　武志,新潟県新発田市月岡温泉４５３,0254-32-1111,,,① 飲食店営業,,,13-55,0,0,2022年07月09日,2022年06月01日,2022年07月08日,2022年07月09日,2027年07月31日,,,,,,新発田保健所,白玉の湯　華鳳　エグゼクティブラウンジG,0254,0254-32-1515,,,,新発田市月岡温泉１３４,新潟県新発田市月岡温泉１３４,,86812,新潟県,新発田市,月岡温泉,2022/06/01,2022/07/09,2022/07/09,,2027/07/31,株式会社　ホテル泉慶,代表取締役　飯田　武志,0254-32-1111,新潟県新発田市月岡温泉４５３,新潟県新発田市月岡温泉４５３,,86812,新潟県,新発田市,月岡温泉,13-55,新規,飲食店営業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,白玉の湯　華鳳　エグゼクティブラウンジＧ,白玉の湯華鳳エグゼクティブラウンジＧ,株式会社ホテル泉慶,,1,,,,,
法人,新規,15525,,にんにく＋.トマト,新発田市諏訪町1-9-29,080-3500-3868,,株式会社　RELATION,代表取締役　佐藤　綾子,新潟県新発田市中央町3丁目8-10,0254-22-3868,,,① 飲食店営業,,,12-31,0,0,2022年07月16日,2022年07月05日,2022年07月15日,2022年07月16日,2028年06月30日,,,,,,新発田保健所,にんにく＋.トマト,0254,080-3500-3868,,,,新発田市諏訪町1-9-29,新潟県新発田市諏訪町１－９－２９,,86617,新潟県,新発田市,諏訪町１,2022/07/05,2022/07/16,2022/07/16,,2028/06/30,株式会社　RELATION,代表取締役　佐藤　綾子,0254-22-3868,新潟県新発田市中央町3丁目8-10,新潟県新発田市中央町３丁目８－１０,,86634,新潟県,新発田市,中央町３,12-31,新規,飲食店営業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,にんにく＋．トマト,にんにくトマト,株式会社ＲＥＬＡＴＩＯＮ,,1,,,,,
法人,新規,15524,,道の駅あがの　修蔵,阿賀野市窪川原553-2,0250-25-7011,,株式会社　天朝閣,代表取締役　古田　秀衛,新潟県阿賀野市中島町1-25,0250-62-2378,,,① 飲食店営業,,,12-32,0,0,2022年07月16日,2022年07月06日,2022年07月15日,2022年07月16日,2028年03月31日,,,,,,新発田保健所,道の駅あがの　修蔵,0250,0250-25-7011,,,,阿賀野市窪川原553-2,新潟県阿賀野市窪川原５５３－２,,89441,新潟県,阿賀野市,窪川原,2022/07/06,2022/07/16,2022/07/16,,2028/03/31,株式会社　天朝閣,代表取締役　古田　秀衛,0250-62-2378,新潟県阿賀野市中島町1-25,新潟県阿賀野市中島町１－２５,,89507,新潟県,阿賀野市,中島町,12-32,新規,飲食店営業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,道の駅あがの　修蔵,道の駅あがの修蔵,株式会社天朝閣,,1,,,,,
個人,新規,15526,,宅配テイク専門店　こむぎ,新発田市西園町1-5-13,090-1069-7922,五十嵐　広美,,,,,,,① 飲食店営業,,,12-33,0,0,2022年07月16日,2022年07月07日,2022年07月15日,2022年07月16日,2028年06月30日,,,,,,新発田保健所,宅配テイク専門店　こむぎ,0254,090-1069-7922,,,,新発田市西園町1-5-13,新潟県新発田市西園町１－５－１３,,86660,新潟県,新発田市,西園町１,2022/07/07,2022/07/16,2022/07/16,,2028/06/30,,五十嵐　広美,,,,,,,,,12-33,新規,飲食店営業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,宅配テイク専門店　こむぎ,宅配テイク専門店こむぎ,,,1,,,,,
法人,新規,15533,,帰ってきた親父の店　にしや,胎内市西本町18-55-3,,,株式会社　カエツ工業,代表取締役　近　久雄,新潟県胎内市東牧726番地28,0254-47-2311,,,① 飲食店営業,,,12-25,0,0,2022年07月23日,2022年06月23日,2022年07月22日,2022年07月23日,2027年11月30日,,,,,,新発田保健所,帰ってきた親父の店　にしや,0254,,,,,胎内市西本町18-55-3,新潟県胎内市西本町１８－５５－３,,90262,新潟県,胎内市,西本町,2022/06/23,2022/07/23,2022/07/23,,2027/11/30,株式会社　カエツ工業,代表取締役　近　久雄,0254-47-2311,新潟県胎内市東牧726番地28,新潟県胎内市東牧７２６番地２８,,90249,新潟県,胎内市,東牧,12-25,新規,飲食店営業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,帰ってきた親父の店　にしや,帰ってきた親父の店にしや,株式会社カエツ工業,,1,,,,,
法人,新規,15527,,白豚　小里店,阿賀野市小里6-1,070-9024-2985,,株式会社　白豚,代表取締役　庄司　強,新潟県新潟市東区上木戸1-3-14,025-369-4849,,,① 飲食店営業,,,12-36,0,0,2022年07月23日,2022年07月19日,2022年07月22日,2022年07月23日,2028年03月31日,,,,,,新発田保健所,白豚　小里店,0250,070-9024-2985,,,,阿賀野市小里6-1,新潟県阿賀野市小里６－１,,89398,新潟県,阿賀野市,小里,2022/07/19,2022/07/23,2022/07/23,,2028/03/31,株式会社　白豚,代表取締役　庄司　強,025-369-4849,新潟県新潟市東区上木戸1-3-14,新潟県新潟市東区上木戸１－３－１４,,83347,新潟県,新潟市東区,上木戸１,12-36,新規,飲食店営業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,白豚　小里店,白豚小里店,株式会社白豚,,2,,,,,
個人,新規,15530,,ファミリーマート新発田住吉店,新発田市住吉町4-1-15,0254-21-3101,前島　加代子,,,,,,,① 飲食店営業,,,12-35,0,0,2022年07月27日,2022年07月19日,2022年07月26日,2022年07月27日,2028年06月30日,,,,,,新発田保健所,ファミリーマート新発田住吉店,0254,0254-21-3101,,,,新発田市住吉町4-1-15,新潟県新発田市住吉町４－１－１５,,86615,新潟県,新発田市,住吉町４,2022/07/19,2022/07/27,2022/07/27,,2028/06/30,,前島　加代子,,,,,,,,,12-35,新規,飲食店営業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ファミリーマート新発田住吉店,ファミリマト新発田住吉店,,ファミリーマート,2,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
法人,新規,15539,,精香苑　精肉店,新発田市中央町3-12-8,0254-28-7944,,株式会社　精香苑,代表取締役　鄭　英則,新潟県新発田市中央町３丁目12番13号,0254-26-0760,,,⑨ 食肉処理業,,,12-34,0,0,2022年07月30日,2022年07月15日,2022年07月29日,2022年07月30日,2028年06月30日,,,,,,新発田保健所,精香苑　精肉店,0254,0254-28-7944,,,,新発田市中央町3-12-8,新潟県新発田市中央町３－１２－８,,86634,新潟県,新発田市,中央町３,2022/07/15,2022/07/30,2022/07/30,,2028/06/30,株式会社　精香苑,代表取締役　鄭　英則,0254-26-0760,新潟県新発田市中央町３丁目12番13号,新潟県新発田市中央町３丁目１２番１３号,,86634,新潟県,新発田市,中央町３,12-34,新規,食肉処理業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,農業，林業,農業,,,,,,,,,精香苑　精肉店,精香苑精肉店,株式会社精香苑,,3,,,,,
法人,新規,15539,,精香苑　精肉店,新発田市中央町3-12-8,0254-28-7944,,株式会社　精香苑,代表取締役　鄭　英則,新潟県新発田市中央町３丁目12番13号,0254-26-0760,,,㉕ そうざい製造業,,,12-34,0,0,2022年07月30日,2022年07月15日,2022年07月29日,2022年07月30日,2028年06月30日,,,,,,新発田保健所,精香苑　精肉店,0254,0254-28-7944,,,,新発田市中央町3-12-8,新潟県新発田市中央町３－１２－８,,86634,新潟県,新発田市,中央町３,2022/07/15,2022/07/30,2022/07/30,,2028/06/30,株式会社　精香苑,代表取締役　鄭　英則,0254-26-0760,新潟県新発田市中央町３丁目12番13号,新潟県新発田市中央町３丁目１２番１３号,,86634,新潟県,新発田市,中央町３,12-34,新規,そうざい製造業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,精香苑　精肉店,精香苑精肉店,株式会社精香苑,,3,,,,,
法人,新規,15539,,精香苑　精肉店,新発田市中央町3-12-8,0254-28-7944,,株式会社　精香苑,代表取締役　鄭　英則,新潟県新発田市中央町３丁目12番13号,0254-26-0760,,,㉙ 漬物製造業,,,12-34,0,0,2022年07月30日,2022年07月15日,2022年07月29日,2022年07月30日,2028年06月30日,,,,,,新発田保健所,精香苑　精肉店,0254,0254-28-7944,,,,新発田市中央町3-12-8,新潟県新発田市中央町３－１２－８,,86634,新潟県,新発田市,中央町３,2022/07/15,2022/07/30,2022/07/30,,2028/06/30,株式会社　精香苑,代表取締役　鄭　英則,0254-26-0760,新潟県新発田市中央町３丁目12番13号,新潟県新発田市中央町３丁目１２番１３号,,86634,新潟県,新発田市,中央町３,12-34,新規,漬物製造業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,精香苑　精肉店,精香苑精肉店,株式会社精香苑,,3,,,,,
法人,新規,15475,,新発田市生涯学習センター,新発田市中央町５丁目８-４７,,,新発田ヤクルト販売株式会社,代表取締役　時田　一成,新潟県新発田市緑町１丁目14番17号,0254-26-8960,,,③ 乳類販売業,,,,0,0,,2022年06月06日,,,,,,,,,新発田保健所,新発田市生涯学習センター,0254,,,,,新発田市中央町５丁目８-４７,新潟県新発田市中央町５丁目８－４７,,86636,新潟県,新発田市,中央町５,2022/06/06,,,,,新発田ヤクルト販売株式会社,代表取締役　時田　一成,0254-26-8960,新潟県新発田市緑町１丁目14番17号,新潟県新発田市緑町１丁目１４番１７号,,86693,新潟県,新発田市,緑町１,,新規,乳類販売業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,,,,,,,,,新発田市生涯学習センター,新発田市生涯学習センタ,新発田ヤクルト販売株式会社,,1,,,,,
法人,新規,14955,,みや乃屋,新発田市富塚町２丁目２－１３３番地,0254-20-7030,,株式会社　宮野食品工業所,代表取締役　宮野　紳一朗,新潟県新発田市中田町３－１２９７－１,0254-22-3322,,,⑧ 米穀類販売業,,,,0,0,,2022年06月16日,,,,,,,,,新発田保健所,みや乃屋,0254,0254-20-7030,,,,新発田市富塚町２丁目２－１３３番地,新潟県新発田市富塚町２丁目２－１３３番地,,86643,新潟県,新発田市,富塚町２,2022/06/16,,,,,株式会社　宮野食品工業所,代表取締役　宮野　紳一朗,0254-22-3322,新潟県新発田市中田町３－１２９７－１,新潟県新発田市中田町３－１２９７－１,,86655,新潟県,新発田市,中田町３,,新規,米穀類販売業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,米穀類小売業,,,,,,,みや乃屋,みや乃屋,株式会社宮野食品工業所,,1,,,,,
個人,新規,15516,,第104回全国高校野球県大会　県内一円,新発田市五十公野道島6080新発田市五十公野公園,,中野　秋男,,,,,,,⑬ その他の食料・飲料販売業,,,,0,0,,2022年07月04日,,,,,,,,,新発田保健所,第104回全国高校野球県大会　県内一円,0254,,,,,新発田市五十公野道島6080新発田市五十公野公園,新潟県新発田市五十公野道島６０８０,新発田市五十公野公園,86534,新潟県,新発田市,五十公野,2022/07/04,,,,,,中野　秋男,,,,,,,,,,新規,食料品販売業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,第１０４回全国高校野球県大会　県内一円,第１０４回全国高校野球県大会県内一円,,,1,,,,,
法人,新規,15517,,てらまちゴーゴー,新発田市諏訪町2-3-27県内一円,,,株式会社　Ｓ・Ｂ・Ｓ,代表取締役　井畑　洋一,新潟県新発田市藤塚浜1133,0254-24-8137,,,⑥ 弁当販売業,,,,0,0,,2022年07月07日,,,,,,,,,新発田保健所,てらまちゴーゴー,0254,,,,,新発田市諏訪町2-3-27県内一円,新潟県新発田市諏訪町２－３－２７,県内一円,86618,新潟県,新発田市,諏訪町２,2022/07/07,,,,,株式会社　Ｓ・Ｂ・Ｓ,代表取締役　井畑　洋一,0254-24-8137,新潟県新発田市藤塚浜1133,新潟県新発田市藤塚浜１１３３,,86798,新潟県,新発田市,藤塚浜,,新規,弁当販売業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,てらまちゴーゴー,てらまちゴゴ,株式会社Ｓ・Ｂ・Ｓ,,2,,,,,
個人,新規,15518,ブルーミング,blooming,新発田市中曽根町3-7-25,0254-22-6920,神田　泉,,,,,,,⑥ 弁当販売業,,,,0,0,,2022年07月07日,,,,,,,,,新発田保健所,blooming,0254,0254-22-6920,,,,新発田市中曽根町3-7-25,新潟県新発田市中曽根町３－７－２５,,86652,新潟県,新発田市,中曽根町３,2022/07/07,,,,,,神田　泉,,,,,,,,,,新規,弁当販売業,,ブルーミング,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,ｂｌｏｏｍｉｎｇ,ｂｌｏｏｍｉｎｇ,,,3,,,,,
