https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,業態,施設-住所0,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,10,愛媛県,松山市,GROOVY,,グルービー,飲食店営業,,松山市二番町1丁目8-2ニック３３ビル ５F,松山市二番町１丁目８－２,ニック３３ビル ５F,,,089-932-9262,森本祐太朗,,,,第667号,2021/8/3,2021/8/3,,2026/9/30,,,,,,377,GROOVY,089,089-932-9262,,,,松山市二番町１丁目８－２,愛媛県松山市二番町１丁目８－２,ニック３３ビル ５F,194002,38,38201,二番町１,,2021/08/03,2021/08/03,,2026/09/30,,森本祐太朗  ,,,,,,,,,第667号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ＧＲＯＯＶＹ089-932-926219400238201,2b978609-3444-4a9a-b4c3-3e067d0660d8,,personal,99d02349-f238-4a81-a8d5-87fe0920cbc6,2021/08/03,ＧＲＯＯＶＹ,ＧＲＯＯＶＹ,
382019,11,愛媛県,松山市,クック・チャム三津店,,クックチャムミツテン,飲食店営業,,松山市古三津1丁目25-21,松山市古三津１丁目２５－２１,,,,,,株式会社 クック・チャム四国,,野口佳秀,第668号,2021/8/4,2021/8/4,,2026/9/30,,,,,,377,クック・チャム三津店,089,,,,,松山市古三津１丁目２５－２１,愛媛県松山市古三津１丁目２５－２１,,194194,38,38201,古三津１,,2021/08/04,2021/08/04,,2026/09/30,株式会社 クック・チャム四国,野口佳秀,,,,,,,,,第668号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,クックチャム三津店19419438201,2fe2aeb8-6eaa-47f2-aacf-43e08f298d09,株式会社クック・チャム四国,65771abe-6cbb-4214-8a81-d6f530470937,9d08a719-6300-4563-8fe9-6435ae874bc2,2021/08/04,クック・チャム三津店,クックチャム三津店,株式会社クック・チャム四国
382019,12,愛媛県,松山市,すなっく 気まぐれ,,スナック キマグレ,飲食店営業,,松山市鷹子町824-5mビル1F,松山市鷹子町８２４－５,mビル１F,,,089-976-7696,米田恵美子,,,,第669号,2021/8/4,2021/8/4,,2026/9/30,,,,,,377,すなっく 気まぐれ,089,089-976-7696,,,,松山市鷹子町８２４－５,愛媛県松山市鷹子町８２４－５,mビル１F,193921,38,38201,鷹子町,,2021/08/04,2021/08/04,,2026/09/30,,米田恵美子  ,,,,,,,,,第669号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,すなっく気まぐれ089-976-769619392138201,ce46a004-da18-449c-92e2-88591e402f71,,personal,8508ec47-c7ae-49e1-afe3-0198a5a4b9ad,2021/08/04,すなっく　気まぐれ,すなっく気まぐれ,
382019,13,愛媛県,松山市,ODEON フードトラック,,オデオン フードトラック,飲食店営業,,松山市保健所管内,松山市保健所管内,,,,,,株式会社エイガカン,,安田尚吾,第672号,2021/8/4,2021/8/4,,2026/9/30,,,,,,377,ODEON フードトラック,089,,,,,松山市保健所管内,愛媛県松山市保健所管内,,193715,38,38201,,,2021/08/04,2021/08/04,,2026/09/30,株式会社エイガカン,安田尚吾,,,,,,,,,第672号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ＯＤＥＯＮフドトラック19371538201,fe4b3404-5a57-4923-b19d-71219757d257,株式会社エイガカン,64d573c8-2d45-4cff-bfde-a929e010805a,afd276a6-5e03-4a7d-8f3a-7c612b5aa37b,2021/08/04,ＯＤＥＯＮ　フードトラック,ＯＤＥＯＮフドトラック,株式会社エイガカン
382019,14,愛媛県,松山市,松山三越,,マツヤマミツコシ,飲食店営業,,松山市一番町三丁目一番地１,松山市一番町３丁目一番地１,,,,,,株式会社 松山三越,,浅田徹,第673号,2021/8/4,2021/8/4,,2026/9/30,,,,,,377,松山三越,089,,,,,松山市一番町３丁目一番地１,愛媛県松山市一番町３丁目一番地１,,193746,38,38201,一番町３,,2021/08/04,2021/08/04,,2026/09/30,株式会社 松山三越,浅田徹,,,,,,,,,第673号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,松山三越19374638201,ab2ebe4c-c33e-4c67-a1c5-53d1066bbe6b,株式会社松山三越,8853187a-40d3-4d2f-b51e-89903f907bed,bcc84421-d7e1-4cef-97f3-b97f716e15a7,2021/08/04,松山三越,松山三越,株式会社松山三越
382019,15,愛媛県,松山市,ＤＥＶＩＬ ＷＩＮＧ,,デビル ウィング,飲食店営業,,松山市二番町１丁目８－１６ニック３３ビル ４Ｆ,松山市二番町１丁目８－１６,ニック３３ビル ４Ｆ,,,089-921-3064,濱本勝美,,,,第674号,2021/8/4,2021/8/4,,2026/9/30,,,,,,377,ＤＥＶＩＬ ＷＩＮＧ,089,089-921-3064,,,,松山市二番町１丁目８－１６,愛媛県松山市二番町１丁目８－１６,ニック３３ビル ４Ｆ,194002,38,38201,二番町１,,2021/08/04,2021/08/04,,2026/09/30,,濱本勝美  ,,,,,,,,,第674号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ＤＥＶＩＬＷＩＮＧ089-921-306419400238201,ce0d39f6-83c3-45c0-a6e3-8b0ddfbfb8e8,,personal,652368c1-aa73-4e16-b878-fc256eecafa4,2021/08/04,ＤＥＶＩＬ　ＷＩＮＧ,ＤＥＶＩＬＷＩＮＧ,
382019,16,愛媛県,松山市,山のパン屋,,ヤマノパンヤ,飲食店営業,,松山市東川町乙４４－７,松山市東川町乙４４－７,,,,089-961-1217,長野喜久男,,,,第675号,2021/8/5,2021/8/5,,2026/9/30,,,,,,377,山のパン屋,089,089-961-1217,,,,松山市東川町乙４４－７,愛媛県松山市東川町乙４４－７,,194016,38,38201,東川町,,2021/08/05,2021/08/05,,2026/09/30,,長野喜久男  ,,,,,,,,,第675号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,山のパン屋089-961-121719401638201,8681ead8-2f53-409b-bc49-c73214a05f95,,personal,12a7ceee-4941-41c2-a6f7-89d93b2e7bd5,2021/08/05,山のパン屋,山のパン屋,
382019,17,愛媛県,松山市,サービス付き高齢者向け住宅 えみらいふ小坂,,サービスツキコウレイシャムケジュウタク エミライフコサカ,飲食店営業,,松山市小坂2丁目3-5,松山市小坂２丁目３－５,,,,089-909-7714,,株式会社やまのべフードサービス,,井上寿一,第676号,2021/8/5,2021/8/5,,2026/9/30,,,,,,377,サービス付き高齢者向け住宅 えみらいふ小坂,089,089-909-7714,,,,松山市小坂２丁目３－５,愛媛県松山市小坂２丁目３－５,,193863,38,38201,小坂２,,2021/08/05,2021/08/05,,2026/09/30,株式会社やまのべフードサービス,井上寿一,,,,,,,,,第676号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,サビス付き高齢者向け住宅えみらいふ小坂089-909-771419386338201,93cc3338-0285-4889-b0df-24af807362b0,株式会社やまのべフードサービス,e3490b2b-0c9d-4a52-bbe9-b5a303982868,2ef173b9-6848-416d-a02e-af2ed877c756,2021/08/05,サービス付き高齢者向け住宅　えみらいふ小坂,サビス付き高齢者向け住宅えみらいふ小坂,株式会社やまのべフードサービス
382019,18,愛媛県,松山市,前野整形外科,,マエノセイケイゲカ,飲食店営業,,松山市小坂5丁目11-1,松山市小坂５丁目１１－１,,,,089-948-1118,,株式会社やまのべフードサービス,,井上寿一,第677号,2021/8/5,2021/8/5,,2026/9/30,,,,,,377,前野整形外科,089,089-948-1118,,,,松山市小坂５丁目１１－１,愛媛県松山市小坂５丁目１１－１,,193866,38,38201,小坂５,,2021/08/05,2021/08/05,,2026/09/30,株式会社やまのべフードサービス,井上寿一,,,,,,,,,第677号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,前野整形外科089-948-111819386638201,719ea612-c3bb-4a1d-abdf-b969e3e25e8e,株式会社やまのべフードサービス,e3490b2b-0c9d-4a52-bbe9-b5a303982868,981f50a0-52af-4c23-8a2f-e113267c725e,2021/08/05,前野整形外科,前野整形外科,株式会社やまのべフードサービス
382019,19,愛媛県,松山市,海鮮もりかわ寿司,,カイセンモリカワズシ,飲食店営業,,松山市平井町2344,松山市平井町２３４４,,,,089-970-5490,森川龍明,,,,第680号,2021/8/10,2021/8/10,,2026/9/30,,,,,,377,海鮮もりかわ寿司,089,089-970-5490,,,,松山市平井町２３４４,愛媛県松山市平井町２３４４,,194034,38,38201,平井町,,2021/08/10,2021/08/10,,2026/09/30,,森川龍明  ,,,,,,,,,第680号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,海鮮もりかわ寿司089-970-549019403438201,3ceca85d-a822-4bf0-b141-d6199d9087a6,,personal,a103d4c6-90a6-4040-8edf-d32a1b349e7f,2021/08/10,海鮮もりかわ寿司,海鮮もりかわ寿司,
382019,20,愛媛県,松山市,春海,,ハルミ,飲食店営業,,松山市室町２丁目３－２２,松山市室町２丁目３－２２,,,,,岡崎範雄,,,,第683号,2021/8/10,2021/8/10,,2026/9/30,,,,,,377,春海,089,,,,,松山市室町２丁目３－２２,愛媛県松山市室町２丁目３－２２,,194124,38,38201,室町２,,2021/08/10,2021/08/10,,2026/09/30,,岡崎範雄  ,,,,,,,,,第683号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,春海19412438201,63c038c9-ebce-4f65-ae4e-2d61be9ac6da,,personal,d8533869-2840-4430-9638-128b88237b0b,2021/08/10,春海,春海,
382019,21,愛媛県,松山市,麺と向かって 鰹,,メントムカッテ カツオ,飲食店営業,,松山市湊町４丁目１－１２プログレッソプリモ１階東,松山市湊町４丁目１－１２,プログレッソプリモ１階東,,,,髙市勝之,,,,第684号,2021/8/10,2021/8/10,,2026/9/30,,,,,,377,麺と向かって 鰹,089,,,,,松山市湊町４丁目１－１２,愛媛県松山市湊町４丁目１－１２,プログレッソプリモ１階東,194092,38,38201,湊町４,,2021/08/10,2021/08/10,,2026/09/30,,髙市勝之  ,,,,,,,,,第684号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,麺と向かって鰹19409238201,10a5ac9a-695d-4b2c-a525-28232e67ca44,,personal,17e7a856-f03e-46fa-aafc-fe1b41e4363c,2021/08/10,麺と向かって　鰹,麺と向かって鰹,
382019,22,愛媛県,松山市,スナックMOMO,,スナックモモ,飲食店営業,,松山市東石井６丁目６－４０１F,松山市東石井６丁目６－４０,１F,,,,水本敬三,,,,第686号,2021/8/10,2021/8/10,,2026/9/30,,,,,,377,スナックMOMO,089,,,,,松山市東石井６丁目６－４０,愛媛県松山市東石井６丁目６－４０,１F,194270,38,38201,東石井６,,2021/08/10,2021/08/10,,2026/09/30,,水本敬三  ,,,,,,,,,第686号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,スナックＭＯＭＯ19427038201,bac0d9fb-8389-4c3c-84fc-789cc3eab083,,personal,93cc1cec-2962-46f2-8c23-ab7a02bf8f31,2021/08/10,スナックＭＯＭＯ,スナックＭＯＭＯ,
382019,23,愛媛県,松山市,特定施設入所者生活介護 そがの里,,トクテイシセツニュウショシャセイカツカイゴ ソガノサト,飲食店営業,,松山市小坂２丁目４ー２６,松山市小坂２丁目４ー２６,,,,089-934-5566,,株式会社クロス・サービス,,岡部純二,第689号,2021/8/11,2021/8/11,,2026/9/30,,,,,,377,特定施設入所者生活介護 そがの里,089,089-934-5566,,,,松山市小坂２丁目４ー２６,愛媛県松山市小坂２丁目４－２６,,193863,38,38201,小坂２,,2021/08/11,2021/08/11,,2026/09/30,株式会社クロス・サービス,岡部純二,,,,,,,,,第689号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,特定施設入所者生活介護そがの里089-934-556619386338201,2c531907-4cd7-4701-a2d5-2330c36d2aee,株式会社クロス・サービス,86caee23-b6f7-48eb-87de-772b21c7fa40,d45a2f5f-0a8d-4ada-9e57-d9fffab7cde3,2021/08/11,特定施設入所者生活介護　そがの里,特定施設入所者生活介護そがの里,株式会社クロス・サービス
382019,24,愛媛県,松山市,株式会社あいテレビ,,カブシキガイシャアイテレビ,飲食店営業,,松山市竹原町１－５－２５ １F,松山市竹原町１－５－２５,１F,,,089-921-2190,,株式会社あいテレビ,,左納和宜,第690号,2021/8/12,2021/8/12,,2026/9/30,,,,,,377,株式会社あいテレビ,089,089-921-2190,,,,松山市竹原町１－５－２５,愛媛県松山市竹原町１－５－２５,１F,193935,38,38201,竹原町１,,2021/08/12,2021/08/12,,2026/09/30,株式会社あいテレビ,左納和宜,,,,,,,,,第690号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,株式会社あいテレビ089-921-219019393538201,72171ac2-6ecd-4ca9-88bc-5e4603b84a5a,株式会社あいテレビ,ac9986c7-2001-4bfd-b711-28016b91a7e3,4eca68aa-e8e2-41a7-b568-b32d67ca029d,2021/08/12,株式会社あいテレビ,株式会社あいテレビ,株式会社あいテレビ
382019,25,愛媛県,松山市,串坊,,クシボウ,飲食店営業,,松山市湊町5丁目3-2越智ビル１F,松山市湊町５丁目３－２,越智ビル１F,,,,大谷孝司,,,,第691号,2021/8/12,2021/8/12,,2026/9/30,,,,,,377,串坊,089,,,,,松山市湊町５丁目３－２,愛媛県松山市湊町５丁目３－２,越智ビル１F,194093,38,38201,湊町５,,2021/08/12,2021/08/12,,2026/09/30,,大谷孝司  ,,,,,,,,,第691号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,串坊19409338201,73a970cb-dc6a-48e3-a644-aaca4f2c2154,,personal,002a7da2-ea6c-4f0e-9a91-25309ccb9ba8,2021/08/12,串坊,串坊,
382019,26,愛媛県,松山市,STAGE,,ステージ,飲食店営業,,松山市二番町１－５－１４１０４弐番館５F,松山市二番町１－５－１４１０４,弐番館５F,,,089-909-5986,髙村陽理,,,,第692号,2021/8/12,2021/8/12,,2026/9/30,,,,,,377,STAGE,089,089-909-5986,,,,松山市二番町１－５－１４１０４,愛媛県松山市二番町１－５－１４１０４,弐番館５F,194002,38,38201,二番町１,,2021/08/12,2021/08/12,,2026/09/30,,髙村陽理  ,,,,,,,,,第692号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ＳＴＡＧＥ089-909-598619400238201,5a38cccb-b3b0-4534-8dd2-392257312fcf,,personal,99164f69-9f64-4225-95b6-d0e2f5062beb,2021/08/12,ＳＴＡＧＥ,ＳＴＡＧＥ,
382019,27,愛媛県,松山市,ステーキ食堂＆ローストビーフ,,ステーキショクドウアンドローストビーフ,飲食店営業,,松山市南梅本町１３０３－１フジグラン重信グルメアヴェニュー１Ｆ,松山市南梅本町１３０３－１,フジグラン重信グルメアヴェニュー１Ｆ,,,089-993-5029,,株式会社ダクト,,松本年博,第693号,2021/8/12,2021/8/12,,2026/9/30,,,,,,377,ステーキ食堂＆ローストビーフ,089,089-993-5029,,,,松山市南梅本町１３０３－１,愛媛県松山市南梅本町１３０３－１,フジグラン重信グルメアヴェニュー１Ｆ,194098,38,38201,南梅本町,,2021/08/12,2021/08/12,,2026/09/30,株式会社ダクト,松本年博,,,,,,,,,第693号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,ステキ食堂ロストビフ089-993-502919409838201,48ab0dd4-3936-4469-b1bb-b9394a7c7607,株式会社ダクト,a2eec690-d8b6-4a69-be9a-2a0d47c924ff,b8e98d20-12a3-4b12-a4d9-92415ae9dd25,2021/08/12,ステーキ食堂＆ローストビーフ,ステキ食堂ロストビフ,株式会社ダクト
382019,28,愛媛県,松山市,瀬戸内レモン大使館,,セトウチレモンタイシカン,飲食店営業,,松山市二番町一丁目２－９昭安ビル1F,松山市二番町１丁目２－９,昭安ビル１F,,,,,株式会社ウィステリア,,中藤満夫,第694号,2021/8/13,2021/8/13,,2026/9/30,,,,,,377,瀬戸内レモン大使館,089,,,,,松山市二番町１丁目２－９,愛媛県松山市二番町１丁目２－９,昭安ビル１F,194002,38,38201,二番町１,,2021/08/13,2021/08/13,,2026/09/30,株式会社ウィステリア,中藤満夫,,,,,,,,,第694号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,瀬戸内レモン大使館19400238201,4fb73c29-ec46-4b55-914e-8998be3ab448,株式会社ウィステリア,a2e6790c-7670-4cb2-bc1c-4e5878c79877,45b15cb5-f0d0-4ab1-9c2d-b5ca270d8f1d,2021/08/13,瀬戸内レモン大使館,瀬戸内レモン大使館,株式会社ウィステリア
382019,29,愛媛県,松山市,サニーマート松山久米店,,サニーマートマツヤマクメテン,飲食店営業,,松山市北久米町６９８－１,松山市北久米町６９８－１,,,,089-970-6566,,株式会社サニーマート,,中村彰宏,第695号,2021/8/13,2021/8/13,,2026/9/30,,,,,,377,サニーマート松山久米店,089,089-970-6566,,,,松山市北久米町６９８－１,愛媛県松山市北久米町６９８－１,,193823,38,38201,北久米町,,2021/08/13,2021/08/13,,2026/09/30,株式会社サニーマート,中村彰宏,,,,,,,,,第695号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年08月_末日,M,76,,,サニマト松山久米店089-970-656619382338201,2b76e828-85a0-446e-a512-959825383110,株式会社サニーマート,6b536216-f545-4a3b-82dc-8ee98546bdf1,0ee58481-7b13-4741-abbf-0d46ace7b4cf,2021/08/13,サニーマート松山久米店,サニマト松山久米店,株式会社サニーマート
