法人番号,申請者1,申請者2,,申請-住所1,申請-住所2,申請-住所3,申請-住所4,申請-マンション名,申請-電話番号1,,施設名,郵便番号,施設-住所1,施設-住所2,施設-住所3,施設-住所4,施設-マンション名,施設-電話番号1,業種,,許可年月日,許可期間開始日,許可期間終了日,その他,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人番号（申請・届出者）,氏名（法人の場合は法人名）（申請・届出者）,法人の代表者の氏名（申請・届出者）,郵便番号（申請・届出者）,都道府県（申請・届出者）,市区町村（申請・届出者）,町域（申請・届出者）,番地等（申請・届出者）,マンション名等（申請・届出者）,電話番号（申請・届出者）,ファクシミリ番号（申請・届出者）,営業施設名称、屋号又は商号,郵便番号（営業施設）,都道府県（営業施設）,市区町村（営業施設）,町域（営業施設）,番地等（営業施設）,マンション名等（営業施設）,電話番号（営業施設）,営業の種類,廃業年月日,許可年月日,許可開始日,許可満了日,許可条件,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
1320001003869,株式会社アメイズ,穴見賢一,8700105,大分県,大分市,西鶴崎,一丁目７番１７号,,097-524-3301,097-521-8500,志高,8420031,佐賀県,神埼郡吉野ヶ里町,吉田,８３４－１,,,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　,,408,志高,0952,,,,,佐賀県　神埼郡吉野ヶ里町　吉田　８３４－１,佐賀県神埼郡吉野が里町吉田８３４－１,,205539,41,41327,吉田,,,2021/09/01,2021/09/01,2027/08/31,株式会社アメイズ,穴見賢一,097-524-3301,大分県　大分市　西鶴崎　一丁目７番１７号,大分県大分市西鶴崎１丁目７番１７号,,210491,大分県,大分市,西鶴崎１,,,飲食店営業,,　,1320001003869,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,志高205539,7683a354-0969-41a2-866d-ffabcfcef719,株式会社アメイズ210491,61734091-40dd-43f2-a612-e81e8ca35ea6,8d43e585-5e73-49c9-a77d-67f4c811f2ea,2021/09/01,志高,志高,株式会社アメイズ
,千々岩知子,,,,,,,,,,立ち呑み屋　のん,8400801,佐賀県,佐賀市,駅前中央１丁目,１３－８,,,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,立ち呑み屋　のん,0952,,,,,佐賀県　佐賀市　駅前中央１丁目　１３－８,佐賀県佐賀市駅前中央１丁目１３－８,,204812,41,41201,駅前中央１,,,2021/12/01,2021/12/01,2027/11/30,,千々岩知子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,立ち呑み屋のん20481241201,0c14331a-7224-44c2-a171-9c54823abdbd,,personal,9bc68bc4-a0d4-49dd-a749-f7ae16d1bb5e,2021/12/01,立ち呑み屋　のん,立ち呑み屋のん,
6300002010597,有限会社はらだ企画,原田幹夫,8470815,佐賀県,唐津市,西寺町,４９０－２,２０１号,095-577-6077,,ピエトロ　モラージュ佐賀店,8408551,佐賀県,佐賀市,巨勢町大字牛島,730,モラージュ佐賀１階,0952-41-7377,① 飲食店営業,,2021/9/1,2021/9/1,2027/8/31,　,,408,ピエトロ　モラージュ佐賀店,0952,0952-41-7377,,,,佐賀県　佐賀市　巨勢町大字牛島　730,佐賀県佐賀市巨勢町牛島７３０,モラージュ佐賀１階,204712,41,41201,巨勢町牛島,,,2021/09/01,2021/09/01,2027/08/31,有限会社はらだ企画,原田幹夫,095-577-6077,佐賀県　唐津市　西寺町　４９０－２,佐賀県唐津市西寺町４９０－２,２０１号,205011,佐賀県,唐津市,西寺町,,,飲食店営業,,　,6300002010597,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ピエトロモラジュ佐賀店0952-41-737720471241201,d18796ba-3585-482b-ba2f-d535e2304610,有限会社はらだ企画205011,7553f469-2bca-4594-81f6-a497d7d13f3b,8ed2aef8-f898-4961-9019-7580ab2d9c72,2021/09/01,ピエトロ　モラージュ佐賀店,ピエトロモラジュ佐賀店,有限会社はらだ企画
,山城英治,,,,,,,,,,めしや　あり菜,8440013,佐賀県,西松浦郡有田町,大野乙,２５８８－４,,,① 飲食店営業,,2021/11/30,2021/12/1,2027/11/30,　,,411,めしや　あり菜,0955,,,,,佐賀県　西松浦郡有田町　大野乙　２５８８－４,佐賀県西松浦郡有田町大野乙２５８８－４,,205619,41,41401,大野乙,,,2021/11/30,2021/12/01,2027/11/30,,山城英治 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,めしやあり菜20561941401,971af0e8-4be5-42c2-be8d-2c030fb1ea63,,personal,b288276b-e28e-4508-8f13-6a37eaf9d3ed,2021/11/30,めしや　あり菜,めしやあり菜,
,諸隈英子,,,,,,,,,,喫茶アン,8440002,佐賀県,西松浦郡有田町,中樽,１丁目１０－１０,,0955-43-3591,① 飲食店営業,,2021/11/30,2021/12/1,2027/11/30,　,,411,喫茶アン,0955,0955-43-3591,,,,佐賀県　西松浦郡有田町　中樽　１丁目１０－１０,佐賀県西松浦郡有田町中樽１丁目１０－１０,,205595,41,41401,中樽１,,,2021/11/30,2021/12/01,2027/11/30,,諸隈英子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,喫茶アン0955-43-359120559541401,7d70f0f7-15b4-47a3-8e1b-47247cd6023a,,personal,01c31475-79c4-4ee9-92a8-afa7b3958250,2021/11/30,喫茶アン,喫茶アン,
7180301007414,株式会社物語コーポレーション,芝宮良之,4400831,愛知県,豊橋市,西岩田五丁目,７番地の１１,,0532-63-8001,,焼肉きんぐ佐賀日の出店,8490923,佐賀県,佐賀市,日の出１丁目,７－４,,0952-97-5070,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,一致の場合削除じざい/焼肉きんぐ佐賀日の出店,408,焼肉きんぐ佐賀日の出店,0952,0952-97-5070,,,,佐賀県　佐賀市　日の出１丁目　７－４,佐賀県佐賀市日ノ出１丁目７－４,,204773,41,41201,日の出１,,,2021/12/01,2021/12/01,2027/11/30,株式会社物語コーポレーション,芝宮良之,0532-63-8001,愛知県　豊橋市　西岩田五丁目　７番地の１１,愛知県豊橋市西岩田５丁目７番地ノ１１,,117817,愛知県,豊橋市,西岩田５,,,飲食店営業,,　,7180301007414,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,焼肉きんぐ佐賀日の出店0952-97-507020477341201,cbeccbb3-522f-45bf-9a98-906c638562a9,株式会社物語コーポレーション117817,3736f8c8-0893-4ecb-ae61-188a9b37926a,00a40e4c-4cc9-44e4-a5fd-ad690ae7d780,2021/12/01,焼肉きんぐ佐賀日の出店,焼肉きんぐ佐賀日の出店,株式会社物語コーポレーション
,伊東宏,,,,,,,,,,セブンイレブン佐賀駅前中央２丁目店,8400801,佐賀県,佐賀市,駅前中央,２－１０－４１,,0952-31-1560,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,店頭販売に限る,,408,セブンイレブン佐賀駅前中央２丁目店,0952,0952-31-1560,,,,佐賀県　佐賀市　駅前中央　２－１０－４１,佐賀県佐賀市駅前中央２－１０－４１,,204813,41,41201,駅前中央２,,,2021/12/01,2021/12/01,2027/11/30,,伊東宏 ,,　　　,,,,,,,,,飲食店営業,,店頭販売に限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,セブンイレブン佐賀駅前中央２丁目店0952-31-156020481341201,9868b5df-0837-47f0-bbbd-5a2714e0177d,,personal,d0a422e0-1de5-4c6a-b76c-2e43287854de,2021/12/01,セブンイレブン佐賀駅前中央２丁目店,セブンイレブン佐賀駅前中央２丁目店,
,川内礼子,,,,,,,,,,しばらく,8440027,佐賀県,西松浦郡有田町,南原,甲９０４,,0955-43-4042,① 飲食店営業,,2021/11/30,2021/12/1,2027/11/30,　,,411,しばらく,0955,0955-43-4042,,,,佐賀県　西松浦郡有田町　南原　甲９０４,佐賀県西松浦郡有田町南原甲９０４,,205651,41,41401,南原甲,,,2021/11/30,2021/12/01,2027/11/30,,川内礼子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,しばらく0955-43-404220565141401,deedc0b6-8ca6-4f16-a9b2-ba43ee7319d9,,personal,16d7de4b-f560-468a-b031-8744c50a2604,2021/11/30,しばらく,しばらく,
,川原喜美子,,,,,,,,,,スナック麦の穂,8440018,佐賀県,西松浦郡有田町,本町,丙９７２－４,,090-3414-8696,① 飲食店営業,,2021/11/30,2021/12/1,2027/11/30,　,,411,スナック麦の穂,0955,090-3414-8696,,,,佐賀県　西松浦郡有田町　本町　丙９７２－４,佐賀県西松浦郡有田町本町丙９７２－４,,205664,41,41401,本町丙,,,2021/11/30,2021/12/01,2027/11/30,,川原喜美子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,スナック麦の穂090-3414-869620566441401,8aba9ea0-610f-4ce1-a779-ac069d997355,,personal,28b5c88c-f7aa-4000-886a-43d90368e15d,2021/11/30,スナック麦の穂,スナック麦の穂,
,古川智章,,,,,,,,,,三叶,8490937,佐賀県,佐賀市,鍋島三丁目,３－１５,,0952-32-5239,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,三叶,0952,0952-32-5239,,,,佐賀県　佐賀市　鍋島三丁目　３－１５,佐賀県佐賀市鍋島３丁目３－１５,,204837,41,41201,鍋島３,,,2021/12/01,2021/12/01,2027/11/30,,古川智章 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,三叶0952-32-523920483741201,d95621a5-cf1a-4248-92a3-7cfe4e4bc324,,personal,bb11fe2f-6673-494e-ac8d-a49bf87f1dde,2021/12/01,三叶,三叶,
,桶田信次,,,,,,,,,,都せんべい本舗,8490922,佐賀県,佐賀市,高木瀬東二丁目,４－３,,0952-31-2612,⑪ 菓子製造業,,2021/12/1,2021/12/1,2027/11/30,　,,408,都せんべい本舗,0952,0952-31-2612,,,,佐賀県　佐賀市　高木瀬東二丁目　４－３,佐賀県佐賀市高木瀬東２丁目４－３,,204827,41,41201,高木瀬東２,,,2021/12/01,2021/12/01,2027/11/30,,桶田信次 ,,　　　,,,,,,,,,菓子製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,都せんべい本舗0952-31-261220482741201,7ee97811-c022-4a87-800c-f2b9dc2a2cc3,,personal,ef957a3d-8ba9-4c60-a69b-97de526f3db1,2021/12/01,都せんべい本舗,都せんべい本舗,
,武富政敏,,,,,,,,,,おでん横丁　新家,8400801,佐賀県,佐賀市,駅前中央,１－１３－１６,,0952-31-4585,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,おでん横丁　新家,0952,0952-31-4585,,,,佐賀県　佐賀市　駅前中央　１－１３－１６,佐賀県佐賀市駅前中央１－１３－１６,,204812,41,41201,駅前中央１,,,2021/12/01,2021/12/01,2027/11/30,,武富政敏 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,おでん横丁新家0952-31-458520481241201,570d631b-457b-4585-b360-c7aca0dd841c,,personal,4684a79c-df6d-4abd-bdab-512e583bb8c2,2021/12/01,おでん横丁　新家,おでん横丁新家,
8290002027575,有限会社　リタ・カンパニー,岩田誉識,8400814,佐賀県,佐賀市,成章町,５番２号,,095-226-7360,,ＳＡＫＥ　ＮＡ　ＢＡＢＹ,8400801,佐賀県,佐賀市,駅前中央,１－３－１１,千々岩ビル１Ｆ南,080-6656-9583,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,ＳＡＫＥ　ＮＡ　ＢＡＢＹ,0952,080-6656-9583,,,,佐賀県　佐賀市　駅前中央　１－３－１１,佐賀県佐賀市駅前中央１－３－１１,千々岩ビル１Ｆ南,204812,41,41201,駅前中央１,,,2021/12/01,2021/12/01,2027/11/30,有限会社　リタ・カンパニー,岩田誉識,095-226-7360,佐賀県　佐賀市　成章町　５番２号,佐賀県佐賀市成章町５番２号,,204730,佐賀県,佐賀市,成章町,,,飲食店営業,,　,8290002027575,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ＳＡＫＥＮＡＢＡＢＹ080-6656-958320481241201,e3c4ed9c-a5ce-461b-bd69-a4af05fe22ae,有限会社リタ・カンパニー204730,84e23ae9-2f96-452d-8e37-7c4c9ea1c178,4d562827-8594-4f2e-9560-12e1e68b9c3d,2021/12/01,ＳＡＫＥ　ＮＡ　ＢＡＢＹ,ＳＡＫＥＮＡＢＡＢＹ,有限会社リタ・カンパニー
1300005000170,佐賀県飲食業生活衛生同業組合,木村徹平,8400814,佐賀県,佐賀市,成章町,２－１６,,095-241-1040,,佐賀県飲食業生活衛生同業組合佐賀支部青年部 ,8498585,佐賀県,佐賀市,八丁畷町,１番２０号,県内一円,,① 飲食店営業,,2021/11/7,2021/11/7,2026/11/30,供食前十分加熱されたものに限る,,408,佐賀県飲食業生活衛生同業組合佐賀支部青年部 ,0952,,,,,佐賀県　佐賀市　八丁畷町　１番２０号,佐賀県佐賀市八丁畷町１番２０号,県内一円,204818,41,41201,八丁畷町,,,2021/11/07,2021/11/07,2026/11/30,佐賀県飲食業生活衛生同業組合,木村徹平,095-241-1040,佐賀県　佐賀市　成章町　２－１６,佐賀県佐賀市成章町２－１６,,204730,佐賀県,佐賀市,成章町,,,飲食店営業,,供食前十分加熱されたものに限る,1300005000170,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,佐賀県飲食業生活衛生同業組合佐賀支部青年部20481841201,b5b2a544-4bce-4f24-90df-dc58e5874e66,佐賀県飲食業生活衛生同業組合204730,07f23a85-644d-4e6e-9541-bd3ed28c2e59,9a58c99f-4865-436a-8863-9524d124fc02,2021/11/07,佐賀県飲食業生活衛生同業組合佐賀支部青年部　,佐賀県飲食業生活衛生同業組合佐賀支部青年部,佐賀県飲食業生活衛生同業組合
,大隈正芳,,,,,,,,,,大隈商店,8498585,佐賀県,佐賀市,八丁畷町,1-20,県内一円,,① 飲食店営業,,2021/12/1,2021/12/1,2026/11/30,ソフトクリーム、焼きするめに限る,,408,大隈商店,0952,,,,,佐賀県　佐賀市　八丁畷町　1-20,佐賀県佐賀市八丁畷町１－２０,県内一円,204818,41,41201,八丁畷町,,,2021/12/01,2021/12/01,2026/11/30,,大隈正芳 ,,　　　,,,,,,,,,飲食店営業,,ソフトクリーム、焼きするめに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,大隈商店20481841201,5ccbe9aa-1501-4ef2-96e8-dff4c599a2aa,,personal,03e10faf-6ba7-4a5d-9f09-2cd1797680fd,2021/12/01,大隈商店,大隈商店,
,江口髙子,,,,,,,,,,スナック　かくれんぼ,8440001,佐賀県,西松浦郡有田町,泉山,２－７－７,,0955-42-3356,① 飲食店営業,,2021/11/30,2021/12/1,2027/11/30,　,,411,スナック　かくれんぼ,0955,0955-42-3356,,,,佐賀県　西松浦郡有田町　泉山　２－７－７,佐賀県西松浦郡有田町泉山２－７－７,,205594,41,41401,泉山２,,,2021/11/30,2021/12/01,2027/11/30,,江口髙子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,スナックかくれんぼ0955-42-335620559441401,a3529c89-bb8a-4681-a0de-c0ef7b892da5,,personal,6a186abe-97fe-4f8d-889c-0f141b1ae8db,2021/11/30,スナック　かくれんぼ,スナックかくれんぼ,
,川久保正明,,,,,,,,,,ミニレストラン　クック,8494153,佐賀県,西松浦郡有田町,立部,乙２２６４－２１,,0955-46-5177,① 飲食店営業,,2021/11/30,2021/12/1,2027/11/30,　,,411,ミニレストラン　クック,0955,0955-46-5177,,,,佐賀県　西松浦郡有田町　立部　乙２２６４－２１,佐賀県西松浦郡有田町立部乙２２６４－２１,,205643,41,41401,立部乙,,,2021/11/30,2021/12/01,2027/11/30,,川久保正明 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ミニレストランクック0955-46-517720564341401,6925a409-270b-44a1-ba95-efcc996563a8,,personal,26c71f5a-3258-4173-899c-3c677062d5b8,2021/11/30,ミニレストラン　クック,ミニレストランクック,
,馬場美代子,,,,,,,,,,亀屋菓子舗,8400842,佐賀県,佐賀市,多布施,４丁目１－５４,,,⑪ 菓子製造業,,2021/12/1,2021/12/1,2027/11/30,　,,408,亀屋菓子舗,0952,,,,,佐賀県　佐賀市　多布施　４丁目１－５４,佐賀県佐賀市多布施４丁目１－５４,,204740,41,41201,多布施４,,,2021/12/01,2021/12/01,2027/11/30,,馬場美代子 ,,　　　,,,,,,,,,菓子製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,亀屋菓子舗20474041201,29786b02-a1c2-4ea0-9de9-58b90cfc200e,,personal,4135f931-b852-43be-b7af-b8f5c12c5d81,2021/12/01,亀屋菓子舗,亀屋菓子舗,
,尾中洋一,,,,,,,,,,咲良,8410033,佐賀県,鳥栖市,本通町,１丁目810-24,,0942-83-6173,① 飲食店営業,,2021/11/30,2021/12/1,2027/11/30,　,,409,咲良,0942,0942-83-6173,,,,佐賀県　鳥栖市　本通町　１丁目810-24,佐賀県鳥栖市本通町１丁目８１０－２４,,205241,41,41203,本通町１,,,2021/11/30,2021/12/01,2027/11/30,,尾中洋一 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,咲良0942-83-617320524141203,71feafac-83e4-4af5-b775-b2bd310ddb44,,personal,f3000d99-2859-432d-8538-faf819158a36,2021/11/30,咲良,咲良,
,前山和夫,,,,,,,,,,やきとり功ちゃん,8490934,佐賀県,佐賀市,開成６丁目,１１－１,,0952-31-5356,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,やきとり功ちゃん,0952,0952-31-5356,,,,佐賀県　佐賀市　開成６丁目　１１－１,佐賀県佐賀市開成６丁目１１－１,,204846,41,41201,開成６,,,2021/12/01,2021/12/01,2027/11/30,,前山和夫 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,やきとり功ちゃん0952-31-535620484641201,7e0eeb3b-e3a2-4fd3-9584-42c926f49ca2,,personal,de5036fe-c717-49f5-ae8d-d33804e0202e,2021/12/01,やきとり功ちゃん,やきとり功ちゃん,
,平方範之,,,,,,,,,,のりちゃん,8498585,佐賀県,佐賀市,八丁畷町,1-20,県内一円,,① 飲食店営業,,2021/12/1,2021/12/1,2026/11/30,食品の簡単な加工、小分け販売に限る,,408,のりちゃん,0952,,,,,佐賀県　佐賀市　八丁畷町　1-20,佐賀県佐賀市八丁畷町１－２０,県内一円,204818,41,41201,八丁畷町,,,2021/12/01,2021/12/01,2026/11/30,,平方範之 ,,　　　,,,,,,,,,飲食店営業,,食品の簡単な加工、小分け販売に限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,のりちゃん20481841201,24b6ca41-e365-452e-b3e1-28b4e7d694db,,personal,f1bdbc76-43f3-4515-861d-3e83cfecaa8c,2021/12/01,のりちゃん,のりちゃん,
,西村朝子,,,,,,,,,,天狗堂,8402205,佐賀県,佐賀市,川副町南里,３４８－２,,,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,天狗堂,0952,,,,,佐賀県　佐賀市　川副町南里　３４８－２,佐賀県佐賀市川副町南里３４８－２,,204915,41,41201,川副町南里,,,2021/12/01,2021/12/01,2027/11/30,,西村朝子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,天狗堂20491541201,f3baaa34-cfcd-4216-bee9-bdab79e92328,,personal,63377095-5d76-440a-a512-914f817758b4,2021/12/01,天狗堂,天狗堂,
2300005000335,学校法人佐賀龍谷学園,篠塚周城,8400054,佐賀県,佐賀市,水ケ江３丁目,１番２５号,,095-224-2645,,九州龍谷短期大学,8498585,佐賀県,佐賀市,八丁畷町,1-20,県内一円,,① 飲食店営業,,2021/10/5,2021/10/5,2026/11/30,供食前十分加熱処理されたものに限る,,408,九州龍谷短期大学,0952,,,,,佐賀県　佐賀市　八丁畷町　1-20,佐賀県佐賀市八丁畷町１－２０,県内一円,204818,41,41201,八丁畷町,,,2021/10/05,2021/10/05,2026/11/30,学校法人佐賀龍谷学園,篠塚周城,095-224-2645,佐賀県　佐賀市　水ケ江３丁目　１番２５号,佐賀県佐賀市水が江３丁目１番２５号,,204792,佐賀県,佐賀市,水が江３,,,飲食店営業,,供食前十分加熱処理されたものに限る,2300005000335,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,九州龍谷短期大学20481841201,00eedaf2-a5a2-4747-81ba-2afc7d6a37a5,学校法人佐賀龍谷学園204792,d7938bce-20ee-42e9-b2af-3b0291124b9a,73d83a9c-ede8-4845-a19e-c2e3d1f79f7a,2021/10/05,九州龍谷短期大学,九州龍谷短期大学,学校法人佐賀龍谷学園
,小峰和子,,,,,,,,,,寡愛子,8470313,佐賀県,唐津市,鎮西町塩鶴,2314-2,,0955-82-5560,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,410,寡愛子,0955,0955-82-5560,,,,佐賀県　唐津市　鎮西町塩鶴　2314-2,佐賀県唐津市鎮西町塩鶴２３１４－２,,205124,41,41202,鎮西町塩鶴,,,2021/12/01,2021/12/01,2027/11/30,,小峰和子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,寡愛子0955-82-556020512441202,ced093eb-98c8-429d-b4af-7899dd0180bd,,personal,a3c3f43a-f330-42c6-ad17-89f6dba6d343,2021/12/01,寡愛子,寡愛子,
7300002001174,有限会社ビーコーポレーション,濱野裕子,8400054,佐賀県,佐賀市,水ケ江,１－１－７,,095-228-4486,,le　temps　lie,8400054,佐賀県,佐賀市,水ケ江,１－１－１０,,0952-22-9654,⑪ 菓子製造業,,2021/9/1,2021/9/1,2027/8/31,焼き菓子と飲み物に限る,,408,le　temps　lie,0952,0952-22-9654,,,,佐賀県　佐賀市　水ケ江　１－１－１０,佐賀県佐賀市水が江１－１－１０,,204790,41,41201,水が江１,,,2021/09/01,2021/09/01,2027/08/31,有限会社ビーコーポレーション,濱野裕子,095-228-4486,佐賀県　佐賀市　水ケ江　１－１－７,佐賀県佐賀市水が江１－１－７,,204790,佐賀県,佐賀市,水が江１,,,菓子製造業,,焼き菓子と飲み物に限る,7300002001174,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,ｌｅｔｅｍｐｓｌｉｅ0952-22-965420479041201,788d619c-b39e-4fcc-b96e-be932671a02b,有限会社ビーコーポレーション204790,1a8a0a10-7568-4006-99c8-97feca784384,264edfa2-c247-4afd-ab16-40611971074a,2021/09/01,ｌｅ　ｔｅｍｐｓ　ｌｉｅ,ｌｅｔｅｍｐｓｌｉｅ,有限会社ビーコーポレーション
,吉井美奈子,,,,,,,,,,SNACK　AGAIN－あげいんー,8471441,佐賀県,東松浦郡玄海町,大字今村,4550,,0955-52-6951,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,410,SNACK　AGAIN－あげいんー,0955,0955-52-6951,,,,佐賀県　東松浦郡玄海町　大字今村　4550,佐賀県東松浦郡玄海町今村４５５０,,205573,41,41387,今村,,,2021/12/01,2021/12/01,2027/11/30,,吉井美奈子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ＳＮＡＣＫＡＧＡＩＮあげいん0955-52-695120557341387,8bd4c6fd-594a-4131-961f-849791f954db,,personal,73d3389f-3afa-4082-b13a-43f7832f3d9b,2021/12/01,ＳＮＡＣＫ　ＡＧＡＩＮ－あげいんー,ＳＮＡＣＫＡＧＡＩＮあげいん,
6300001007033,株式会社佐賀新聞ライフマネジメント,中尾清一郎,8400804,佐賀県,佐賀市,神野東,3丁目1番35号,,095-236-4510,,サガン鳥栖ユース寮,8490917,佐賀県,佐賀市,高木瀬町長瀬,三本杉１８４４－１,,0952-36-4510,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,408,サガン鳥栖ユース寮,0952,0952-36-4510,,,,佐賀県　佐賀市　高木瀬町長瀬　三本杉１８４４－１,佐賀県佐賀市高木瀬町長瀬三本杉１８４４－１,,204731,41,41201,高木瀬町長瀬,,,2021/12/01,2021/12/01,2027/11/30,株式会社佐賀新聞ライフマネジメント,中尾清一郎,095-236-4510,佐賀県　佐賀市　神野東　3丁目1番35号,佐賀県佐賀市神野東３丁目１番３５号,,204810,佐賀県,佐賀市,神野東３,,,飲食店営業,,　,6300001007033,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,サガン鳥栖ユス寮0952-36-451020473141201,6659af38-88ce-4516-864c-96dda90a279e,株式会社佐賀新聞ライフマネジメント204810,94109e09-587d-4b6f-8d88-d356ae6f3626,10e518fc-0206-4def-ad17-c3df639c2c85,2021/12/01,サガン鳥栖ユース寮,サガン鳥栖ユス寮,株式会社佐賀新聞ライフマネジメント
