https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,確認番号,申請者1,申請者2,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設名,施設-電話番号1,業種,業態,許可年月日,許可期間終了日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-052473,西生指令第0689,株式会社シネマノヴェチェント,,神奈川県,横浜市西区中央2-1-8 エスプラスビル 2F,横浜市西区中央２－１－８,エスプラスビル ２F,シネマノヴェチェント ,548-8712,飲食店営業,大衆酒場,2022年1月25日,2029年1月24日,2022年1月25日,,141,シネマノヴェチェント ,045,045-548-8712,,,,神奈川県　横浜市西区中央２－１－８,神奈川県横浜市西区中央２－１－８,エスプラスビル ２F,78477,14,14103,中央２,,2022/01/25,2022/01/25,,2029/01/24,株式会社シネマノヴェチェント,,,,,,,,,,西生指令第0689,,飲食店営業, 大衆酒場,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,M,76,,,シネマノヴェチェント045-548-87127847714103,06f26632-2963-485c-bbd3-7ac73f167db7,株式会社シネマノヴェチェント,0fa3be6a-f380-4367-a0e8-594a874ae24e,6ebe96fe-d068-408f-9725-1b6920717aff,2022/01/25,シネマノヴェチェント　,シネマノヴェチェント,株式会社シネマノヴェチェント
20-052546,西生指令第0687,,座間 裕史,神奈川県,横浜市西区浅間町1-4-5 ティーオービル201,横浜市西区浅間町１－４－５,ティーオービル２０１,Bar za Caprice ,312-0270,飲食店営業,,2022年1月25日,2028年1月24日,2022年1月25日,,141,Bar za Caprice ,045,045-312-0270,,,,神奈川県　横浜市西区浅間町１－４－５,神奈川県横浜市西区浅間町１－４－５,ティーオービル２０１,78469,14,14103,浅間町１,,2022/01/25,2022/01/25,,2028/01/24,,座間 裕史,,,,,,,,,西生指令第0687,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,M,76,,,ＢａｒｚａＣａｐｒｉｃｅ045-312-02707846914103,ab1a9a68-b913-4e2f-a2ac-84b9381826f9,,personal,dd9a8102-a7e2-473e-b4d7-9fcb4be0a22e,2022/01/25,Ｂａｒ　ｚａ　Ｃａｐｒｉｃｅ　,ＢａｒｚａＣａｐｒｉｃｅ,
20-052583,西生指令第0682,株式会社LEOC,,神奈川県,横浜市西区みなとみらい4-8-1 MUFGグローバル・ラーニングセンター 6F·8F,横浜市西区みなとみらい４－８－１,MUFGグローバル・ラーニングセンター ６F·８F,MUFGグローバル・ラーニングセンター6F·8F ,226-3077,飲食店営業,,2022年1月26日,2029年1月25日,2022年1月26日,,141,MUFGグローバル・ラーニングセンター6F·8F ,045,045-226-3077,,,,神奈川県　横浜市西区みなとみらい４－８－１,神奈川県横浜市西区みなとみらい４－８－１,MUFGグローバル・ラーニングセンター ６F·８F,78513,14,14103,みなとみらい４,,2022/01/26,2022/01/26,,2029/01/25,株式会社LEOC,,,,,,,,,,西生指令第0682,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,M,76,,,ＭＵＦＧグロバルラニングセンタ６Ｆ８Ｆ045-226-30777851314103,5b3fb9f0-4ba2-4109-a813-b59c3b5250f7,株式会社ＬＥＯＣ,b1f5b69a-4f1a-48f0-830e-446305ed9439,291dceb5-0069-44e9-9fc6-b804f6cfb7d8,2022/01/26,ＭＵＦＧグローバル・ラーニングセンター６Ｆ・８Ｆ　,ＭＵＦＧグロバルラニングセンタ６Ｆ８Ｆ,株式会社ＬＥＯＣ
20-054749,西生指令第0701,,本田 達也,神奈川県,横浜市西区藤棚町1-85-6,横浜市西区藤棚町１－８５－６,,和生菓子　小ざさ　ほん田 ,242-7580,菓子製造業,,2022年1月31日,2028年1月30日,2022年1月31日,,141,和生菓子　小ざさ　ほん田 ,045,045-242-7580,,,,神奈川県　横浜市西区藤棚町１－８５－６,神奈川県横浜市西区藤棚町１－８５－６,,78500,14,14103,藤棚町１,,2022/01/31,2022/01/31,,2028/01/30,,本田 達也,,,,,,,,,西生指令第0701,,菓子製造業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,,,和生菓子小ざさほん田045-242-75807850014103,84c83356-6e6b-4a3f-b8a2-c7919244dca0,,personal,899b6882-3453-48b5-b152-4ca87d00b141,2022/01/31,和生菓子　小ざさ　ほん田　,和生菓子小ざさほん田,
20-054750,西生指令第0702,,本田 達也,神奈川県,横浜市西区藤棚町1-85-6,横浜市西区藤棚町１－８５－６,,和生菓子　小ざさ　ほん田 ,242-7580,飲食店営業,弁当屋,2022年1月31日,2028年1月30日,2022年1月31日,,141,和生菓子　小ざさ　ほん田 ,045,045-242-7580,,,,神奈川県　横浜市西区藤棚町１－８５－６,神奈川県横浜市西区藤棚町１－８５－６,,78500,14,14103,藤棚町１,,2022/01/31,2022/01/31,,2028/01/30,,本田 達也,,,,,,,,,西生指令第0702,,飲食店営業, 弁当屋,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,M,76,,,和生菓子小ざさほん田045-242-75807850014103,84c83356-6e6b-4a3f-b8a2-c7919244dca0,,personal,069dadc4-b23b-4d65-a1e3-6732ccecb954,2022/01/31,和生菓子　小ざさ　ほん田　,和生菓子小ざさほん田,
20-066688,西生指令第0647,株式会社スタイラス,,神奈川県,横浜市西区霞ケ丘8-2 ドルフィン霞ヶ丘 102,横浜市西区霞ケ丘８－２,ドルフィン霞ヶ丘 １０２,dill ,341-3660,菓子製造業,,2022年1月26日,2029年1月25日,2022年1月26日,,141,dill ,045,045-341-3660,,,,神奈川県　横浜市西区霞ケ丘８－２,神奈川県横浜市西区霞が丘８－２,ドルフィン霞ヶ丘 １０２,78456,14,14103,霞が丘,,2022/01/26,2022/01/26,,2029/01/25,株式会社スタイラス,,,,,,,,,,西生指令第0647,,菓子製造業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,,,ｄｉｌｌ045-341-36607845614103,da67d0e5-2789-41cf-b603-92671b7e3fbe,株式会社スタイラス,fddfc050-a4a3-4d11-a498-17fc1365cb6f,8580a5a8-7822-45c9-872d-3017c4f19bc4,2022/01/26,ｄｉｌｌ　,ｄｉｌｌ,株式会社スタイラス
20-066698,西生指令第0656,株式会社アウラホールディングス,,神奈川県,横浜市西区南幸1-13-1,横浜市西区南幸１－１３－１,,札幌味噌ラーメン　アウラ ,577-0960,飲食店営業,ラーメン屋,2022年1月4日,2029年1月3日,2022年1月4日,,141,札幌味噌ラーメン　アウラ ,045,045-577-0960,,,,神奈川県　横浜市西区南幸１－１３－１,神奈川県横浜市西区南幸１－１３－１,,78503,14,14103,南幸１,,2022/01/04,2022/01/04,,2029/01/03,株式会社アウラホールディングス,,,,,,,,,,西生指令第0656,,飲食店営業, ラーメン屋,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,M,76,,,札幌味噌ラメンアウラ045-577-09607850314103,3f9c6892-dbe6-43ce-8e7a-0458ed2d7c22,株式会社アウラホールディングス,9805db06-6a06-4f1e-ab96-9ed90ece9bad,37de7e9f-cf4b-4cb7-b661-8705674fd158,2022/01/04,札幌味噌ラーメン　アウラ　,札幌味噌ラメンアウラ,株式会社アウラホールディングス
20-066768,西生第10103,株式会社漢江商事,,神奈川県,横浜市西区高島2-18-1 そごう横浜店 B2,横浜市西区高島２－１８－１,そごう横浜店 B２,純'sコッチン ,465-2111,その他の食料・飲料販売業,,2022年1月5日,2117年12月31日,2022年1月5日,,141,純'sコッチン ,045,045-465-2111,,,,神奈川県　横浜市西区高島２－１８－１,神奈川県横浜市西区高島２－１８－１,そごう横浜店 B２,78475,14,14103,高島２,,2022/01/05,2022/01/05,,2117/12/31,株式会社漢江商事,,,,,,,,,,西生第10103,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,純ｓコッチン045-465-21117847514103,60b46471-c32b-4da8-ade3-a2b39ea46c4f,株式会社漢江商事,02160045-3f76-4786-9b4d-9025b9f822a8,928d66ea-1374-4f5a-8ca0-6b7e6408f538,2022/01/05,純＇ｓコッチン　,純ｓコッチン,株式会社漢江商事
20-066771,西生指令第0660,株式会社NCG,,神奈川県,横浜市西区浅間町2-101-3 TSUKASAビル 1F,横浜市西区浅間町２－１０１－３,TSUKASAビル １F,やきとりたにむら ,313-0094,飲食店営業,飲食店　焼鳥屋,2022年1月12日,2028年1月11日,2022年1月12日,,141,やきとりたにむら ,045,045-313-0094,,,,神奈川県　横浜市西区浅間町２－１０１－３,神奈川県横浜市西区浅間町２－１０１－３,TSUKASAビル １F,78470,14,14103,浅間町２,,2022/01/12,2022/01/12,,2028/01/11,株式会社NCG,,,,,,,,,,西生指令第0660,,飲食店営業, 飲食店　焼鳥屋,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,M,76,,,やきとりたにむら045-313-00947847014103,327d56b6-569c-4f6e-8db5-b1481a40d51a,株式会社ＮＣＧ,fdf0b611-262c-49cd-ba8b-8f417db91036,5acf3434-91c5-49c7-9c43-a6e9cdc69864,2022/01/12,やきとりたにむら　,やきとりたにむら,株式会社ＮＣＧ
20-066782,西生第10123,有限会社藤方豆腐店,,神奈川県,横浜市西区高島2-18-1 そごう横浜店 B2,横浜市西区高島２－１８－１,そごう横浜店 B２,藤方豆腐 ,465-5089,その他の食料・飲料販売業,,2022年1月11日,2117年12月31日,2022年1月11日,,141,藤方豆腐 ,045,045-465-5089,,,,神奈川県　横浜市西区高島２－１８－１,神奈川県横浜市西区高島２－１８－１,そごう横浜店 B２,78475,14,14103,高島２,,2022/01/11,2022/01/11,,2117/12/31,有限会社藤方豆腐店,,,,,,,,,,西生第10123,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,99,,藤方豆腐045-465-50897847514103,f202cc9a-7238-4cbb-931f-ff52933274de,有限会社藤方豆腐店,f7107c15-39dc-4750-9845-8de8a773fa22,43c8d089-b930-4ba1-b921-36b736e2a36b,2022/01/11,藤方豆腐　,藤方豆腐,有限会社藤方豆腐店
20-066784,西生第10145,株式会社アイ・エス・シー,,神奈川県,横浜市西区伊勢町3-133-1 シティテラス横濱サウスザ・ガーデン,横浜市西区伊勢町３－１３３－１,シティテラス横濱サウスザ・ガーデン,ウィズブック保育園戸部 ,315-3063,集団給食施設,私立認可保育所,2022年1月6日,2117年12月31日,2022年1月6日,,141,ウィズブック保育園戸部 ,045,045-315-3063,,,,神奈川県　横浜市西区伊勢町３－１３３－１,神奈川県横浜市西区伊勢町３－１３３－１,シティテラス横濱サウスザ・ガーデン,78452,14,14103,伊勢町３,,2022/01/06,2022/01/06,,2117/12/31,株式会社アイ・エス・シー,,,,,,,,,,西生第10145,,給食施設, 私立認可保育所,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,M,77,,,ウィズブック保育園戸部045-315-30637845214103,91275343-992a-4cb2-ac2a-9ba08abdb905,株式会社アイ・エス・シー,8066203e-9478-4be4-9703-f9bdeca6cf8d,14811ff7-9431-4913-bbfd-29fd89f2318a,2022/01/06,ウィズブック保育園戸部　,ウィズブック保育園戸部,株式会社アイ・エス・シー
20-066793,西生第10176,株式会社髙島屋,,神奈川県,横浜市西区南幸1-6-31 株式会社髙島屋横浜店 8F,横浜市西区南幸１－６－３１,株式会社髙島屋横浜店 ８F,アムール・デュ・ショコラ (R4/1/26(水)～2/14(月)),311-5111,百貨店、総合スーパー,,2022年1月17日,2117年12月31日,2022年1月17日,,141,アムール・デュ・ショコラ (R4/1/26(水)～2/14(月)),045,045-311-5111,,,,神奈川県　横浜市西区南幸１－６－３１,神奈川県横浜市西区南幸１－６－３１,株式会社髙島屋横浜店 ８F,78503,14,14103,南幸１,,2022/01/17,2022/01/17,,2117/12/31,株式会社髙島屋,,,,,,,,,,西生第10176,,百貨店、総合スーパー,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,I,56,561,5611,アムルデュショコラＲ４１２６水２１４月045-311-51117850314103,8664d10e-0404-498b-afb1-547e5f2fb44a,株式会社髙島屋,a35f3609-1869-4292-afcd-24741c060df3,36a8cc44-8c36-4441-a67b-39f9b9d932d8,2022/01/17,アムール・デュ・ショコラ　（Ｒ４／１／２６（水）～２／１４（月））,アムルデュショコラＲ４１２６水２１４月,株式会社髙島屋
20-066794,西生指令第0663,株式会社髙島屋,,神奈川県,横浜市西区南幸1-6-31 株式会社髙島屋横浜店 8F,横浜市西区南幸１－６－３１,株式会社髙島屋横浜店 ８F,アムール・デュ・ショコラ (R4/1/26(水)～2/14(月)),311-5111,飲食店営業,,2022年1月26日,2022年2月14日,2022年1月26日,,141,アムール・デュ・ショコラ (R4/1/26(水)～2/14(月)),045,045-311-5111,,,,神奈川県　横浜市西区南幸１－６－３１,神奈川県横浜市西区南幸１－６－３１,株式会社髙島屋横浜店 ８F,78503,14,14103,南幸１,,2022/01/26,2022/01/26,,2022/02/14,株式会社髙島屋,,,,,,,,,,西生指令第0663,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,M,76,,,アムルデュショコラＲ４１２６水２１４月045-311-51117850314103,8664d10e-0404-498b-afb1-547e5f2fb44a,株式会社髙島屋,a35f3609-1869-4292-afcd-24741c060df3,49efaa36-91ef-42ed-9a64-9db10633411e,2022/01/26,アムール・デュ・ショコラ　（Ｒ４／１／２６（水）～２／１４（月））,アムルデュショコラＲ４１２６水２１４月,株式会社髙島屋
20-066795,西生指令第0664,株式会社髙島屋,,神奈川県,横浜市西区南幸1-6-31 株式会社髙島屋横浜店 8F,横浜市西区南幸１－６－３１,株式会社髙島屋横浜店 ８F,アムール・デュ・ショコラ (R4/1/26(水)～2/14(月)),311-5111,菓子製造業,,2022年1月26日,2022年2月14日,2022年1月26日,,141,アムール・デュ・ショコラ (R4/1/26(水)～2/14(月)),045,045-311-5111,,,,神奈川県　横浜市西区南幸１－６－３１,神奈川県横浜市西区南幸１－６－３１,株式会社髙島屋横浜店 ８F,78503,14,14103,南幸１,,2022/01/26,2022/01/26,,2022/02/14,株式会社髙島屋,,,,,,,,,,西生指令第0664,,菓子製造業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,E,9,,,アムルデュショコラＲ４１２６水２１４月045-311-51117850314103,8664d10e-0404-498b-afb1-547e5f2fb44a,株式会社髙島屋,a35f3609-1869-4292-afcd-24741c060df3,19a7052c-2ea5-4e31-829a-9a7688d0d2f9,2022/01/26,アムール・デュ・ショコラ　（Ｒ４／１／２６（水）～２／１４（月））,アムルデュショコラＲ４１２６水２１４月,株式会社髙島屋
20-066798,西生指令第0668,,木下 健太郎,神奈川県,横浜市西区南幸2-9-9 アネックス横浜ビル 307,横浜市西区南幸２－９－９,アネックス横浜ビル ３０７,Apiss ,,飲食店営業,,2022年1月27日,2028年1月26日,2022年1月27日,,141,Apiss ,045,,,,,神奈川県　横浜市西区南幸２－９－９,神奈川県横浜市西区南幸２－９－９,アネックス横浜ビル ３０７,78504,14,14103,南幸２,,2022/01/27,2022/01/27,,2028/01/26,,木下 健太郎,,,,,,,,,西生指令第0668,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,M,76,,,Ａｐｉｓｓ7850414103,8149a3c9-7184-41e2-8bec-ba4d1cec3b41,,personal,2d8eaade-f463-4336-aa38-a654d180ef2a,2022/01/27,Ａｐｉｓｓ　,Ａｐｉｓｓ,
20-066799,西生指令第0670,,木下 健太郎,神奈川県,横浜市西区南幸2-9-9 アネックス横浜ビル 311,横浜市西区南幸２－９－９,アネックス横浜ビル ３１１,Lumina ,,飲食店営業,,2022年1月27日,2028年1月26日,2022年1月27日,,141,Lumina ,045,,,,,神奈川県　横浜市西区南幸２－９－９,神奈川県横浜市西区南幸２－９－９,アネックス横浜ビル ３１１,78504,14,14103,南幸２,,2022/01/27,2022/01/27,,2028/01/26,,木下 健太郎,,,,,,,,,西生指令第0670,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)_15,M,76,,,Ｌｕｍｉｎａ7850414103,4a29bd85-467a-4a8c-83be-c828554da9ab,,personal,463bf547-8355-476d-a7a7-8722802183cc,2022/01/27,Ｌｕｍｉｎａ　,Ｌｕｍｉｎａ,
