https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
その他,業種,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
届出,コップ式自動販売機(自動洗浄・屋内設置）,釧路三慈会病院　釧路　２Ｆ談話室,釧路市幣舞町４番３０号  ,釧路市幣舞町４番３０号, ,0154-41-5711,株式会社アペックス,森吉平,愛知県大府市柊山町２丁目４１９番地 ,愛知県大府市柊山町２丁目４１９番地 ,,0562-47-1219,,2021.12.22,,,22,釧路三慈会病院　釧路　２Ｆ談話室,0154,0154-41-5711,,,,釧路市幣舞町４番３０号,北海道釧路市幣舞町４番３０号, ,9233,1,1206,幣舞町,,,2021/12/22,,,株式会社アペックス,森吉平,0562-47-1219,愛知県大府市柊山町２丁目４１９番地 ,愛知県大府市柊山町２丁目４１９番地,,129047,愛知県,大府市,柊山町２,,,自動販売機,自動洗浄・屋内設置,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,I,61,612,,釧路三慈会病院釧路２Ｆ談話室0154-41-571192331206,d1218df5-d8b4-4c72-a69b-0546824403eb,株式会社アペックス129047,86bc290e-37b7-4729-bde3-95d625559d2c,efee2c0f-bf53-49ec-ba4c-71968c405f94,2021/12/22,釧路三慈会病院　釧路　２Ｆ談話室,釧路三慈会病院釧路２Ｆ談話室,株式会社アペックス
届出,コップ式自動販売機(自動洗浄・屋内設置）,釧路三慈会病院　釧路　４Ｆ談話室,釧路市幣舞町４番３０号  ,釧路市幣舞町４番３０号, ,0154-41-5711,株式会社アペックス,森吉平,愛知県大府市柊山町２丁目４１９番地 ,愛知県大府市柊山町２丁目４１９番地 ,,0562-47-1219,,2021.12.22,,,22,釧路三慈会病院　釧路　４Ｆ談話室,0154,0154-41-5711,,,,釧路市幣舞町４番３０号,北海道釧路市幣舞町４番３０号, ,9233,1,1206,幣舞町,,,2021/12/22,,,株式会社アペックス,森吉平,0562-47-1219,愛知県大府市柊山町２丁目４１９番地 ,愛知県大府市柊山町２丁目４１９番地,,129047,愛知県,大府市,柊山町２,,,自動販売機,自動洗浄・屋内設置,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,I,61,612,,釧路三慈会病院釧路４Ｆ談話室0154-41-571192331206,15a67129-f551-44fd-ad4b-24210b13204b,株式会社アペックス129047,86bc290e-37b7-4729-bde3-95d625559d2c,bc5dcad8-1199-4a10-adb7-7dc0c0c9e6c7,2021/12/22,釧路三慈会病院　釧路　４Ｆ談話室,釧路三慈会病院釧路４Ｆ談話室,株式会社アペックス
届出,その他,釧路東水冷凍（株）海運工場,釧路市海運３丁目１番３号  ,釧路市海運３丁目１番３号, ,0154-25-0191,釧路東水冷凍（株）,宮脇力,釧路市海運３丁目１番３号 ,釧路市海運３丁目１番３号, ,0154-25-0191,,2021.12.22,,,22,釧路東水冷凍（株）海運工場,0154,0154-25-0191,,,,釧路市海運３丁目１番３号,北海道釧路市海運３丁目１番３号, ,9029,1,1206,海運３,,,2021/12/22,,,釧路東水冷凍（株）,宮脇力,0154-25-0191,釧路市海運３丁目１番３号,北海道釧路市海運３丁目１番３号, ,9029,北海道,釧路市,海運３,,,その他,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,T,,,,釧路東水冷凍株式会社海運工場0154-25-019190291206,9e9d24d2-4f11-464a-b709-00a30b8de5c9,釧路東水冷凍株式会社9029,9a14c6cc-6459-4a9d-b08f-ccd485f01154,03bfbeb1-0608-450d-b3f6-20b4366dea44,2021/12/22,釧路東水冷凍株式会社海運工場,釧路東水冷凍株式会社海運工場,釧路東水冷凍株式会社
許可,水産製品製造業,釧路東水冷凍（株）海運工場,釧路市海運３丁目１番３号  ,釧路市海運３丁目１番３号, ,0154-25-0191,釧路東水冷凍（株）,宮脇力,釧路市海運３丁目１番３号 ,釧路市海運３丁目１番３号, ,0154-25-0191,2021.12.22,2021.12.22,7-506,,22,釧路東水冷凍（株）海運工場,0154,0154-25-0191,,,,釧路市海運３丁目１番３号,北海道釧路市海運３丁目１番３号, ,9029,1,1206,海運３,,2021/12/22,2021/12/22,,,釧路東水冷凍（株）,宮脇力,0154-25-0191,釧路市海運３丁目１番３号,北海道釧路市海運３丁目１番３号, ,9029,北海道,釧路市,海運３,7-506,,水産製品製造業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,E,9,92,,釧路東水冷凍株式会社海運工場0154-25-019190291206,9e9d24d2-4f11-464a-b709-00a30b8de5c9,釧路東水冷凍株式会社9029,9a14c6cc-6459-4a9d-b08f-ccd485f01154,e1b7b862-8cd2-4e3e-a3d4-45c9f9ddfb1f,2021/12/22,釧路東水冷凍株式会社海運工場,釧路東水冷凍株式会社海運工場,釧路東水冷凍株式会社
許可,飲食店営業,あかん遊久の里鶴雅　料亭　北璃宮,釧路市阿寒町阿寒湖温泉４丁目６番１０号  ,釧路市阿寒町阿寒湖温泉４丁目６番１０号, ,0154-67-4000,鶴雅リゾート（株）,金子力,釧路市阿寒町阿寒湖温泉４丁目６番１０号 ,釧路市阿寒町阿寒湖温泉４丁目６番１０号, ,0154-67-2531,2021.12.20,2021.12.20,7-500,,22,あかん遊久の里鶴雅　料亭　北璃宮,0154,0154-67-4000,,,,釧路市阿寒町阿寒湖温泉４丁目６番１０号,北海道釧路市阿寒町阿寒湖温泉４丁目６番１０号, ,9364,1,1206,阿寒町阿寒湖温泉４,,2021/12/20,2021/12/20,,,鶴雅リゾート（株）,金子力,0154-67-2531,釧路市阿寒町阿寒湖温泉４丁目６番１０号,北海道釧路市阿寒町阿寒湖温泉４丁目６番１０号, ,9364,北海道,釧路市,阿寒町阿寒湖温泉４,7-500,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,あかん遊久の里鶴雅料亭北璃宮0154-67-400093641206,abcb7851-ea04-4070-9731-eb49c6091d55,鶴雅リゾート株式会社9364,cc777b28-b7bf-4cd0-92fb-48c99e2bf066,c4693d21-a5fc-4cad-b5f6-7a48503b0c8c,2021/12/20,あかん遊久の里鶴雅　料亭　北璃宮,あかん遊久の里鶴雅料亭北璃宮,鶴雅リゾート株式会社
届出,自動販売機による販売業,フードショップ　モガミ,厚岸郡厚岸町真栄３－３９  ,厚岸郡厚岸町真栄３－３９,,  ,最上清,  ,  , ,,  ,,2021.12.20,,,22,フードショップ　モガミ,0153,,,,,厚岸郡厚岸町真栄３－３９,北海道厚岸郡厚岸町真栄３－３９,,22837,1,1662,真栄３,,,2021/12/20,,,,最上清   ,, ,,,,,,,,,自動販売機,,届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,I,61,612,,フドショップモガミ228371662,51773c96-6cef-4f42-8fc0-b108ede55035,,personal,feb136d5-aa0e-4642-9a7b-93fe072f1b04,2021/12/20,フードショップ　モガミ,フドショップモガミ,
届出,その他の食料・飲料販売業,ケアコートひまわり,釧路市堀川町８番４３号  ,釧路市堀川町８番４３号, ,0154-24-1165,医療法人道東勤労者医療協会,黒川聰則,釧路市治水町３番５号 ,釧路市治水町３番５号, ,0154-25-6479,,2021.12.20,,,22,ケアコートひまわり,0154,0154-24-1165,,,,釧路市堀川町８番４３号,北海道釧路市堀川町８番４３号, ,9271,1,1206,堀川町,,,2021/12/20,,,医療法人道東勤労者医療協会,黒川聰則,0154-25-6479,釧路市治水町３番５号,北海道釧路市治水町３番５号, ,9162,北海道,釧路市,治水町,,,その他の食料品製造・加工業,(包装),届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,E,9,99,,ケアコトひまわり0154-24-116592711206,5ae76690-b0ae-4e0a-90c4-2c406e093e19,医療法人道東勤労者医療協会9162,ca76d629-8ff2-4514-8de0-0e5a995658db,e17b65d2-dd66-4599-9581-b79b495f5cd9,2021/12/20,ケアコートひまわり,ケアコトひまわり,医療法人道東勤労者医療協会
届出,その他の食料・飲料販売業,Ｙショップ釧路協立病院店,釧路市治水町３番１４号  釧路協立病院内,釧路市治水町３番１４号, 釧路協立病院内,0154-24-6811,医療法人道東勤労者医療協会,黒川聰則,釧路市治水町３番５号 ,釧路市治水町３番５号, ,0154-25-6479,,2021.12.20,,,22,Ｙショップ釧路協立病院店,0154,0154-24-6811,,,,釧路市治水町３番１４号,北海道釧路市治水町３番１４号, 釧路協立病院内,9162,1,1206,治水町,,,2021/12/20,,,医療法人道東勤労者医療協会,黒川聰則,0154-25-6479,釧路市治水町３番５号,北海道釧路市治水町３番５号, ,9162,北海道,釧路市,治水町,,,その他の食料品製造・加工業,(包装),届出,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,E,9,99,,Ｙショップ釧路協立病院店0154-24-681191621206,b2882b7e-64dd-4dca-a1d6-aac729d3ac28,医療法人道東勤労者医療協会9162,ca76d629-8ff2-4514-8de0-0e5a995658db,daaa5827-61c4-4c75-97e9-3fe0c77ee305,2021/12/20,Ｙショップ釧路協立病院店,Ｙショップ釧路協立病院店,医療法人道東勤労者医療協会
許可,飲食店営業,すき家　４４号釧路木場店,釧路郡釧路町木場１－３－３  ,釧路郡釧路町木場１－３－３,,,株式会社すき家,浅沼幹典,東京都港区港南２－１８－１ ,東京都港区港南２－１８－１,,03-5783-8850,2021.12.20,2021.12.20,7-501,,22,すき家　４４号釧路木場店,0154,,,,,釧路郡釧路町木場１－３－３,北海道釧路郡釧路町木場１－３－３,,21985,1,1661,木場１,,2021/12/20,2021/12/20,,,株式会社すき家,浅沼幹典,03-5783-8850,東京都港区港南２－１８－１,東京都港区港南２－１８－１,,73073,東京都,港区,港南２,7-501,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,すき家４４号釧路木場店219851661,e40e9092-a11f-42b8-aee4-13b6922ccb43,株式会社すき家73073,c7b6fbed-bd7a-49bc-809e-36eca60a1976,91475907-c9c2-467b-9dff-5bf03747dc04,2021/12/20,すき家　４４号釧路木場店,すき家４４号釧路木場店,株式会社すき家
許可,飲食店営業,ニューたんぽぽ,釧路市星が浦北１丁目３－３７  ,釧路市星が浦北１丁目３－３７,,  ,上見憲克,  ,  , ,,  ,2021.12.20,2021.12.20,7-502,,22,ニューたんぽぽ,0154,,,,,釧路市星が浦北１丁目３－３７,北海道釧路市星が浦北１丁目３－３７,,9260,1,1206,星が浦北１,,2021/12/20,2021/12/20,,,,上見憲克   ,, ,,,,,,,7-502,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ニュたんぽぽ92601206,ff29dcb3-0a67-4490-96fc-07eb1278edc3,,personal,ddaf90cc-4a89-4113-9f63-75cd6c33a4ae,2021/12/20,ニューたんぽぽ,ニュたんぽぽ,
許可,飲食店営業,セブンイレブン釧路昭和中央３丁目店,釧路市昭和中央３丁目５５番７号  ,釧路市昭和中央３丁目５５番７号, ,0154-51-3872,合同会社Ｃ・Ｖ・Ｓ北海道,住尾盛,釧路市昭和町４丁目８番２号 ,釧路市昭和町４丁目８番２号, ,0154-53-0036,2021.12.20,2021.12.20,7-503,,22,セブンイレブン釧路昭和中央３丁目店,0154,0154-51-3872,,,,釧路市昭和中央３丁目５５番７号,北海道釧路市昭和中央３丁目５５番７号, ,9352,1,1206,昭和中央３,,2021/12/20,2021/12/20,,,合同会社Ｃ・Ｖ・Ｓ北海道,住尾盛,0154-53-0036,釧路市昭和町４丁目８番２号,北海道釧路市昭和町４丁目８番２号, ,9131,北海道,釧路市,昭和町４,7-503,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,セブンイレブン釧路昭和中央３丁目店0154-51-387293521206,b593bfff-c8b3-40ad-9d89-5ad387e9ab9a,合同会社Ｃ・Ｖ・Ｓ北海道9131,14dc76f2-73c0-4c5e-a3e0-1a91c4fc6527,8212213f-5aa8-46d4-aac9-333a390293f9,2021/12/20,セブンイレブン釧路昭和中央３丁目店,セブンイレブン釧路昭和中央３丁目店,合同会社Ｃ・Ｖ・Ｓ北海道
許可,飲食店営業,セブンイレブン釧路昭和４丁目店,釧路市昭和町４丁目８番２号  ,釧路市昭和町４丁目８番２号, ,0154-53-0036,合同会社Ｃ・Ｖ・Ｓ北海道,住尾盛,釧路市昭和町４丁目８番２号 ,釧路市昭和町４丁目８番２号, ,0154-53-0036,2021.12.20,2021.12.20,7-504,,22,セブンイレブン釧路昭和４丁目店,0154,0154-53-0036,,,,釧路市昭和町４丁目８番２号,北海道釧路市昭和町４丁目８番２号, ,9131,1,1206,昭和町４,,2021/12/20,2021/12/20,,,合同会社Ｃ・Ｖ・Ｓ北海道,住尾盛,0154-53-0036,釧路市昭和町４丁目８番２号,北海道釧路市昭和町４丁目８番２号, ,9131,北海道,釧路市,昭和町４,7-504,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,セブンイレブン釧路昭和４丁目店0154-53-003691311206,ab328e96-9c7c-4e86-91c2-3b57aa5e0430,合同会社Ｃ・Ｖ・Ｓ北海道9131,14dc76f2-73c0-4c5e-a3e0-1a91c4fc6527,2414daae-12ee-4d7a-8acd-b75667470553,2021/12/20,セブンイレブン釧路昭和４丁目店,セブンイレブン釧路昭和４丁目店,合同会社Ｃ・Ｖ・Ｓ北海道
許可,飲食店営業,セブンイレブン釧路鶴見橋店,釧路市愛国西４丁目１番１号  ,釧路市愛国西４丁目１番１号,,0154-38-7077,合同会社Ｃ・Ｖ・Ｓ北海道,住尾盛,釧路市昭和町４丁目８番２号 ,釧路市昭和町４丁目８番２号, ,0154-53-0036,2021.12.20,2021.12.20,7-505,,22,セブンイレブン釧路鶴見橋店,0154,0154-38-7077,,,,釧路市愛国西４丁目１番１号,北海道釧路市愛国西４丁目１番１号,,9336,1,1206,愛国西４,,2021/12/20,2021/12/20,,,合同会社Ｃ・Ｖ・Ｓ北海道,住尾盛,0154-53-0036,釧路市昭和町４丁目８番２号,北海道釧路市昭和町４丁目８番２号, ,9131,北海道,釧路市,昭和町４,7-505,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,セブンイレブン釧路鶴見橋店0154-38-707793361206,ecc3fd4c-004c-4093-86b6-6121e7846c35,合同会社Ｃ・Ｖ・Ｓ北海道9131,14dc76f2-73c0-4c5e-a3e0-1a91c4fc6527,44dc085a-55ec-44a6-bfc6-d3e5ac9b5094,2021/12/20,セブンイレブン釧路鶴見橋店,セブンイレブン釧路鶴見橋店,合同会社Ｃ・Ｖ・Ｓ北海道
許可,飲食店営業,ザンギ＆ライス,釧路市川北町６番１号１０１号室  モアコート菊池,釧路市川北町６番１号１０１号室 ,モアコート菊池,  ,畑山利勝,  ,  , ,,  ,2021.12.17,2021.12.17,7-498,,22,ザンギ＆ライス,0154,,,,,釧路市川北町６番１号１０１号室 ,北海道釧路市川北町６番１号１０１号室,モアコート菊池,9047,1,1206,川北町,,2021/12/17,2021/12/17,,,,畑山利勝   ,, ,,,,,,,7-498,,飲食店営業,,許可,,022_北海道_釧路保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ザンギライス90471206,e9dcf362-5d11-4561-afec-7f2ea3c9ffb7,,personal,3e05a2a6-7171-448b-817b-baaffa73995e,2021/12/17,ザンギ＆ライス,ザンギライス,
