,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マクドナルド　羽島店,,マクドナルドハシマテン,岐阜県羽島市竹鼻町丸の内３－５,岐阜県羽島市竹鼻町丸の内３－５,,058-394-1113,飲食店営業 軽食喫茶    ,飲食店営業,軽食喫茶,,,,,,有限会社エムエスピー,ｴﾑｴｽﾋﾟｰ,岐阜県羽島市竹鼻町丸の内３－５,R4.7.19,R4.7.19,R9.11.30,新規,51000680,,岐阜保健所,マクドナルド　羽島店,058,058-394-1113,,,,岐阜県羽島市竹鼻町丸の内３－５,岐阜県羽島市竹鼻町丸ノ内３－５,,107122,岐阜県,羽島市,竹鼻町,,2022/07/19,2022/07/19,,2027/11/30,有限会社エムエスピー,,,岐阜県羽島市竹鼻町丸の内３－５,岐阜県羽島市竹鼻町丸ノ内３－５,,107122,岐阜県,羽島市,竹鼻町,51000680,新規,飲食店営業,軽食喫茶,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,マクドナルド　羽島店,マクドナルド羽島店,有限会社エムエスピー,マクドナルド,1,宿泊業，飲食サービス業,飲食店,その他の飲食店,ハンバーガー店,マクドナルドハシマテン
パティスリー　プーコニュ,,パティスリープーコニュ,岐阜県羽島市舟橋町２丁目１,岐阜県羽島市舟橋町２丁目１,,058-398-3410,飲食店営業 軽食喫茶    ,飲食店営業,軽食喫茶,,,,,,株式会社プーコニュ,ﾌﾟｰｺﾆｭ,岐阜県羽島市舟橋町２丁目１,R4.7.25,R4.7.25,R9.11.30,新規,51000702,,岐阜保健所,パティスリー　プーコニュ,058,058-398-3410,,,,岐阜県羽島市舟橋町２丁目１,岐阜県羽島市舟橋町２丁目１,,107177,岐阜県,羽島市,舟橋町２,,2022/07/25,2022/07/25,,2027/11/30,株式会社プーコニュ,,,岐阜県羽島市舟橋町２丁目１,岐阜県羽島市舟橋町２丁目１,,107177,岐阜県,羽島市,舟橋町２,51000702,新規,飲食店営業,軽食喫茶,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,パティスリー　プーコニュ,パティスリプコニュ,株式会社プーコニュ,,1,,,,,パティスリープーコニュ
ＩＺＡＫＡＹＡ　和ら,,イザカヤ　ワラ,岐阜県各務原市蘇原早苗町８５,岐阜県各務原市蘇原早苗町８５,,090-1720-1929,飲食店営業 居酒屋    ,飲食店営業,居酒屋,,,,,,坂井　あゆみ,ｻｶｲ ｱﾕﾐ,,R4.7.25,R4.7.25,R9.11.30,新規,51000708,,岐阜保健所,ＩＺＡＫＡＹＡ　和ら,058,090-1720-1929,,,,岐阜県各務原市蘇原早苗町８５,岐阜県各務原市蘇原早苗町８５,,107896,岐阜県,各務原市,蘇原早苗町,,2022/07/25,2022/07/25,,2027/11/30,,坂井　あゆみ,,,,,,,,,51000708,新規,飲食店営業,居酒屋,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＩＺＡＫＡＹＡ　和ら,ＩＺＡＫＡＹＡ和ら,,,1,,,,,イザカヤ　ワラ
麺屋鶏介　岐南店,,メンヤトリスケギナンテン,岐阜県羽島郡岐南町上印食７丁目２４－１,岐阜県羽島郡岐南町上印食７丁目２４－１,,,飲食店営業 めん類食堂    ,飲食店営業,めん類食堂,,,,,めん類食堂,株式会社ｓｐｒｅａｄ,ｽﾌﾟﾘｰﾄﾞ,愛知県西春日井郡豊山町豊場八反１２７－１,R4.7.26,R4.7.26,R10.2.29,新規,51000709,,岐阜保健所,麺屋鶏介　岐南店,058,,,,,岐阜県羽島郡岐南町上印食７丁目２４－１,岐阜県羽島郡岐南町上印食７丁目２４－１,,109205,岐阜県,羽島郡岐南町,上印食７,,2022/07/26,2022/07/26,,2028/02/29,株式会社ｓｐｒｅａｄ,,,愛知県西春日井郡豊山町豊場八反１２７－１,愛知県西春日井郡豊山町豊場八反１２７－１,,134455,愛知県,西春日井郡豊山町,豊場,51000709,新規,飲食店営業,めん類食堂 めん類食堂,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,麺屋鶏介　岐南店,麺屋鶏介岐南店,株式会社ｓｐｒｅａｄ,,1,,,,,メンヤトリスケギナンテン
有限会社ぱんごころ,,パンゴコロ,岐阜県各務原市那加桜町２丁目３０７,岐阜県各務原市那加桜町２丁目３０７,,058-389-4400,飲食店営業 軽食喫茶    ,飲食店営業,軽食喫茶,,,,,,有限会社ぱんごころ,ﾊﾟﾝｺﾞｺﾛ,岐阜県各務原市那加桜町２丁目３０７,R4.7.26,R4.7.26,R9.8.31,新規,51000717,,岐阜保健所,有限会社ぱんごころ,058,058-389-4400,,,,岐阜県各務原市那加桜町２丁目３０７,岐阜県各務原市那加桜町２丁目３０７,,108042,岐阜県,各務原市,那加桜町２,,2022/07/26,2022/07/26,,2027/08/31,有限会社ぱんごころ,,,岐阜県各務原市那加桜町２丁目３０７,岐阜県各務原市那加桜町２丁目３０７,,108042,岐阜県,各務原市,那加桜町２,51000717,新規,飲食店営業,軽食喫茶,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,有限会社ぱんごころ,有限会社ぱんごころ,有限会社ぱんごころ,,1,,,,,パンゴコロ
鵜沼茶屋,,ウヌマチャヤ,岐阜県各務原市鵜沼山崎町１丁目６９,岐阜県各務原市鵜沼山崎町１丁目６９,,,飲食店営業 軽食喫茶    ,飲食店営業,軽食喫茶,,,,,,株式会社カリム,ｶﾘﾑ,愛知県江南市赤童子町御宿１０２,R4.7.26,R4.7.26,R9.11.30,新規,51000719,,岐阜保健所,鵜沼茶屋,058,,,,,岐阜県各務原市鵜沼山崎町１丁目６９,岐阜県各務原市鵜沼山崎町１丁目６９,,107710,岐阜県,各務原市,鵜沼山崎町１,,2022/07/26,2022/07/26,,2027/11/30,株式会社カリム,,,愛知県江南市赤童子町御宿１０２,愛知県江南市赤童子町御宿１０２,,126931,愛知県,江南市,赤童子町御宿,51000719,新規,飲食店営業,軽食喫茶,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,鵜沼茶屋,鵜沼茶屋,株式会社カリム,,1,,,,,ウヌマチャヤ
ＳＵＰＥＲ ＣＥＮＴＥＲ ＰＬＡＮＴ－６瑞穂店,,スーパーセンター　プラント　シックス　ミズホテン,岐阜県瑞穂市犀川５丁目３８番地,岐阜県瑞穂市犀川５丁目３８番地,,0583293700,飲食店営業 軽食喫茶    ,飲食店営業,軽食喫茶,,,,,,株式会社ＰＬＡＮＴ,ｶﾌﾞｼｷｶﾞｲｼｬﾌﾟﾗﾝﾄ,福井県坂井市坂井町下新庄１５号８番地の１,R4.6.27,R4.6.27,R9.11.30,新規,52000273,,岐阜保健所,ＳＵＰＥＲ ＣＥＮＴＥＲ ＰＬＡＮＴ－６瑞穂店,058,058-329-3700,,,,岐阜県瑞穂市犀川５丁目３８番地,岐阜県瑞穂市犀川５丁目３８番地,,108568,岐阜県,瑞穂市,犀川５,,2022/06/27,2022/06/27,,2027/11/30,株式会社ＰＬＡＮＴ,,,福井県坂井市坂井町下新庄１５号８番地の１,福井県坂井市坂井町下新庄１５号８番地ノ１,,98965,福井県,坂井市,坂井町下新庄,52000273,新規,飲食店営業,軽食喫茶,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＳＵＰＥＲ　ＣＥＮＴＥＲ　ＰＬＡＮＴ－６瑞穂店,ＳＵＰＥＲＣＥＮＴＥＲＰＬＡＮＴ６瑞穂店,株式会社ＰＬＡＮＴ,,4,,,,,スーパーセンター　プラント　シックス　ミズホテン
ＳＵＰＥＲ ＣＥＮＴＥＲ ＰＬＡＮＴ－６瑞穂店,,スーパーセンター　プラント　シックス　ミズホテン,岐阜県瑞穂市犀川５丁目３８番地,岐阜県瑞穂市犀川５丁目３８番地,,0583293700,飲食店営業 その他    ,飲食店営業,その他,,,,,,株式会社ＰＬＡＮＴ,ｶﾌﾞｼｷｶﾞｲｼｬﾌﾟﾗﾝﾄ,福井県坂井市坂井町下新庄１５号８番地の１,R4.6.27,R4.6.27,R9.11.30,新規,52000274,,岐阜保健所,ＳＵＰＥＲ ＣＥＮＴＥＲ ＰＬＡＮＴ－６瑞穂店,058,058-329-3700,,,,岐阜県瑞穂市犀川５丁目３８番地,岐阜県瑞穂市犀川５丁目３８番地,,108568,岐阜県,瑞穂市,犀川５,,2022/06/27,2022/06/27,,2027/11/30,株式会社ＰＬＡＮＴ,,,福井県坂井市坂井町下新庄１５号８番地の１,福井県坂井市坂井町下新庄１５号８番地ノ１,,98965,福井県,坂井市,坂井町下新庄,52000274,新規,飲食店営業,その他,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＳＵＰＥＲ　ＣＥＮＴＥＲ　ＰＬＡＮＴ－６瑞穂店,ＳＵＰＥＲＣＥＮＴＥＲＰＬＡＮＴ６瑞穂店,株式会社ＰＬＡＮＴ,,4,,,,,スーパーセンター　プラント　シックス　ミズホテン
ＳＵＰＥＲ ＣＥＮＴＥＲ ＰＬＡＮＴ－６瑞穂店,,スーパーセンター　プラント　シックス　ミズホテン,岐阜県瑞穂市犀川５丁目３８番地,岐阜県瑞穂市犀川５丁目３８番地,,0583293700,菓子製造業 菓子製造業    ,菓子製造業,菓子製造業,,,,,,株式会社ＰＬＡＮＴ,ｶﾌﾞｼｷｶﾞｲｼｬﾌﾟﾗﾝﾄ,福井県坂井市坂井町下新庄１５号８番地の１,R4.6.27,R4.6.27,R9.11.30,新規,52000275,,岐阜保健所,ＳＵＰＥＲ ＣＥＮＴＥＲ ＰＬＡＮＴ－６瑞穂店,058,058-329-3700,,,,岐阜県瑞穂市犀川５丁目３８番地,岐阜県瑞穂市犀川５丁目３８番地,,108568,岐阜県,瑞穂市,犀川５,,2022/06/27,2022/06/27,,2027/11/30,株式会社ＰＬＡＮＴ,,,福井県坂井市坂井町下新庄１５号８番地の１,福井県坂井市坂井町下新庄１５号８番地ノ１,,98965,福井県,坂井市,坂井町下新庄,52000275,新規,菓子製造業,菓子製造業,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,製造業,食料品製造業,,,,,,,,,ＳＵＰＥＲ　ＣＥＮＴＥＲ　ＰＬＡＮＴ－６瑞穂店,ＳＵＰＥＲＣＥＮＴＥＲＰＬＡＮＴ６瑞穂店,株式会社ＰＬＡＮＴ,,4,,,,,スーパーセンター　プラント　シックス　ミズホテン
ＳＵＰＥＲ ＣＥＮＴＥＲ ＰＬＡＮＴ－６瑞穂店,,スーパーセンター　プラント　シックス　ミズホテン,岐阜県瑞穂市犀川５丁目３８番地,岐阜県瑞穂市犀川５丁目３８番地,,0583293700,飲食店営業 軽食喫茶    ,飲食店営業,軽食喫茶,,,,,,株式会社ＰＬＡＮＴ,ｶﾌﾞｼｷｶﾞｲｼｬﾌﾟﾗﾝﾄ,福井県坂井市坂井町下新庄１５号８番地の１,R4.7.13,R4.7.13,R9.11.30,新規,52000285,,岐阜保健所,ＳＵＰＥＲ ＣＥＮＴＥＲ ＰＬＡＮＴ－６瑞穂店,058,058-329-3700,,,,岐阜県瑞穂市犀川５丁目３８番地,岐阜県瑞穂市犀川５丁目３８番地,,108568,岐阜県,瑞穂市,犀川５,,2022/07/13,2022/07/13,,2027/11/30,株式会社ＰＬＡＮＴ,,,福井県坂井市坂井町下新庄１５号８番地の１,福井県坂井市坂井町下新庄１５号８番地ノ１,,98965,福井県,坂井市,坂井町下新庄,52000285,新規,飲食店営業,軽食喫茶,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＳＵＰＥＲ　ＣＥＮＴＥＲ　ＰＬＡＮＴ－６瑞穂店,ＳＵＰＥＲＣＥＮＴＥＲＰＬＡＮＴ６瑞穂店,株式会社ＰＬＡＮＴ,,4,,,,,スーパーセンター　プラント　シックス　ミズホテン
上村製パン,,カミムラセイパン,岐阜県本巣郡北方町平成１－３４－１　シティハウス平成１Ｆ,岐阜県本巣郡北方町平成１－３４－１,シティハウス平成１Ｆ,050-8884-8052,菓子製造業 菓子製造業    ,菓子製造業,菓子製造業,,,,,,上村　慎也,ｶﾐﾑﾗｼﾝﾔ,,R4.7.20,R4.7.20,R10.5.31,新規,52000286,,岐阜保健所,上村製パン,058,050-8884-8052,,,,岐阜県本巣郡北方町平成１－３４－１,岐阜県本巣郡北方町平成１－３４－１,シティハウス平成１Ｆ,109600,岐阜県,本巣郡北方町,平成１,,2022/07/20,2022/07/20,,2028/05/31,,上村　慎也,,,,,,,,,52000286,新規,菓子製造業,菓子製造業,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,製造業,食料品製造業,,,,,,,,,上村製パン,上村製パン,,,1,,,,,カミムラセイパン
秀吉,,ヒデヨシ,岐阜県本巣市早野９６－７５,岐阜県本巣市早野９６－７５,,,飲食店営業 軽食喫茶    ,飲食店営業,軽食喫茶,,,,,,福永　建次,ﾌｸﾅｶﾞｹﾝｼﾞ,,R4.7.27,R4.7.27,R10.2.29,新規,52000290,,岐阜保健所,秀吉,058,,,,,岐阜県本巣市早野９６－７５,岐阜県本巣市早野９６－７５,,108781,岐阜県,本巣市,早野,,2022/07/27,2022/07/27,,2028/02/29,,福永　建次,,,,,,,,,52000290,新規,飲食店営業,軽食喫茶,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,秀吉,秀吉,,,1,,,,,ヒデヨシ
ｌａｄｙ’ｓ　ｂａｒ　Ｍ２,,レディースバー　エムツー,岐阜県大垣市高屋町４丁目４６,岐阜県大垣市高屋町４丁目４６,,0584-82-1122,飲食店営業 バー    ,飲食店営業,バー,,,,,,株式会社ＭＡＲｓ,ﾏｰｽﾞ,岐阜県大垣市静里町２７－３　リバーサイドパーク５０１,R4.6.6,R4.6.6,R9.11.30,新規,53000780,,西濃保健所,ｌａｄｙ’ｓ　ｂａｒ　Ｍ２,0584,0584-82-1122,,,,岐阜県大垣市高屋町４丁目４６,岐阜県大垣市高屋町４丁目４６,,105410,岐阜県,大垣市,高屋町４,,2022/06/06,2022/06/06,,2027/11/30,株式会社ＭＡＲｓ,,,岐阜県大垣市静里町２７－３　リバーサイドパーク５０１,岐阜県大垣市静里町２７－３リバ－サイドパ－ク５０１,,105333,岐阜県,大垣市,静里町,53000780,新規,飲食店営業,バー,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ｌａｄｙ＇ｓ　ｂａｒ　Ｍ２,ｌａｄｙｓｂａｒＭ２,株式会社ＭＡＲｓ,,1,,,,,レディースバー　エムツー
株式会社キィポーション大垣第二工場,,カブシキガイシャキィポーションオオガキダイニコウジョウ,岐阜県大垣市新田町４丁目２０－１,岐阜県大垣市新田町４丁目２０－１,,0584-89-8315,密封包装食品製造業 密封包装食品製造業    ,密封包装食品製造業,密封包装食品製造業,,,,,,株式会社キィポーション,ｶﾌﾞｼｷｶﾞｲｼｬｷｨﾎﾟｰｼｮﾝ,岐阜県揖斐郡池田町八幡６２１－７,R4.6.3,R4.6.3,R10.2.29,新規,53000795,,西濃保健所,株式会社キィポーション大垣第二工場,0584,0584-89-8315,,,,岐阜県大垣市新田町４丁目２０－１,岐阜県大垣市新田町４丁目２０－１,,105154,岐阜県,大垣市,新田町４,,2022/06/03,2022/06/03,,2028/02/29,株式会社キィポーション,,,岐阜県揖斐郡池田町八幡６２１－７,岐阜県揖斐郡池田町八幡６２１－７,,109424,岐阜県,揖斐郡池田町,八幡,53000795,新規,密封包装食品製造業,密封包装食品製造業,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,製造業,食料品製造業,,,,,,,,,株式会社キィポーション大垣第二工場,株式会社キィポション大垣第二工場,株式会社キィポーション,,1,,,,,カブシキガイシャキィポーションオオガキダイニコウジョウ
寿司　こめいち,,スシコメイチ,岐阜県大垣市墨俣町墨俣１０６７,岐阜県大垣市墨俣町墨俣１０６７,,0584-47-6008,飲食店営業 弁当屋 すし屋   ,飲食店営業,弁当屋,すし屋,,,,,急がば回れ株式会社,ｲｿｶﾞﾊﾞﾏﾜﾚ,岐阜県大垣市墨俣町墨俣１０６７,R4.6.16,R4.6.16,R9.8.31,新規,53000798,,西濃保健所,寿司　こめいち,0584,0584-47-6008,,,,岐阜県大垣市墨俣町墨俣１０６７,岐阜県大垣市墨俣町墨俣１０６７,,105710,岐阜県,大垣市,墨俣町墨俣,,2022/06/16,2022/06/16,,2027/08/31,急がば回れ株式会社,,,岐阜県大垣市墨俣町墨俣１０６７,岐阜県大垣市墨俣町墨俣１０６７,,105710,岐阜県,大垣市,墨俣町墨俣,53000798,新規,飲食店営業,弁当屋 すし屋,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,寿司　こめいち,寿司こめいち,急がば回れ株式会社,,1,,,,,スシコメイチ
安部商店,,アンベショウテン,岐阜県養老郡養老町釜段６９９,岐阜県養老郡養老町釜段６９９,,0584-35-1923,菓子製造業 菓子製造業    ,菓子製造業,菓子製造業,,,,,,株式会社ふなやす,ﾌﾅﾔｽ,岐阜県養老郡養老町釜段６９９,R4.7.6,R4.7.6,R10.5.31,新規,53000813,,西濃保健所,安部商店,0584,0584-35-1923,,,,岐阜県養老郡養老町釜段６９９,岐阜県養老郡養老町釜段６９９,,109258,岐阜県,養老郡養老町,釜段,,2022/07/06,2022/07/06,,2028/05/31,株式会社ふなやす,,,岐阜県養老郡養老町釜段６９９,岐阜県養老郡養老町釜段６９９,,109258,岐阜県,養老郡養老町,釜段,53000813,新規,菓子製造業,菓子製造業,,,229-235_岐阜県_岐阜県一括_食品衛生()_2022年06月-2022年07月_末日,製造業,食料品製造業,,,,,,,,,安部商店,安部商店,株式会社ふなやす,,2,,,,,アンベショウテン
