https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請区分,,,施設名,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請者3,申請-住所1,申請-マンション名,申請-電話番号1,,,業種,,,確認番号,,,開業年月日,申請年月日,,許可年月日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人,新規,18058,,MYOKO　COFFEE　アライリゾート店,妙高市両善寺１９６６,ヴィレッジステーション１F,0255-75-1161,,合同会社　MC,代表社員　野村　功太朗,新潟県妙高市大字関川１５５３番地８,,070-3139-0900,,,① 飲食店営業,,,1 - 628,0,0,2022年02月18日,2022年02月15日,2022年02月17日,2022年02月18日,2027年09月30日,,,,,,163,MYOKO　COFFEE　アライリゾート店,0255,0255-75-1161,,,,妙高市両善寺１９６６,新潟県妙高市両善寺１９６６,ヴィレッジステーション１F,88225,15,15217,両善寺,2022/02/15,2022/02/18,2022/02/18,,2027/09/30,合同会社　MC, 代表社員　野村　功太朗,070-3139-0900,新潟県妙高市大字関川１５５３番地８,新潟県妙高市関川１５５３番地８,,88261,新潟県,妙高市,関川,1 - 628,新規,飲食店営業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,ＭＹＯＫＯＣＯＦＦＥＥアライリゾト店0255-75-11618822515217,b3a806a6-b3c5-43a1-a0f5-0fee4e2f5b55,合同会社ＭＣ88261,ee34ee28-38bb-463d-9618-706b11683e1b,4d8d3136-4ec1-4e75-a58f-2d3b63a867f7,2022/02/18,ＭＹＯＫＯ　ＣＯＦＦＥＥ　アライリゾート店,ＭＹＯＫＯＣＯＦＦＥＥアライリゾト店,合同会社ＭＣ
法人,新規,13566,老人保健施設,サンクス米山,上越市柿崎区上下浜２１９番地５,,025-536-9228,,石本商事株式会社,代表取締役　平澤　和也,新潟市中央区上近江３丁目１９番２２号,,025-285-6221,,,① 飲食店営業,,,1 - 624,0,0,2022年02月19日,2022年02月08日,2022年02月18日,2022年02月19日,2027年03月31日,,,,,,163,サンクス米山,025,025-536-9228,,,,上越市柿崎区上下浜２１９番地５,新潟県上越市柿崎区上下浜２１９番地５,,89024,15,15222,柿崎区上下浜,2022/02/08,2022/02/19,2022/02/19,,2027/03/31,石本商事株式会社, 代表取締役　平澤　和也,025-285-6221,新潟市中央区上近江３丁目１９番２２号,新潟県新潟市中央区上近江３丁目１９番２２号,,83633,新潟県,新潟市中央区,上近江３,1 - 624,新規,飲食店営業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,サンクス米山025-536-92288902415222,36abf48a-7dbe-49fa-b8b2-3c29dfa771fd,石本商事株式会社83633,bc0a0934-d88b-4bb7-8176-fe7bd00fe79c,28496e38-3e24-4fba-b543-5474025c9a1e,2022/02/19,サンクス米山,サンクス米山,石本商事株式会社
個人,新規,10330,通年　民宿,さかき,上越市柿崎区上下浜３９４－１,,025-536-2392,坂木　勝,,,,,,,,① 飲食店営業,,,1 - 635,0,0,2022年02月19日,2022年02月18日,2022年02月18日,2022年02月19日,2027年03月31日,,,,,,163,さかき,025,025-536-2392,,,,上越市柿崎区上下浜３９４－１,新潟県上越市柿崎区上下浜３９４－１,,89024,15,15222,柿崎区上下浜,2022/02/18,2022/02/19,2022/02/19,,2027/03/31,,坂木　勝  ,,,,,,,,,1 - 635,新規,飲食店営業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,さかき025-536-23928902415222,2bd2f999-4345-4b0a-8dd1-751e2e010b98,,personal,bcd6f6fa-4dc3-4959-aa68-d44248a3610d,2022/02/19,さかき,さかき,
個人,新規,259,ＣＡＦＥ’ＨＯＵＳＥ,ＤＥＡＮ,上越市柿崎区柿崎６５９３,,025-536-6187,吉村　美千代,,,,,,,,① 飲食店営業,,,1 - 636,0,0,2022年02月19日,2022年02月18日,2022年02月18日,2022年02月19日,2027年03月31日,,,,,,163,ＤＥＡＮ,025,025-536-6187,,,,上越市柿崎区柿崎６５９３,新潟県上越市柿崎区柿崎６５９３,,89001,15,15222,柿崎区柿崎,2022/02/18,2022/02/19,2022/02/19,,2027/03/31,,吉村　美千代  ,,,,,,,,,1 - 636,新規,飲食店営業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,ＤＥＡＮ025-536-61878900115222,0a1456b2-99dc-418b-ac39-501c9bdc8564,,personal,7e8a2002-2646-498a-b0a6-c0e10931101d,2022/02/19,ＤＥＡＮ,ＤＥＡＮ,
個人,新規,231,,岩野屋旅館,上越市柿崎区柿崎６１８７,,025-536-2328,岩野　武雄,,,,,,,,① 飲食店営業,,,1 - 637,0,0,2022年02月19日,2022年02月18日,2022年02月18日,2022年02月19日,2027年03月31日,,,,,,163,岩野屋旅館,025,025-536-2328,,,,上越市柿崎区柿崎６１８７,新潟県上越市柿崎区柿崎６１８７,,89001,15,15222,柿崎区柿崎,2022/02/18,2022/02/19,2022/02/19,,2027/03/31,,岩野　武雄  ,,,,,,,,,1 - 637,新規,飲食店営業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,岩野屋旅館025-536-23288900115222,d754989b-1e45-4437-aa59-866b00f188e0,,personal,32ac38a4-5110-4a05-b955-d8893e3214a9,2022/02/19,岩野屋旅館,岩野屋旅館,
法人,新規,14943,,柿崎セレモニーホールへいあん,上越市柿崎区直海浜１４０９番地,,025-536-2299,,平安セレモニー株式会社,代表取締役　青木　省一,上越市高土町３丁目９番１２号,,025-524-7122,,,① 飲食店営業,,,1 - 638,0,0,2022年02月19日,2022年02月18日,2022年02月18日,2022年02月19日,2027年03月31日,,,,,,163,柿崎セレモニーホールへいあん,025,025-536-2299,,,,上越市柿崎区直海浜１４０９番地,新潟県上越市柿崎区直海浜１４０９番地,,89035,15,15222,柿崎区直海浜,2022/02/18,2022/02/19,2022/02/19,,2027/03/31,平安セレモニー株式会社, 代表取締役　青木　省一,025-524-7122,上越市高土町３丁目９番１２号,新潟県上越市高土町３丁目９番１２号,,88587,新潟県,上越市,高土町３,1 - 638,新規,飲食店営業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,柿崎セレモニホルへいあん025-536-22998903515222,d4c5df46-de4c-4a6f-8891-a659ea4c5631,平安セレモニー株式会社88587,264f25cd-0d7c-4f39-8193-639c883f6aaa,52c73884-e05f-4f66-acfa-53aa382227bc,2022/02/19,柿崎セレモニーホールへいあん,柿崎セレモニホルへいあん,平安セレモニー株式会社
法人,新規,13568,,リオンズホテル上越,上越市柿崎区馬正面字下砂原１１７７番１０,,025-535-2271,,株式会社　リオンズ,代表取締役　布施　美歩,新潟市中央区鳥屋野二丁目13番22号,,025-285-2900,,,① 飲食店営業,,,1 - 639,0,0,2022年02月19日,2022年02月18日,2022年02月18日,2022年02月19日,2027年03月31日,,,,,,163,リオンズホテル上越,025,025-535-2271,,,,上越市柿崎区馬正面字下砂原１１７７番１０,新潟県上越市柿崎区馬正面字下砂原１１７７番１０,,89036,15,15222,柿崎区馬正面,2022/02/18,2022/02/19,2022/02/19,,2027/03/31,株式会社　リオンズ, 代表取締役　布施　美歩,025-285-2900,新潟市中央区鳥屋野二丁目13番22号,新潟県新潟市中央区鳥屋野２丁目１３番２２号,,83814,新潟県,新潟市中央区,鳥屋野２,1 - 639,新規,飲食店営業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,リオンズホテル上越025-535-22718903615222,43ba7ef4-835d-45a8-b36a-415446bb2973,株式会社リオンズ83814,e8cdf519-7249-4f81-ae4e-cf12dfda61de,fcd6d427-3bac-41a3-9cba-83f519f06ae2,2022/02/19,リオンズホテル上越,リオンズホテル上越,株式会社リオンズ
法人,新規,308,有限会社,マルカ,上越市柿崎区米山寺６１３番地,,025-536-5106,,有限会社　マルカ,代表取締役　加藤　哲也,上越市柿崎区米山寺６１３番地,,025-536-5106,,,① 飲食店営業,,,1 - 640,0,0,2022年02月19日,2022年02月18日,2022年02月18日,2022年02月19日,2027年03月31日,,,,,,163,マルカ,025,025-536-5106,,,,上越市柿崎区米山寺６１３番地,新潟県上越市柿崎区米山寺６１３番地,,89040,15,15222,柿崎区米山寺,2022/02/18,2022/02/19,2022/02/19,,2027/03/31,有限会社　マルカ, 代表取締役　加藤　哲也,025-536-5106,上越市柿崎区米山寺６１３番地,新潟県上越市柿崎区米山寺６１３番地,,89040,新潟県,上越市,柿崎区米山寺,1 - 640,新規,飲食店営業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,マルカ025-536-51068904015222,9ef1b18d-3309-413d-a21a-fe68b1d1057a,有限会社マルカ89040,c4c21e75-3ec0-44cb-9307-2b091c3e2d97,f0050ce9-477e-4f14-8614-6eb58a44bc38,2022/02/19,マルカ,マルカ,有限会社マルカ
個人,新規,11605,,佐々木食品,上越市吉川区東田中７５８,,025-548-2882,佐々木　陽子,,,,,,,,⑪ 菓子製造業,,,1 - 641,0,0,2022年02月22日,2022年02月21日,2022年02月21日,2022年02月22日,2027年03月31日,,,,,,163,佐々木食品,025,025-548-2882,,,,上越市吉川区東田中７５８,新潟県上越市吉川区東田中７５８,,89360,15,15222,吉川区東田中,2022/02/21,2022/02/22,2022/02/22,,2027/03/31,,佐々木　陽子  ,,,,,,,,,1 - 641,新規,菓子製造業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,E,9,,,佐木食品025-548-28828936015222,012640d7-35f0-4fdf-9fff-2d980e558658,,personal,da14e188-3e9f-4967-a07b-52950caf4804,2022/02/22,佐々木食品,佐木食品,
個人,新規,11605,,佐々木食品,上越市吉川区東田中７５８,,025-548-2882,佐々木　陽子,,,,,,,,㉕ そうざい製造業,,,1 - 641,0,0,2022年02月22日,2022年02月21日,2022年02月21日,2022年02月22日,2027年03月31日,,,,,,163,佐々木食品,025,025-548-2882,,,,上越市吉川区東田中７５８,新潟県上越市吉川区東田中７５８,,89360,15,15222,吉川区東田中,2022/02/21,2022/02/22,2022/02/22,,2027/03/31,,佐々木　陽子  ,,,,,,,,,1 - 641,新規,そうざい製造業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,E,9,,,佐木食品025-548-28828936015222,012640d7-35f0-4fdf-9fff-2d980e558658,,personal,9dee1af5-599d-45ab-bec8-9de2e90397da,2022/02/22,佐々木食品,佐木食品,
法人,新規,441,,株式会社　ゆったりの郷,上越市吉川区長峰１００番地,,025-548-3911,,株式会社　ゆったりの郷,代表取締役　山下　悟,上越市吉川区長峰１００番地,,025-548-3911,,,① 飲食店営業,,,1 - 643,0,0,2022年02月22日,2022年02月21日,2022年02月21日,2022年02月22日,2027年03月31日,,,,,,163,株式会社　ゆったりの郷,025,025-548-3911,,,,上越市吉川区長峰１００番地,新潟県上越市吉川区長峰１００番地,,89356,15,15222,吉川区長峰,2022/02/21,2022/02/22,2022/02/22,,2027/03/31,株式会社　ゆったりの郷, 代表取締役　山下　悟,025-548-3911,上越市吉川区長峰１００番地,新潟県上越市吉川区長峰１００番地,,89356,新潟県,上越市,吉川区長峰,1 - 643,新規,飲食店営業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,株式会社ゆったりの郷025-548-39118935615222,d0769200-4b91-4bb1-a032-594bf89719fe,株式会社ゆったりの郷89356,a258c173-364e-4de8-8776-fd115bff9f5a,98c250f5-5593-43f2-b573-c7114006efd7,2022/02/22,株式会社ゆったりの郷,株式会社ゆったりの郷,株式会社ゆったりの郷
個人,新規,16351,,品和亭,上越市吉川区原之町1360番地,,025-548-2008,髙橋　孝一,,,,,,,,① 飲食店営業,,,1 - 644,0,0,2022年02月22日,2022年02月21日,2022年02月21日,2022年02月22日,2027年03月31日,,,,,,163,品和亭,025,025-548-2008,,,,上越市吉川区原之町1360番地,新潟県上越市吉川区原ノ町１３６０番地,,89359,15,15222,吉川区原ノ町,2022/02/21,2022/02/22,2022/02/22,,2027/03/31,,髙橋　孝一  ,,,,,,,,,1 - 644,新規,飲食店営業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,品和亭025-548-20088935915222,08b08d6c-139e-4730-b8e5-c661a05a681c,,personal,b51be7cc-12b3-4e94-be83-cc7b7b8f6be2,2022/02/22,品和亭,品和亭,
法人,新規,16350,,旅館割烹宮田屋,上越市仲町２丁目５－１６,,025-523-2536,,有限会社　旅館割烹宮田屋,代表取締役　宮田　大資,上越市仲町２丁目５－１６,,025-523-2536,,,① 飲食店営業,,,1 - 616,0,0,2022年02月25日,2022年02月02日,2022年02月24日,2022年02月25日,2027年03月31日,,,,,,163,旅館割烹宮田屋,025,025-523-2536,,,,上越市仲町２丁目５－１６,新潟県上越市仲町２丁目５－１６,,88718,15,15222,仲町２,2022/02/02,2022/02/25,2022/02/25,,2027/03/31,有限会社　旅館割烹宮田屋, 代表取締役　宮田　大資,025-523-2536,上越市仲町２丁目５－１６,新潟県上越市仲町２丁目５－１６,,88718,新潟県,上越市,仲町２,1 - 616,新規,飲食店営業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,旅館割烹宮田屋025-523-25368871815222,284e860a-d46b-4daa-9ce0-9cd8552e851b,有限会社旅館割烹宮田屋88718,fcd8c1c5-644d-4779-877f-514575659905,d61fed86-b018-43a5-8dda-169dcdef0d8d,2022/02/25,旅館割烹宮田屋,旅館割烹宮田屋,有限会社旅館割烹宮田屋
個人,新規,18069,,桜楽～さくらクッキングルーム,上越市五智２－７７９,,090-7237-4422,片桐　彩音,,,,,,,,① 飲食店営業,,,1 - 645,0,0,2022年02月25日,2022年02月21日,2022年02月24日,2022年02月25日,2027年05月31日,,,,,,163,桜楽～さくらクッキングルーム,025,090-7237-4422,,,,上越市五智２－７７９,新潟県上越市五智２－７７９,,88603,15,15222,五智２,2022/02/21,2022/02/25,2022/02/25,,2027/05/31,,片桐　彩音  ,,,,,,,,,1 - 645,新規,飲食店営業,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,M,76,,,桜楽さくらクッキングルム090-7237-44228860315222,2a6408a3-128f-489b-a839-61d124cc302b,,personal,cb78b285-fa74-4293-9b7b-0efec6220c4e,2022/02/25,桜楽～さくらクッキングルーム,桜楽さくらクッキングルム,
法人,新規,18068,,ローソン上越大日店,上越市大日３１,,025-522-6055,,株式会社　グラシオン,代表取締役　菊池　一,新潟県新潟市西区寺地６１１－１８,,025-265-0512,,,⑩ コンビニエンスストア,,,,0,0,,2022年02月21日,,,,,,,,,163,ローソン上越大日店,025,025-522-6055,,,,上越市大日３１,新潟県上越市大日３１,,88679,15,15222,大日,2022/02/21,,,,,株式会社　グラシオン, 代表取締役　菊池　一,025-265-0512,新潟県新潟市西区寺地６１１－１８,新潟県新潟市西区寺地６１１－１８,,84816,新潟県,新潟市西区,寺地,,新規,コンビニエンスストア,,,,163_新潟県_上越保健所_食品衛生(許可-届出)_2022年02月_末日_新規,I,58,589,5891,ロソン上越大日店025-522-60558867915222,7a55962c-167d-4b52-a990-49fb8a390b51,株式会社グラシオン84816,3b9a92b3-dfcb-4a57-9cf6-da5267851e0e,a31f61b5-2277-4990-9795-b967cf784041,2022/02/21,ローソン上越大日店,ロソン上越大日店,株式会社グラシオン
