https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,業態,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,10,愛媛県,松山市,Ｎｏｍａｄ Ｋｉｔｃｈｅｎ,,,飲食店営業,一般食堂・レストラン等の飲食店営業,松山市北条辻４３３－１,,,,089-910-4112,田中 亮,,,,,第00000085号,R3.4.27,R3.4.27,,R8.6.30,,,,,,377,Ｎｏｍａｄ Ｋｉｔｃｈｅｎ,089,089-910-4112,,,,松山市北条辻４３３－１,愛媛県松山市北条辻４３３－１,,194345,38,38201,北条辻,,2021/04/27,2021/04/27,,2026/06/30,,田中 亮  ,,,,,,,,,第00000085号,,飲食店営業, 一般食堂・レストラン等の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,ＮｏｍａｄＫｉｔｃｈｅｎ089-910-411219434538201,224c2689-15c5-446d-9d94-5c00a51a0ddd,,personal,86d83b07-911d-4150-bda1-4166e6c9528f,2021/04/27,Ｎｏｍａｄ　Ｋｉｔｃｈｅｎ,ＮｏｍａｄＫｉｔｃｈｅｎ,
382019,11,愛媛県,松山市,健杏果想,,,飲食店営業,仕出し屋・弁当屋,松山市古川北１丁目１９－３２,,,,089-993-7239,村上 竜己,,,,,第00000011号,R3.4.2,R3.4.2,,R8.6.30,,,,,,377,健杏果想,089,089-993-7239,,,,松山市古川北１丁目１９－３２,愛媛県松山市古川北１丁目１９－３２,,194238,38,38201,古川北１,,2021/04/02,2021/04/02,,2026/06/30,,村上 竜己  ,,,,,,,,,第00000011号,,飲食店営業, 仕出し屋・弁当屋,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,健杏果想089-993-723919423838201,bbad0beb-1509-4359-a380-c4e0a883091e,,personal,7dd8ef44-3030-4424-b26c-b2b0b8688b2a,2021/04/02,健杏果想,健杏果想,
382019,12,愛媛県,松山市,近藤ミールサービス,第２セントラルキッチン,近藤ミールサービス 第２セントラルキッチン,飲食店営業,仕出し屋・弁当屋,松山市竹原町６２８－１,１階,,,933-7110,,有限会社近藤会館,,代表取締役,近藤 幸夫,第00000034号,R3.4.12,R3.4.12,,R8.6.30,,,,,,377,近藤ミールサービス 第２セントラルキッチン,089,089-933-7110,,,,松山市竹原町６２８－１,愛媛県松山市竹原町６２８－１,１階,193934,38,38201,竹原町,,2021/04/12,2021/04/12,,2026/06/30,有限会社近藤会館,近藤 幸夫,,,,,,,,,第00000034号,,飲食店営業, 仕出し屋・弁当屋,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,近藤ミルサビス第２セントラルキッチン089-933-711019393438201,2bb33457-bd07-4958-b3b3-4f0dcfe373c9,有限会社近藤会館,0ba7ec00-02b5-4b2c-8b1f-207df3088c7e,66912a46-37c9-48b8-9f7a-6487cc402765,2021/04/12,近藤ミールサービス　第２セントラルキッチン,近藤ミルサビス第２セントラルキッチン,有限会社近藤会館
382019,13,愛媛県,松山市,モンド,,,飲食店営業,仕出し屋・弁当屋,松山市大可賀１丁目４－５,,,,968-3178,,有限会社モンド,,代表取締役,中道 昇,第00000056号,R3.4.20,R3.4.20,,R8.6.30,,,,,,377,モンド,089,089-968-3178,,,,松山市大可賀１丁目４－５,愛媛県松山市大可賀１丁目４－５,,193777,38,38201,大可賀１,,2021/04/20,2021/04/20,,2026/06/30,有限会社モンド,中道 昇,,,,,,,,,第00000056号,,飲食店営業, 仕出し屋・弁当屋,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,モンド089-968-317819377738201,4d0c001d-6a1f-45aa-87b8-f1582d9630f1,有限会社モンド,f1e269b7-ffaa-49cf-876a-f0d712081d7f,a3ef3bac-bc27-4d16-a995-08b3ed0f2648,2021/04/20,モンド,モンド,有限会社モンド
382019,14,愛媛県,松山市,Ｓｅａ風丼,,,飲食店営業,仕出し屋・弁当屋,松山市本町６丁目２－１２,ザイオンビル ２Ｆ,,,089-911-2366,,株式会社ｍｏｗｉｓ,,代表取締役,重松 幸太,第00000057号,R3.4.20,R3.4.20,,R8.6.30,,,,,,377,Ｓｅａ風丼,089,089-911-2366,,,,松山市本町６丁目２－１２,愛媛県松山市本町６丁目２－１２,ザイオンビル ２Ｆ,194061,38,38201,本町６,,2021/04/20,2021/04/20,,2026/06/30,株式会社ｍｏｗｉｓ,重松 幸太,,,,,,,,,第00000057号,,飲食店営業, 仕出し屋・弁当屋,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,Ｓｅａ風丼089-911-236619406138201,fadb1a3e-bd5a-4b76-9184-301f736e500c,株式会社ｍｏｗｉｓ,67cfaa5b-2d40-49e0-9fd3-e46a85d27cbe,30287767-7a64-49bd-bd7f-e6c87d4f6baa,2021/04/20,Ｓｅａ風丼,Ｓｅａ風丼,株式会社ｍｏｗｉｓ
382019,15,愛媛県,松山市,京美 松山銀天街店,,,飲食店営業,仕出し屋・弁当屋,松山市湊町４丁目１０－６,港町ビル１Ｆ,,,909-8317,,有限会社京美・Ｖｅｇｅｔａｂｌｅ ｓｔｙｌｅ,,代表取締役,永田 美佳,第00000067号,R3.4.22,R3.4.22,,R8.6.30,,,,,,377,京美 松山銀天街店,089,089-909-8317,,,,松山市湊町４丁目１０－６,愛媛県松山市湊町４丁目１０－６,港町ビル１Ｆ,194092,38,38201,湊町４,,2021/04/22,2021/04/22,,2026/06/30,有限会社京美・Ｖｅｇｅｔａｂｌｅ ｓｔｙｌｅ,永田 美佳,,,,,,,,,第00000067号,,飲食店営業, 仕出し屋・弁当屋,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,京美松山銀天街店089-909-831719409238201,a846ae2a-7508-47a2-b727-3c5a915d5bb1,有限会社京美・Ｖｅｇｅｔａｂｌｅ　ｓｔｙｌｅ,15e82acd-bfe6-4692-8d6a-70c43b99294b,4f4c85a9-fc6c-4aff-8e4b-570f5e239c10,2021/04/22,京美　松山銀天街店,京美松山銀天街店,有限会社京美・Ｖｅｇｅｔａｂｌｅ　ｓｔｙｌｅ
382019,16,愛媛県,松山市,合同会社 むてき縁,,,飲食店営業,仕出し屋・弁当屋,松山市二番町１丁目４－３,,,,089-968-2969,,合同会社むてき縁,,代表社員,河野 優,第00000072号,R3.4.23,R3.4.23,,R8.6.30,,,,,,377,合同会社 むてき縁,089,089-968-2969,,,,松山市二番町１丁目４－３,愛媛県松山市二番町１丁目４－３,,194002,38,38201,二番町１,,2021/04/23,2021/04/23,,2026/06/30,合同会社むてき縁,河野 優,,,,,,,,,第00000072号,,飲食店営業, 仕出し屋・弁当屋,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,合同会社むてき縁089-968-296919400238201,5815b9e1-f182-485f-b796-4230f28112f9,合同会社むてき縁,c72a3ae9-29bf-4d6b-af83-248fd288eb73,dca85cef-633f-4b1d-9747-ae1ed85924de,2021/04/23,合同会社むてき縁,合同会社むてき縁,合同会社むてき縁
382019,17,愛媛県,松山市,ままくる,,,飲食店営業,仕出し屋・弁当屋,松山市和泉南３丁目１０－１９,,,,,山口 早苗,,,,,第00000079号,R3.4.26,R3.4.26,,R8.6.30,,,,,,377,ままくる,089,,,,,松山市和泉南３丁目１０－１９,愛媛県松山市和泉南３丁目１０－１９,,194274,38,38201,和泉南３,,2021/04/26,2021/04/26,,2026/06/30,,山口 早苗  ,,,,,,,,,第00000079号,,飲食店営業, 仕出し屋・弁当屋,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,ままくる19427438201,64ff43c4-552b-4117-8be7-57c026223f00,,personal,585ed2b5-b0f3-4fac-9ad4-fe92e2422d60,2021/04/26,ままくる,ままくる,
382019,18,愛媛県,松山市,アルコバレーノ,,,飲食店営業,仕出し屋・弁当屋,松山市朝生田町１丁目１－１８,杉住宅南支店ビル１０１号室,,,089-998-7474,岡市 美保,,,,,第00000103号,R3.4.28,R3.4.28,,R8.6.30,,,,,,377,アルコバレーノ,089,089-998-7474,,,,松山市朝生田町１丁目１－１８,愛媛県松山市朝生田町１丁目１－１８,杉住宅南支店ビル１０１号室,193725,38,38201,朝生田町１,,2021/04/28,2021/04/28,,2026/06/30,,岡市 美保  ,,,,,,,,,第00000103号,,飲食店営業, 仕出し屋・弁当屋,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,アルコバレノ089-998-747419372538201,9e800e6f-4c4f-4ef7-a552-ce5851763b4f,,personal,92e24575-a797-49e9-8ac5-5064c79e864c,2021/04/28,アルコバレーノ,アルコバレノ,
382019,19,愛媛県,松山市,そうざい屋 三日月,,,飲食店営業,仕出し屋・弁当屋,松山市勝山町１丁目１９－２,１Ｆ,,,,髙藤 美樹,,,,,第00000112号,R3.4.30,R3.4.30,,R8.6.30,,,,,,377,そうざい屋 三日月,089,,,,,松山市勝山町１丁目１９－２,愛媛県松山市勝山町１丁目１９－２,１Ｆ,193800,38,38201,勝山町１,,2021/04/30,2021/04/30,,2026/06/30,,髙藤 美樹  ,,,,,,,,,第00000112号,,飲食店営業, 仕出し屋・弁当屋,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,そうざい屋三日月19380038201,d60f657c-208e-4852-887c-3424b296c219,,personal,9d23c1a9-54bd-4688-8a01-7849761d78de,2021/04/30,そうざい屋　三日月,そうざい屋三日月,
382019,20,愛媛県,松山市,八光邸,,,飲食店営業,仕出し屋・弁当屋,松山市保免上１丁目４－６,,,,,田村 久,,,,,第00000114号,R3.4.30,R3.4.30,,R8.6.30,,,,,,377,八光邸,089,,,,,松山市保免上１丁目４－６,愛媛県松山市保免上１丁目４－６,,194201,38,38201,保免上１,,2021/04/30,2021/04/30,,2026/06/30,,田村 久  ,,,,,,,,,第00000114号,,飲食店営業, 仕出し屋・弁当屋,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,八光邸19420138201,69e872ad-0507-419a-b15e-de642bfa7965,,personal,c1cb1b5c-4a8c-4a63-80b8-aedbaf5c2686,2021/04/30,八光邸,八光邸,
382019,21,愛媛県,松山市,聖カタリナ学園高等学校聖母寮,,,飲食店営業,事業場食堂,松山市藤原町４６８,,,,089-932-8640,,栄食メディックス株式会社,,代表取締役,松村 将行,第00000010号,R3.4.2,R3.4.2,,R8.6.30,,,,,,377,聖カタリナ学園高等学校聖母寮,089,089-932-8640,,,,松山市藤原町４６８,愛媛県松山市藤原町４６８,,194042,38,38201,藤原町,,2021/04/02,2021/04/02,,2026/06/30,栄食メディックス株式会社,松村 将行,,,,,,,,,第00000010号,,飲食店営業, 事業場食堂,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,聖カタリナ学園高等学校聖母寮089-932-864019404238201,f29004b6-8b17-402e-a61d-23ffe4f7075b,栄食メディックス株式会社,f6515fda-86f4-45db-bb28-0596ccd7812c,65416c3f-134e-45ec-886f-787fd385eca2,2021/04/02,聖カタリナ学園高等学校聖母寮,聖カタリナ学園高等学校聖母寮,栄食メディックス株式会社
382019,22,愛媛県,松山市,ゆうゆう北条厨房内 日米クック,,,飲食店営業,事業場食堂,松山市河野中須賀１４５－２０,,,,,,株式会社日米クック,,代表取締役,米谷 素明,第00000031号,R3.4.12,R3.4.12,,R8.6.30,,,,,,377,ゆうゆう北条厨房内 日米クック,089,,,,,松山市河野中須賀１４５－２０,愛媛県松山市河野中須賀１４５－２０,,194305,38,38201,河野中須賀,,2021/04/12,2021/04/12,,2026/06/30,株式会社日米クック,米谷 素明,,,,,,,,,第00000031号,,飲食店営業, 事業場食堂,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,ゆうゆう北条厨房内日米クック19430538201,8e205f9c-1e99-4ff7-80a3-b5355dbc0bb9,株式会社日米クック,436e9f56-2b6f-478e-8f76-60c98249c3b2,f865dae4-8171-4cd8-846f-d2ce34bae8c2,2021/04/12,ゆうゆう北条厨房内　日米クック,ゆうゆう北条厨房内日米クック,株式会社日米クック
382019,23,愛媛県,松山市,Ｂａｒ Ｗａｎ＆Ｃｏ,,,飲食店営業,上記以外の飲食店営業,松山市三番町２丁目９－２,シエロビル２Ｆ－Ｂ,,,,岡本 飛雄馬,,,,,第00000002号,R3.4.1,R3.4.1,,R8.3.31,,,,,,377,Ｂａｒ Ｗａｎ＆Ｃｏ,089,,,,,松山市三番町２丁目９－２,愛媛県松山市三番町２丁目９－２,シエロビル２Ｆ－Ｂ,193878,38,38201,三番町２,,2021/04/01,2021/04/01,,2026/03/31,,岡本 飛雄馬  ,,,,,,,,,第00000002号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,ＢａｒＷａｎＣｏ19387838201,86a6d3e7-0938-4c70-aea2-24b323665e4c,,personal,32a80d90-33f2-4876-bfe5-cc124cd6ce78,2021/04/01,Ｂａｒ　Ｗａｎ＆Ｃｏ,ＢａｒＷａｎＣｏ,
382019,24,愛媛県,松山市,スナック 妹妹,,,飲食店営業,上記以外の飲食店営業,松山市二番町２丁目７－１８,コア・２番町ビル３Ｆ,,,089-932-3923,秋元 加恵,,,,,第00000003号,R3.4.1,R3.4.1,,R8.3.31,,,,,,377,スナック 妹妹,089,089-932-3923,,,,松山市二番町２丁目７－１８,愛媛県松山市二番町２丁目７－１８,コア・２番町ビル３Ｆ,194003,38,38201,二番町２,,2021/04/01,2021/04/01,,2026/03/31,,秋元 加恵  ,,,,,,,,,第00000003号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,スナック妹妹089-932-392319400338201,ab405bbe-fd75-414a-92e1-04c1c9d216e9,,personal,8967ad43-8a2a-484a-8d15-4d8aa105e28f,2021/04/01,スナック　妹妹,スナック妹妹,
382019,25,愛媛県,松山市,大街道珈琲,,,飲食店営業,上記以外の飲食店営業,松山市大街道２丁目２－７,香川ビル３Ｆ,,,089-943-1180,末光 弘二,,,,,第00000004号,R3.4.1,R3.4.1,,R8.3.31,,,,,,377,大街道珈琲,089,089-943-1180,,,,松山市大街道２丁目２－７,愛媛県松山市大街道２丁目２－７,香川ビル３Ｆ,193775,38,38201,大街道２,,2021/04/01,2021/04/01,,2026/03/31,,末光 弘二  ,,,,,,,,,第00000004号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,大街道珈琲089-943-118019377538201,d9636d2e-36e2-4883-821b-d6fd3c03bf54,,personal,265e7837-d770-4ea1-ae57-3bd76b6f3fde,2021/04/01,大街道珈琲,大街道珈琲,
382019,26,愛媛県,松山市,会員制 真野,,,飲食店営業,上記以外の飲食店営業,松山市二番町１丁目１－４－１０,近代ビル５Ｆ,,,934-1522,渡部 美世子,,,,,第00000006号,R3.4.1,R3.4.1,,R8.3.31,,,,,,377,会員制 真野,089,089-934-1522,,,,松山市二番町１丁目１－４－１０,愛媛県松山市二番町１丁目１－４－１０,近代ビル５Ｆ,194002,38,38201,二番町１,,2021/04/01,2021/04/01,,2026/03/31,,渡部 美世子  ,,,,,,,,,第00000006号,,飲食店営業, 上記以外の飲食店営業,,,377_愛媛県_松山市保健所_食品衛生()_2021年04月_末日,M,76,,,会員制真野089-934-152219400238201,0debd0ce-f52f-41a5-bf6f-df92c6d31190,,personal,e253b9d6-e1eb-461f-9c81-cbb3ee68e483,2021/04/01,会員制　真野,会員制真野,
