https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
その他,業種,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可,菓子製造業,旬菜まさゆめ,帯広市西２０条南４丁目２０－７,帯広市西２０条南４丁目２０－７,,0155-41-3030,有限会社オオミチフーズ,代表取締役大道昌博,帯広市西１９条南４丁目１８－２０,帯広市西１９条南４丁目１８－２０,,0155-58-2317,2021.12.22,2021.12.22,十保生15-714,,21,旬菜まさゆめ,0155,0155-41-3030,,,,帯広市西２０条南４丁目２０－７,北海道帯広市西二十条南４丁目２０－７,,10358,1,1207,西二十条南４,,2021/12/22,2021/12/22,,,有限会社オオミチフーズ,代表取締役大道昌博,0155-58-2317,帯広市西１９条南４丁目１８－２０,北海道帯広市西十九条南４丁目１８－２０,,10341,北海道,帯広市,西十九条南４,十保生15-714,,菓子製造業,,許可,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,旬菜まさゆめ0155-41-3030103581207,42e77fdc-b0d9-4bbe-81f2-a8a7ada15a2b,有限会社オオミチフーズ10341,516008c0-d56e-4ffd-af7d-885077133903,f2b2b334-bc16-4468-936d-69c043015015,2021/12/22,旬菜まさゆめ,旬菜まさゆめ,有限会社オオミチフーズ
許可,冷凍食品製造業,旬菜まさゆめ,帯広市西２０条南４丁目２０－７,帯広市西２０条南４丁目２０－７,,0155-41-3030,有限会社オオミチフーズ,代表取締役大道昌博,帯広市西１９条南４丁目１８－２０,帯広市西１９条南４丁目１８－２０,,0155-58-2317,2021.12.22,2021.12.22,十保生15-714,,21,旬菜まさゆめ,0155,0155-41-3030,,,,帯広市西２０条南４丁目２０－７,北海道帯広市西二十条南４丁目２０－７,,10358,1,1207,西二十条南４,,2021/12/22,2021/12/22,,,有限会社オオミチフーズ,代表取締役大道昌博,0155-58-2317,帯広市西１９条南４丁目１８－２０,北海道帯広市西十九条南４丁目１８－２０,,10341,北海道,帯広市,西十九条南４,十保生15-714,,冷凍食品製造業,,許可,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,旬菜まさゆめ0155-41-3030103581207,42e77fdc-b0d9-4bbe-81f2-a8a7ada15a2b,有限会社オオミチフーズ10341,516008c0-d56e-4ffd-af7d-885077133903,d8370cf3-d8ba-45f1-833e-3e0f191e3f85,2021/12/22,旬菜まさゆめ,旬菜まさゆめ,有限会社オオミチフーズ
許可,飲食店営業,マイペース,全道一円,全道一円,,,長野秀昭,,,,,,2021.12.22,2021.12.22,十保生15-715,,21,マイペース,,,,,,全道一円,北海道全道一円,,,1,,,,2021/12/22,2021/12/22,,,,長野秀昭 ,,,,,,,,,十保生15-715,,飲食店営業,,許可,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,マイペス,b3b80ed3-8502-4c28-973e-327e4fe7b06b,,personal,df35de97-b8e8-4ae9-8d55-ad4392827e44,2021/12/22,マイペース,マイペス,
届出,野菜果物販売業,ＪＡ忠類農畜産物直売所ベジタ,中川郡幕別町忠類白銀町３８３－８,中川郡幕別町忠類白銀町３８３－８,,01558-8-3303,忠類農業協同組合,蛯原一治,中川郡幕別町忠類栄町２５９番地,中川郡幕別町忠類栄町２５９番地,,01558-8-2311,2021.12.21,2021.12.21,,,21,ＪＡ忠類農畜産物直売所ベジタ,01558,01558-8-3303,,,,中川郡幕別町忠類白銀町３８３－８,北海道中川郡幕別町忠類白銀町３８３－８,,20313,1,1643,忠類白銀町,,2021/12/21,2021/12/21,,,忠類農業協同組合,蛯原一治,01558-8-2311,中川郡幕別町忠類栄町２５９番地,北海道中川郡幕別町忠類栄町２５９番地,,20312,北海道,中川郡幕別町,忠類栄町,,,野菜果物販売業,,届出,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,I,58,582,,ＪＡ忠類農畜産物直売所ベジタ01558-8-3303203131643,26c43aa7-8622-48ca-88eb-dda5dac50d95,忠類農業協同組合20312,956fdb65-0769-4af3-af2b-e9550f9b1551,bbecd471-bc71-472f-9082-9383a3885c9b,2021/12/21,ＪＡ忠類農畜産物直売所ベジタ,ＪＡ忠類農畜産物直売所ベジタ,忠類農業協同組合
届出,その他の食料品製造・加工業,ＪＡ忠類農畜産物直売所ベジタ,中川郡幕別町忠類白銀町３８３－８,中川郡幕別町忠類白銀町３８３－８,,01558-8-3303,忠類農業協同組合,蛯原一治,中川郡幕別町忠類栄町２５９番地,中川郡幕別町忠類栄町２５９番地,,01558-8-2311,2021.12.21,2021.12.21,,,21,ＪＡ忠類農畜産物直売所ベジタ,01558,01558-8-3303,,,,中川郡幕別町忠類白銀町３８３－８,北海道中川郡幕別町忠類白銀町３８３－８,,20313,1,1643,忠類白銀町,,2021/12/21,2021/12/21,,,忠類農業協同組合,蛯原一治,01558-8-2311,中川郡幕別町忠類栄町２５９番地,北海道中川郡幕別町忠類栄町２５９番地,,20312,北海道,中川郡幕別町,忠類栄町,,,その他の食料品製造・加工業,,届出,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,E,9,99,,ＪＡ忠類農畜産物直売所ベジタ01558-8-3303203131643,26c43aa7-8622-48ca-88eb-dda5dac50d95,忠類農業協同組合20312,956fdb65-0769-4af3-af2b-e9550f9b1551,c1b06cd8-d3b7-4fe0-801f-ad8c67d87924,2021/12/21,ＪＡ忠類農畜産物直売所ベジタ,ＪＡ忠類農畜産物直売所ベジタ,忠類農業協同組合
許可,飲食店営業,スイーツヒンナパイホリック,全道一円,全道一円,,,森田節子,,,,,,2021.12.20,2021.12.20,十保生15-713,,21,スイーツヒンナパイホリック,,,,,,全道一円,北海道全道一円,,,1,,,,2021/12/20,2021/12/20,,,,森田節子 ,,,,,,,,,十保生15-713,,飲食店営業,,許可,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,スイツヒンナパイホリック,f1de3457-208a-47ab-8989-b02a38b2f728,,personal,1902ca7b-6586-47b5-84aa-2fd58c89551d,2021/12/20,スイーツヒンナパイホリック,スイツヒンナパイホリック,
届出,野菜果物販売業,北新ケータリング,帯広市西１６条南１丁目４８－１８マルハン柏林台店内,帯広市西１６条南１丁目４８－１８,マルハン柏林台店内,,北新化工有限会社,栢谷隆司,札幌市白石区東米里２０９３－１９４,札幌市白石区東米里２０９３－１９４,,011-876-1140,2021.12.7,2021.12.17,,,21,北新ケータリング,0155,,,,,帯広市西１６条南１丁目４８－１８,北海道帯広市西十六条南１丁目４８－１８,マルハン柏林台店内,10264,1,1207,西十六条南１,,2021/12/07,2021/12/17,,,北新化工有限会社,栢谷隆司,011-876-1140,札幌市白石区東米里２０９３－１９４,北海道札幌市白石区東米里２０９３－１９４,,3524,北海道,札幌市白石区,東米里,,,野菜果物販売業,,届出,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,I,58,582,,北新ケタリング102641207,a3a18c89-5554-4b0a-b7da-aa1145998b9a,北新化工有限会社3524,b0b97d35-d1ed-4042-a3c7-b84a82524e9e,e78a0994-754f-46a1-bc28-3c21eed69c08,2021/12/17,北新ケータリング,北新ケタリング,北新化工有限会社
許可,菓子製造業,夢乃ブランジェ,帯広市大通９丁目１９－３,帯広市大通９丁目１９－３,,,成瀬夢路,,,,,,2021.12.17,2021.12.17,十保生15-710,,21,夢乃ブランジェ,0155,,,,,帯広市大通９丁目１９－３,北海道帯広市大通南９丁目１９－３,,9523,1,1207,大通南９,,2021/12/17,2021/12/17,,,,成瀬夢路 ,,,,,,,,,十保生15-710,,菓子製造業,,許可,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,夢乃ブランジェ95231207,f382b2bf-6bcf-4bf4-b322-89b0b0d7a3d3,,personal,3dab1c11-1b0a-491e-a44c-08e37740b7bf,2021/12/17,夢乃ブランジェ,夢乃ブランジェ,
許可,飲食店営業,ぶた野家,帯広市西８条南１１丁目１－２,帯広市西８条南１１丁目１－２,,0155-65-0801,株式会社ぶた野家,西本孝二,帯広市白樺１６条西３丁目１５番地,帯広市白樺１６条西３丁目１５番地,,,2021.12.17,2021.12.17,十保生15-712,,21,ぶた野家,0155,0155-65-0801,,,,帯広市西８条南１１丁目１－２,北海道帯広市西八条南１１丁目１－２,,9949,1,1207,西八条南１１,,2021/12/17,2021/12/17,,,株式会社ぶた野家,西本孝二,,帯広市白樺１６条西３丁目１５番地,北海道帯広市白樺十六条西３丁目１５番地,,9559,北海道,帯広市,白樺十六条西３,十保生15-712,,飲食店営業,,許可,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ぶた野家0155-65-080199491207,ea1b8149-7ddd-4277-bb10-9422a1430619,株式会社ぶた野家9559,d998c46c-720b-430c-8c68-dfa189886f33,30efbd5e-901b-4dc5-97e3-869374256ef0,2021/12/17,ぶた野家,ぶた野家,株式会社ぶた野家
許可,食肉販売業,ぶた野家,帯広市西８条南１１丁目１－２,帯広市西８条南１１丁目１－２,,0155-65-0801,株式会社ぶた野家,西本孝二,帯広市白樺１６条西３丁目１５番地,帯広市白樺１６条西３丁目１５番地,,,2021.12.17,2021.12.17,十保生15-712,,21,ぶた野家,0155,0155-65-0801,,,,帯広市西８条南１１丁目１－２,北海道帯広市西八条南１１丁目１－２,,9949,1,1207,西八条南１１,,2021/12/17,2021/12/17,,,株式会社ぶた野家,西本孝二,,帯広市白樺１６条西３丁目１５番地,北海道帯広市白樺十六条西３丁目１５番地,,9559,北海道,帯広市,白樺十六条西３,十保生15-712,,食肉販売業,,許可,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,I,58,583,,ぶた野家0155-65-080199491207,ea1b8149-7ddd-4277-bb10-9422a1430619,株式会社ぶた野家9559,d998c46c-720b-430c-8c68-dfa189886f33,9001f245-6404-4b70-88b4-569ae6111418,2021/12/17,ぶた野家,ぶた野家,株式会社ぶた野家
許可,冷凍食品製造業,美珍樓工場,帯広市西１６条南４丁目３２－９,帯広市西１６条南４丁目３２－９,,,有限会社美珍樓,代表取締役鈴木一正,帯広市白樺１６条西１６丁目７番地,帯広市白樺１６条西１６丁目７番地,,0155-34-7443,2021.12.17,2021.12.17,十保生15-711,,21,美珍樓工場,0155,,,,,帯広市西１６条南４丁目３２－９,北海道帯広市西十六条南４丁目３２－９,,10267,1,1207,西十六条南４,,2021/12/17,2021/12/17,,,有限会社美珍樓,代表取締役鈴木一正,0155-34-7443,帯広市白樺１６条西１６丁目７番地,北海道帯広市白樺十六条西１６丁目７番地,,9572,北海道,帯広市,白樺十六条西１６,十保生15-711,,冷凍食品製造業,,許可,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,美珍樓工場102671207,b75554a1-971c-4f70-8649-6f4dcfcc689a,有限会社美珍樓9572,abd43381-8b88-4bc1-9777-747559fc83ab,73d94d50-e70b-4f73-937b-7de5375d1c52,2021/12/17,美珍樓工場,美珍樓工場,有限会社美珍樓
届出,集団給食施設,ぷちとまとほいくえんスマイル,帯広市西２０条南２丁目３６－５,帯広市西２０条南２丁目３６－５,,,株式会社イーク,上野美幸,帯広市新町東１２丁目１７番地,帯広市新町東１２丁目１７番地,,0155-67-8726,2021.12.16,2021.12.16,,,21,ぷちとまとほいくえんスマイル,0155,,,,,帯広市西２０条南２丁目３６－５,北海道帯広市西二十条南２丁目３６－５,,10356,1,1207,西二十条南２,,2021/12/16,2021/12/16,,,株式会社イーク,上野美幸,0155-67-8726,帯広市新町東１２丁目１７番地,北海道帯広市新町東１２丁目１７番地,,9617,北海道,帯広市,新町東１２,,,給食施設,,届出,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,ぷちとまとほいくえんスマイル103561207,54ef0ca2-ccb6-4134-a412-61396654f29b,株式会社イーク9617,cb5cc030-9e59-40c0-b63c-e32587a55b33,5c7c1909-0bac-4c3d-8e7c-965b247c68d2,2021/12/16,ぷちとまとほいくえんスマイル,ぷちとまとほいくえんスマイル,株式会社イーク
届出,集団給食施設,ぷちとまとほいくえん,帯広市新町東１２丁目１７番地,帯広市新町東１２丁目１７番地,,,株式会社イーク,上野美幸,帯広市新町東１２丁目１７番地,帯広市新町東１２丁目１７番地,,0155-67-8726,2021.12.16,2021.12.16,,,21,ぷちとまとほいくえん,0155,,,,,帯広市新町東１２丁目１７番地,北海道帯広市新町東１２丁目１７番地,,9617,1,1207,新町東１２,,2021/12/16,2021/12/16,,,株式会社イーク,上野美幸,0155-67-8726,帯広市新町東１２丁目１７番地,北海道帯広市新町東１２丁目１７番地,,9617,北海道,帯広市,新町東１２,,,給食施設,,届出,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,ぷちとまとほいくえん96171207,d5956d0c-4401-42f4-8f52-338e3147270e,株式会社イーク9617,cb5cc030-9e59-40c0-b63c-e32587a55b33,47ca425b-5bb3-4a84-85b6-ae12dd2ca08e,2021/12/16,ぷちとまとほいくえん,ぷちとまとほいくえん,株式会社イーク
届出,コーヒー製造・加工業,Ｗａｆｔ　Ｐｒｏｄｕｃｔ,帯広市大空町７丁目８－８,帯広市大空町７丁目８－８,,,飯嶋太朗,,,,,,2021.12.15,2021.12.15,,,21,Ｗａｆｔ　Ｐｒｏｄｕｃｔ,0155,,,,,帯広市大空町７丁目８－８,北海道帯広市大空町７丁目８－８,,9507,1,1207,大空町７,,2021/12/15,2021/12/15,,,,飯嶋太朗 ,,,,,,,,,,,コーヒー製造・加工業,,届出,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,E,10,103,1032,ＷａｆｔＰｒｏｄｕｃｔ95071207,d489f835-20ce-4724-9580-95b65dfe5900,,personal,c625a6ac-0566-4687-9524-78df81c5329f,2021/12/15,Ｗａｆｔ　Ｐｒｏｄｕｃｔ,ＷａｆｔＰｒｏｄｕｃｔ,
許可,菓子製造業,ＡＯＩＬＯ,河西郡中札内村元大正基線１９０番３,河西郡中札内村元大正基線１９０番３,,,株式会社ＡＯＩＬＯ,代表取締役梶山智大,河西郡中札内村東１条北３－１７－２すずらん団地１－７,河西郡中札内村東１条北３－１７－２,すずらん団地１７,,2021.12.15,2021.12.15,十保生15-708,,21,ＡＯＩＬＯ,0155,,,,,河西郡中札内村元大正基線１９０番３,北海道河西郡中札内村元大正基線１９０番３,,23259,1,1638,元大正,,2021/12/15,2021/12/15,,,株式会社ＡＯＩＬＯ,代表取締役梶山智大,,河西郡中札内村東１条北３－１７－２,北海道河西郡中札内村東一条北３－１７－２,すずらん団地１７,22931,北海道,河西郡中札内村,東一条北３,十保生15-708,,菓子製造業,,許可,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,ＡＯＩＬＯ232591638,ae0847d5-a8d2-431f-ada0-fdfad90ba8c0,株式会社ＡＯＩＬＯ22931,69d7e86b-1f3d-4b7c-b4f1-09366fcc1b1e,b51ef394-6d66-49e8-bb38-2bf3546f9c3e,2021/12/15,ＡＯＩＬＯ,ＡＯＩＬＯ,株式会社ＡＯＩＬＯ
許可,そうざい製造業,ＡＯＩＬＯ　ＫＩＴＣＨＥＮ,河西郡中札内村元大正基線１９０番３,河西郡中札内村元大正基線１９０番３,,,株式会社ＡＯＩＬＯ,代表取締役梶山智大,河西郡中札内村東１条北３－１７－２すずらん団地１－７,河西郡中札内村東１条北３－１７－２,すずらん団地１７,0155-67-6847,2021.12.15,2021.12.15,十保生15-709,,21,ＡＯＩＬＯ　ＫＩＴＣＨＥＮ,0155,,,,,河西郡中札内村元大正基線１９０番３,北海道河西郡中札内村元大正基線１９０番３,,23259,1,1638,元大正,,2021/12/15,2021/12/15,,,株式会社ＡＯＩＬＯ,代表取締役梶山智大,0155-67-6847,河西郡中札内村東１条北３－１７－２,北海道河西郡中札内村東一条北３－１７－２,すずらん団地１７,22931,北海道,河西郡中札内村,東一条北３,十保生15-709,,そうざい製造業,,許可,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,ＡＯＩＬＯＫＩＴＣＨＥＮ232591638,5cb6ce11-4481-4736-a1a6-1f3bc29fb848,株式会社ＡＯＩＬＯ22931,69d7e86b-1f3d-4b7c-b4f1-09366fcc1b1e,e5942fca-eff0-45f5-af97-a456341753a7,2021/12/15,ＡＯＩＬＯ　ＫＩＴＣＨＥＮ,ＡＯＩＬＯＫＩＴＣＨＥＮ,株式会社ＡＯＩＬＯ
届出,その他の食料・飲料販売業,まつもと薬局本店,帯広市東６条南９丁目１４－１,帯広市東６条南９丁目１４－１,,0155-25-7213,株式会社まつもと薬局,松本健春,帯広市東６条南９丁目１４－１,帯広市東６条南９丁目１４－１,,0155-25-7213,2021.12.14,2021.12.14,,,21,まつもと薬局本店,0155,0155-25-7213,,,,帯広市東６条南９丁目１４－１,北海道帯広市東六条南９丁目１４－１,,10608,1,1207,東六条南９,,2021/12/14,2021/12/14,,,株式会社まつもと薬局,松本健春,0155-25-7213,帯広市東６条南９丁目１４－１,北海道帯広市東六条南９丁目１４－１,,10608,北海道,帯広市,東六条南９,,,その他の食料品製造・加工業,(包装),届出,,021_北海道_帯広保健所_食品衛生()_2021年12月まで全件_末日,E,9,99,,まつもと薬局本店0155-25-7213106081207,88bcf0ac-63f4-4c46-b196-7d5f21d66282,株式会社まつもと薬局10608,915fa8ee-0b3d-49fa-b458-f1e20c555953,aa6ff585-6a5b-4373-aee8-c903bbc743a2,2021/12/14,まつもと薬局本店,まつもと薬局本店,株式会社まつもと薬局
