https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,業態,施設-住所0,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,10,愛媛県,松山市,からあげお持ち帰り専門店 カラット松山新立店,,カラアゲオモチカエリセンモンテン カラットマツヤマシンダテテン,飲食店営業,,松山市新立町４－３２,松山市新立町４－３２,,,,,利藤誠,,,,第1120号,2021/11/4,2021/11/4,,2026/12/31,,,,,,377,からあげお持ち帰り専門店 カラット松山新立店,089,,,,,松山市新立町４－３２,愛媛県松山市新立町４－３２,,193899,38,38201,新立町,,2021/11/04,2021/11/04,,2026/12/31,,利藤誠  ,,,,,,,,,第1120号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,からあげお持ち帰り専門店カラット松山新立店19389938201,6b793a26-2820-4217-afdf-5a611284a9aa,,personal,b2b9736c-828c-4cd6-9668-cab061ece5fe,2021/11/04,からあげお持ち帰り専門店　カラット松山新立店,からあげお持ち帰り専門店カラット松山新立店,
382019,11,愛媛県,松山市,セラーノ,,セラーノ,飲食店営業,,松山市二番町1丁目3-8日の丸第一ビル3F,松山市二番町１丁目３－８,日の丸第一ビル３F,,,089-947-7774,杉内公子,,,,第1121号,2021/11/2,2021/11/2,,2026/12/31,,,,,,377,セラーノ,089,089-947-7774,,,,松山市二番町１丁目３－８,愛媛県松山市二番町１丁目３－８,日の丸第一ビル３F,194002,38,38201,二番町１,,2021/11/02,2021/11/02,,2026/12/31,,杉内公子  ,,,,,,,,,第1121号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,セラノ089-947-777419400238201,6dbd2168-eaaf-4367-88a4-1e7b3b5b1685,,personal,aeebebdf-c5c6-43f2-b2c5-be3f2c98f4e7,2021/11/02,セラーノ,セラノ,
382019,12,愛媛県,松山市,PECO,,ペコ,飲食店営業,,松山市湊町4丁目5-19アズマヤビル1F・2F,松山市湊町４丁目５－１９,アズマヤビル１F・２F,,,089-950-4406,門田和樹,,,,第1122号,2021/11/2,2021/11/2,,2026/12/31,,,,,,377,PECO,089,089-950-4406,,,,松山市湊町４丁目５－１９,愛媛県松山市湊町４丁目５－１９,アズマヤビル１F・２F,194092,38,38201,湊町４,,2021/11/02,2021/11/02,,2026/12/31,,門田和樹  ,,,,,,,,,第1122号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,ＰＥＣＯ089-950-440619409238201,6667cca0-8b11-43b2-abae-3c4ec3107bb5,,personal,412f0cab-f11a-4219-bdc1-dbc0e7903ba6,2021/11/02,ＰＥＣＯ,ＰＥＣＯ,
382019,13,愛媛県,松山市,酒楽宴 竜宮,,シュラクエンリュウグウ,飲食店営業,,松山市二番町2丁目8-5グリーングラスビル4階,松山市二番町２丁目８－５,グリーングラスビル４階,,,089-906-4008,,株式会社もんたや,,門田弥,第1123号,2021/11/4,2021/11/4,,2026/12/31,,,,,,377,酒楽宴 竜宮,089,089-906-4008,,,,松山市二番町２丁目８－５,愛媛県松山市二番町２丁目８－５,グリーングラスビル４階,194003,38,38201,二番町２,,2021/11/04,2021/11/04,,2026/12/31,株式会社もんたや,門田弥,,,,,,,,,第1123号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,酒楽宴竜宮089-906-400819400338201,d9352b9b-0f4d-4837-a010-4e90abb2ce70,株式会社もんたや,d6e97ccf-0b80-4f1d-8cb6-c84ddbe57865,b08445a3-200f-43d3-a5f6-5191e713b678,2021/11/04,酒楽宴　竜宮,酒楽宴竜宮,株式会社もんたや
382019,14,愛媛県,松山市,伊酒屋あすか,,イザカヤアスカ,飲食店営業,,松山市萱町4丁目4-9 石田ビル1階,松山市萱町４丁目４－９,石田ビル１階,,,089-917-8235,泉明彦,,,,第1124号,2021/11/4,2021/11/4,,2026/12/31,,,,,,377,伊酒屋あすか,089,089-917-8235,,,,松山市萱町４丁目４－９,愛媛県松山市萱町４丁目４－９,石田ビル１階,193814,38,38201,萱町４,,2021/11/04,2021/11/04,,2026/12/31,,泉明彦  ,,,,,,,,,第1124号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,伊酒屋あすか089-917-823519381438201,34034fd2-34ec-427d-a429-fb1dce76db8a,,personal,065ce8dc-f45a-4a44-8bb8-31f2a086545f,2021/11/04,伊酒屋あすか,伊酒屋あすか,
382019,15,愛媛県,松山市,本場中華料理「長楽」,,ホンバチュウカリョウリチョウラク,飲食店営業,,松山市山西町960-19（1F）,松山市山西町９６０－１９,（１F）,,,089-953-2824,山本明光,,,,第1125号,2021/11/4,2021/11/4,,2026/12/31,,,,,,377,本場中華料理「長楽」,089,089-953-2824,,,,松山市山西町９６０－１９,愛媛県松山市山西町９６０－１９,（１F）,194144,38,38201,山西町,,2021/11/04,2021/11/04,,2026/12/31,,山本明光  ,,,,,,,,,第1125号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,本場中華料理長楽089-953-282419414438201,08d2f930-b5b8-4dde-8fa4-6dee6ae21966,,personal,d6a8fbf3-b9e9-4677-a43a-ce8bd242ecdc,2021/11/04,本場中華料理「長楽」,本場中華料理長楽,
382019,16,愛媛県,松山市,bar螢,,バーホタル,飲食店営業,,松山市三番町1丁目16-5第2クリーンビル121号,松山市三番町１丁目１６－５,第２クリーンビル１２１号,,,,,株式会社アクスト,,多賀千賀,第1127号,2021/11/5,2021/11/5,,2026/12/31,,,,,,377,bar螢,089,,,,,松山市三番町１丁目１６－５,愛媛県松山市三番町１丁目１６－５,第２クリーンビル１２１号,193877,38,38201,三番町１,,2021/11/05,2021/11/05,,2026/12/31,株式会社アクスト,多賀千賀,,,,,,,,,第1127号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,ｂａｒ螢19387738201,65dec3cd-716b-4d10-8ee9-9df70a24f033,株式会社アクスト,55384b3b-786d-400f-83b4-db46f865bf2a,9f3aeddc-fc7d-41e3-883d-f7d2271d088e,2021/11/05,ｂａｒ螢,ｂａｒ螢,株式会社アクスト
382019,17,愛媛県,松山市,セブンスター南江戸店（食肉製品小分け）,,セブンスターミナミエドテン ショクニクセイヒンコワケ,飲食店営業,,松山市南江戸3丁目1-55,松山市南江戸３丁目１－５５,,,,089-927-1677,,株式会社セブンスター,,玉置泰,第1130号,2021/11/5,2021/11/5,,2026/12/31,,,,,,377,セブンスター南江戸店（食肉製品小分け）,089,089-927-1677,,,,松山市南江戸３丁目１－５５,愛媛県松山市南江戸３丁目１－５５,,194101,38,38201,南江戸３,,2021/11/05,2021/11/05,,2026/12/31,株式会社セブンスター,玉置泰,,,,,,,,,第1130号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,セブンスタ南江戸店食肉製品小分け089-927-167719410138201,db850143-81f1-40e9-9ad8-17b41b9edacf,株式会社セブンスター,1143d140-d0a4-4b91-a580-8fbbeab1ad55,fa8c50f1-df95-40ab-8f12-32c4eb2a0cdd,2021/11/05,セブンスター南江戸店（食肉製品小分け）,セブンスタ南江戸店食肉製品小分け,株式会社セブンスター
382019,18,愛媛県,松山市,SPIDER,,スパイダー,飲食店営業,,松山市久万ノ台314-5 2F,松山市久万ノ台３１４－５,２F,,,089-923-2677,,株式会社MARINE BLESS,,重松玲央,第1137号,2021/11/8,2021/11/8,,2026/12/31,,,,,,377,SPIDER,089,089-923-2677,,,,松山市久万ノ台３１４－５,愛媛県松山市久万ノ台３１４－５,２F,193853,38,38201,久万ノ台,,2021/11/08,2021/11/08,,2026/12/31,株式会社MARINE BLESS,重松玲央,,,,,,,,,第1137号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,ＳＰＩＤＥＲ089-923-267719385338201,5da1203d-5274-4837-b9fb-9d2a726a1e9b,株式会社ＭＡＲＩＮＥ　ＢＬＥＳＳ,dde5250f-64be-4a97-a425-7102fde1737a,4363cb5e-72e7-4032-8f5c-78962f56ec32,2021/11/08,ＳＰＩＤＥＲ,ＳＰＩＤＥＲ,株式会社ＭＡＲＩＮＥ　ＢＬＥＳＳ
382019,19,愛媛県,松山市,海鮮居酒屋 大和,,カイセンイザカヤ ヤマト,飲食店営業,,松山市北土居5丁目9番21号,松山市北土居５丁目９番２１号,,,,089-948-8056,,株式会社ヤマトホーム,,秋山卓司,第1138号,2021/11/8,2021/11/8,,2026/12/31,,,,,,377,海鮮居酒屋 大和,089,089-948-8056,,,,松山市北土居５丁目９番２１号,愛媛県松山市北土居５丁目９番２１号,,194380,38,38201,北土居５,,2021/11/08,2021/11/08,,2026/12/31,株式会社ヤマトホーム,秋山卓司,,,,,,,,,第1138号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,海鮮居酒屋大和089-948-805619438038201,d5e1e27c-5cde-4d02-99bf-ec25240578db,株式会社ヤマトホーム,d1322305-dab6-4b3a-8dc2-89f57ad25401,d5df5f21-7c69-4857-9ad8-bc6a8b818c97,2021/11/08,海鮮居酒屋　大和,海鮮居酒屋大和,株式会社ヤマトホーム
382019,20,愛媛県,松山市,福,,フク,飲食店営業,,松山市二番町2丁目９－２森恵ビル３０１号,松山市二番町２丁目９－２,森恵ビル３０１号,,,,岡部瑛里奈,,,,第1140号,2021/11/8,2021/11/8,,2026/12/31,,,,,,377,福,089,,,,,松山市二番町２丁目９－２,愛媛県松山市二番町２丁目９－２,森恵ビル３０１号,194003,38,38201,二番町２,,2021/11/08,2021/11/08,,2026/12/31,,岡部瑛里奈  ,,,,,,,,,第1140号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,福19400338201,f5c61202-ad37-4492-8d7a-f836651077a9,,personal,86f810c5-aafc-4f57-ac83-62c0a498b089,2021/11/08,福,福,
382019,21,愛媛県,松山市,糸,,イト,飲食店営業,,松山市一番町2丁目2-1藤岡ビル1F（北）,松山市一番町２丁目２－１,藤岡ビル１F（北）,,,089-934-0068,伊賀上美紀,,,,第1141号,2021/11/8,2021/11/8,,2026/12/31,,,,,,377,糸,089,089-934-0068,,,,松山市一番町２丁目２－１,愛媛県松山市一番町２丁目２－１,藤岡ビル１F（北）,193745,38,38201,一番町２,,2021/11/08,2021/11/08,,2026/12/31,,伊賀上美紀  ,,,,,,,,,第1141号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,糸089-934-006819374538201,9f3ce4b7-ae04-4d87-9047-bdc3bb5b2bd3,,personal,351c0348-1a94-40c9-b495-ac7b0cfcfa7e,2021/11/08,糸,糸,
382019,22,愛媛県,松山市,からあげ店 大吉,,カラアゲテンダイキチ,飲食店営業,,松山市室町2丁目７番地8第一岩田ビル１階,松山市室町２丁目７番地８,第一岩田ビル１階,,,089-945-0228,奥藤昌弘,,,,第1142号,2021/11/8,2021/11/8,,2026/12/31,,,,,,377,からあげ店 大吉,089,089-945-0228,,,,松山市室町２丁目７番地８,愛媛県松山市室町２丁目７番地８,第一岩田ビル１階,194124,38,38201,室町２,,2021/11/08,2021/11/08,,2026/12/31,,奥藤昌弘  ,,,,,,,,,第1142号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,からあげ店大吉089-945-022819412438201,b2354bb0-3dd6-4ede-a3ab-57f167a3768a,,personal,436742bf-3eb8-4343-91e2-4faea45daf7d,2021/11/08,からあげ店　大吉,からあげ店大吉,
382019,23,愛媛県,松山市,Ｙ,,ヨー,飲食店営業,,松山市二番町１丁目３－１４古唐人館Ⅰ ２F,松山市二番町１丁目３－１４,古唐人館Ⅰ２F,,,089-945-8740,岡田浩美,,,,第1143号,2021/11/8,2021/11/8,,2026/12/31,,,,,,377,Ｙ,089,089-945-8740,,,,松山市二番町１丁目３－１４,愛媛県松山市二番町１丁目３－１４,古唐人館Ⅰ２F,194002,38,38201,二番町１,,2021/11/08,2021/11/08,,2026/12/31,,岡田浩美  ,,,,,,,,,第1143号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,Ｙ089-945-874019400238201,32b65600-cb3f-4067-9a41-ae5f99409e0c,,personal,c79f49fe-bc1a-48d0-8ce7-b4557d507acf,2021/11/08,Ｙ,Ｙ,
382019,24,愛媛県,松山市,レフ松山市駅 by ベッセルホテルズ,,レフマツヤマシエキバイベッセルホテルズ,飲食店営業,,松山市湊町5丁目2番地2号,松山市湊町５丁目２番地２号,,,,089-915-8111,,株式会社ベッセルホテル開発,,澁谷誠,第1147号,2021/11/9,2021/11/9,,2026/12/31,,,,,,377,レフ松山市駅 by ベッセルホテルズ,089,089-915-8111,,,,松山市湊町５丁目２番地２号,愛媛県松山市湊町５丁目２番地２号,,194093,38,38201,湊町５,,2021/11/09,2021/11/09,,2026/12/31,株式会社ベッセルホテル開発,澁谷誠,,,,,,,,,第1147号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,レフ松山市駅ｂｙベッセルホテルズ089-915-811119409338201,c5abf525-264f-49d4-891a-89141463d73e,株式会社ベッセルホテル開発,c5f9d07f-9591-4595-a33c-04d1f49bcf22,1cd2898a-bb0b-425e-88c3-57e123ebd9cf,2021/11/09,レフ松山市駅　ｂｙ　ベッセルホテルズ,レフ松山市駅ｂｙベッセルホテルズ,株式会社ベッセルホテル開発
382019,25,愛媛県,松山市,アサヒ,,アサヒ,飲食店営業,,松山市湊町3丁目10-11,松山市湊町３丁目１０－１１,,,,089-921-6470,,株式会社赤富士,,川﨑哲子,第1148号,2021/11/9,2021/11/9,,2026/12/31,,,,,,377,アサヒ,089,089-921-6470,,,,松山市湊町３丁目１０－１１,愛媛県松山市湊町３丁目１０－１１,,194091,38,38201,湊町３,,2021/11/09,2021/11/09,,2026/12/31,株式会社赤富士,川﨑哲子,,,,,,,,,第1148号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,アサヒ089-921-647019409138201,96b6ecbd-0ce8-41c2-b121-7d9f885e35fb,株式会社赤富士,be45d5b6-4e6d-4ef3-9598-256930de8852,cab48e47-3df8-4a6b-8023-5c6e1c2330a7,2021/11/09,アサヒ,アサヒ,株式会社赤富士
382019,26,愛媛県,松山市,居酒屋 多美ちゃん,,イザカヤ タミチャン,飲食店営業,,松山市若葉町3-10大宝海運ビル1F,松山市若葉町３－１０,大宝海運ビル１F,,,089-952-6058,井上佳代子,,,,第1149号,2021/11/9,2021/11/9,,2026/12/31,,,,,,377,居酒屋 多美ちゃん,089,089-952-6058,,,,松山市若葉町３－１０,愛媛県松山市若葉町３－１０,大宝海運ビル１F,194158,38,38201,若葉町,,2021/11/09,2021/11/09,,2026/12/31,,井上佳代子  ,,,,,,,,,第1149号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,居酒屋多美ちゃん089-952-605819415838201,c41f84b6-dbbd-4325-aae4-b7d4868d866e,,personal,d5a7ad23-bb20-42ce-aef6-13a4fbb6e322,2021/11/09,居酒屋　多美ちゃん,居酒屋多美ちゃん,
