https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,業態,施設-住所0,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382019,10,愛媛県,松山市,海老屋 なかしま 別邸,,エビヤ ナカシマ ベッテイ,飲食店営業,,松山市湊町４丁目１４－８ 池内ビル１Ｆ,松山市湊町４丁目１４－８,池内ビル１Ｆ,,,089-932-0707,中島豊,,,,第198号,2021/6/2,2021/6/2,,2026/6/30,,,,,,377,海老屋 なかしま 別邸,089,089-932-0707,,,,松山市湊町４丁目１４－８,愛媛県松山市湊町４丁目１４－８,池内ビル１Ｆ,194092,38,38201,湊町４,,2021/06/02,2021/06/02,,2026/06/30,,中島豊  ,,,,,,,,,第198号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,海老屋なかしま別邸089-932-070719409238201,1f5ae83e-3524-4483-989d-cbe0d50ac08f,,personal,e0aa93e7-cad1-4146-8700-db6e9d1ca37a,2021/06/02,海老屋　なかしま　別邸,海老屋なかしま別邸,
382019,11,愛媛県,松山市,いるか,,イルカ,飲食店営業,,松山市千舟町２丁目８－７第５クリーンビル１Ｆ,松山市千舟町２丁目８－７,第５クリーンビル１Ｆ,,,,北野寿津栄,,,,第199号,2021/6/2,2021/6/2,,2026/6/30,,,,,,377,いるか,089,,,,,松山市千舟町２丁目８－７,愛媛県松山市千舟町２丁目８－７,第５クリーンビル１Ｆ,193950,38,38201,千舟町２,,2021/06/02,2021/06/02,,2026/06/30,,北野寿津栄  ,,,,,,,,,第199号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,いるか19395038201,ba462f4f-0ae8-46b5-8728-642d3c60fefd,,personal,8c229cf5-fda4-4502-bf8e-d13825c96a16,2021/06/02,いるか,いるか,
382019,12,愛媛県,松山市,炭焼きビストロ楽 ーＬｕｃｋー,,スミヤキビストロラク,飲食店営業,,松山市山越４丁目５－３５河上ビル１０２号,松山市山越４丁目５－３５,河上ビル１０２号,,,089-989-9943,阿部裕介,,,,第200号,2021/6/2,2021/6/2,,2026/6/30,,,,,,377,炭焼きビストロ楽 ーＬｕｃｋー,089,089-989-9943,,,,松山市山越４丁目５－３５,愛媛県松山市山越４丁目５－３５,河上ビル１０２号,194139,38,38201,山越４,,2021/06/02,2021/06/02,,2026/06/30,,阿部裕介  ,,,,,,,,,第200号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,炭焼きビストロ楽Ｌｕｃｋ089-989-994319413938201,c533895e-75c7-4dce-b763-6c47e92c6a29,,personal,7dc84325-1ec6-4679-98f6-e729456c1934,2021/06/02,炭焼きビストロ楽　ーＬｕｃｋー,炭焼きビストロ楽Ｌｕｃｋ,
382019,13,愛媛県,松山市,フェイス,,フェイス,飲食店営業,,松山市二番町2丁目7-1横浜館ビル5F,松山市二番町２丁目７－１,横浜館ビル５F,,,089-931-1023,大谷明美,,,,第201号,2021/6/2,2021/6/2,,2026/6/30,,,,,,377,フェイス,089,089-931-1023,,,,松山市二番町２丁目７－１,愛媛県松山市二番町２丁目７－１,横浜館ビル５F,194003,38,38201,二番町２,,2021/06/02,2021/06/02,,2026/06/30,,大谷明美  ,,,,,,,,,第201号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,フェイス089-931-102319400338201,ae0ae3a4-2dc6-459c-af52-1c5d03ddaba1,,personal,3c6e8636-828f-4a2c-a00f-65ae62ff361b,2021/06/02,フェイス,フェイス,
382019,14,愛媛県,松山市,日の出食堂,,ヒノデショクドウ,飲食店営業,,松山市古三津６丁目１－１２,松山市古三津６丁目１－１２,,,,089-951-0544,加藤雅史,,,,第202号,2021/6/2,2021/6/2,,2026/6/30,,,,,,377,日の出食堂,089,089-951-0544,,,,松山市古三津６丁目１－１２,愛媛県松山市古三津６丁目１－１２,,194199,38,38201,古三津６,,2021/06/02,2021/06/02,,2026/06/30,,加藤雅史  ,,,,,,,,,第202号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,日の出食堂089-951-054419419938201,2983312a-ace8-4ea6-a572-2dfff5b87bc7,,personal,311965ad-1066-4761-83c7-6f2b6e50d920,2021/06/02,日の出食堂,日の出食堂,
382019,15,愛媛県,松山市,居酒屋 でんこ,,イザカヤ デンコ,飲食店営業,,松山市福音寺町５２３,松山市福音寺町５２３,,,,,亀井豊子,,,,第204号,2021/6/3,2021/6/3,,2026/6/30,,,,,,377,居酒屋 でんこ,089,,,,,松山市福音寺町５２３,愛媛県松山市福音寺町５２３,,194036,38,38201,福音寺町,,2021/06/03,2021/06/03,,2026/06/30,,亀井豊子  ,,,,,,,,,第204号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,居酒屋でんこ19403638201,4d39ff11-decc-4819-966b-70b477a2dcbc,,personal,bfb535b4-5db2-4889-be5b-f924dbe874ad,2021/06/03,居酒屋　でんこ,居酒屋でんこ,
382019,16,愛媛県,松山市,さわ家,,サワヤ,飲食店営業,,松山市大街道３丁目8-24,松山市大街道３丁目８－２４,,,,089-915-8116,澤田祐介,,,,第206号,2021/6/3,2021/6/3,,2026/6/30,,,,,,377,さわ家,089,089-915-8116,,,,松山市大街道３丁目８－２４,愛媛県松山市大街道３丁目８－２４,,193776,38,38201,大街道３,,2021/06/03,2021/06/03,,2026/06/30,,澤田祐介  ,,,,,,,,,第206号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,さわ家089-915-811619377638201,ea4adbf3-f7f6-496b-8310-a16e02ca1192,,personal,7b7f9740-9d16-44ee-a33f-e03efcc0caa8,2021/06/03,さわ家,さわ家,
382019,17,愛媛県,松山市,セブンーイレブン 松山鷹ノ子店,,セブンイレブンマツヤマタカノコテン,飲食店営業,,松山市鷹子町７４９－５,松山市鷹子町７４９－５,,,,089-976-6180,安井隆満,,,,第208号,2021/6/3,2021/6/3,,2026/6/30,,,,,,377,セブンーイレブン 松山鷹ノ子店,089,089-976-6180,,,,松山市鷹子町７４９－５,愛媛県松山市鷹子町７４９－５,,193921,38,38201,鷹子町,,2021/06/03,2021/06/03,,2026/06/30,,安井隆満  ,,,,,,,,,第208号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,セブンイレブン松山鷹ノ子店089-976-618019392138201,1fe3244c-d6e1-4e67-ae32-c41e7fdc5d36,,personal,bdc4a8b3-69a7-448b-b340-b642d437f2ad,2021/06/03,セブンイレブン　松山鷹ノ子店,セブンイレブン松山鷹ノ子店,
382019,18,愛媛県,松山市,有料老人ホーム 未来たかのこ,,ユウリョウロウジンホーム ミライタカノコ,飲食店営業,,松山市鷹子町１０６１－１,松山市鷹子町１０６１－１,,,,089-970-5511,,有限会社 近藤会館,,近藤幸夫,第209号,2021/6/4,2021/6/4,,2026/6/30,,,,,,377,有料老人ホーム 未来たかのこ,089,089-970-5511,,,,松山市鷹子町１０６１－１,愛媛県松山市鷹子町１０６１－１,,193921,38,38201,鷹子町,,2021/06/04,2021/06/04,,2026/06/30,有限会社 近藤会館,近藤幸夫,,,,,,,,,第209号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,有料老人ホム未来たかのこ089-970-551119392138201,9bfc321a-246d-495b-aec4-b23f9767c104,有限会社近藤会館,0ba7ec00-02b5-4b2c-8b1f-207df3088c7e,16b73917-d859-4d8f-b49b-6bc32a0886d6,2021/06/04,有料老人ホーム　未来たかのこ,有料老人ホム未来たかのこ,有限会社近藤会館
382019,19,愛媛県,松山市,八じゅう,,ハチジュウ,飲食店営業,,松山市保健所管内,松山市保健所管内,,,,,高橋順三,,,,第211号,2021/6/4,2021/6/4,,2026/6/30,,,,,,377,八じゅう,089,,,,,松山市保健所管内,愛媛県松山市保健所管内,,193715,38,38201,,,2021/06/04,2021/06/04,,2026/06/30,,高橋順三  ,,,,,,,,,第211号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,八じゅう19371538201,bc185d7e-d802-4ee9-a257-92418d1d893c,,personal,a0bed58a-e05a-4417-aec8-7a364715b7af,2021/06/04,八じゅう,八じゅう,
382019,20,愛媛県,松山市,喫茶 ハッピー,,キッサ ハッピー,飲食店営業,,松山市勝山町２丁目１１－６杉野ビル１F,松山市勝山町２丁目１１－６,杉野ビル１F,,,089-945-7731,中野眞裕美,,,,第213号,2021/6/4,2021/6/4,,2026/6/30,,,,,,377,喫茶 ハッピー,089,089-945-7731,,,,松山市勝山町２丁目１１－６,愛媛県松山市勝山町２丁目１１－６,杉野ビル１F,193801,38,38201,勝山町２,,2021/06/04,2021/06/04,,2026/06/30,,中野眞裕美  ,,,,,,,,,第213号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,喫茶ハッピ089-945-773119380138201,d045ae7a-24cb-42c1-a2c2-f5792611d636,,personal,113fe56f-cc30-4b6a-bc65-b1d0b92cd32f,2021/06/04,喫茶　ハッピー,喫茶ハッピ,
382019,21,愛媛県,松山市,ごーるでんパラダイス,,ゴールデンパラダイス,飲食店営業,,松山市二番町2丁目5－13丸盛ビル2階,松山市二番町２丁目５－１３,丸盛ビル２階,,,089-907-0053,,株式会社NEXUS STYLE,,菊池隆太,第214号,2021/6/4,2021/6/4,,2026/6/30,,,,,,377,ごーるでんパラダイス,089,089-907-0053,,,,松山市二番町２丁目５－１３,愛媛県松山市二番町２丁目５－１３,丸盛ビル２階,194003,38,38201,二番町２,,2021/06/04,2021/06/04,,2026/06/30,株式会社NEXUS STYLE,菊池隆太,,,,,,,,,第214号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,ごるでんパラダイス089-907-005319400338201,4eb65c34-1609-4a11-91aa-98a87e39cdce,株式会社ＮＥＸＵＳ　ＳＴＹＬＥ,dc83a9d4-57be-447e-9715-82aa6a8b722b,71b0779c-487d-4d21-9193-72874948c96d,2021/06/04,ごーるでんパラダイス,ごるでんパラダイス,株式会社ＮＥＸＵＳ　ＳＴＹＬＥ
382019,22,愛媛県,松山市,やんちゃ姫,,ヤンチャヒメ,飲食店営業,,松山市二番町２丁目４－１６いさみビル５F,松山市二番町２丁目４－１６,いさみビル５F,,,089-932-3180,松岡寿子,,,,第215号,2021/6/4,2021/6/4,,2026/6/30,,,,,,377,やんちゃ姫,089,089-932-3180,,,,松山市二番町２丁目４－１６,愛媛県松山市二番町２丁目４－１６,いさみビル５F,194003,38,38201,二番町２,,2021/06/04,2021/06/04,,2026/06/30,,松岡寿子  ,,,,,,,,,第215号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,やんちゃ姫089-932-318019400338201,f5062886-1738-4a21-b386-fcbd493ddcf8,,personal,7b5583bb-49b3-4e78-b5c0-75969ae05a49,2021/06/04,やんちゃ姫,やんちゃ姫,
382019,23,愛媛県,松山市,ファミリーマート松山立花店,,ファミリーマートマツヤマタチバナテン,飲食店営業,,松山市立花６丁目３８４－５,松山市立花６丁目３８４－５,,,,089-933-3850,德丸佳紀,,,,第216号,2021/6/4,2021/6/4,,2026/6/30,,,,,,377,ファミリーマート松山立花店,089,089-933-3850,,,,松山市立花６丁目３８４－５,愛媛県松山市立花６丁目３８４－５,,193941,38,38201,立花６,,2021/06/04,2021/06/04,,2026/06/30,,德丸佳紀  ,,,,,,,,,第216号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,ファミリマト松山立花店089-933-385019394138201,1c527f7a-1179-484b-adbe-153c2e69f54e,,personal,af458a48-a374-45af-966b-8226a715f2ff,2021/06/04,ファミリーマート松山立花店,ファミリマト松山立花店,
382019,24,愛媛県,松山市,ファーニス,,ファーニス,飲食店営業,,松山市三番町２丁目６－１９ネオアイエスビル４F,松山市三番町２丁目６－１９,ネオアイエスビル４F,,,089-933-0880,住原由紀,,,,第217号,2021/6/4,2021/6/4,,2026/6/30,,,,,,377,ファーニス,089,089-933-0880,,,,松山市三番町２丁目６－１９,愛媛県松山市三番町２丁目６－１９,ネオアイエスビル４F,193878,38,38201,三番町２,,2021/06/04,2021/06/04,,2026/06/30,,住原由紀  ,,,,,,,,,第217号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,ファニス089-933-088019387838201,a85e8d03-9ece-40f7-8fc5-2741edbdad89,,personal,727111fc-df7f-4a5c-91e6-7bbec74aa143,2021/06/04,ファーニス,ファニス,
382019,25,愛媛県,松山市,サンサロ,,サンサロ,飲食店営業,,松山市三番町2丁目5-18三栄ビル2F,松山市三番町２丁目５－１８,三栄ビル２F,,,,上田紀子,,,,第218号,2021/6/4,2021/6/4,,2026/6/30,,,,,,377,サンサロ,089,,,,,松山市三番町２丁目５－１８,愛媛県松山市三番町２丁目５－１８,三栄ビル２F,193878,38,38201,三番町２,,2021/06/04,2021/06/04,,2026/06/30,,上田紀子  ,,,,,,,,,第218号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,サンサロ19387838201,dccb1908-9336-4d7a-ba80-bfd82d846956,,personal,e4e48f53-afd7-487e-9e7d-273172858746,2021/06/04,サンサロ,サンサロ,
382019,26,愛媛県,松山市,焼肉 BEEF EATER 高井店,,ヤキニク ビーフ イーター タカイテン,飲食店営業,,松山市高井町７２９－１,松山市高井町７２９－１,,,,089-968-1829,井上将悟,,,,第223号,2021/6/7,2021/6/7,,2026/6/30,,,,,,377,焼肉 BEEF EATER 高井店,089,089-968-1829,,,,松山市高井町７２９－１,愛媛県松山市高井町７２９－１,,193914,38,38201,高井町,,2021/06/07,2021/06/07,,2026/06/30,,井上将悟  ,,,,,,,,,第223号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,焼肉ＢＥＥＦＥＡＴＥＲ高井店089-968-182919391438201,78b1f48d-8d82-44fc-aba1-b338888df32c,,personal,3095b2be-1f7e-4a6d-92e5-8202a269a3ce,2021/06/07,焼肉　ＢＥＥＦ　ＥＡＴＥＲ　高井店,焼肉ＢＥＥＦＥＡＴＥＲ高井店,
382019,27,愛媛県,松山市,ラウンジ ｙｕ,,ラウンジ ユウ,飲食店営業,,松山市柳井町１丁目１－１清水ビル ２Ｆ,松山市柳井町１丁目１－１,清水ビル ２Ｆ,,,089-932-3928,寺尾久里子,,,,第224号,2021/6/7,2021/6/7,,2026/6/30,,,,,,377,ラウンジ ｙｕ,089,089-932-3928,,,,松山市柳井町１丁目１－１,愛媛県松山市柳井町１丁目１－１,清水ビル ２Ｆ,194133,38,38201,柳井町１,,2021/06/07,2021/06/07,,2026/06/30,,寺尾久里子  ,,,,,,,,,第224号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,ラウンジｙｕ089-932-392819413338201,a5338995-2a62-459b-a783-6fafd8be5f4b,,personal,1b3eb57b-7c6b-4353-ae08-45538c101f6b,2021/06/07,ラウンジ　ｙｕ,ラウンジｙｕ,
382019,28,愛媛県,松山市,喫茶 ルパン,,キッサ ルパン,飲食店営業,,松山市土居町953-1,松山市土居町９５３－１,,,,089-957-7373,桃枝照美,,,,第225号,2021/6/7,2021/6/7,,2026/6/30,,,,,,377,喫茶 ルパン,089,089-957-7373,,,,松山市土居町９５３－１,愛媛県松山市土居町９５３－１,,193969,38,38201,土居町,,2021/06/07,2021/06/07,,2026/06/30,,桃枝照美  ,,,,,,,,,第225号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,喫茶ルパン089-957-737319396938201,8d687987-4d4b-43de-a1c8-049a6e417212,,personal,74ce3443-f2e8-48d6-982e-cecdc7b877de,2021/06/07,喫茶　ルパン,喫茶ルパン,
382019,29,愛媛県,松山市,ごちそうさま,,ゴチソウサマ,飲食店営業,,松山市久万ノ台３－９,松山市久万ノ台３－９,,,,,畑健一郎,,,,第226号,2021/6/7,2021/6/7,,2026/6/30,,,,,,377,ごちそうさま,089,,,,,松山市久万ノ台３－９,愛媛県松山市久万ノ台３－９,,193853,38,38201,久万ノ台,,2021/06/07,2021/06/07,,2026/06/30,,畑健一郎  ,,,,,,,,,第226号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年06月_末日.csv,M,76,,,ごちそうさま19385338201,d5640fd9-a91f-4aa8-8b86-fb088981a091,,personal,f8cf3da2-78a1-43eb-ab2c-41965ae04b17,2021/06/07,ごちそうさま,ごちそうさま,
