https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,郵便番号,施設-住所1,施設-住所2,施設-住所3,施設-住所4,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,許可年月日,許可期間開始日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,スタミナ肉専門店　ハツラツ　大橋駅前店,8150033,福岡県,福岡市南区,大橋,一丁目１番１３号,ひがしビル１Ｆ,092-555-2089,③ 食肉販売業,株式会社Be bloom,092-406-8678,2021.11.1,2021.11.1,2021.11.1,福南保衛第2021050005号,,393,スタミナ肉専門店　ハツラツ　大橋駅前店,092,092-555-2089,,,,福岡県　福岡市南区　大橋　一丁目１番１３号,福岡県福岡市南区大橋１丁目１番１３号,ひがしビル１Ｆ,200514,40,40134,大橋１,,2021/11/01,2021/11/01,2021/11/01,,株式会社Be bloom,,092-406-8678,,,,,,,,福南保衛第2021050005号,,食肉販売業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,I,58,583,,スタミナ肉専門店ハツラツ大橋駅前店092-555-208920051440134,86e31f8d-b79a-4092-8f12-10a481e0e539,株式会社Ｂｅ　ｂｌｏｏｍ,b49b7983-610d-4fd9-a4af-feacced78ab6,37da519a-a1af-40d8-b7a4-3d0242e37d1a,2021/11/01,スタミナ肉専門店　ハツラツ　大橋駅前店,スタミナ肉専門店ハツラツ大橋駅前店,株式会社Ｂｅ　ｂｌｏｏｍ
11,ちーずとけーき,8150082,福岡県,福岡市南区,大楠,二丁目１７番２９号,パークサイドビル１Ｆ,092-531-9009,① 飲食店営業,株式会社C C  PROJECT,092-531-9009,2021.11.12,2021.11.12,2021.11.12,福南保衛第2021010090号,,393,ちーずとけーき,092,092-531-9009,,,,福岡県　福岡市南区　大楠　二丁目１７番２９号,福岡県福岡市南区大楠２丁目１７番２９号,パークサイドビル１Ｆ,200378,40,40134,大楠２,,2021/11/12,2021/11/12,2021/11/12,,株式会社C C  PROJECT,,092-531-9009,,,,,,,,福南保衛第2021010090号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,ちずとけき092-531-900920037840134,9fdbd163-8b71-478c-b765-05138069ace5,株式会社Ｃ　Ｃ　ＰＲＯＪＥＣＴ,f061edb9-6790-4c15-a4e3-e4f07273e996,f042076d-f8f2-423d-b920-fb67a9da0cc6,2021/11/12,ちーずとけーき,ちずとけき,株式会社Ｃ　Ｃ　ＰＲＯＪＥＣＴ
12,ちーずとけーき,8150082,福岡県,福岡市南区,大楠,二丁目１７番２９号,パークサイドビル１Ｆ,092-531-9009,⑪ 菓子製造業,株式会社C C  PROJECT,092-531-9009,2021.11.12,2021.11.12,2021.11.12,福南保衛第2021210013号,,393,ちーずとけーき,092,092-531-9009,,,,福岡県　福岡市南区　大楠　二丁目１７番２９号,福岡県福岡市南区大楠２丁目１７番２９号,パークサイドビル１Ｆ,200378,40,40134,大楠２,,2021/11/12,2021/11/12,2021/11/12,,株式会社C C  PROJECT,,092-531-9009,,,,,,,,福南保衛第2021210013号,,菓子製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,E,9,,,ちずとけき092-531-900920037840134,9fdbd163-8b71-478c-b765-05138069ace5,株式会社Ｃ　Ｃ　ＰＲＯＪＥＣＴ,f061edb9-6790-4c15-a4e3-e4f07273e996,54a0b510-8576-46c2-a92b-d8f37e39e90b,2021/11/12,ちーずとけーき,ちずとけき,株式会社Ｃ　Ｃ　ＰＲＯＪＥＣＴ
13,オーベルおさ,8111313,福岡県,福岡市南区,曰佐,二丁目１番２６号,,092-588-0111,① 飲食店営業,草寿株式会社,092-718-2004,2021.11.5,2021.11.5,2021.11.5,福南保衛第2021010099号,,393,オーベルおさ,092,092-588-0111,,,,福岡県　福岡市南区　曰佐　二丁目１番２６号,福岡県福岡市南区曰佐２丁目１番２６号,,200382,40,40134,曰佐２,,2021/11/05,2021/11/05,2021/11/05,,草寿株式会社,,092-718-2004,,,,,,,,福南保衛第2021010099号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,オベルおさ092-588-011120038240134,95caa0c9-71bd-4979-810b-68b9205e1cfc,草寿株式会社,0d3b4cf0-d191-4983-9690-c9aaa9adb90d,9b032ca2-e10d-4501-8ae3-b9dc7989791d,2021/11/05,オーベルおさ,オベルおさ,草寿株式会社
14,（株）古里,8111352,福岡県,福岡市南区,鶴田,二丁目２３番６６号,,092-565-6260,④ 魚介類販売業,株式会社古里,092-565-6260,2021.11.18,2021.11.18,2021.11.18,福南保衛第2021070003号,,393,（株）古里,092,092-565-6260,,,,福岡県　福岡市南区　鶴田　二丁目２３番６６号,福岡県福岡市南区鶴田２丁目２３番６６号,,200533,40,40134,鶴田２,,2021/11/18,2021/11/18,2021/11/18,,株式会社古里,,092-565-6260,,,,,,,,福南保衛第2021070003号,,魚介類販売業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,I,58,,,株式会社古里092-565-626020053340134,a25ca67e-9c48-4289-9d35-97e4d2f9780a,株式会社古里,a023e3ae-ee63-4901-835c-9bea8b32353b,42c3f476-467c-41f8-8345-f99b6009a3ff,2021/11/18,株式会社古里,株式会社古里,株式会社古里
15,（株）古里 ,8111352,福岡県,福岡市南区,鶴田,二丁目２３番６６号,,092-565-6260,① 飲食店営業,株式会社古里,092-565-6260,2021.11.26,2021.11.26,2022.1.1,福南保衛第2021015079号,,393,（株）古里 ,092,092-565-6260,,,,福岡県　福岡市南区　鶴田　二丁目２３番６６号,福岡県福岡市南区鶴田２丁目２３番６６号,,200533,40,40134,鶴田２,,2021/11/26,2021/11/26,2022/01/01,,株式会社古里,,092-565-6260,,,,,,,,福南保衛第2021015079号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,株式会社古里092-565-626020053340134,a25ca67e-9c48-4289-9d35-97e4d2f9780a,株式会社古里,a023e3ae-ee63-4901-835c-9bea8b32353b,543e73b6-c558-46a5-b99e-a2d7cf36c598,2021/11/26,株式会社古里　,株式会社古里,株式会社古里
16,有限会社長住うどん,8111362,福岡県,福岡市南区,長住,一丁目１番５１号,,092-512-6303,㉔ 麺類製造業,有限会社長住うどん,092-512-6303,2021.11.24,2021.11.24,2021.11.24,福南保衛第2021470001号,,393,有限会社長住うどん,092,092-512-6303,,,,福岡県　福岡市南区　長住　一丁目１番５１号,福岡県福岡市南区長住１丁目１番５１号,,200433,40,40134,長住１,,2021/11/24,2021/11/24,2021/11/24,,有限会社長住うどん,,092-512-6303,,,,,,,,福南保衛第2021470001号,,麺類製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,E,9,,,有限会社長住うどん092-512-630320043340134,477218b5-9c14-4147-8a14-f349b0e5d89d,有限会社長住うどん,9fbe058f-da04-4b60-9e70-0425e54520bf,ed7c872e-b5ed-4b41-b102-5d4834a23205,2021/11/24,有限会社長住うどん,有限会社長住うどん,有限会社長住うどん
17,有限会社長住うどん,8111362,福岡県,福岡市南区,長住,一丁目１番５１号,,092-512-6303,① 飲食店営業,有限会社長住うどん,092-512-6303,2021.11.17,2021.11.17,2022.1.1,福南保衛第2021015073号,,393,有限会社長住うどん,092,092-512-6303,,,,福岡県　福岡市南区　長住　一丁目１番５１号,福岡県福岡市南区長住１丁目１番５１号,,200433,40,40134,長住１,,2021/11/17,2021/11/17,2022/01/01,,有限会社長住うどん,,092-512-6303,,,,,,,,福南保衛第2021015073号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,有限会社長住うどん092-512-630320043340134,477218b5-9c14-4147-8a14-f349b0e5d89d,有限会社長住うどん,9fbe058f-da04-4b60-9e70-0425e54520bf,c82068b4-0459-4564-9693-564bf830240b,2021/11/17,有限会社長住うどん,有限会社長住うどん,有限会社長住うどん
18,グリーンリッチホテル西鉄大橋駅前,8150033,福岡県,福岡市南区,大橋,一丁目７番１５号,,092-552-4400,① 飲食店営業,株式会社グリーンアネックス,0942-39-4800,2021.11.15,2021.11.15,2022.1.1,福南保衛第2021015071号,,393,グリーンリッチホテル西鉄大橋駅前,092,092-552-4400,,,,福岡県　福岡市南区　大橋　一丁目７番１５号,福岡県福岡市南区大橋１丁目７番１５号,,200514,40,40134,大橋１,,2021/11/15,2021/11/15,2022/01/01,,株式会社グリーンアネックス,,0942-39-4800,,,,,,,,福南保衛第2021015071号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,グリンリッチホテル西鉄大橋駅前092-552-440020051440134,f71df118-8ca0-4b40-8515-d82a24efb78c,株式会社グリーンアネックス,b5a0ef64-d0d2-482f-b74d-afdbcb71544b,c1e6ffcf-ce94-49b9-83e6-643225c7729c,2021/11/15,グリーンリッチホテル西鉄大橋駅前,グリンリッチホテル西鉄大橋駅前,株式会社グリーンアネックス
19,博多じょうもんさん花畑市場,8111353,福岡県,福岡市南区,柏原,一丁目１番４２号,,092-565-2900,① 飲食店営業,ｗｉｎｋ　ｆｉｓｈ株式会社,,2021.11.17,2021.11.17,2021.11.17,福南保衛第2021010107号,,393,博多じょうもんさん花畑市場,092,092-565-2900,,,,福岡県　福岡市南区　柏原　一丁目１番４２号,福岡県福岡市南区柏原１丁目１番４２号,,200388,40,40134,柏原１,,2021/11/17,2021/11/17,2021/11/17,,ｗｉｎｋ　ｆｉｓｈ株式会社,,,,,,,,,,福南保衛第2021010107号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,博多じょうもんさん花畑市場092-565-290020038840134,cfb9202d-99ea-493a-ae71-3d9319b31972,ｗｉｎｋ　ｆｉｓｈ株式会社,03599006-3920-4f43-93d3-8ec7e1a88d03,112b63d0-61e4-4888-8469-c85294c7c047,2021/11/17,博多じょうもんさん花畑市場,博多じょうもんさん花畑市場,ｗｉｎｋ　ｆｉｓｈ株式会社
20,博多じょうもんさん花畑市場,8111353,福岡県,福岡市南区,柏原,一丁目１番４２号,,092-565-2900,④ 魚介類販売業,ｗｉｎｋ　ｆｉｓｈ株式会社,,2021.11.17,2021.11.17,2021.11.17,福南保衛第2021070005号,,393,博多じょうもんさん花畑市場,092,092-565-2900,,,,福岡県　福岡市南区　柏原　一丁目１番４２号,福岡県福岡市南区柏原１丁目１番４２号,,200388,40,40134,柏原１,,2021/11/17,2021/11/17,2021/11/17,,ｗｉｎｋ　ｆｉｓｈ株式会社,,,,,,,,,,福南保衛第2021070005号,,魚介類販売業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,I,58,,,博多じょうもんさん花畑市場092-565-290020038840134,cfb9202d-99ea-493a-ae71-3d9319b31972,ｗｉｎｋ　ｆｉｓｈ株式会社,03599006-3920-4f43-93d3-8ec7e1a88d03,4435761c-c57b-4691-afd7-35cfc2dc44f6,2021/11/17,博多じょうもんさん花畑市場,博多じょうもんさん花畑市場,ｗｉｎｋ　ｆｉｓｈ株式会社
21,博多じょうもんさん花畑市場,8111353,福岡県,福岡市南区,柏原,一丁目１番４２号,,092-565-2900,㉕ そうざい製造業,ｗｉｎｋ　ｆｉｓｈ株式会社,,2021.11.17,2021.11.17,2021.11.17,福南保衛第2021490014号,,393,博多じょうもんさん花畑市場,092,092-565-2900,,,,福岡県　福岡市南区　柏原　一丁目１番４２号,福岡県福岡市南区柏原１丁目１番４２号,,200388,40,40134,柏原１,,2021/11/17,2021/11/17,2021/11/17,,ｗｉｎｋ　ｆｉｓｈ株式会社,,,,,,,,,,福南保衛第2021490014号,,そうざい製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,E,9,,,博多じょうもんさん花畑市場092-565-290020038840134,cfb9202d-99ea-493a-ae71-3d9319b31972,ｗｉｎｋ　ｆｉｓｈ株式会社,03599006-3920-4f43-93d3-8ec7e1a88d03,6b89ef3b-c01f-445d-9039-c4a5473b735d,2021/11/17,博多じょうもんさん花畑市場,博多じょうもんさん花畑市場,ｗｉｎｋ　ｆｉｓｈ株式会社
22,ケーズファクトリー（株）福岡工場,8111353,福岡県,福岡市南区,柏原,四丁目２５番３４号,,092-565-8759,⑪ 菓子製造業,ケーズファクトリー株式会社,03-3831-0691,2021.11.17,2021.11.17,2022.1.1,福南保衛第2021215010号,,393,ケーズファクトリー（株）福岡工場,092,092-565-8759,,,,福岡県　福岡市南区　柏原　四丁目２５番３４号,福岡県福岡市南区柏原４丁目２５番３４号,,200391,40,40134,柏原４,,2021/11/17,2021/11/17,2022/01/01,,ケーズファクトリー株式会社,,03-3831-0691,,,,,,,,福南保衛第2021215010号,,菓子製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,E,9,,,ケズファクトリ株式会社福岡工場092-565-875920039140134,8648d3d7-a4bb-4e09-ab10-568bf8c49bff,ケーズファクトリー株式会社,63b86a2e-452f-4cb2-b9ea-faf7d358b7d9,f1d51194-9cda-4de0-83b4-0e0978638933,2021/11/17,ケーズファクトリー株式会社福岡工場,ケズファクトリ株式会社福岡工場,ケーズファクトリー株式会社
23,ケーズファクトリー（株）福岡工場,8111353,福岡県,福岡市南区,柏原,四丁目２８番１７号,,092-565-8759,⑪ 菓子製造業,ケーズファクトリー株式会社,03-3831-0691,2021.11.17,2021.11.17,2022.1.1,福南保衛第2021215011号,,393,ケーズファクトリー（株）福岡工場,092,092-565-8759,,,,福岡県　福岡市南区　柏原　四丁目２８番１７号,福岡県福岡市南区柏原４丁目２８番１７号,,200391,40,40134,柏原４,,2021/11/17,2021/11/17,2022/01/01,,ケーズファクトリー株式会社,,03-3831-0691,,,,,,,,福南保衛第2021215011号,,菓子製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,E,9,,,ケズファクトリ株式会社福岡工場092-565-875920039140134,8648d3d7-a4bb-4e09-ab10-568bf8c49bff,ケーズファクトリー株式会社,63b86a2e-452f-4cb2-b9ea-faf7d358b7d9,91461031-7c50-4077-9941-3ea8481ea8d2,2021/11/17,ケーズファクトリー株式会社福岡工場,ケズファクトリ株式会社福岡工場,ケーズファクトリー株式会社
24,生鮮市場　なおき,8111361,福岡県,福岡市南区,西長住,三丁目２１番２１号,,092-562-0251,① 飲食店営業,有限会社 なおき鮮魚,092-511-3906,2021.11.25,2021.11.25,2022.1.1,福南保衛第2021015078号,,393,生鮮市場　なおき,092,092-562-0251,,,,福岡県　福岡市南区　西長住　三丁目２１番２１号,福岡県福岡市南区西長住３丁目２１番２１号,,200444,40,40134,西長住３,,2021/11/25,2021/11/25,2022/01/01,,有限会社 なおき鮮魚,,092-511-3906,,,,,,,,福南保衛第2021015078号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,M,76,,,生鮮市場なおき092-562-025120044440134,1797682f-d1fc-4366-8419-cd4eaa7280dd,有限会社なおき鮮魚,dcafb00b-5e1b-460b-94de-17cd2c8c6505,7a547290-0dac-431c-9f29-f48ca26f3218,2021/11/25,生鮮市場　なおき,生鮮市場なおき,有限会社なおき鮮魚
25,生鮮市場　なおき,8111361,福岡県,福岡市南区,西長住,三丁目２１番２１号,,092-562-0251,④ 魚介類販売業,有限会社 なおき鮮魚,092-511-3906,2021.11.25,2021.11.25,2022.1.1,福南保衛第2021075002号,,393,生鮮市場　なおき,092,092-562-0251,,,,福岡県　福岡市南区　西長住　三丁目２１番２１号,福岡県福岡市南区西長住３丁目２１番２１号,,200444,40,40134,西長住３,,2021/11/25,2021/11/25,2022/01/01,,有限会社 なおき鮮魚,,092-511-3906,,,,,,,,福南保衛第2021075002号,,魚介類販売業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止,I,58,,,生鮮市場なおき092-562-025120044440134,1797682f-d1fc-4366-8419-cd4eaa7280dd,有限会社なおき鮮魚,dcafb00b-5e1b-460b-94de-17cd2c8c6505,e03e1a5a-4f9a-4e62-bbde-a54db0d45479,2021/11/25,生鮮市場　なおき,生鮮市場なおき,有限会社なおき鮮魚
