https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請区分,,,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請者3,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,,,業種,その他,,確認番号,,,開業年月日,申請年月日,,許可年月日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人,新規,11577,,JAふれあい市　よれっしゃ・こいっちゃ,村上市田端町８番２８号,村上市田端町８番２８号,,75-5550,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,冷凍食品販売業,,,2 - 23,0,0,2020年06月26日,2020年06月26日,2020年06月26日,2020年06月26日,2025年10月31日,,,,,,村上保健所,JAふれあい市　よれっしゃ・こいっちゃ,0254,0254-75-5550,,,,村上市田端町８番２８号,新潟県村上市田端町８番２８号,,87512,新潟県,村上市,田端町,2020/06/26,2020/06/26,2020/06/26,,2025/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,2 - 23,新規,冷凍食品製造業,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,製造業,食料品製造業,,,,,,,,,ＪＡふれあい市　よれっしゃ・こいっちゃ,ＪＡふれあい市よれっしゃこいっちゃ,にいがた岩船農業協同組合
法人,継続,11147,,食材センター,村上市山辺里４９１－３,村上市山辺里４９１－３,,52-3381,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,魚介類販売業,包装魚介類の販売に限る,,1 - 111,0,0,2009年02月27日,2019年09月13日,2019年09月30日,2019年10月01日,2024年10月31日,,,,,,村上保健所,食材センター,0254,0254-52-3381,,,,村上市山辺里４９１－３,新潟県村上市山辺里４９１－３,,87446,新潟県,村上市,山辺里,2019/09/13,2009/02/27,2019/10/01,,2024/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,1 - 111,継続,魚介類販売業,,包装魚介類の販売に限る,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,食材センター,食材センタ,にいがた岩船農業協同組合
法人,継続,11147,,食材センター,村上市山辺里４９１－３,村上市山辺里４９１－３,,52-3381,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,食肉販売業,包装食肉の販売に限る,,1 - 111,0,0,2009年02月27日,2019年09月13日,2019年09月30日,2019年10月01日,2024年10月31日,,,,,,村上保健所,食材センター,0254,0254-52-3381,,,,村上市山辺里４９１－３,新潟県村上市山辺里４９１－３,,87446,新潟県,村上市,山辺里,2019/09/13,2009/02/27,2019/10/01,,2024/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,1 - 111,継続,食肉販売業,,包装食肉の販売に限る,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,食材センター,食材センタ,にいがた岩船農業協同組合
法人,継続,11147,,食材センター,村上市山辺里４９１－３,村上市山辺里４９１－３,,52-3381,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,乳類販売業,,,1 - 111,0,0,2009年02月27日,2019年09月13日,2019年09月30日,2019年10月01日,2024年10月31日,,,,,,村上保健所,食材センター,0254,0254-52-3381,,,,村上市山辺里４９１－３,新潟県村上市山辺里４９１－３,,87446,新潟県,村上市,山辺里,2019/09/13,2009/02/27,2019/10/01,,2024/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,1 - 111,継続,乳類販売業,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,食材センター,食材センタ,にいがた岩船農業協同組合
法人,継続,11147,,食材センター,村上市山辺里４９１－３,村上市山辺里４９１－３,,52-3381,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,弁当類又は惣菜類販売業,,,2 - 31,0,0,2009年02月27日,2019年09月13日,2019年09月30日,2019年10月01日,2024年10月31日,,,,,,村上保健所,食材センター,0254,0254-52-3381,,,,村上市山辺里４９１－３,新潟県村上市山辺里４９１－３,,87446,新潟県,村上市,山辺里,2019/09/13,2009/02/27,2019/10/01,,2024/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,2 - 31,継続,その他,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,分類不能の産業,,,,,,,,,,食材センター,食材センタ,にいがた岩船農業協同組合
法人,継続,11147,,食材センター,村上市山辺里４９１－３,村上市山辺里４９１－３,,52-3381,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,冷凍食品販売業,,,2 - 31,0,0,2009年02月27日,2019年09月13日,2019年09月30日,2019年10月01日,2024年10月31日,,,,,,村上保健所,食材センター,0254,0254-52-3381,,,,村上市山辺里４９１－３,新潟県村上市山辺里４９１－３,,87446,新潟県,村上市,山辺里,2019/09/13,2009/02/27,2019/10/01,,2024/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,2 - 31,継続,冷凍食品製造業,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,製造業,食料品製造業,,,,,,,,,食材センター,食材センタ,にいがた岩船農業協同組合
法人,継続,10763,,虹のホール村上,村上市仲間町字海老堤593-7,村上市仲間町字海老堤５９３－７,,50-7410,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明　,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,飲食店営業（一般食堂）,,,1 - 144,0,0,2005年03月18日,2020年09月01日,2020年09月17日,2020年09月18日,2025年10月31日,,,,,,村上保健所,虹のホール村上,0254,0254-50-7410,,,,村上市仲間町字海老堤５９３－７,新潟県村上市仲間町字海老堤５９３－７,,87454,新潟県,村上市,仲間町,2020/09/01,2005/03/18,2020/09/18,,2025/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明　,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,1 - 144,継続,飲食店営業,（一般食堂）,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,虹のホール村上,虹のホル村上,にいがた岩船農業協同組合
法人,継続,11024,,セレモニーホール「虹のホール荒川」,村上市坂町２３７６－３,村上市坂町２３７６－３,,0254-62-2000,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,飲食店営業（一般食堂）,,,1 - 35,0,0,2007年08月24日,2018年05月23日,2018年06月15日,2018年06月18日,2023年07月31日,,,,,,村上保健所,セレモニーホール「虹のホール荒川」,0254,0254-62-2000,,,,村上市坂町２３７６－３,新潟県村上市坂町２３７６－３,,87622,新潟県,村上市,坂町,2018/05/23,2007/08/24,2018/06/18,,2023/07/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,1 - 35,継続,飲食店営業,（一般食堂）,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,セレモニーホール「虹のホール荒川」,セレモニホル虹のホル荒川,にいがた岩船農業協同組合
法人,継続,952,有限会社,酒田屋,村上市安良町３－８,村上市安良町３－８,,53-2527,,有限会社　酒田屋,代表取締役　日下　正平,村上市安良町３－８,村上市安良町３－８,,52-1088,,,菓子製造業,,,1 - 114,0,0,1995年06月28日,2019年09月17日,2019年09月18日,2019年09月19日,2024年10月31日,,,,,,村上保健所,酒田屋,0254,0254-53-2527,,,,村上市安良町３－８,新潟県村上市安良町３－８,,87505,新潟県,村上市,安良町,2019/09/17,1995/06/28,2019/09/19,,2024/10/31,有限会社　酒田屋, 代表取締役　日下　正平,0254-52-1088,村上市安良町３－８,新潟県村上市安良町３－８,,87505,新潟県,村上市,安良町,1 - 114,継続,菓子製造業,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,製造業,食料品製造業,,,,,,,,,酒田屋,酒田屋,有限会社酒田屋
法人,継続,1430,,ベルホール　会津屋,村上市仲間町６００－３,村上市仲間町６００－３,,52-4444,,株式会社　会津屋,代表取締役　舩山　博貴,村上市上助渕１７７７－４,村上市上助渕１７７７－４,,52-1101,,,飲食店営業（一般食堂）,調理用流しを必要とする調理行為を禁ずる。,,1 - 176,0,0,1995年11月14日,2020年09月07日,2020年09月17日,2020年09月18日,2025年10月31日,,,,,,村上保健所,ベルホール　会津屋,0254,0254-52-4444,,,,村上市仲間町６００－３,新潟県村上市仲間町６００－３,,87454,新潟県,村上市,仲間町,2020/09/07,1995/11/14,2020/09/18,,2025/10/31,株式会社　会津屋, 代表取締役　舩山　博貴,0254-52-1101,村上市上助渕１７７７－４,新潟県村上市上助渕１７７７－４,,87594,新潟県,村上市,上助渕,1 - 176,継続,飲食店営業,（一般食堂）,調理用流しを必要とする調理行為を禁ずる。,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ベルホール　会津屋,ベルホル会津屋,株式会社会津屋
法人,新規,10821,,岩船港鮮魚センター,村上市瀬波温泉3丁目6番38号,村上市瀬波温泉３丁目６番３８号,,52-1261,,株式会社　岩船港鮮魚センター,代表取締役　安宅　謙,新潟県村上市瀬波温泉3丁目6番38号,新潟県村上市瀬波温泉３丁目６番３８号,,52-1261,,,⑬ その他の食料・飲料販売業,,,,0,0,,2021年11月30日,,,,,,,,,村上保健所,岩船港鮮魚センター,0254,0254-52-1261,,,,村上市瀬波温泉３丁目６番３８号,新潟県村上市瀬波温泉３丁目６番３８号,,87537,新潟県,村上市,瀬波温泉３,2021/11/30,,,,,株式会社　岩船港鮮魚センター, 代表取締役　安宅　謙,0254-52-1261,新潟県村上市瀬波温泉３丁目６番３８号,新潟県村上市瀬波温泉３丁目６番３８号,,87537,新潟県,村上市,瀬波温泉３,,新規,食料品販売業,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,農業，林業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,岩船港鮮魚センター,岩船港鮮魚センタ,株式会社岩船港鮮魚センター
法人,継続,10821,,岩船港鮮魚センター,村上市瀬波温泉3丁目6番38号,村上市瀬波温泉３丁目６番３８号,,52-1261,,株式会社　岩船港鮮魚センター,代表取締役　安宅　謙,新潟県村上市瀬波温泉3丁目6番38号,新潟県村上市瀬波温泉３丁目６番３８号,,52-1261,,,飲食店営業（一般食堂）,,,1 - 224,0,0,2005年08月12日,2020年10月12日,2020年10月22日,2020年10月23日,2025年11月30日,,,,,,村上保健所,岩船港鮮魚センター,0254,0254-52-1261,,,,村上市瀬波温泉３丁目６番３８号,新潟県村上市瀬波温泉３丁目６番３８号,,87537,新潟県,村上市,瀬波温泉３,2020/10/12,2005/08/12,2020/10/23,,2025/11/30,株式会社　岩船港鮮魚センター, 代表取締役　安宅　謙,0254-52-1261,新潟県村上市瀬波温泉３丁目６番３８号,新潟県村上市瀬波温泉３丁目６番３８号,,87537,新潟県,村上市,瀬波温泉３,1 - 224,継続,飲食店営業,（一般食堂）,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,岩船港鮮魚センター,岩船港鮮魚センタ,株式会社岩船港鮮魚センター
法人,継続,10821,,岩船港鮮魚センター,村上市瀬波温泉3丁目6番38号,村上市瀬波温泉３丁目６番３８号,,52-1261,,株式会社　岩船港鮮魚センター,代表取締役　安宅　謙,新潟県村上市瀬波温泉3丁目6番38号,新潟県村上市瀬波温泉３丁目６番３８号,,52-1261,,,飲食店営業（食品調理）,使い捨て容器の使用に限る,,1 - 199,0,0,2014年03月14日,2019年10月25日,2019年10月25日,2019年10月28日,2024年11月30日,,,,,,村上保健所,岩船港鮮魚センター,0254,0254-52-1261,,,,村上市瀬波温泉３丁目６番３８号,新潟県村上市瀬波温泉３丁目６番３８号,,87537,新潟県,村上市,瀬波温泉３,2019/10/25,2014/03/14,2019/10/28,,2024/11/30,株式会社　岩船港鮮魚センター, 代表取締役　安宅　謙,0254-52-1261,新潟県村上市瀬波温泉３丁目６番３８号,新潟県村上市瀬波温泉３丁目６番３８号,,87537,新潟県,村上市,瀬波温泉３,1 - 199,継続,飲食店営業,（食品調理）,使い捨て容器の使用に限る,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,岩船港鮮魚センター,岩船港鮮魚センタ,株式会社岩船港鮮魚センター
法人,継続,10821,,岩船港鮮魚センター,村上市瀬波温泉3丁目6番38号,村上市瀬波温泉３丁目６番３８号,,52-1261,,株式会社　岩船港鮮魚センター,代表取締役　安宅　謙,新潟県村上市瀬波温泉3丁目6番38号,新潟県村上市瀬波温泉３丁目６番３８号,,52-1261,,,魚介類加工業,,,2 - 51,0,0,2005年08月12日,2020年10月12日,2020年10月22日,2020年10月23日,2025年11月30日,,,,,,村上保健所,岩船港鮮魚センター,0254,0254-52-1261,,,,村上市瀬波温泉３丁目６番３８号,新潟県村上市瀬波温泉３丁目６番３８号,,87537,新潟県,村上市,瀬波温泉３,2020/10/12,2005/08/12,2020/10/23,,2025/11/30,株式会社　岩船港鮮魚センター, 代表取締役　安宅　謙,0254-52-1261,新潟県村上市瀬波温泉３丁目６番３８号,新潟県村上市瀬波温泉３丁目６番３８号,,87537,新潟県,村上市,瀬波温泉３,2 - 51,継続,魚介類加工業,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,製造業,食料品製造業,水産食料品製造業,,,,,,,,岩船港鮮魚センター,岩船港鮮魚センタ,株式会社岩船港鮮魚センター
