https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,郵便番号,施設-住所1,施設-住所2,施設-住所3,施設-住所4,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,許可年月日,許可期間開始日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,パティスリー　コイデ,8150075,福岡県,福岡市南区,長丘,五丁目２５番１０号,,092-511-3987,⑪ 菓子製造業,小出淳一,,2021.12.1,2021.12.1,2022.1.1,福南保衛第2021215012号,,393,パティスリー　コイデ,092,092-511-3987,,,,福岡県　福岡市南区　長丘　五丁目２５番１０号,福岡県福岡市南区長丘５丁目２５番１０号,,200432,40,40134,長丘５,,2021/12/01,2021/12/01,2022/01/01,,,小出淳一,,,,,,,,,福南保衛第2021215012号,,菓子製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,パティスリコイデ092-511-398720043240134,e39f57b8-077a-4079-826b-2ab729ac3fdf,,personal,a702ae21-19fe-4f3f-984c-c24fe4a8da1c,2021/12/01,パティスリー　コイデ,パティスリコイデ,
11,パティスリー　コイデ,8150075,福岡県,福岡市南区,長丘,五丁目２５番１０号,,092-511-3987,⑫ アイスクリーム類製造業,小出淳一,,2021.12.1,2021.12.1,2022.1.1,福南保衛第2021235001号,,393,パティスリー　コイデ,092,092-511-3987,,,,福岡県　福岡市南区　長丘　五丁目２５番１０号,福岡県福岡市南区長丘５丁目２５番１０号,,200432,40,40134,長丘５,,2021/12/01,2021/12/01,2022/01/01,,,小出淳一,,,,,,,,,福南保衛第2021235001号,,アイスクリーム類製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,パティスリコイデ092-511-398720043240134,e39f57b8-077a-4079-826b-2ab729ac3fdf,,personal,6e418f78-549f-4391-b9d0-b8180317224b,2021/12/01,パティスリー　コイデ,パティスリコイデ,
12,ＣＯＦＦＥＥ・ＳＡＢＯみの,8111355,福岡県,福岡市南区,桧原,一丁目３３番３２号,,092-512-0326,① 飲食店営業,鍋田美智惠,,2021.12.1,2021.12.1,2022.1.1,福南保衛第2021015085号,,393,ＣＯＦＦＥＥ・ＳＡＢＯみの,092,092-512-0326,,,,福岡県　福岡市南区　桧原　一丁目３３番３２号,福岡県福岡市南区桧原１丁目３３番３２号,,200458,40,40134,桧原１,,2021/12/01,2021/12/01,2022/01/01,,,鍋田美智惠,,,,,,,,,福南保衛第2021015085号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ＣＯＦＦＥＥＳＡＢＯみの092-512-032620045840134,3b9d0e28-aebc-43a0-b459-c00382eadcbb,,personal,3ba62dc9-a89a-4f92-ac86-acb371011d88,2021/12/01,ＣＯＦＦＥＥ・ＳＡＢＯみの,ＣＯＦＦＥＥＳＡＢＯみの,
13,菓子工房ＭＯＭＭＹ,8111353,福岡県,福岡市南区,柏原,六丁目２０番８号,,,⑪ 菓子製造業,疋田求美,,2021.12.10,2021.12.10,2021.12.10,福南保衛第2021210016号,,393,菓子工房ＭＯＭＭＹ,092,,,,,福岡県　福岡市南区　柏原　六丁目２０番８号,福岡県福岡市南区柏原６丁目２０番８号,,200393,40,40134,柏原６,,2021/12/10,2021/12/10,2021/12/10,,,疋田求美,,,,,,,,,福南保衛第2021210016号,,菓子製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,菓子工房ＭＯＭＭＹ20039340134,1a1a1e12-a8f9-46b0-b99c-bc53feb772d1,,personal,3f809202-c965-44a5-a604-f41de2d3db22,2021/12/10,菓子工房ＭＯＭＭＹ,菓子工房ＭＯＭＭＹ,
14,肉酒場炙一,8111302,福岡県,福岡市南区,井尻,一丁目３７番１３号,,092-593-3216,① 飲食店営業,石田智基,,2021.12.13,2021.12.13,2022.1.1,福南保衛第2021015105号,,393,肉酒場炙一,092,092-593-3216,,,,福岡県　福岡市南区　井尻　一丁目３７番１３号,福岡県福岡市南区井尻１丁目３７番１３号,,200368,40,40134,井尻１,,2021/12/13,2021/12/13,2022/01/01,,,石田智基,,,,,,,,,福南保衛第2021015105号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,肉酒場炙一092-593-321620036840134,7dacfba5-65a4-4189-ab20-64c12f402776,,personal,dc0edd09-825b-41b4-b367-d1418adf684e,2021/12/13,肉酒場炙一,肉酒場炙一,
15,魚や　さい海,8111362,福岡県,福岡市南区,長住,五丁目９番３０号,,092-511-1238,① 飲食店営業,宮本正彦,,2021.12.6,2021.12.6,2021.12.6,福南保衛第2021010113号,,393,魚や　さい海,092,092-511-1238,,,,福岡県　福岡市南区　長住　五丁目９番３０号,福岡県福岡市南区長住５丁目９番３０号,,200437,40,40134,長住５,,2021/12/06,2021/12/06,2021/12/06,,,宮本正彦,,,,,,,,,福南保衛第2021010113号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,魚やさい海092-511-123820043740134,2ceb1fbc-68c0-4021-9dcb-ad84535244a3,,personal,f9c7da93-5483-4e99-b17a-ef7304d7d7e6,2021/12/06,魚や　さい海,魚やさい海,
16,晴,8111346,福岡県,福岡市南区,老司,二丁目６番３５号,中村第一ビル１Ｆ　１０２号,,④ 魚介類販売業,末松利実,,2021.12.6,2021.12.6,2022.1.1,福南保衛第2021075003号,,393,晴,092,,,,,福岡県　福岡市南区　老司　二丁目６番３５号,福岡県福岡市南区老司２丁目６番３５号,中村第一ビル１Ｆ　１０２号,200495,40,40134,老司２,,2021/12/06,2021/12/06,2022/01/01,,,末松利実,,,,,,,,,福南保衛第2021075003号,,魚介類販売業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),I,58,,,晴20049540134,4d84c769-09f1-407d-a72f-44feecf3c64c,,personal,56c7bd19-5004-48a4-9a84-131a062f06a3,2021/12/06,晴,晴,
17,酒とめし　開放弦,8150082,福岡県,福岡市南区,大楠,一丁目２９番２９号,三笠ビル１０２号,092-406-7033,① 飲食店営業,林英生,,2021.12.6,2021.12.6,2022.1.1,福南保衛第2021015091号,,393,酒とめし　開放弦,092,092-406-7033,,,,福岡県　福岡市南区　大楠　一丁目２９番２９号,福岡県福岡市南区大楠１丁目２９番２９号,三笠ビル１０２号,200377,40,40134,大楠１,,2021/12/06,2021/12/06,2022/01/01,,,林英生,,,,,,,,,福南保衛第2021015091号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,酒とめし開放弦092-406-703320037740134,1059860b-09d9-4c22-881a-0b386e3b7572,,personal,14ca88c5-e6de-412b-98a6-1e4e8a928243,2021/12/06,酒とめし　開放弦,酒とめし開放弦,
18,おむすび処　飯なり,8150033,福岡県,福岡市南区,大橋,一丁目２２番１６号,,,① 飲食店営業,権藤美姫子,,2021.12.6,2021.12.6,2022.1.1,福南保衛第2021015090号,,393,おむすび処　飯なり,092,,,,,福岡県　福岡市南区　大橋　一丁目２２番１６号,福岡県福岡市南区大橋１丁目２２番１６号,,200514,40,40134,大橋１,,2021/12/06,2021/12/06,2022/01/01,,,権藤美姫子,,,,,,,,,福南保衛第2021015090号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,おむすび処飯なり20051440134,c9b64bc1-ae50-4e93-a5f0-779ab013d8d9,,personal,a35b4d2c-dbd5-4799-9208-b884a97f591f,2021/12/06,おむすび処　飯なり,おむすび処飯なり,
19,らしく,8111362,福岡県,福岡市南区,長住,一丁目１番５７号,中原ハイム１０１号室,,① 飲食店営業,江崎京子,,2021.12.14,2021.12.14,2021.12.14,福南保衛第2021010116号,,393,らしく,092,,,,,福岡県　福岡市南区　長住　一丁目１番５７号,福岡県福岡市南区長住１丁目１番５７号,中原ハイム１０１号室,200433,40,40134,長住１,,2021/12/14,2021/12/14,2021/12/14,,,江崎京子,,,,,,,,,福南保衛第2021010116号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,らしく20043340134,8120b34f-c0ea-4561-adb8-42f46e60ff27,,personal,b29352df-3435-4f5a-bf91-70129ff58560,2021/12/14,らしく,らしく,
20,中国料理花の木,8150041,福岡県,福岡市南区,野間,三丁目８番１２号,,092-552-0059,① 飲食店営業,一ノ瀬和則,,2021.12.7,2021.12.7,2022.1.1,福南保衛第2021015095号,,393,中国料理花の木,092,092-552-0059,,,,福岡県　福岡市南区　野間　三丁目８番１２号,福岡県福岡市南区野間３丁目８番１２号,,200455,40,40134,野間３,,2021/12/07,2021/12/07,2022/01/01,,,一ノ瀬和則,,,,,,,,,福南保衛第2021015095号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,中国料理花の木092-552-005920045540134,4f8b2cee-c4fc-4ee8-91ea-e241d786caa6,,personal,0511f498-d7ea-4777-a275-fc988895c35d,2021/12/07,中国料理花の木,中国料理花の木,
21,スナック　のまねこ,8150041,福岡県,福岡市南区,野間,一丁目５番２３号,財部テナント１ＦＢ室,092-542-3230,① 飲食店営業,三上元美,,2021.12.22,2021.12.22,2021.12.22,福南保衛第2021010117号,,393,スナック　のまねこ,092,092-542-3230,,,,福岡県　福岡市南区　野間　一丁目５番２３号,福岡県福岡市南区野間１丁目５番２３号,財部テナント１ＦＢ室,200453,40,40134,野間１,,2021/12/22,2021/12/22,2021/12/22,,,三上元美,,,,,,,,,福南保衛第2021010117号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,スナックのまねこ092-542-323020045340134,2b3d81d7-61a8-46fe-84ff-23bc7a5a0d40,,personal,e1828e42-0610-4db9-9ef8-8ffd1ddc9937,2021/12/22,スナック　のまねこ,スナックのまねこ,
22,弥生,8111362,福岡県,福岡市南区,長住,六丁目１０番１０号,,092-512-4046,① 飲食店営業,中川やよい,,2021.12.7,2021.12.7,2022.1.1,福南保衛第2021015097号,,393,弥生,092,092-512-4046,,,,福岡県　福岡市南区　長住　六丁目１０番１０号,福岡県福岡市南区長住６丁目１０番１０号,,200438,40,40134,長住６,,2021/12/07,2021/12/07,2022/01/01,,,中川やよい,,,,,,,,,福南保衛第2021015097号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,弥生092-512-404620043840134,0c065d86-481b-4fdc-bcc1-7d1eca8e7caf,,personal,3efb88c8-1e56-4ac3-974f-fca92cc463ca,2021/12/07,弥生,弥生,
23,浩,8150075,福岡県,福岡市南区,長丘,三丁目１番２８号,ハイツありの実１Ｆ,092-553-2580,① 飲食店営業,玉水浩和,,2021.12.8,2021.12.8,2022.1.1,福南保衛第2021015099号,,393,浩,092,092-553-2580,,,,福岡県　福岡市南区　長丘　三丁目１番２８号,福岡県福岡市南区長丘３丁目１番２８号,ハイツありの実１Ｆ,200430,40,40134,長丘３,,2021/12/08,2021/12/08,2022/01/01,,,玉水浩和,,,,,,,,,福南保衛第2021015099号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,浩092-553-258020043040134,bf43132e-ddb5-4794-a8e4-cde57bd1ac07,,personal,64b131df-609b-4a1b-a9c9-b4ec99f1e8cb,2021/12/08,浩,浩,
24,いこいの店西田家,8111321,福岡県,福岡市南区,柳瀬,二丁目９番１０号,,092-558-2527,① 飲食店営業,西田浩太郎,,2021.12.8,2021.12.8,2022.1.1,福南保衛第2021015098号,,393,いこいの店西田家,092,092-558-2527,,,,福岡県　福岡市南区　柳瀬　二丁目９番１０号,福岡県福岡市南区柳瀬２丁目９番１０号,,200488,40,40134,柳瀬２,,2021/12/08,2021/12/08,2022/01/01,,,西田浩太郎,,,,,,,,,福南保衛第2021015098号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,いこいの店西田家092-558-252720048840134,281eadbc-0d4e-4c67-b52f-c50ae7cef30f,,personal,6e2fd2b0-9cee-4066-845b-eedc2f8bb9c9,2021/12/08,いこいの店西田家,いこいの店西田家,
25,ぽん太,8150041,福岡県,福岡市南区,野間,一丁目５番３号,,092-541-1081,① 飲食店営業,大村美千代,,2021.12.8,2021.12.8,2022.1.1,福南保衛第2021015101号,,393,ぽん太,092,092-541-1081,,,,福岡県　福岡市南区　野間　一丁目５番３号,福岡県福岡市南区野間１丁目５番３号,,200453,40,40134,野間１,,2021/12/08,2021/12/08,2022/01/01,,,大村美千代,,,,,,,,,福南保衛第2021015101号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,ぽん太092-541-108120045340134,533a1311-76b7-47c4-9a70-756230c38687,,personal,fcbc8a4b-b7ea-4105-883a-a57bede6bc59,2021/12/08,ぽん太,ぽん太,
26,Ｔｅｐｐａｎ．ｂｏｎｄ．,8150033,福岡県,福岡市南区,大橋,四丁目２２番２号,フォーサイト大橋Ｒｅｎａｔｕｓ１Ｆ,,① 飲食店営業,政岡誠,,2021.12.17,2021.12.17,2021.12.17,福南保衛第2021010119号,,393,Ｔｅｐｐａｎ．ｂｏｎｄ．,092,,,,,福岡県　福岡市南区　大橋　四丁目２２番２号,福岡県福岡市南区大橋４丁目２２番２号,フォーサイト大橋Ｒｅｎａｔｕｓ１Ｆ,200517,40,40134,大橋４,,2021/12/17,2021/12/17,2021/12/17,,,政岡誠,,,,,,,,,福南保衛第2021010119号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,Ｔｅｐｐａｎｂｏｎｄ20051740134,4f4c3092-c8d3-4a48-8f5c-6eedf9d1baca,,personal,252c4321-3177-4932-ab9d-b7d3a6d5047a,2021/12/17,Ｔｅｐｐａｎ．ｂｏｎｄ．,Ｔｅｐｐａｎｂｏｎｄ,
27,海鮮づくし丼丸,8150041,福岡県,福岡市南区,野間,一丁目１０番７号,野間リッチハイツ１Ｆ,092-552-9610,① 飲食店営業,執行文智,,2021.12.13,2021.12.13,2022.1.1,福南保衛第2021015107号,,393,海鮮づくし丼丸,092,092-552-9610,,,,福岡県　福岡市南区　野間　一丁目１０番７号,福岡県福岡市南区野間１丁目１０番７号,野間リッチハイツ１Ｆ,200453,40,40134,野間１,,2021/12/13,2021/12/13,2022/01/01,,,執行文智,,,,,,,,,福南保衛第2021015107号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,海鮮づくし丼丸092-552-961020045340134,c5f053cd-2637-4b74-a162-a0c2ca59a6d2,,personal,7805f12e-47aa-498f-aabe-86f809a28598,2021/12/13,海鮮づくし丼丸,海鮮づくし丼丸,
28,なんじゃ焼き　しみず屋,8150031,福岡県,福岡市南区,清水,一丁目１０番１０号,,,⑪ 菓子製造業,飯盛ひろ子,,2021.12.15,2021.12.15,2022.1.1,福南保衛第2021215016号,,393,なんじゃ焼き　しみず屋,092,,,,,福岡県　福岡市南区　清水　一丁目１０番１０号,福岡県福岡市南区清水１丁目１０番１０号,,200411,40,40134,清水１,,2021/12/15,2021/12/15,2022/01/01,,,飯盛ひろ子,,,,,,,,,福南保衛第2021215016号,,菓子製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,なんじゃ焼きしみず屋20041140134,0780f689-3046-48db-b1c2-06a595d07f47,,personal,e90d2b4f-a686-4b21-92e8-986c0a07e19e,2021/12/15,なんじゃ焼き　しみず屋,なんじゃ焼きしみず屋,
29,セブン－イレブン福岡鶴田４丁目店,8111352,福岡県,福岡市南区,鶴田,四丁目８番３３号,,092-565-6277,① 飲食店営業,葉山龍宏,,2021.12.15,2021.12.15,2022.1.1,福南保衛第2021015108号,,393,セブン－イレブン福岡鶴田４丁目店,092,092-565-6277,,,,福岡県　福岡市南区　鶴田　四丁目８番３３号,福岡県福岡市南区鶴田４丁目８番３３号,,200535,40,40134,鶴田４,,2021/12/15,2021/12/15,2022/01/01,,,葉山龍宏,,,,,,,,,福南保衛第2021015108号,,飲食店営業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),M,76,,,セブンイレブン福岡鶴田４丁目店092-565-627720053540134,a0eb11eb-8baa-496b-b162-c5846e43b591,,personal,e5f1ffa0-52a1-422e-908b-cbfd24190b5e,2021/12/15,セブンイレブン福岡鶴田４丁目店,セブンイレブン福岡鶴田４丁目店,
30,川原食品,8150033,福岡県,福岡市南区,大橋,四丁目１３番８号,,092-541-5987,㉔ 麺類製造業,川原浩,,2021.12.15,2021.12.15,2022.1.1,福南保衛第2021475003号,,393,川原食品,092,092-541-5987,,,,福岡県　福岡市南区　大橋　四丁目１３番８号,福岡県福岡市南区大橋４丁目１３番８号,,200517,40,40134,大橋４,,2021/12/15,2021/12/15,2022/01/01,,,川原浩,,,,,,,,,福南保衛第2021475003号,,麺類製造業,,,,393_福岡県_南保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、廃止(1),E,9,,,川原食品092-541-598720051740134,538e8c00-9d9f-4980-9f6e-7115fb91cb2b,,personal,cf3c098d-8624-4778-8e13-f0a25b575e7e,2021/12/15,川原食品,川原食品,
