https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,n処理終了,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,,,,,,,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,申請者1,,,申請-住所1,申請-マンション名,申請-電話番号1,申請年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,施設＿名称（屋号・商号）,所在地,,,,,,,,,施設＿電話番号（所在地）,種目（営業の種類）,申請者＿申請者名,,,申請者＿住所,,申請者＿電話番号,届出年月日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
3332,ＩＫＯＭＡＹＡ,生駒市元町    １－１４－１－２０３－４,,生駒市元町,,１－１４－１－２０３－４,生駒市元町１－１４－１－２０３－４,,生駒市元町１－１４－１－２０３－４,,0743-73-5150,その他の食料・飲料販売業,株式会社トリプルスター・エンターテインメント,,,東大阪市東石切町    ４－１－５,,0743-74-5800,R03.09.28,,321,ＩＫＯＭＡＹＡ,0743,0743-73-5150,,,,生駒市元町１－１４－１－２０３－４,奈良県生駒市元町１－１４－１－２０３－４,,173533,29,29209,元町１,2021/09/28,,,,,株式会社トリプルスター・エンターテインメント,,0743-74-5800,東大阪市東石切町    ４－１－５,大阪府東大阪市東石切町４－１－５,,162049,大阪府,東大阪市,東石切町４,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ＩＫＯＭＡＹＡ0743-73-515017353329209,f22a7994-f0dc-4782-a561-174eecd68013,株式会社トリプルスター・エンターテインメント162049,071fd99b-f144-4243-8620-c9a0d0d6b481,e72293ce-6592-427a-be34-154072ed5a10,2021/09/28,ＩＫＯＭＡＹＡ,ＩＫＯＭＡＹＡ,株式会社トリプルスター・エンターテインメント
8840,,北葛城郡広陵町萱野    ５１５－２,,北葛城郡広陵町萱野,,５１５－２,北葛城郡広陵町萱野５１５－２,北葛城郡広陵町萱野５１５－２,北葛城郡広陵町萱野５１５－２,,0745-60-4380,農産保存食料品製造・加工業,,,,,,,R03.08.02,,322,,0745,0745-60-4380,,,,北葛城郡広陵町萱野５１５－２,奈良県北葛城郡広陵町萱野５１５－２,,174381,29,29426,萱野,2021/08/02,,,,,,,,,,,,,,,,,農産保存食料品製造・加工業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,93,,0745-60-438017438129426,be244e42-d932-4a31-81e3-3425941da1d5,,personal,b850e42f-b8bf-48ae-8b83-6877dd44428d,2021/08/02,,,
8845,奈良支店    製造課,葛城市新村    ６４－１,,葛城市新村,,６４－１,葛城市新村６４－１,葛城市新村６４－１,葛城市新村６４－１,,0745-63-2431,精穀・製粉業,全農パールライス株式会社,,,千代田区神田三崎町    ３－１－１６,,03-3222-2152,R03.08.02,,322,奈良支店    製造課,0745,0745-63-2431,,,,葛城市新村６４－１,奈良県葛城市新村６４－１,,173691,29,29211,新村,2021/08/02,,,,,全農パールライス株式会社,,03-3222-2152,千代田区神田三崎町    ３－１－１６,東京都千代田区神田三崎町３－１－１６,,72935,東京都,千代田区,神田三崎町３,,,精穀・製粉業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,96,961,奈良支店製造課0745-63-243117369129211,bf5ea13e-763b-4d12-baa5-d39c423087a6,全農パールライス株式会社72935,b37631b6-d482-4a3d-9426-57ec3c1f9a9f,a6a419fd-cc5e-4c41-acf1-4a39f4249e24,2021/08/02,奈良支店　製造課,奈良支店製造課,全農パールライス株式会社
8852,ファミリーマート近鉄橿原神宮駅前店,橿原市久米町    ６１８近鉄橿原神宮前駅構内,,橿原市久米町,,６１８近鉄橿原神宮前駅構内,橿原市久米町６１８,橿原市久米町６１８,橿原市久米町６１８,近鉄橿原神宮前駅構内,,コンビニエンスストア,株式会社近鉄リテーリング,,,大阪市天王寺区上本町    ６－５－１３,,06-6772-7562,R03.08.04,,322,ファミリーマート近鉄橿原神宮駅前店,0744,,,,,橿原市久米町６１８,奈良県橿原市久米町６１８,近鉄橿原神宮前駅構内,173049,29,29205,久米町,2021/08/04,,,,,株式会社近鉄リテーリング,,06-6772-7562,大阪市天王寺区上本町    ６－５－１３,大阪府大阪市天王寺区上本町６－５－１３,,154545,大阪府,大阪市天王寺区,上本町６,,,コンビニエンスストア,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,589,5891,ファミリマト近鉄橿原神宮駅前店17304929205,55b09331-73f6-4cdc-b352-9a97ae2b8af7,株式会社近鉄リテーリング154545,2fdd7b76-930d-47a3-ae66-e39034a9e21a,9a16d680-f9b8-4c37-82a8-f2bafa0b39cc,2021/08/04,ファミリーマート近鉄橿原神宮駅前店,ファミリマト近鉄橿原神宮駅前店,株式会社近鉄リテーリング
8853,ファミリーマート近鉄桜井駅前店,桜井市桜井    １９０－２,,桜井市桜井,,１９０－２,桜井市桜井１９０－２,桜井市桜井１９０－２,桜井市桜井１９０－２,,,コンビニエンスストア,株式会社近鉄リテーリング,,,大阪市天王寺区上本町    ６－５－１３,,06-6772-7562,R03.08.04,,322,ファミリーマート近鉄桜井駅前店,0744,,,,,桜井市桜井１９０－２,奈良県桜井市桜井１９０－２,,173168,29,29206,桜井,2021/08/04,,,,,株式会社近鉄リテーリング,,06-6772-7562,大阪市天王寺区上本町    ６－５－１３,大阪府大阪市天王寺区上本町６－５－１３,,154545,大阪府,大阪市天王寺区,上本町６,,,コンビニエンスストア,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,589,5891,ファミリマト近鉄桜井駅前店17316829206,a79888bd-8e93-48f1-bc74-2119b71c2aae,株式会社近鉄リテーリング154545,2fdd7b76-930d-47a3-ae66-e39034a9e21a,9793c7c8-de29-4969-89dc-cb863cb90bae,2021/08/04,ファミリーマート近鉄桜井駅前店,ファミリマト近鉄桜井駅前店,株式会社近鉄リテーリング
8866,旭製粉株式会社,桜井市上之宮    ６７－２,,桜井市上之宮,,６７－２,桜井市上之宮６７－２,桜井市上之宮６７－２,桜井市上之宮６７－２,,0744-42-2971,精穀・製粉業,旭製粉株式会社,,,桜井市上之宮    ６７－２,,0744-42-2971,R03.08.04,,322,旭製粉株式会社,0744,0744-42-2971,,,,桜井市上之宮６７－２,奈良県桜井市上ノ宮６７－２,,173141,29,29206,上ノ宮,2021/08/04,,,,,旭製粉株式会社,,0744-42-2971,桜井市上之宮    ６７－２,奈良県桜井市上ノ宮６７－２,,173141,奈良県,桜井市,上ノ宮,,,精穀・製粉業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,96,961,旭製粉株式会社0744-42-297117314129206,8bfeae4b-105b-46b3-85db-0f4370f61cc3,旭製粉株式会社173141,02521f0d-bec2-4fa5-9308-0a2cbf7e5b76,e815a88c-12d3-4a9a-898b-70dc832f4d3c,2021/08/04,旭製粉株式会社,旭製粉株式会社,旭製粉株式会社
8867,ファンケル    イオンモール橿原店,橿原市曲川町    ７－２０－１イオンモール橿原2F,,橿原市曲川町 ７－２０－１,,,橿原市曲川町 ７－２０－１,橿原市曲川町７－２０－１,橿原市曲川町７－２０－１,イオンモール橿原２F,0744-24-3028,その他の食料・飲料販売業,株式会社ファンケル,,,横浜市中区山下町    ８９－１,,045-226-1418,R03.08.05,,322,ファンケル    イオンモール橿原店,0744,0744-24-3028,,,,橿原市曲川町７－２０－１,奈良県橿原市曲川町７－２０－１,イオンモール橿原２F,173102,29,29205,曲川町７,2021/08/05,,,,,株式会社ファンケル,,045-226-1418,横浜市中区山下町    ８９－１,神奈川県横浜市中区山下町８９－１,,78746,神奈川県,横浜市中区,山下町,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ファンケルイオンモル橿原店0744-24-302817310229205,1100e28f-2c9b-4b8f-8603-323d24d314e5,株式会社ファンケル78746,374b27fa-278c-44c7-9e19-650217e5faaa,c11b7070-a8eb-4d9a-aa1c-c13760870a78,2021/08/05,ファンケル　イオンモール橿原店,ファンケルイオンモル橿原店,株式会社ファンケル
8868,吉野ストア    高取店,高市郡高取町観覚寺    ７３６－１,,高市郡高取町観覚寺,,７３６－１,高市郡高取町観覚寺７３６－１,高市郡高取町観覚寺７３６－１,高市郡高取町観覚寺７３６－１,,0744-52-4711,百貨店、総合スーパー,吉野ストア株式会社,,,吉野郡大淀町下渕３６０,,0747-53-0688,R03.08.05,,322,吉野ストア    高取店,0744,0744-52-4711,,,,高市郡高取町観覚寺７３６－１,奈良県高市郡高取町観覚寺７３６－１,,174229,29,29401,観覚寺,2021/08/05,,,,,吉野ストア株式会社,,0747-53-0688,吉野郡大淀町下渕３６０,奈良県吉野郡大淀町下渕３６０,,174426,奈良県,吉野郡大淀町,下渕,,,百貨店、総合スーパー,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,56,561,5611,吉野ストア高取店0744-52-471117422929401,98aab10c-cef7-480d-9343-01fe0eaf0b6f,吉野ストア株式会社174426,cad59cb8-a62b-4867-9e4b-d98ea38a7588,83e6ea21-3f5f-4a09-afd1-fc87f98a911f,2021/08/05,吉野ストア　高取店,吉野ストア高取店,吉野ストア株式会社
8869,株式会社    半田商店,大和高田市出    ６６－３,,大和高田市出,,６６－３,大和高田市出６６－３,大和高田市出６６－３,大和高田市出６６－３,,0745-53-0804,魚介類販売業（包装済みの魚介類のみの販売）,株式会社半田商店,,,大和高田市出    ６６－３,,0745-53-0804,R03.08.17,,322,株式会社    半田商店,0745,0745-53-0804,,,,大和高田市出６６－３,奈良県大和高田市出６６－３,,172748,29,29202,出,2021/08/17,,,,,株式会社半田商店,,0745-53-0804,大和高田市出    ６６－３,奈良県大和高田市出６６－３,,172748,奈良県,大和高田市,出,,,魚介類販売業,包装済みの魚介類のみの販売,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,,,株式会社半田商店0745-53-080417274829202,67494798-a645-4c1b-b414-14005db782d8,株式会社半田商店172748,7180b96b-5364-4689-ba49-580ff56057b5,0a4dc6f1-a385-4162-95c5-3d51abb998fa,2021/08/17,株式会社　半田商店,株式会社半田商店,株式会社半田商店
8871,株式会社ニシカワプラスチック,橿原市新堂町    １９４－２,,橿原市新堂町,,１９４－２,橿原市新堂町１９４－２,橿原市新堂町１９４－２,橿原市新堂町１９４－２,,0744-22-1094,器具、容器包装の製造・加工業（合成樹脂が使用された器具又は容器包装の製造、加工に限る。）,株式会社ニシカワプラスチック,,,橿原市新堂町    １９４－２,,0744-22-5263,R03.08.18,,322,株式会社ニシカワプラスチック,0744,0744-22-1094,,,,橿原市新堂町１９４－２,奈良県橿原市新堂町１９４－２,,173059,29,29205,新堂町,2021/08/18,,,,,株式会社ニシカワプラスチック,,0744-22-5263,橿原市新堂町    １９４－２,奈良県橿原市新堂町１９４－２,,173059,奈良県,橿原市,新堂町,,,器具・容器・おもちゃ製造業,合成樹脂が使用された器具又は容器包装の製造、加工に限る。,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,18,,,株式会社ニシカワプラスチック0744-22-109417305929205,9cf21efa-64de-4896-a855-5656b6838627,株式会社ニシカワプラスチック173059,68edefc9-51b2-4557-9695-bdead065ceb2,743ecaab-ee3a-45d2-844f-a09f18dc8859,2021/08/18,株式会社ニシカワプラスチック,株式会社ニシカワプラスチック,株式会社ニシカワプラスチック
8872,モスバーガー八木新賀店,橿原市新賀町    １４１－２,,橿原市新賀町,,１４１－２,橿原市新賀町１４１－２,橿原市新賀町１４１－２,橿原市新賀町１４１－２,,0744-24-6176,その他の食料・飲料販売業,有限会社トライ,,,橿原市新賀町    １４１－２,,0744-24-6176,R03.08.18,,322,モスバーガー八木新賀店,0744,0744-24-6176,,,,橿原市新賀町１４１－２,奈良県橿原市新賀町１４１－２,,173058,29,29205,新賀町,2021/08/18,,,,,有限会社トライ,,0744-24-6176,橿原市新賀町    １４１－２,奈良県橿原市新賀町１４１－２,,173058,奈良県,橿原市,新賀町,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,モスバガ八木新賀店0744-24-617617305829205,858f163d-0da0-42f1-bab3-a8329d1419da,有限会社トライ173058,9b53cbe6-ce85-447e-bcd8-1cc56c9d572b,98f3777a-c499-4b92-a9e2-b8e7ca7a4760,2021/08/18,モスバーガー八木新賀店,モスバガ八木新賀店,有限会社トライ
8873,餃子の王将    橿原神宮店,橿原市城殿町    ２５１－７,,橿原市城殿町,,２５１－７,橿原市城殿町２５１－７,橿原市城殿町２５１－７,橿原市城殿町２５１－７,,0744-22-5909,その他の食料・飲料販売業,株式会社王将フードサービス,,,京都市山科区西野山射庭ノ上町    ２９４－１,,075-592-1411,R03.08.18,,322,餃子の王将    橿原神宮店,0744,0744-22-5909,,,,橿原市城殿町２５１－７,奈良県橿原市城殿町２５１－７,,173045,29,29205,城殿町,2021/08/18,,,,,株式会社王将フードサービス,,075-592-1411,京都市山科区西野山射庭ノ上町    ２９４－１,京都府京都市山科区西野山射庭ノ上町２９４－１,,148066,京都府,京都市山科区,西野山射庭ノ上町,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,餃子の王将橿原神宮店0744-22-590917304529205,c2381de3-5b00-4282-9443-19e8db79f87d,株式会社王将フードサービス148066,107dc9a8-a86b-475a-a058-10f8b2b272b4,d6bcbc09-80e5-490c-9a3c-226a12cf2d9a,2021/08/18,餃子の王将　橿原神宮店,餃子の王将橿原神宮店,株式会社王将フードサービス
8876,スターバックスコーヒー橿原中和幹線店,橿原市葛本町    ７８９－１,,橿原市葛本町,,７８９－１,橿原市葛本町７８９－１,橿原市葛本町７８９－１,橿原市葛本町７８９－１,,0744-20-0521,その他の食料・飲料販売業,スターバックスコーヒージャパン株式会社,,,品川区上大崎    ２－２５－２,,03-5745-5886,R03.08.19,,322,スターバックスコーヒー橿原中和幹線店,0744,0744-20-0521,,,,橿原市葛本町７８９－１,奈良県橿原市葛本町７８９－１,,173048,29,29205,葛本町,2021/08/19,,,,,スターバックスコーヒージャパン株式会社,,03-5745-5886,品川区上大崎    ２－２５－２,東京都品川区上大崎２－２５－２,,73782,東京都,品川区,上大崎２,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,スタバックスコヒ橿原中和幹線店0744-20-052117304829205,ed34b26b-a994-4f88-a643-efc187287649,スターバックスコーヒージャパン株式会社73782,1a0aab2e-e859-49c0-8d9d-9dca1dab9699,44b01e87-20fa-47f4-a029-46d47b83f7ed,2021/08/19,スターバックスコーヒー橿原中和幹線店,スタバックスコヒ橿原中和幹線店,スターバックスコーヒージャパン株式会社
8877,生鮮＆業務スーパーボトルワールドOK橿原神宮前店,橿原市四分町    ３－１,,橿原市四分町,,３－１,橿原市四分町３－１,橿原市四分町３－１,橿原市四分町３－１,,0744-20-1622,百貨店、総合スーパー,株式会社ボトルワールドＯＫ,,,吉野郡吉野町新子    ３１７,,0742-50-6070,R03.08.23,,322,生鮮＆業務スーパーボトルワールドOK橿原神宮前店,0744,0744-20-1622,,,,橿原市四分町３－１,奈良県橿原市四分町３－１,,173055,29,29205,四分町,2021/08/23,,,,,株式会社ボトルワールドＯＫ,,0742-50-6070,吉野郡吉野町新子    ３１７,奈良県吉野郡吉野町新子３１７,,174631,奈良県,吉野郡吉野町,新子,,,百貨店、総合スーパー,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,56,561,5611,生鮮業務スパボトルワルドＯＫ橿原神宮前店0744-20-162217305529205,bd538dce-bd30-4f3a-ad7d-f4b0d4501eb4,株式会社ボトルワールドＯＫ174631,7e95e3e0-905e-4180-b62c-0259ed304301,2dedb68f-38a8-46c8-a363-15d5ecd26fdf,2021/08/23,生鮮＆業務スーパーボトルワールドＯＫ橿原神宮前店,生鮮業務スパボトルワルドＯＫ橿原神宮前店,株式会社ボトルワールドＯＫ
8879,生鮮＆業務スーパーボトルワールドＯＫ葛本店,橿原市葛本町    ７４５－１,,橿原市葛本町,,７４５－１,橿原市葛本町７４５－１,橿原市葛本町７４５－１,橿原市葛本町７４５－１,,0744-20-2100,百貨店、総合スーパー,株式会社    ボトルワールドＯＫ,,,吉野郡吉野町新子    ３１７,,0742-50-6070,R03.08.23,,322,生鮮＆業務スーパーボトルワールドＯＫ葛本店,0744,0744-20-2100,,,,橿原市葛本町７４５－１,奈良県橿原市葛本町７４５－１,,173048,29,29205,葛本町,2021/08/23,,,,,株式会社    ボトルワールドＯＫ,,0742-50-6070,吉野郡吉野町新子    ３１７,奈良県吉野郡吉野町新子３１７,,174631,奈良県,吉野郡吉野町,新子,,,百貨店、総合スーパー,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,56,561,5611,生鮮業務スパボトルワルドＯＫ葛本店0744-20-210017304829205,849114b9-3958-4432-8977-686e76cfb6ed,株式会社　ボトルワールドＯＫ174631,7e95e3e0-905e-4180-b62c-0259ed304301,427c7c8a-87bb-4e7a-9926-3e21b3ef96f2,2021/08/23,生鮮＆業務スーパーボトルワールドＯＫ葛本店,生鮮業務スパボトルワルドＯＫ葛本店,株式会社　ボトルワールドＯＫ
8880,シャディサラダ館葛本店,橿原市葛本町    ２８９－２,,橿原市葛本町,,２８９－２,橿原市葛本町２８９－２,橿原市葛本町２８９－２,橿原市葛本町２８９－２,,0744-29-3000,その他の食料・飲料販売業,株式会社ヨネダ,,,橿原市葛本町    ２８９－２,,0744-29-3000,R03.08.20,,322,シャディサラダ館葛本店,0744,0744-29-3000,,,,橿原市葛本町２８９－２,奈良県橿原市葛本町２８９－２,,173048,29,29205,葛本町,2021/08/20,,,,,株式会社ヨネダ,,0744-29-3000,橿原市葛本町    ２８９－２,奈良県橿原市葛本町２８９－２,,173048,奈良県,橿原市,葛本町,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,シャディサラダ館葛本店0744-29-300017304829205,7dc4f199-0e0d-4c66-b880-6092e135a628,株式会社ヨネダ173048,ec204c29-03bd-4450-8a7b-80d9a2b1fff5,ca725338-10fc-42a1-83ed-5172d9a761ad,2021/08/20,シャディサラダ館葛本店,シャディサラダ館葛本店,株式会社ヨネダ
8881,ｓｍｏｋｅ    ｋ    ｆａｃｔｏｒｙ,宇陀市榛原栗谷    ５８９,,宇陀市榛原栗谷,,５８９,宇陀市榛原栗谷５８９,宇陀市榛原栗谷５８９,宇陀市榛原栗谷５８９,,,その他の食料品製造・加工業,,,,,,,R03.08.25,,322,ｓｍｏｋｅ    ｋ    ｆａｃｔｏｒｙ,0745,,,,,宇陀市榛原栗谷５８９,奈良県宇陀市榛原栗谷５８９,,173808,29,29212,榛原栗谷,2021/08/25,,,,,,,,,,,,,,,,,その他の食料品製造・加工業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ｓｍｏｋｅｋｆａｃｔｏｒｙ17380829212,1dba4b35-9b42-42cd-927d-04f7656a6828,,personal,c6471652-ed90-4e58-b44d-cdea95e82e10,2021/08/25,ｓｍｏｋｅ　ｋ　ｆａｃｔｏｒｙ,ｓｍｏｋｅｋｆａｃｔｏｒｙ,
8882,ｍａｐａｃ,磯城郡田原本町阪手    ８４４－７,,磯城郡田原本町阪手,,８４４－７,磯城郡田原本町阪手８４４－７,磯城郡田原本町阪手８４４－７,磯城郡田原本町阪手８４４－７,,0744-33-3919,その他の食料品製造・加工業,,,,,,,R03.08.25,,322,ｍａｐａｃ,0744,0744-33-3919,,,,磯城郡田原本町阪手８４４－７,奈良県磯城郡田原本町阪手８４４－７,,174163,29,29363,阪手,2021/08/25,,,,,,,,,,,,,,,,,その他の食料品製造・加工業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,ｍａｐａｃ0744-33-391917416329363,863a3b41-07ca-4f46-ab89-31dd416e22f1,,personal,66c54be0-ba3c-4102-82a4-9a22bce48a8d,2021/08/25,ｍａｐａｃ,ｍａｐａｃ,
8885,スターバックスコーヒーイオンモール橿原店,橿原市曲川町    ７－２０－１－１０２,,橿原市曲川町,,７－２０－１－１０２,橿原市曲川町７－２０－１－１０２,橿原市曲川町７－２０－１－１０２,橿原市曲川町７－２０－１,１０２,0744-21-8091,その他の食料・飲料販売業,スターバックスコーヒージャパン株式会社,,,品川区上大崎二丁目２５番２号,,03-5745-5886,R03.08.24,,322,スターバックスコーヒーイオンモール橿原店,0744,0744-21-8091,,,,橿原市曲川町７－２０－１,奈良県橿原市曲川町７－２０－１,１０２,173102,29,29205,曲川町７,2021/08/24,,,,,スターバックスコーヒージャパン株式会社,,03-5745-5886,品川区上大崎二丁目２５番２号,東京都品川区上大崎２丁目２５番２号,,73782,東京都,品川区,上大崎２,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,スタバックスコヒイオンモル橿原店0744-21-809117310229205,904531d5-e461-4c02-a01c-f122b3eaf2a6,スターバックスコーヒージャパン株式会社73782,1a0aab2e-e859-49c0-8d9d-9dca1dab9699,aa74345a-2084-4f53-a81f-4490cf6a0cdd,2021/08/24,スターバックスコーヒーイオンモール橿原店,スタバックスコヒイオンモル橿原店,スターバックスコーヒージャパン株式会社
8887,雲水堂,磯城郡田原本町    １８２－５,,磯城郡田原本町,,１８２－５,磯城郡田原本町１８２－５,磯城郡田原本町１８２－５,磯城郡田原本町１８２－５,,,その他の食料・飲料販売業,有限会社雲水堂,,,磯城郡田原本町    ４３４,,0744-33-2103,R03.08.27,,322,雲水堂,0744,,,,,磯城郡田原本町１８２－５,奈良県磯城郡田原本町１８２－５,,174121,29,29363,,2021/08/27,,,,,有限会社雲水堂,,0744-33-2103,磯城郡田原本町    ４３４,奈良県磯城郡田原本町４３４,,174121,奈良県,磯城郡田原本町,,,,その他の食料品製造・加工業,(包装),,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,99,,雲水堂17412129363,0c304484-ef85-4205-af40-9b3f61e02956,有限会社雲水堂174121,1cc20182-3d8a-4d3e-ae84-58206fb7a3b4,8cdae92b-15ac-4783-9dba-c129ef338dc6,2021/08/27,雲水堂,雲水堂,有限会社雲水堂
8888,一如庵,宇陀市榛原自明    １３５８,,宇陀市榛原自明,,１３５８,宇陀市榛原自明１３５８,宇陀市榛原自明１３５８,宇陀市榛原自明１３５８,,0745-82-0053,精穀・製粉業,,,,,,,R03.08.31,,322,一如庵,0745,0745-82-0053,,,,宇陀市榛原自明１３５８,奈良県宇陀市榛原自明１３５８,,173814,29,29212,榛原自明,2021/08/31,,,,,,,,,,,,,,,,,精穀・製粉業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,E,9,96,961,一如庵0745-82-005317381429212,8d0de78e-a28f-4b7f-992f-19fa09a8e408,,personal,c9fe9398-c43e-4848-8b9c-7637cd4a512b,2021/08/31,一如庵,一如庵,
8889,隠宿御杖ｓａｃｈｉ庵,宇陀郡御杖村神末    ５７６１－６３７,,宇陀郡御杖村神末,,５７６１－６３７,宇陀郡御杖村神末５７６１－６３７,宇陀郡御杖村神末５７６１－６３７,宇陀郡御杖村神末５７６１－６３７,,,食肉販売業（包装済みの食肉のみの販売）,,,,,,,R03.08.30,,322,隠宿御杖ｓａｃｈｉ庵,0745,,,,,宇陀郡御杖村神末５７６１－６３７,奈良県宇陀郡御杖村神末５７６１－６３７,,174185,29,29386,神末,2021/08/30,,,,,,,,,,,,,,,,,食肉販売業,包装済みの食肉のみの販売,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,583,,隠宿御杖ｓａｃｈｉ庵17418529386,4a957ee5-640b-4d5e-ad99-b82ab1c50e7d,,personal,ce66fb37-40d0-4126-910a-622e149f2693,2021/08/30,隠宿御杖ｓａｃｈｉ庵,隠宿御杖ｓａｃｈｉ庵,
8890,株式会社    カネクメ本店,磯城郡田原本町阪手    ６８２,,磯城郡田原本町阪手,,６８２,磯城郡田原本町阪手６８２,磯城郡田原本町阪手６８２,磯城郡田原本町阪手６８２,,0744-32-2251,野菜果物販売業,株式会社カネクメ本店,,,磯城郡田原本町阪手    ６８２,,0744-32-2251,R03.08.31,,322,株式会社    カネクメ本店,0744,0744-32-2251,,,,磯城郡田原本町阪手６８２,奈良県磯城郡田原本町阪手６８２,,174163,29,29363,阪手,2021/08/31,,,,,株式会社カネクメ本店,,0744-32-2251,磯城郡田原本町阪手    ６８２,奈良県磯城郡田原本町阪手６８２,,174163,奈良県,磯城郡田原本町,阪手,,,野菜果物販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,582,,株式会社カネクメ本店0744-32-225117416329363,74a3f845-7bf4-4ed0-99eb-2754a59d5539,株式会社カネクメ本店174163,1584cec8-9fef-44cb-8abe-a1e250970366,bc23e9ff-704b-4a56-b14c-b0e5e12f22e6,2021/08/31,株式会社　カネクメ本店,株式会社カネクメ本店,株式会社カネクメ本店
8902,果物市場    旬楽,磯城郡田原本町黒田    ４４９－１,,磯城郡田原本町黒田,,４４９－１,磯城郡田原本町黒田４４９－１,磯城郡田原本町黒田４４９－１,磯城郡田原本町黒田４４９－１,,,野菜果物販売業,,,,,,,R03.09.07,,322,果物市場    旬楽,0744,,,,,磯城郡田原本町黒田４４９－１,奈良県磯城郡田原本町黒田４４９－１,,174133,29,29363,黒田,2021/09/07,,,,,,,,,,,,,,,,,野菜果物販売業,,,,321-324_奈良県_奈良県一括_食品衛生(届出)_2021年09月まで全件_末日,I,58,582,,果物市場旬楽17413329363,673ef675-338c-43cd-b362-75158e797093,,personal,13262803-c208-4e6f-9dfd-7250c4a79f0a,2021/09/07,果物市場　旬楽,果物市場旬楽,
