https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
その他,業種,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
届出,集団給食施設,国民健康保険上川医療センター,上川郡上川町花園町１７５番地,上川郡上川町花園町１７５番地,,,国民健康保険上川医療センター,平野嘉信,上川郡上川町花園町１７５番地,上川郡上川町花園町１７５番地,,01658-2-1231,2021.12.13,,,,30,国民健康保険上川医療センター,01658,,,,,上川郡上川町花園町１７５番地,北海道上川郡上川町花園町１７５番地,,19012,1,1457,花園町,,2021/12/13,,,,国民健康保険上川医療センター,平野嘉信,01658-2-1231,上川郡上川町花園町１７５番地,北海道上川郡上川町花園町１７５番地,,19012,北海道,上川郡上川町,花園町,,,給食施設,,届出,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,国民健康保険上川医療センタ190121457,74711241-6b63-4871-88b6-0a568d038074,19012,a8caf84b-c619-4b26-8f1d-7743f80ea6cd,14173494-c750-42e9-8083-e56aea5eb24c,2021/12/01,国民健康保険上川医療センター,国民健康保険上川医療センタ,
許可,飲食店営業,居酒屋りしり,上川郡東川町東町１丁目６－１４,上川郡東川町東町１丁目６－１４,,,中竹昭実,,,,,,2021.12.8,2021.12.8,上保生第35-118号,,30,居酒屋りしり,0166,,,,,上川郡東川町東町１丁目６－１４,北海道上川郡東川町東町１丁目６－１４,,19429,1,1458,東町１,,2021/12/08,2021/12/08,,,,中竹昭実 ,,,,,,,,,上保生第35-118号,,飲食店営業,,許可,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,居酒屋りしり194291458,53182f67-742b-4dc2-b7e4-47d60d92fbb3,,personal,29b6e0cc-27a5-4052-83e3-476dd9c58dde,2021/12/08,居酒屋りしり,居酒屋りしり,
許可,飲食店営業,一休さん,上川郡東川町西町２丁目１番１８号,上川郡東川町西町２丁目１番１８号,,,佐々木明子,,,,,,2021.12.8,2021.12.8,上保生第35-119号,,30,一休さん,0166,,,,,上川郡東川町西町２丁目１番１８号,北海道上川郡東川町西町２丁目１番１８号,,19427,1,1458,西町２,,2021/12/08,2021/12/08,,,,佐々木明子 ,,,,,,,,,上保生第35-119号,,飲食店営業,,許可,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,一休さん194271458,66f986b7-6331-4407-8234-ce6a288d1d8c,,personal,2fb6a2fb-8a60-46f1-8057-dfe3b2506fdb,2021/12/08,一休さん,一休さん,
許可,飲食店営業,湯元湧駒荘,上川郡東川町勇駒別,上川郡東川町勇駒別,,0166-97-2101,(株)湧駒荘,竹内崇,上川郡東川町勇駒別,上川郡東川町勇駒別,,0166-97-2101,2021.12.8,2021.12.8,上保生第35-120号,,30,湯元湧駒荘,0166,0166-97-2101,,,,上川郡東川町勇駒別,北海道上川郡東川町勇駒別,,19412,1,1458,勇駒別,,2021/12/08,2021/12/08,,,(株)湧駒荘,竹内崇,0166-97-2101,上川郡東川町勇駒別,北海道上川郡東川町勇駒別,,19412,北海道,上川郡東川町,勇駒別,上保生第35-120号,,飲食店営業,,許可,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,湯元湧駒荘0166-97-2101194121458,c2fa920c-ae2a-4c85-b371-dd23221784f0,株式会社湧駒荘19412,51fcddb6-bf53-4213-acac-73aca8b980cb,d812dfec-4f87-4596-9a61-79351807092b,2021/12/08,湯元湧駒荘,湯元湧駒荘,株式会社湧駒荘
許可,飲食店営業,湯元湧駒荘,上川郡東川町勇駒別,上川郡東川町勇駒別,,0166-97-2101,(株)湧駒荘,竹内崇,上川郡東川町勇駒別,上川郡東川町勇駒別,,0166-97-2101,2021.12.8,2021.12.8,上保生第35-120号,,30,湯元湧駒荘,0166,0166-97-2101,,,,上川郡東川町勇駒別,北海道上川郡東川町勇駒別,,19412,1,1458,勇駒別,,2021/12/08,2021/12/08,,,(株)湧駒荘,竹内崇,0166-97-2101,上川郡東川町勇駒別,北海道上川郡東川町勇駒別,,19412,北海道,上川郡東川町,勇駒別,上保生第35-120号,,飲食店営業,,許可,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,湯元湧駒荘0166-97-2101194121458,c2fa920c-ae2a-4c85-b371-dd23221784f0,株式会社湧駒荘19412,51fcddb6-bf53-4213-acac-73aca8b980cb,b4b3226b-ad68-40e9-b9e7-beed0e5ca508,2021/12/08,湯元湧駒荘,湯元湧駒荘,株式会社湧駒荘
許可,飲食店営業,湯元湧駒荘,上川郡東川町勇駒別,上川郡東川町勇駒別,,0166-97-2101,(株)湧駒荘,竹内崇,上川郡東川町勇駒別,上川郡東川町勇駒別,,0166-97-2101,2021.12.8,2021.12.8,上保生第35-120号,,30,湯元湧駒荘,0166,0166-97-2101,,,,上川郡東川町勇駒別,北海道上川郡東川町勇駒別,,19412,1,1458,勇駒別,,2021/12/08,2021/12/08,,,(株)湧駒荘,竹内崇,0166-97-2101,上川郡東川町勇駒別,北海道上川郡東川町勇駒別,,19412,北海道,上川郡東川町,勇駒別,上保生第35-120号,,飲食店営業,,許可,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,湯元湧駒荘0166-97-2101194121458,c2fa920c-ae2a-4c85-b371-dd23221784f0,株式会社湧駒荘19412,51fcddb6-bf53-4213-acac-73aca8b980cb,4882dd66-f2bb-49c1-a641-e16381ad67af,2021/12/08,湯元湧駒荘,湯元湧駒荘,株式会社湧駒荘
許可,豆腐製造業,宮崎商店,上川郡東川町東町１丁目１－１８,上川郡東川町東町１丁目１－１８,,,宮﨑伸二,,,,,,2021.12.8,2021.12.8,上保生第35-121号,,30,宮崎商店,0166,,,,,上川郡東川町東町１丁目１－１８,北海道上川郡東川町東町１丁目１－１８,,19429,1,1458,東町１,,2021/12/08,2021/12/08,,,,宮﨑伸二 ,,,,,,,,,上保生第35-121号,,豆腐製造業,,許可,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,宮崎商店194291458,8a148a6a-e26a-4bbc-9078-614ad1d863a0,,personal,64cb8147-9dbd-4736-a44a-99c2cd716d57,2021/12/08,宮崎商店,宮崎商店,
許可,飲食店営業,大雪山白樺荘,上川郡東川町勇駒別,上川郡東川町勇駒別,,0166-97-2246,第一観光(株),神林知宏,上川郡東川町勇駒別,上川郡東川町勇駒別,,011-373-4260,2021.12.8,2021.12.8,上保生第35-122号,,30,大雪山白樺荘,0166,0166-97-2246,,,,上川郡東川町勇駒別,北海道上川郡東川町勇駒別,,19412,1,1458,勇駒別,,2021/12/08,2021/12/08,,,第一観光(株),神林知宏,011-373-4260,上川郡東川町勇駒別,北海道上川郡東川町勇駒別,,19412,北海道,上川郡東川町,勇駒別,上保生第35-122号,,飲食店営業,,許可,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,大雪山白樺荘0166-97-2246194121458,12ff6bbc-d196-43dc-88f9-a4b38bafb71b,第一観光株式会社19412,38b484f9-484b-4479-a171-cbc2df6fd4b4,0bfc6c14-938e-4882-84cc-2d1172083230,2021/12/08,大雪山白樺荘,大雪山白樺荘,第一観光株式会社
許可,飲食店営業,スーパーふじ東川店,上川郡東川町西町３丁目４－１,上川郡東川町西町３丁目４－１,,0166-82-7611,(株)道北アークス,六車亮,旭川市流通団地１条１丁目３３番地の１,旭川市流通団地１条１丁目３３番地の１,,0166-47-2818,2021.12.8,2021.12.8,上保生第35-123号,,30,スーパーふじ東川店,0166,0166-82-7611,,,,上川郡東川町西町３丁目４－１,北海道上川郡東川町西町３丁目４－１,,19428,1,1458,西町３,,2021/12/08,2021/12/08,,,(株)道北アークス,六車亮,0166-47-2818,旭川市流通団地１条１丁目３３番地の１,北海道旭川市流通団地一条１丁目３３番地ノ１,,8294,北海道,旭川市,流通団地一条１,上保生第35-123号,,飲食店営業,,許可,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,スパふじ東川店0166-82-7611194281458,69c92098-8fc1-4b13-b229-25a44aeabe57,株式会社道北アークス8294,86ca9057-dfdf-433f-9dfb-5a7ad9a30c74,698ea824-4837-451b-b023-cdafaea3fdf5,2021/12/08,スーパーふじ東川店,スパふじ東川店,株式会社道北アークス
許可,魚介類販売業,スーパーふじ東川店,上川郡東川町西町３丁目４－１,上川郡東川町西町３丁目４－１,,0166-82-7611,(株)道北アークス,六車亮,旭川市流通団地１条１丁目３３番地の１,旭川市流通団地１条１丁目３３番地の１,,0166-47-2818,2021.12.8,2021.12.8,上保生第35-124号,,30,スーパーふじ東川店,0166,0166-82-7611,,,,上川郡東川町西町３丁目４－１,北海道上川郡東川町西町３丁目４－１,,19428,1,1458,西町３,,2021/12/08,2021/12/08,,,(株)道北アークス,六車亮,0166-47-2818,旭川市流通団地１条１丁目３３番地の１,北海道旭川市流通団地一条１丁目３３番地ノ１,,8294,北海道,旭川市,流通団地一条１,上保生第35-124号,,魚介類販売業,,許可,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,I,58,,,スパふじ東川店0166-82-7611194281458,69c92098-8fc1-4b13-b229-25a44aeabe57,株式会社道北アークス8294,86ca9057-dfdf-433f-9dfb-5a7ad9a30c74,06858fff-59d5-4256-846d-7dd37189d10a,2021/12/08,スーパーふじ東川店,スパふじ東川店,株式会社道北アークス
許可,食肉販売業,スーパーふじ東川店,上川郡東川町西町３丁目４－１,上川郡東川町西町３丁目４－１,,0166-82-7611,(株)道北アークス,六車亮,旭川市流通団地１条１丁目３３番地の１,旭川市流通団地１条１丁目３３番地の１,,0166-47-2818,2021.12.8,2021.12.8,上保生第35-123号,,30,スーパーふじ東川店,0166,0166-82-7611,,,,上川郡東川町西町３丁目４－１,北海道上川郡東川町西町３丁目４－１,,19428,1,1458,西町３,,2021/12/08,2021/12/08,,,(株)道北アークス,六車亮,0166-47-2818,旭川市流通団地１条１丁目３３番地の１,北海道旭川市流通団地一条１丁目３３番地ノ１,,8294,北海道,旭川市,流通団地一条１,上保生第35-123号,,食肉販売業,,許可,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,I,58,583,,スパふじ東川店0166-82-7611194281458,69c92098-8fc1-4b13-b229-25a44aeabe57,株式会社道北アークス8294,86ca9057-dfdf-433f-9dfb-5a7ad9a30c74,f6f410ba-4aae-46d7-b8fb-4f367b09643c,2021/12/08,スーパーふじ東川店,スパふじ東川店,株式会社道北アークス
許可,調理自販,カネ〆花輪食品,上川郡美瑛町栄町１丁目６－１８,上川郡美瑛町栄町１丁目６－１８,,0166-92-1842,(有)花輪食品,花輪和雄,上川郡美瑛町栄町１丁目６番１９号,上川郡美瑛町栄町１丁目６番１９号,,0166-92-1842,2021.12.6,2021.12.6,上保生第35-117号,,30,カネ〆花輪食品,0166,0166-92-1842,,,,上川郡美瑛町栄町１丁目６－１８,北海道上川郡美瑛町栄町１丁目６－１８,,19512,1,1459,栄町１,,2021/12/06,2021/12/06,,,(有)花輪食品,花輪和雄,0166-92-1842,上川郡美瑛町栄町１丁目６番１９号,北海道上川郡美瑛町栄町１丁目６番１９号,,19512,北海道,上川郡美瑛町,栄町１,上保生第35-117号,,調理機能を有する自動販売機,,許可,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,I,61,612,,カネ花輪食品0166-92-1842195121459,faa75015-b2b9-400c-bf24-c6be505aa4c9,有限会社花輪食品19512,8bfe0c38-6e85-4dab-b3c2-c148ea4673bb,5de8e51b-3c2b-4f2d-9678-9894a885ec54,2021/12/06,カネ〆花輪食品,カネ花輪食品,有限会社花輪食品
届出,コンビニエンスストア,セブンイレブン愛別町店,,,,,谷越龍生,,,,,,2021.12.4,,,,30,セブンイレブン愛別町店,,,,,,,北海道,,,1,,,,2021/12/04,,,,,谷越龍生 ,,,,,,,,,,,コンビニエンスストア,,届出,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,I,58,589,5891,セブンイレブン愛別町店,15cb16f9-03ab-4fba-beaf-c6a037a35814,,personal,0ea41885-2b33-4c46-81fd-600c0e067676,2021/12/01,セブンイレブン愛別町店,セブンイレブン愛別町店,
届出,集団給食施設,幌加内町学校給食センター,雨竜郡幌加内町字幌加内,雨竜郡幌加内町字幌加内,,0165-35-2432,幌加内町,細川雅弘,雨竜郡幌加内町幌加内4699番地,雨竜郡幌加内町幌加内４６９９番地,,0165-35-2121,2021.12.3,,,,30,幌加内町学校給食センター,0165,0165-35-2432,,,,雨竜郡幌加内町字幌加内,北海道雨竜郡幌加内町字幌加内,,18961,1,1472,幌加内,,2021/12/03,,,,幌加内町,細川雅弘,0165-35-2121,雨竜郡幌加内町幌加内４６９９番地,北海道雨竜郡幌加内町幌加内４６９９番地,,18961,北海道,雨竜郡幌加内町,幌加内,,,給食施設,,届出,,030_北海道_上川保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,幌加内町学校給食センタ0165-35-2432189611472,70a12606-c279-4fc8-af09-a06fac4001e7,18961,990e0e3e-3084-4a5b-beab-08cacfa700f9,70805ea2-78a2-4913-bce2-41a45fd20ac3,2021/12/01,幌加内町学校給食センター,幌加内町学校給食センタ,
