,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57933,飲食店営業,飲食店営業,57933-01-0101,ホルモンきょうちゃん,柴田郡柴田町船岡中央三丁目８－３７,柴田郡柴田町船岡中央３丁目８－３７,,,菅野　恭平,R 4. 6.10,R 4. 6.10,R 4. 6.10,,仙南保健所,ホルモンきょうちゃん,0224,,,,,柴田郡柴田町船岡中央３丁目８－３７,宮城県柴田郡柴田町船岡中央３丁目８－３７,,43717,宮城県,柴田郡柴田町,船岡中央３,,2022/06/10,2022/06/10,2022/06/10,,,,,,,,,,,,57933-01-0101,,飲食店営業, 飲食店営業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ホルモンきょうちゃん,ホルモンきょうちゃん,,,1,,,,,
58064,菓子製造業,菓子製造業,58064-01-1101,ICTソリューションズ株式会社,柴田郡村田町大字村田字反町１６　E-２,柴田郡村田町大字村田字反町１６,E－２,,ICTソリューションズ株式会社,R 4. 6.21,R 4. 6.21,R 4. 6.21,,仙南保健所,ICTソリューションズ株式会社,0224,,,,,柴田郡村田町大字村田字反町１６,宮城県柴田郡村田町村田字反町１６,E－２,43773,宮城県,柴田郡村田町,村田,,2022/06/21,2022/06/21,2022/06/21,,ICTソリューションズ株式会社,,,,,,,,,,58064-01-1101,,菓子製造業, 菓子製造業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,製造業,食料品製造業,,,,,,,,,ＩＣＴソリューションズ株式会社,ＩＣＴソリュションズ株式会社,ＩＣＴソリューションズ株式会社,,2,,,,,
58064,食品の小分け業,食品の小分け業,58064-02-3101,ICTソリューションズ株式会社,柴田郡村田町大字村田字反町１６　E-２,柴田郡村田町大字村田字反町１６,E－２,,ICTソリューションズ株式会社,R 4. 6.21,R 4. 6.21,R 4. 6.21,,仙南保健所,ICTソリューションズ株式会社,0224,,,,,柴田郡村田町大字村田字反町１６,宮城県柴田郡村田町村田字反町１６,E－２,43773,宮城県,柴田郡村田町,村田,,2022/06/21,2022/06/21,2022/06/21,,ICTソリューションズ株式会社,,,,,,,,,,58064-02-3101,,食品の小分け業, 食品の小分け業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,卸売業，小売業,飲食料品小売業,食料・飲料卸売業,その他の食料・飲料卸売業,,,,,,,ＩＣＴソリューションズ株式会社,ＩＣＴソリュションズ株式会社,ＩＣＴソリューションズ株式会社,,2,,,,,
58076,飲食店営業,飲食店営業,58076-01-0101,山形手打ち十割そば　一,柴田郡川崎町前川字沼ノ平山１－２６　創生の森内,柴田郡川崎町前川字沼ノ平山１－２６,創生の森内,0224-87-8405,後藤　寛二,R 4. 6.21,R 4. 6.21,R 4. 6.21,,仙南保健所,山形手打ち十割そば　一,0224,0224-87-8405,,,,柴田郡川崎町前川字沼ノ平山１－２６,宮城県柴田郡川崎町前川字沼ノ平山１－２６,創生の森内,43690,宮城県,柴田郡川崎町,前川,,2022/06/21,2022/06/21,2022/06/21,,,,,,,,,,,,58076-01-0101,,飲食店営業, 飲食店営業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,山形手打ち十割そば　一,山形手打ち十割そば一,,,1,,,,,
58101,飲食店営業,飲食店営業,58101-01-0101,一軒茶屋,柴田郡川崎町青根温泉８－１０,柴田郡川崎町青根温泉８－１０,,,株式会社 A-one Unity,R 4. 6.24,R 4. 6.24,R 4. 6.24,,仙南保健所,一軒茶屋,0224,,,,,柴田郡川崎町青根温泉８－１０,宮城県柴田郡川崎町青根温泉８－１０,,43693,宮城県,柴田郡川崎町,青根温泉,,2022/06/24,2022/06/24,2022/06/24,,株式会社 A-one Unity,,,,,,,,,,58101-01-0101,,飲食店営業, 飲食店営業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,一軒茶屋,一軒茶屋,株式会社Ａ－ｏｎｅ　Ｕｎｉｔｙ,,1,,,,,
58142,飲食店営業,飲食店営業,58142-01-0101,grill＆Bar gransla.S,柴田郡柴田町船岡中央３丁目８－１,柴田郡柴田町船岡中央３丁目８－１,,,庄司　祐介,R 4. 6.29,R 4. 6.29,R 4. 6.29,,仙南保健所,grill＆Bar gransla.S,0224,,,,,柴田郡柴田町船岡中央３丁目８－１,宮城県柴田郡柴田町船岡中央３丁目８－１,,43717,宮城県,柴田郡柴田町,船岡中央３,,2022/06/29,2022/06/29,2022/06/29,,,,,,,,,,,,58142-01-0101,,飲食店営業, 飲食店営業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ｇｒｉｌｌ＆Ｂａｒ　ｇｒａｎｓｌａ．Ｓ,ｇｒｉｌｌＢａｒｇｒａｎｓｌａＳ,,,1,,,,,
51281,漬物製造業,漬物製造業,51281-02-2901,三波食品株式会社,塩竈市新浜町一丁目４３番１号,塩竈市新浜町１丁目４３番１号,,022-366-2151,三波食品株式会社,R 4. 6. 7,R 4. 6. 7,R 4. 6.11,,塩釜保健所,三波食品株式会社,022,022-366-2151,,,,塩竈市新浜町１丁目４３番１号,宮城県塩釜市新浜町１丁目４３番１号,,38972,宮城県,塩竈市,新浜町１,,2022/06/07,2022/06/07,2022/06/11,,三波食品株式会社,,,,,,,,,,51281-02-2901,,漬物製造業, 漬物製造業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,製造業,食料品製造業,,,,,,,,,三波食品株式会社,三波食品株式会社,三波食品株式会社,,1,,,,,
57727,飲食店営業,簡易,57727-01-0105,Khara,多賀城市桜木1丁目１－５６　アメニティハウス　１１０,多賀城市桜木１丁目１－５６,アメニティハウス １１０,,佐々木　加代,R 4. 6. 3,R 4. 6. 3,R 4. 6. 3,,塩釜保健所,Khara,022,,,,,多賀城市桜木１丁目１－５６,宮城県多賀城市桜木１丁目１－５６,アメニティハウス １１０,39686,宮城県,多賀城市,桜木１,,2022/06/03,2022/06/03,2022/06/03,,,,,,,,,,,,57727-01-0105,,飲食店営業, 簡易,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,Ｋｈａｒａ,Ｋｈａｒａ,,,1,,,,,
57748,飲食店営業,飲食店営業,57748-01-0101,株式会社菓匠三全,宮城郡松島町松島字町内５８,宮城郡松島町松島字町内５８,,022-353-2501,株式会社菓匠三全,R 4. 6. 3,R 4. 6. 3,R 4. 6. 3,,塩釜保健所,株式会社菓匠三全,022,022-353-2501,,,,宮城郡松島町松島字町内５８,宮城県宮城郡松島町松島字町内５８,,43862,宮城県,宮城郡松島町,松島,,2022/06/03,2022/06/03,2022/06/03,,株式会社菓匠三全,,,,,,,,,,57748-01-0101,,飲食店営業, 飲食店営業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,株式会社菓匠三全,株式会社菓匠三全,株式会社菓匠三全,,2,,,,,
57748,菓子製造業,菓子製造業,57748-02-1101,株式会社菓匠三全,宮城郡松島町松島字町内５８,宮城郡松島町松島字町内５８,,022-353-2501,株式会社菓匠三全,R 4. 6. 8,R 4. 6. 8,R 4. 6. 8,,塩釜保健所,株式会社菓匠三全,022,022-353-2501,,,,宮城郡松島町松島字町内５８,宮城県宮城郡松島町松島字町内５８,,43862,宮城県,宮城郡松島町,松島,,2022/06/08,2022/06/08,2022/06/08,,株式会社菓匠三全,,,,,,,,,,57748-02-1101,,菓子製造業, 菓子製造業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,製造業,食料品製造業,,,,,,,,,株式会社菓匠三全,株式会社菓匠三全,株式会社菓匠三全,,2,,,,,
57754,飲食店営業,飲食店営業,57754-01-0101,株式会社阿部蒲鉾店,宮城郡松島町松島字町内５８,宮城郡松島町松島字町内５８,,022-353-4277,株式会社阿部蒲鉾店,R 4. 6. 3,R 4. 6. 3,R 4. 6. 3,,塩釜保健所,株式会社阿部蒲鉾店,022,022-353-4277,,,,宮城郡松島町松島字町内５８,宮城県宮城郡松島町松島字町内５８,,43862,宮城県,宮城郡松島町,松島,,2022/06/03,2022/06/03,2022/06/03,,株式会社阿部蒲鉾店,,,,,,,,,,57754-01-0101,,飲食店営業, 飲食店営業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,株式会社阿部蒲鉾店,株式会社阿部蒲鉾店,株式会社阿部蒲鉾店,,1,,,,,
57756,菓子製造業,菓子製造業,57756-01-1101,ぱんやあいざわ,宮城郡松島町松島字町内１５７－２,宮城郡松島町松島字町内１５７－２,,022-354-0233,相澤　隆志,R 4. 6. 3,R 4. 6. 3,R 4. 6. 3,,塩釜保健所,ぱんやあいざわ,022,022-354-0233,,,,宮城郡松島町松島字町内１５７－２,宮城県宮城郡松島町松島字町内１５７－２,,43862,宮城県,宮城郡松島町,松島,,2022/06/03,2022/06/03,2022/06/03,,,,,,,,,,,,57756-01-1101,,菓子製造業, 菓子製造業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,製造業,食料品製造業,,,,,,,,,ぱんやあいざわ,ぱんやあいざわ,,,1,,,,,
57761,飲食店営業,飲食店営業,57761-01-0101,松島プチホテルびすとろアバロン,宮城郡松島町松島字三十刈２６－２１,宮城郡松島町松島字三十刈２６－２１,,022-354-5777,有限会社アバロン,R 4. 6. 3,R 4. 6. 3,R 4. 6. 3,,塩釜保健所,松島プチホテルびすとろアバロン,022,022-354-5777,,,,宮城郡松島町松島字三十刈２６－２１,宮城県宮城郡松島町松島字三十刈２６－２１,,43862,宮城県,宮城郡松島町,松島,,2022/06/03,2022/06/03,2022/06/03,,有限会社アバロン,,,,,,,,,,57761-01-0101,,飲食店営業, 飲食店営業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,松島プチホテルびすとろアバロン,松島プチホテルびすとろアバロン,有限会社アバロン,,1,,,,,
57764,菓子製造業,菓子製造業,57764-01-1101,小松館　好風亭,宮城郡松島町松島字仙随３５－２,宮城郡松島町松島字仙随３５－２,,022-354-5065,有限会社小松館,R 4. 6. 7,R 4. 6. 7,R 4. 6.11,,塩釜保健所,小松館　好風亭,022,022-354-5065,,,,宮城郡松島町松島字仙随３５－２,宮城県宮城郡松島町松島字仙随３５－２,,43862,宮城県,宮城郡松島町,松島,,2022/06/07,2022/06/07,2022/06/11,,有限会社小松館,,,,,,,,,,57764-01-1101,,菓子製造業, 菓子製造業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,製造業,食料品製造業,,,,,,,,,小松館　好風亭,小松館好風亭,有限会社小松館,,2,,,,,
57764,魚介類販売業,魚介類販売業,57764-02-0401,小松館　好風亭,宮城郡松島町松島字仙随３５－２,宮城郡松島町松島字仙随３５－２,,022-354-5065,有限会社小松館,R 4. 6. 7,R 4. 6. 7,R 4. 6.11,,塩釜保健所,小松館　好風亭,022,022-354-5065,,,,宮城郡松島町松島字仙随３５－２,宮城県宮城郡松島町松島字仙随３５－２,,43862,宮城県,宮城郡松島町,松島,,2022/06/07,2022/06/07,2022/06/11,,有限会社小松館,,,,,,,,,,57764-02-0401,,魚介類販売業, 魚介類販売業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,小松館　好風亭,小松館好風亭,有限会社小松館,,2,,,,,
57775,飲食店営業,飲食店営業,57775-01-0101,うちみそばや,宮城郡松島町松島字仙随１０,宮城郡松島町松島字仙随１０,,022-354-2363,内海　秀一,R 4. 6.11,R 4. 6.11,R 4. 6.11,,塩釜保健所,うちみそばや,022,022-354-2363,,,,宮城郡松島町松島字仙随１０,宮城県宮城郡松島町松島字仙随１０,,43862,宮城県,宮城郡松島町,松島,,2022/06/11,2022/06/11,2022/06/11,,,,,,,,,,,,57775-01-0101,,飲食店営業, 飲食店営業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,うちみそばや,うちみそばや,,,1,,,,,
57805,水産製品製造業,水産製品製造業,57805-01-1601,株式会社仙台大門　塩釜工場,塩竈市新浜町２－８－２２,塩竈市新浜町２－８－２２,,022-364-5288,株式会社仙台大門,R 4. 6. 3,R 4. 6. 3,R 4. 6.11,,塩釜保健所,株式会社仙台大門　塩釜工場,022,022-364-5288,,,,塩竈市新浜町２－８－２２,宮城県塩釜市新浜町２－８－２２,,38973,宮城県,塩竈市,新浜町２,,2022/06/03,2022/06/03,2022/06/11,,株式会社仙台大門,,,,,,,,,,57805-01-1601,,水産製品製造業, 水産製品製造業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,製造業,食料品製造業,水産食料品製造業,,,,,,,,株式会社仙台大門　塩釜工場,株式会社仙台大門塩釜工場,株式会社仙台大門,,1,,,,,
57829,水産製品製造業,魚肉練り製品,57829-01-1605,株式会社松島蒲鉾本舗　多賀城工場,多賀城市八幡一本柳３番５,多賀城市八幡一本柳３番５,,022-355-9471,株式会社松島蒲鉾本舗,R 4. 6. 6,R 4. 6. 6,R 4. 6. 6,,塩釜保健所,株式会社松島蒲鉾本舗　多賀城工場,022,022-355-9471,,,,多賀城市八幡一本柳３番５,宮城県多賀城市八幡一本柳３番５,,39728,宮城県,多賀城市,八幡,,2022/06/06,2022/06/06,2022/06/06,,株式会社松島蒲鉾本舗,,,,,,,,,,57829-01-1605,,水産製品製造業, 魚肉練り製品,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,製造業,食料品製造業,水産食料品製造業,,,,,,,,株式会社松島蒲鉾本舗　多賀城工場,株式会社松島蒲鉾本舗多賀城工場,株式会社松島蒲鉾本舗,,1,,,,,
57831,飲食店営業,飲食店営業,57831-01-0101,カラオケプラザ時遊館多賀城店,多賀城市八幡１－３－４８,多賀城市八幡１－３－４８,,022-361-3211,株式会社アトム,R 4. 6. 6,R 4. 6. 6,R 4. 6.11,,塩釜保健所,カラオケプラザ時遊館多賀城店,022,022-361-3211,,,,多賀城市八幡１－３－４８,宮城県多賀城市八幡１－３－４８,,39729,宮城県,多賀城市,八幡１,,2022/06/06,2022/06/06,2022/06/11,,株式会社アトム,,,,,,,,,,57831-01-0101,,飲食店営業, 飲食店営業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,カラオケプラザ時遊館多賀城店,カラオケプラザ時遊館多賀城店,株式会社アトム,,1,,,,,
57835,飲食店営業,飲食店営業,57835-01-0101,うみねこや,宮城郡松島町松島仙随地内,宮城郡松島町松島仙随地内,,022-354-5218,宮城産業株式会社,R 4. 6. 6,R 4. 6. 6,R 4. 6.11,,塩釜保健所,うみねこや,022,022-354-5218,,,,宮城郡松島町松島仙随地内,宮城県宮城郡松島町松島仙随地内,,43862,宮城県,宮城郡松島町,松島,,2022/06/06,2022/06/06,2022/06/11,,宮城産業株式会社,,,,,,,,,,57835-01-0101,,飲食店営業, 飲食店営業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,うみねこや,うみねこや,宮城産業株式会社,,1,,,,,
57864,水産製品製造業,水産製品製造業,57864-01-1601,株式会社マルナミフーズ,塩竈市新浜町１丁目４３番１１号,塩竈市新浜町１丁目４３番１１号,,022-367-0732,株式会社マルナミフーズ,R 4. 6. 7,R 4. 6. 7,R 4. 6.11,,塩釜保健所,株式会社マルナミフーズ,022,022-367-0732,,,,塩竈市新浜町１丁目４３番１１号,宮城県塩釜市新浜町１丁目４３番１１号,,38972,宮城県,塩竈市,新浜町１,,2022/06/07,2022/06/07,2022/06/11,,株式会社マルナミフーズ,,,,,,,,,,57864-01-1601,,水産製品製造業, 水産製品製造業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,製造業,食料品製造業,水産食料品製造業,,,,,,,,株式会社マルナミフーズ,株式会社マルナミフズ,株式会社マルナミフーズ,,1,,,,,
57870,水産製品製造業,水産製品製造業,57870-01-1601,株式会社　間宮商店,塩竈市新浜町一丁目２１番８号,塩竈市新浜町１丁目２１番８号,,022-365-3890,株式会社間宮商店,R 4. 6.11,R 4. 6. 8,R 4. 6.11,,塩釜保健所,株式会社　間宮商店,022,022-365-3890,,,,塩竈市新浜町１丁目２１番８号,宮城県塩釜市新浜町１丁目２１番８号,,38972,宮城県,塩竈市,新浜町１,,2022/06/08,2022/06/11,2022/06/11,,株式会社間宮商店,,,,,,,,,,57870-01-1601,,水産製品製造業, 水産製品製造業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,製造業,食料品製造業,水産食料品製造業,,,,,,,,株式会社間宮商店,株式会社間宮商店,株式会社間宮商店,,2,,,,,
57870,飲食店営業,飲食店営業,57870-02-0101,株式会社　間宮商店,塩竈市新浜町一丁目２１番８号,塩竈市新浜町１丁目２１番８号,,022-365-3890,株式会社間宮商店,R 4. 6. 8,R 4. 6. 8,R 4. 6.11,,塩釜保健所,株式会社　間宮商店,022,022-365-3890,,,,塩竈市新浜町１丁目２１番８号,宮城県塩釜市新浜町１丁目２１番８号,,38972,宮城県,塩竈市,新浜町１,,2022/06/08,2022/06/08,2022/06/11,,株式会社間宮商店,,,,,,,,,,57870-02-0101,,飲食店営業, 飲食店営業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,株式会社間宮商店,株式会社間宮商店,株式会社間宮商店,,2,,,,,
57872,飲食店営業,ふぐ,57872-01-0102,有限会社丸長寿司,塩竈市尾島町１１－１６,塩竈市尾島町１１－１６,,022-362-3637,有限会社丸長寿司,R 4. 6. 7,R 4. 6. 7,R 4. 6.11,,塩釜保健所,有限会社丸長寿司,022,022-362-3637,,,,塩竈市尾島町１１－１６,宮城県塩釜市尾島町１１－１６,,38959,宮城県,塩竈市,尾島町,,2022/06/07,2022/06/07,2022/06/11,,有限会社丸長寿司,,,,,,,,,,57872-01-0102,,飲食店営業, ふぐ,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,有限会社丸長寿司,有限会社丸長寿司,有限会社丸長寿司,,1,,,,,
57926,菓子製造業,菓子製造業,57926-01-1101,株式会社Ｐ&Ｃファクトリー,宮城郡利府町沢乙高島前５４－３,宮城郡利府町沢乙高島前５４－３,,022-385-6516,株式会社Ｐ&Ｃファクトリー,R 4. 6. 8,R 4. 6. 8,R 4. 6. 8,,塩釜保健所,株式会社Ｐ&Ｃファクトリー,022,022-385-6516,,,,宮城郡利府町沢乙高島前５４－３,宮城県宮城郡利府町沢乙高島前５４－３,,43869,宮城県,宮城郡利府町,沢乙,,2022/06/08,2022/06/08,2022/06/08,,株式会社Ｐ&Ｃファクトリー,,,,,,,,,,57926-01-1101,,菓子製造業, 菓子製造業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,製造業,食料品製造業,,,,,,,,,株式会社Ｐ＆Ｃファクトリー,株式会社ＰＣファクトリ,株式会社Ｐ＆Ｃファクトリー,,1,,,,,
57927,水産製品製造業,水産製品製造業,57927-01-1601,山野辺水産株式会社　本社社屋,塩竈市杉の入四丁目１番８８号,塩竈市杉の入４丁目１番８８号,,022-366-0171,カネヨ山野辺水産株式会社,R 4. 6. 9,R 4. 6. 9,R 4. 6.11,,塩釜保健所,山野辺水産株式会社　本社社屋,022,022-366-0171,,,,塩竈市杉の入４丁目１番８８号,宮城県塩釜市杉ノ入４丁目１番８８号,,39031,宮城県,塩竈市,杉の入４,,2022/06/09,2022/06/09,2022/06/11,,カネヨ山野辺水産株式会社,,,,,,,,,,57927-01-1601,,水産製品製造業, 水産製品製造業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,製造業,食料品製造業,水産食料品製造業,,,,,,,,山野辺水産株式会社本社社屋,山野辺水産株式会社本社社屋,カネヨ山野辺水産株式会社,,2,,,,,
57927,氷雪製造業,氷雪製造業,57927-02-1701,山野辺水産株式会社　本社社屋,塩竈市杉の入四丁目１番８８号,塩竈市杉の入４丁目１番８８号,,022-366-0171,カネヨ山野辺水産株式会社,R 4. 6. 9,R 4. 6. 9,R 4. 6.11,,塩釜保健所,山野辺水産株式会社　本社社屋,022,022-366-0171,,,,塩竈市杉の入４丁目１番８８号,宮城県塩釜市杉ノ入４丁目１番８８号,,39031,宮城県,塩竈市,杉の入４,,2022/06/09,2022/06/09,2022/06/11,,カネヨ山野辺水産株式会社,,,,,,,,,,57927-02-1701,,氷雪製造業, 氷雪製造業,,,050-056_宮城県_宮城県一括_食品衛生()_2022年06月_末日,製造業,食料品製造業,,,,,,,,,山野辺水産株式会社本社社屋,山野辺水産株式会社本社社屋,カネヨ山野辺水産株式会社,,2,,,,,
