https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,,業種,業態,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者1,法人番号,申請-住所1,申請-マンション名,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,その他,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自治体コード,行番号,都道府県名,市区町村名,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号（フリガナ）,営業の種類,業態,営業施設所在地,営業施設方書,緯度,経度,営業施設電話番号,法人名,法人番号,法人住所,,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
27207,fBiz00001152010000000002,大阪府,高槻市,（株）もりもと　本店,モリモト　ホンテン,⑬ その他の食料・飲料販売業,,大阪府高槻市北園町１４－１３,,34.850194,135.622229,072-682-0170,株式会社もりもと,6120901012167,大阪府高槻市北園町１４番１３号,,,,,,,,届出,,届出 ,,,288,（株）もりもと　本店,072,072-682-0170,,,,大阪府高槻市北園町１４－１３,大阪府高槻市北園町１４－１３,,158076,27,27207,北園町,,,,,,株式会社もりもと,,,大阪府高槻市北園町１４番１３号,大阪府高槻市北園町１４番１３号,,158076,大阪府,高槻市,北園町,,,食料品販売業,,届出 ,6120901012167,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,A,58,581,5811,株式会社もりもと本店072-682-017015807627207,2db0d5ac-21d6-48a5-8859-9e1976bce027,株式会社もりもと158076,136b66ca-6333-4619-b884-29180ec406a5,05baf9d2-9b79-466b-ac7b-f08eecf83042,2021/12/01,株式会社もりもと　本店,株式会社もりもと本店,株式会社もりもと
27207,fBiz00001152010000000003,大阪府,高槻市,（株）もりもと　芥川店,モリモト　アクタガワテン,⑬ その他の食料・飲料販売業,,大阪府高槻市芥川町１－２,アクトアモーレＣ－１１４,34.852048,135.616507,072-683-8189,株式会社もりもと,6120901012167,大阪府高槻市北園町１４番１３号,,,,,,,,届出,,届出 ,,,288,（株）もりもと　芥川店,072,072-683-8189,,,,大阪府高槻市芥川町１－２,大阪府高槻市芥川町１－２,アクトアモーレＣ－１１４,157982,27,27207,芥川町１,,,,,,株式会社もりもと,,,大阪府高槻市北園町１４番１３号,大阪府高槻市北園町１４番１３号,,158076,大阪府,高槻市,北園町,,,食料品販売業,,届出 ,6120901012167,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,A,58,581,5811,株式会社もりもと芥川店072-683-818915798227207,cccf1f15-9bd4-4b08-8a54-471f257b7575,株式会社もりもと158076,136b66ca-6333-4619-b884-29180ec406a5,2a80c48c-1ede-4258-9576-3709750ee3ce,2021/12/01,株式会社もりもと　芥川店,株式会社もりもと芥川店,株式会社もりもと
27207,fBiz00001152010000000004,大阪府,高槻市,（株）もりもと　城北店,モリモト　ジョウホクテン,⑬ その他の食料・飲料販売業,,大阪府高槻市城北町２丁目４－１５,ＭＯビル１Ｆ,34.849511,135.623511,072-671-0753,株式会社もりもと,6120901012167,大阪府高槻市北園町１４番１３号,,,,,,,,届出,,届出 ,,,288,（株）もりもと　城北店,072,072-671-0753,,,,大阪府高槻市城北町２丁目４－１５,大阪府高槻市城北町２丁目４－１５,ＭＯビル１Ｆ,158134,27,27207,城北町２,,,,,,株式会社もりもと,,,大阪府高槻市北園町１４番１３号,大阪府高槻市北園町１４番１３号,,158076,大阪府,高槻市,北園町,,,食料品販売業,,届出 ,6120901012167,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,A,58,581,5811,株式会社もりもと城北店072-671-075315813427207,1fe9fd44-f02a-48b3-b6af-44598f821dd0,株式会社もりもと158076,136b66ca-6333-4619-b884-29180ec406a5,8550d4a6-bc6d-4d39-9513-25aa1e1d1781,2021/12/01,株式会社もりもと　城北店,株式会社もりもと城北店,株式会社もりもと
27207,fBiz00001206260000000023,大阪府,高槻市,赤大路小学校,アカオオジショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市赤大路町15-1,,34.835092,135.585251,072-695-3157,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,赤大路小学校,072,072-695-3157,,,,大阪府高槻市赤大路町15-1,大阪府高槻市赤大路町１５－１,,157980,27,27207,赤大路町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,赤大路小学校072-695-315715798027207,f8bbd8b1-dc25-4792-9ec3-14f2f2eadf2b,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,4df23fd5-8b2d-444f-86b3-001c768fe285,2021/12/01,赤大路小学校,赤大路小学校,
27207,fBiz00001206260000000024,大阪府,高槻市,津之江小学校,ツノエショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市津之江北町7-1,,34.843281,135.605162,072-673-9011,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,津之江小学校,072,072-673-9011,,,,大阪府高槻市津之江北町7-1,大阪府高槻市津ノ江北町７－１,,158170,27,27207,津ノ江北町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,津之江小学校072-673-901115817027207,4ede96f9-191e-40df-be73-1fd0ffb39a32,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,333e97fc-fa96-4c6e-b8f9-0566da18703b,2021/12/01,津之江小学校,津之江小学校,
27207,fBiz00001206260000000025,大阪府,高槻市,冠小学校,カンムリショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市大冠町2丁目40-2,,34.834228,135.637229,072-672-1736,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,冠小学校,072,072-672-1736,,,,大阪府高槻市大冠町2丁目40-2,大阪府高槻市大冠町２丁目４０－２,,158016,27,27207,大冠町２,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,冠小学校072-672-173615801627207,35f37cc7-83ab-4fc1-89d0-b84d335bf47c,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,d2e64bf3-2019-4358-a45d-b2c4c2998088,2021/12/01,冠小学校,冠小学校,
27207,fBiz00001206260000000026,大阪府,高槻市,柱本小学校,ハシラモトショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市柱本新町10-8,,34.792775,135.602233,072-677-2717,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,柱本小学校,072,072-677-2717,,,,大阪府高槻市柱本新町10-8,大阪府高槻市柱本新町１０－８,,158252,27,27207,柱本新町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,柱本小学校072-677-271715825227207,93abdd6b-fd04-4b84-9b5a-84efab602e22,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,6ede38d4-1934-47ae-b190-5ffe0c271676,2021/12/01,柱本小学校,柱本小学校,
27207,fBiz00001206260000000027,大阪府,高槻市,郡家小学校,グンゲショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市郡家新町68-1,,34.85131,135.597279,072-683-1881,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,郡家小学校,072,072-683-1881,,,,大阪府高槻市郡家新町68-1,大阪府高槻市郡家新町６８－１,,158079,27,27207,郡家新町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,郡家小学校072-683-188115807927207,1ded4ed6-e18e-4462-bc58-d9d615b67969,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,a70ceed3-52b1-46a8-870b-4997ab7c1acd,2021/12/01,郡家小学校,郡家小学校,
27207,fBiz00001206260000000028,大阪府,高槻市,寿栄小学校,ジュエイショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市栄町3丁目11-2,,34.826221,135.601928,072-694-8171,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,寿栄小学校,072,072-694-8171,,,,大阪府高槻市栄町3丁目11-2,大阪府高槻市栄町３丁目１１－２,,158108,27,27207,栄町３,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,寿栄小学校072-694-817115810827207,09145e53-78c3-44b2-b7a1-b0d6a199bca1,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,63c1b5a4-a104-47ba-8823-ddc4f4af9d32,2021/12/01,寿栄小学校,寿栄小学校,
27207,fBiz00001206260000000029,大阪府,高槻市,土室小学校,ハムロショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市上土室6丁目10-1,,34.848343,135.577283,072-694-7273,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,土室小学校,072,072-694-7273,,,,大阪府高槻市上土室6丁目10-1,大阪府高槻市上土室６丁目１０－１,,158044,27,27207,上土室６,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,土室小学校072-694-727315804427207,7ad59c8f-7961-4178-84cb-be73fbe53563,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,f950664e-3bb8-4c99-9942-362cc5c4754a,2021/12/01,土室小学校,土室小学校,
27207,fBiz00001206260000000030,大阪府,高槻市,五百住小学校,ヨスミショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市登美の里町24-1,,34.834335,135.600845,072-694-7277,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,五百住小学校,072,072-694-7277,,,,大阪府高槻市登美の里町24-1,大阪府高槻市登美ノ里町２４－１,,158182,27,27207,登美の里町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,五百住小学校072-694-727715818227207,31379872-aff2-4c63-8b42-d1001187e2b3,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,239c454b-0d89-4407-a5aa-c56000cf7d31,2021/12/01,五百住小学校,五百住小学校,
27207,fBiz00001206260000000031,大阪府,高槻市,竹の内小学校,タケノウチショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市竹の内町60-1,,34.824114,135.62737,072-673-4495,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,竹の内小学校,072,072-673-4495,,,,大阪府高槻市竹の内町60-1,大阪府高槻市竹ノ内町６０－１,,158143,27,27207,竹の内町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,竹の内小学校072-673-449515814327207,ec3dfc40-2cee-4669-84dc-36b4442b98f2,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,50055953-3027-46d8-8f73-918dea675e2b,2021/12/01,竹の内小学校,竹の内小学校,
27207,fBiz00001206260000000032,大阪府,高槻市,安岡寺小学校,アンコウジショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市安岡寺町1丁目60-1,,34.872328,135.603912,072-687-9139,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,安岡寺小学校,072,072-687-9139,,,,大阪府高槻市安岡寺町1丁目60-1,大阪府高槻市安岡寺町１丁目６０－１,,158000,27,27207,安岡寺町１,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,安岡寺小学校072-687-913915800027207,5a964ee2-19a5-472a-9d78-c51105bcc823,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,8412a7d6-b25d-4aba-86fa-d91987cd9b27,2021/12/01,安岡寺小学校,安岡寺小学校,
27207,fBiz00001206260000000033,大阪府,高槻市,松原小学校,マツバラショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市沢良木町18-1,,34.845784,135.631817,072-676-1415,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,松原小学校,072,072-676-1415,,,,大阪府高槻市沢良木町18-1,大阪府高槻市沢良木町１８－１,,158113,27,27207,沢良木町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,松原小学校072-676-141515811327207,02eca1d4-8109-4ce2-9c85-a6fe6593addd,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,c69a5734-cba5-4b03-80ce-be5f9741dbd4,2021/12/01,松原小学校,松原小学校,
27207,fBiz00001206260000000034,大阪府,高槻市,若松小学校,ワカマツショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市若松町22-2,,34.835001,135.627951,072-676-1408,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,若松小学校,072,072-676-1408,,,,大阪府高槻市若松町22-2,大阪府高槻市若松町２２－２,,158349,27,27207,若松町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,若松小学校072-676-140815834927207,bad5641a-b291-46b3-b387-e2fca0b6fd88,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,5c9712e9-e80f-41ac-941e-488ba67112fa,2021/12/01,若松小学校,若松小学校,
27207,fBiz00001206260000000035,大阪府,高槻市,丸橋小学校,マルバシショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市芝生町3丁目16-2,,34.827184,135.611025,072-677-1419,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,丸橋小学校,072,072-677-1419,,,,大阪府高槻市芝生町3丁目16-2,大阪府高槻市芝生町３丁目１６－２,,158119,27,27207,芝生町３,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,丸橋小学校072-677-141915811927207,cee77062-029e-4e16-b311-0edcd05eaf7a,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,ce15052b-43c3-4020-af0d-7e3320bdde70,2021/12/01,丸橋小学校,丸橋小学校,
27207,fBiz00001206260000000036,大阪府,高槻市,奥坂小学校,オクサカショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市別所本町35-5,,34.863621,135.625173,072-681-2614,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,奥坂小学校,072,072-681-2614,,,,大阪府高槻市別所本町35-5,大阪府高槻市別所本町３５－５,,158293,27,27207,別所本町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,奥坂小学校072-681-261415829327207,2ccd9f32-9635-4e6e-b681-2dc38f2d90e9,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,07471082-c1d2-4c4e-9844-3a55c06ff714,2021/12/01,奥坂小学校,奥坂小学校,
27207,fBiz00001206260000000037,大阪府,高槻市,真上小学校,マカミショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市西真上2丁目17-1,,34.857685,135.600652,072-683-3558,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,真上小学校,072,072-683-3558,,,,大阪府高槻市西真上2丁目17-1,大阪府高槻市西真上２丁目１７－１,,158223,27,27207,西真上２,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,真上小学校072-683-355815822327207,4c7043aa-e2d1-4a95-b054-f6ff0a472037,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,7a14aee2-e933-4572-89d0-59215d5124c2,2021/12/01,真上小学校,真上小学校,
27207,fBiz00001206260000000038,大阪府,高槻市,南平台小学校,ナンペイダイショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市南平台5丁目20-1,,34.86241,135.589909,072-695-5751,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,南平台小学校,072,072-695-5751,,,,大阪府高槻市南平台5丁目20-1,大阪府高槻市南平台５丁目２０－１,,158215,27,27207,南平台５,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,南平台小学校072-695-575115821527207,04df5a19-62d6-4d37-9ada-b392cf90e703,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,c125e876-cdbe-4225-91cd-b73820adc269,2021/12/01,南平台小学校,南平台小学校,
27207,fBiz00001206260000000039,大阪府,高槻市,北日吉台小学校,キタヒヨシダイショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市日吉台3番町4-20,,34.879016,135.609531,072-688-8641,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,北日吉台小学校,072,072-688-8641,,,,大阪府高槻市日吉台3番町4-20,大阪府高槻市日吉台三番町４－２０,,158282,27,27207,日吉台三番町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,北日吉台小学校072-688-864115828227207,b444ec53-7c68-4e78-9f74-b163087a9ab2,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,bfe5468e-77e7-4fdf-97dc-983d058c82ee,2021/12/01,北日吉台小学校,北日吉台小学校,
27207,fBiz00001206260000000040,大阪府,高槻市,阿武山小学校,アブヤマショウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市阿武野2丁目1-2,,34.860152,135.5765,072-693-3251,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,阿武山小学校,072,072-693-3251,,,,大阪府高槻市阿武野2丁目1-2,大阪府高槻市阿武野２丁目１－２,,157990,27,27207,阿武野２,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,阿武山小学校072-693-325115799027207,9c853856-3b26-48ab-9cc0-e4c06260f360,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,c0099a95-73af-4a78-829c-fa1747a882e9,2021/12/01,阿武山小学校,阿武山小学校,
27207,fBiz00001206260000000041,大阪府,高槻市,第二中学校,ダイニチュウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市郡家本町52-1,,34.856885,135.59738,072-681-1562,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,第二中学校,072,072-681-1562,,,,大阪府高槻市郡家本町52-1,大阪府高槻市郡家本町５２－１,,158080,27,27207,郡家本町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,第二中学校072-681-156215808027207,df077872-db68-4943-b643-d9d4603fad12,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,fc3639cd-5733-4464-ad4b-16c0239ba582,2021/12/01,第二中学校,第二中学校,
27207,fBiz00001206260000000042,大阪府,高槻市,第四中学校,ダイヨンチュウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市大畑町4-4,,34.839211,135.591627,072-695-0404,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,第四中学校,072,072-695-0404,,,,大阪府高槻市大畑町4-4,大阪府高槻市大畑町４－４,,158024,27,27207,大畑町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,第四中学校072-695-040415802427207,aa9b49d5-8230-43d9-b6a5-cb5b54567520,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,912f2fb4-6749-4b78-9c6a-bf5b1326a9af,2021/12/01,第四中学校,第四中学校,
27207,fBiz00001206260000000043,大阪府,高槻市,第十中学校,ダイジュウチュウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市竹の内町61-1,,34.82334,135.627245,072-671-9997,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,第十中学校,072,072-671-9997,,,,大阪府高槻市竹の内町61-1,大阪府高槻市竹ノ内町６１－１,,158143,27,27207,竹の内町,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,第十中学校072-671-999715814327207,e673fe41-aee2-433c-a612-995d17bdaf4b,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,34c87eee-c177-451f-90fe-82d7e47e278c,2021/12/01,第十中学校,第十中学校,
27207,fBiz00001206260000000044,大阪府,高槻市,阿武山中学校,アブヤマチュウガッコウ,㉖ 集団給食施設,学校給食,大阪府高槻市奈佐原1丁目2-1,,34.858441,135.581895,072-693-9211,高槻市,4000020272078,大阪府高槻市桃園町2-1,,,,,,,,届出,,届出 ,,,288,阿武山中学校,072,072-693-9211,,,,大阪府高槻市奈佐原1丁目2-1,大阪府高槻市奈佐原１丁目２－１,,158200,27,27207,奈佐原１,,,,,,高槻市,,,大阪府高槻市桃園町2-1,大阪府高槻市桃園町２－１,,158179,大阪府,高槻市,桃園町,,,給食施設, 学校給食,届出 ,4000020272078,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,阿武山中学校072-693-921115820027207,410fceec-138f-4eb4-825b-26590e042132,158179,a8933a1c-a98e-4ca4-a7ed-cee0ecf743df,77fae8e9-36f4-4eb3-b1b5-4484e622a971,2021/12/01,阿武山中学校,阿武山中学校,
27207,fBiz00001214460000000001,大阪府,高槻市,リハビリプラザ高槻,リハビリプラザタカツキ,① 飲食店営業,委託給食,大阪府高槻市永楽町１－１４,,34.846364,135.63277,072-931-2355,株式会社ニチダン,2120001006065,大阪府大阪市阿倍野区阪南町５丁目３番５号,,6197,2021/11/10,2021/11/10,2021/11/10,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,リハビリプラザ高槻,072,072-931-2355,,,,大阪府高槻市永楽町１－１４,大阪府高槻市永楽町１－１４,,158014,27,27207,永楽町,,2021/11/10,2021/11/10,2021/11/10,2027/11/30,株式会社ニチダン,,,大阪府大阪市阿倍野区阪南町５丁目３番５号,大阪府大阪市阿倍野区阪南町５丁目３番５号,,155118,大阪府,大阪市阿倍野区,阪南町５,6197,,飲食店営業, 委託給食,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,2120001006065,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,リハビリプラザ高槻072-931-235515801427207,0a5dcf61-30fd-4a0c-b79b-bcb41ad30b2c,株式会社ニチダン155118,930ad3fa-5ae1-444a-b836-317876787301,fef61461-ebd0-4034-bd72-03ee6e2b2d8f,2021/11/10,リハビリプラザ高槻,リハビリプラザ高槻,株式会社ニチダン
