https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,分割処理中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請区分,,,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請者3,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,,,業種,その他,,確認番号,,,開業年月日,申請年月日,,許可年月日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人,新規,11577,,JAふれあい市　よれっしゃ・こいっちゃ,村上市田端町８番２８号,村上市田端町８番２８号,,75-5550,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,冷凍食品販売業,,,2 - 23,0,0,2020年06月26日,2020年06月26日,2020年06月26日,2020年06月26日,2025年10月31日,,,,,,161,JAふれあい市　よれっしゃ・こいっちゃ,0254,0254-75-5550,,,,村上市田端町８番２８号,新潟県村上市田端町８番２８号,,87512,15,15212,田端町,2020/06/26,2020/06/26,2020/06/26,,2025/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,2 - 23,新規,冷凍食品製造業,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,E,9,,,ＪＡふれあい市よれっしゃこいっちゃ0254-75-55508751215212,49cb523c-b2c7-4bc3-bce9-2b954f8b2469,にいがた岩船農業協同組合87512,65aea333-2645-4e5e-ba50-cfa8eaba90d1,cdc7b1f1-98fe-4fb8-8ea0-78269ec714db,2020/06/26,ＪＡふれあい市　よれっしゃ・こいっちゃ,ＪＡふれあい市よれっしゃこいっちゃ,にいがた岩船農業協同組合
法人,継続,11147,,食材センター,村上市山辺里４９１－３,村上市山辺里４９１－３,,52-3381,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,魚介類販売業,包装魚介類の販売に限る,,1 - 111,0,0,2009年02月27日,2019年09月13日,2019年09月30日,2019年10月01日,2024年10月31日,,,,,,161,食材センター,0254,0254-52-3381,,,,村上市山辺里４９１－３,新潟県村上市山辺里４９１－３,,87446,15,15212,山辺里,2019/09/13,2009/02/27,2019/10/01,,2024/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,1 - 111,継続,魚介類販売業,,包装魚介類の販売に限る,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,I,58,,,食材センタ0254-52-33818744615212,b077de4f-18e6-4c7c-825d-644bfcf11391,にいがた岩船農業協同組合87512,65aea333-2645-4e5e-ba50-cfa8eaba90d1,989a3086-1342-4729-812c-a5765187d6c2,2019/10/01,食材センター,食材センタ,にいがた岩船農業協同組合
法人,継続,11147,,食材センター,村上市山辺里４９１－３,村上市山辺里４９１－３,,52-3381,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,食肉販売業,包装食肉の販売に限る,,1 - 111,0,0,2009年02月27日,2019年09月13日,2019年09月30日,2019年10月01日,2024年10月31日,,,,,,161,食材センター,0254,0254-52-3381,,,,村上市山辺里４９１－３,新潟県村上市山辺里４９１－３,,87446,15,15212,山辺里,2019/09/13,2009/02/27,2019/10/01,,2024/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,1 - 111,継続,食肉販売業,,包装食肉の販売に限る,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,I,58,583,,食材センタ0254-52-33818744615212,b077de4f-18e6-4c7c-825d-644bfcf11391,にいがた岩船農業協同組合87512,65aea333-2645-4e5e-ba50-cfa8eaba90d1,b5b264d4-3aa4-45fb-b55d-0bb621c94f86,2019/10/01,食材センター,食材センタ,にいがた岩船農業協同組合
法人,継続,11147,,食材センター,村上市山辺里４９１－３,村上市山辺里４９１－３,,52-3381,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,乳類販売業,,,1 - 111,0,0,2009年02月27日,2019年09月13日,2019年09月30日,2019年10月01日,2024年10月31日,,,,,,161,食材センター,0254,0254-52-3381,,,,村上市山辺里４９１－３,新潟県村上市山辺里４９１－３,,87446,15,15212,山辺里,2019/09/13,2009/02/27,2019/10/01,,2024/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,1 - 111,継続,乳類販売業,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,I,58,,,食材センタ0254-52-33818744615212,b077de4f-18e6-4c7c-825d-644bfcf11391,にいがた岩船農業協同組合87512,65aea333-2645-4e5e-ba50-cfa8eaba90d1,80883234-e947-4c34-90bc-b4ee24f6e740,2019/10/01,食材センター,食材センタ,にいがた岩船農業協同組合
法人,継続,11147,,食材センター,村上市山辺里４９１－３,村上市山辺里４９１－３,,52-3381,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,弁当類又は惣菜類販売業,,,2 - 31,0,0,2009年02月27日,2019年09月13日,2019年09月30日,2019年10月01日,2024年10月31日,,,,,,161,食材センター,0254,0254-52-3381,,,,村上市山辺里４９１－３,新潟県村上市山辺里４９１－３,,87446,15,15212,山辺里,2019/09/13,2009/02/27,2019/10/01,,2024/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,2 - 31,継続,その他,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,T,,,,食材センタ0254-52-33818744615212,b077de4f-18e6-4c7c-825d-644bfcf11391,にいがた岩船農業協同組合87512,65aea333-2645-4e5e-ba50-cfa8eaba90d1,ede0fb34-2744-41f0-9db4-3e261a29ae77,2019/10/01,食材センター,食材センタ,にいがた岩船農業協同組合
法人,継続,11147,,食材センター,村上市山辺里４９１－３,村上市山辺里４９１－３,,52-3381,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,冷凍食品販売業,,,2 - 31,0,0,2009年02月27日,2019年09月13日,2019年09月30日,2019年10月01日,2024年10月31日,,,,,,161,食材センター,0254,0254-52-3381,,,,村上市山辺里４９１－３,新潟県村上市山辺里４９１－３,,87446,15,15212,山辺里,2019/09/13,2009/02/27,2019/10/01,,2024/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,2 - 31,継続,冷凍食品製造業,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,E,9,,,食材センタ0254-52-33818744615212,b077de4f-18e6-4c7c-825d-644bfcf11391,にいがた岩船農業協同組合87512,65aea333-2645-4e5e-ba50-cfa8eaba90d1,a1d18f98-5739-4ef2-a2fb-3836abb85807,2019/10/01,食材センター,食材センタ,にいがた岩船農業協同組合
法人,継続,10763,,虹のホール村上,村上市仲間町字海老堤593-7,村上市仲間町字海老堤５９３－７,,50-7410,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明　,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,飲食店営業（一般食堂）,,,1 - 144,0,0,2005年03月18日,2020年09月01日,2020年09月17日,2020年09月18日,2025年10月31日,,,,,,161,虹のホール村上,0254,0254-50-7410,,,,村上市仲間町字海老堤５９３－７,新潟県村上市仲間町字海老堤５９３－７,,87454,15,15212,仲間町,2020/09/01,2005/03/18,2020/09/18,,2025/10/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明　,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,1 - 144,継続,飲食店営業,（一般食堂）,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,M,76,,,虹のホル村上0254-50-74108745415212,1fe9dba5-5370-4426-8796-27bf232df2dd,にいがた岩船農業協同組合87512,65aea333-2645-4e5e-ba50-cfa8eaba90d1,5f349d8b-dd16-485e-b48e-d4066291049e,2020/09/18,虹のホール村上,虹のホル村上,にいがた岩船農業協同組合
法人,継続,11024,,セレモニーホール「虹のホール荒川」,村上市坂町２３７６－３,村上市坂町２３７６－３,,0254-62-2000,,にいがた岩船農業協同組合,代表理事組合長　髙橋　豊明,村上市田端町８番５号,村上市田端町８番５号,,52-0511,,,飲食店営業（一般食堂）,,,1 - 35,0,0,2007年08月24日,2018年05月23日,2018年06月15日,2018年06月18日,2023年07月31日,,,,,,161,セレモニーホール「虹のホール荒川」,0254,0254-62-2000,,,,村上市坂町２３７６－３,新潟県村上市坂町２３７６－３,,87622,15,15212,坂町,2018/05/23,2007/08/24,2018/06/18,,2023/07/31,にいがた岩船農業協同組合, 代表理事組合長　髙橋　豊明,0254-52-0511,村上市田端町８番５号,新潟県村上市田端町８番５号,,87512,新潟県,村上市,田端町,1 - 35,継続,飲食店営業,（一般食堂）,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,M,76,,,セレモニホル虹のホル荒川0254-62-20008762215212,3d28d8b5-6a95-46d1-ba6f-b75fba3a9724,にいがた岩船農業協同組合87512,65aea333-2645-4e5e-ba50-cfa8eaba90d1,2c720d59-6765-45c1-9f15-fcbaaa2e40b1,2018/06/18,セレモニーホール「虹のホール荒川」,セレモニホル虹のホル荒川,にいがた岩船農業協同組合
法人,継続,952,有限会社,酒田屋,村上市安良町３－８,村上市安良町３－８,,53-2527,,有限会社　酒田屋,代表取締役　日下　正平,村上市安良町３－８,村上市安良町３－８,,52-1088,,,菓子製造業,,,1 - 114,0,0,1995年06月28日,2019年09月17日,2019年09月18日,2019年09月19日,2024年10月31日,,,,,,161,酒田屋,0254,0254-53-2527,,,,村上市安良町３－８,新潟県村上市安良町３－８,,87505,15,15212,安良町,2019/09/17,1995/06/28,2019/09/19,,2024/10/31,有限会社　酒田屋, 代表取締役　日下　正平,0254-52-1088,村上市安良町３－８,新潟県村上市安良町３－８,,87505,新潟県,村上市,安良町,1 - 114,継続,菓子製造業,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,E,9,,,酒田屋0254-53-25278750515212,cdc369e6-a5e1-44a4-8abf-f051c6cbcfcc,有限会社酒田屋87505,6bf1c108-efeb-42bf-9c52-38cbe38be9aa,d20a9504-34fe-4660-9aa8-7aadac4ddcf8,2019/09/19,酒田屋,酒田屋,有限会社酒田屋
法人,継続,1430,,ベルホール　会津屋,村上市仲間町６００－３,村上市仲間町６００－３,,52-4444,,株式会社　会津屋,代表取締役　舩山　博貴,村上市上助渕１７７７－４,村上市上助渕１７７７－４,,52-1101,,,飲食店営業（一般食堂）,調理用流しを必要とする調理行為を禁ずる。,,1 - 176,0,0,1995年11月14日,2020年09月07日,2020年09月17日,2020年09月18日,2025年10月31日,,,,,,161,ベルホール　会津屋,0254,0254-52-4444,,,,村上市仲間町６００－３,新潟県村上市仲間町６００－３,,87454,15,15212,仲間町,2020/09/07,1995/11/14,2020/09/18,,2025/10/31,株式会社　会津屋, 代表取締役　舩山　博貴,0254-52-1101,村上市上助渕１７７７－４,新潟県村上市上助渕１７７７－４,,87594,新潟県,村上市,上助渕,1 - 176,継続,飲食店営業,（一般食堂）,調理用流しを必要とする調理行為を禁ずる。,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,M,76,,,ベルホル会津屋0254-52-44448745415212,4a75bd81-8593-4003-8d2a-15f6d33ddae5,株式会社会津屋87594,52a19938-69a8-4c58-82c7-20eda2d5d975,12044c96-ef19-4a44-9c05-c3f0a42c6c33,2020/09/18,ベルホール　会津屋,ベルホル会津屋,株式会社会津屋
法人,新規,10821,,岩船港鮮魚センター,村上市瀬波温泉3丁目6番38号,村上市瀬波温泉３丁目６番３８号,,52-1261,,株式会社　岩船港鮮魚センター,代表取締役　安宅　謙,新潟県村上市瀬波温泉3丁目6番38号,新潟県村上市瀬波温泉３丁目６番３８号,,52-1261,,,⑬ その他の食料・飲料販売業,,,,0,0,,2021年11月30日,,,,,,,,,161,岩船港鮮魚センター,0254,0254-52-1261,,,,村上市瀬波温泉３丁目６番３８号,新潟県村上市瀬波温泉３丁目６番３８号,,87537,15,15212,瀬波温泉３,2021/11/30,,,,,株式会社　岩船港鮮魚センター, 代表取締役　安宅　謙,0254-52-1261,新潟県村上市瀬波温泉３丁目６番３８号,新潟県村上市瀬波温泉３丁目６番３８号,,87537,新潟県,村上市,瀬波温泉３,,新規,食料品販売業,,,,161_新潟県_村上保健所_食品衛生()_2022年01月まで全件_末日,A,58,581,5811,岩船港鮮魚センタ0254-52-12618753715212,4cb2e390-6633-48c8-ab63-eebafc7fe59f,株式会社岩船港鮮魚センター87537,b49c219a-cf7e-4b7e-ab2d-33adb3c1f150,3f7a9092-71df-4e14-8a44-63e1264d475d,2021/11/30,岩船港鮮魚センター,岩船港鮮魚センタ,株式会社岩船港鮮魚センター
