,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飲食店営業,美玄株式会社,乃が美はなれ伊勢崎店,伊勢崎市宮子町3419-3,伊勢崎市宮子町３４１９－３,,0270-61-5488,0,17,喫茶,R04/08/03,198,R04/08/03,R11/03/31,,伊勢崎保健所,乃が美はなれ伊勢崎店,0270,0270-61-5488,,,,伊勢崎市宮子町３４１９－３,群馬県伊勢崎市宮子町３４１９－３,,60472,群馬県,伊勢崎市,宮子町,,2022/08/03,,2022/08/03,2029/03/31,美玄株式会社,,,,,,,,,,,198,飲食店営業, 喫茶,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,乃が美はなれ伊勢崎店,乃が美はなれ伊勢崎店,美玄株式会社,,1,,,,,
麺類製造業,群馬県立伊勢崎興陽高等学校,群馬県立伊勢崎興陽高等学校,伊勢崎市上泉町212,伊勢崎市上泉町２１２,,0270-25-3266,0,,,R04/08/10,199,R04/08/10,R10/09/30,,伊勢崎保健所,群馬県立伊勢崎興陽高等学校,0270,0270-25-3266,,,,伊勢崎市上泉町２１２,群馬県伊勢崎市上泉町２１２,,60428,群馬県,伊勢崎市,上泉町,,2022/08/10,,2022/08/10,2028/09/30,群馬県立伊勢崎興陽高等学校,,,,,,,,,,,199,麺類製造業,,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,製造業,食料品製造業,,,,,,,,,群馬県立伊勢崎興陽高等学校,群馬県立伊勢崎興陽高等学校,群馬県立伊勢崎興陽高等学校,,1,,,,,
飲食店営業,下田　瑠伽,ＣＬＵＢ ＲＡＤＩＡＮＴ,伊勢崎市本町7番地7ﾌﾟﾗﾝﾀﾝ伊勢崎2階,伊勢崎市本町７番地,７ﾌﾟﾗﾝﾀﾝ伊勢崎２階,0270-27-4318,0,20,ｶﾌｪ･ﾊﾞｰ･ｷｬﾊﾞﾚｰ,R04/08/10,200,R04/08/10,R11/03/31,,伊勢崎保健所,ＣＬＵＢ ＲＡＤＩＡＮＴ,0270,0270-27-4318,,,,伊勢崎市本町７番地,群馬県伊勢崎市本町７番地,７ﾌﾟﾗﾝﾀﾝ伊勢崎２階,60469,群馬県,伊勢崎市,本町,,2022/08/10,,2022/08/10,2029/03/31,,下田　瑠伽,,,,,,,,,,200,飲食店営業, ｶﾌｪ･ﾊﾞｰ･ｷｬﾊﾞﾚｰ,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＣＬＵＢ　ＲＡＤＩＡＮＴ,ＣＬＵＢＲＡＤＩＡＮＴ,,,1,,,,,
菓子製造業,株式会社ナランハ,洋菓子店ナランハ,伊勢崎市戸谷塚町76,伊勢崎市戸谷塚町７６,,0270-75-2251,0,,,R04/08/10,201,R04/08/10,R10/09/30,,伊勢崎保健所,洋菓子店ナランハ,0270,0270-75-2251,,,,伊勢崎市戸谷塚町７６,群馬県伊勢崎市戸谷塚町７６,,60454,群馬県,伊勢崎市,戸谷塚町,,2022/08/10,,2022/08/10,2028/09/30,株式会社ナランハ,,,,,,,,,,,201,菓子製造業,,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,製造業,食料品製造業,,,,,,,,,洋菓子店ナランハ,洋菓子店ナランハ,株式会社ナランハ,,1,,,,,
飲食店営業,金子　昌史,しろ金,伊勢崎市本町3-20　1F,伊勢崎市本町３－２０,１F,,0,12,一般飲食店,R04/08/17,204,R04/08/17,R11/03/31,,伊勢崎保健所,しろ金,0270,,,,,伊勢崎市本町３－２０,群馬県伊勢崎市本町３－２０,１F,60469,群馬県,伊勢崎市,本町,,2022/08/17,,2022/08/17,2029/03/31,,金子　昌史,,,,,,,,,,204,飲食店営業, 一般飲食店,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,しろ金,しろ金,,,1,,,,,
飲食店営業,ＨＯ ＴＨＩ ＨＯＮＧ,ＤＡｉＮＡＭ,伊勢崎市東本町96-14,伊勢崎市東本町９６－１４,,,0,12,一般飲食店,R04/08/17,205,R04/08/17,R11/03/31,,伊勢崎保健所,ＤＡｉＮＡＭ,0270,,,,,伊勢崎市東本町９６－１４,群馬県伊勢崎市東本町９６－１４,,60463,群馬県,伊勢崎市,東本町,,2022/08/17,,2022/08/17,2029/03/31,,ＨＯ ＴＨＩ ＨＯＮＧ,,,,,,,,,,205,飲食店営業, 一般飲食店,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＤＡｉＮＡＭ,ＤＡｉＮＡＭ,,,1,,,,,
飲食店営業,株式会社アメリカヤコーポレーション,かつや伊勢崎宮子町店,伊勢崎市宮子町2919,伊勢崎市宮子町２９１９,,0270-61-9005,0,12,一般飲食店,R04/08/24,207,R04/08/24,R11/03/31,,伊勢崎保健所,かつや伊勢崎宮子町店,0270,0270-61-9005,,,,伊勢崎市宮子町２９１９,群馬県伊勢崎市宮子町２９１９,,60472,群馬県,伊勢崎市,宮子町,,2022/08/24,,2022/08/24,2029/03/31,株式会社アメリカヤコーポレーション,,,,,,,,,,,207,飲食店営業, 一般飲食店,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,かつや伊勢崎宮子町店,かつや伊勢崎宮子町店,株式会社アメリカヤコーポレーション,かつや,1,宿泊業，飲食サービス業,飲食店,専門料理店,その他の専門料理店,
飲食店営業,久保田　和宏,肉の王騎,伊勢崎市太田町149-1A棟5号,伊勢崎市太田町１４９－１,A棟５号,0270-75-1747,0,12,一般飲食店,R04/08/24,208,R04/08/24,R11/03/31,,伊勢崎保健所,肉の王騎,0270,0270-75-1747,,,,伊勢崎市太田町１４９－１,群馬県伊勢崎市太田町１４９－１,A棟５号,60424,群馬県,伊勢崎市,太田町,,2022/08/24,,2022/08/24,2029/03/31,,久保田　和宏,,,,,,,,,,208,飲食店営業, 一般飲食店,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,肉の王騎,肉の王騎,,,1,,,,,
そうざい製造業,梅澤　圭一,和酒食仁風,伊勢崎市田中町184-4,伊勢崎市田中町１８４－４,,0270-23-6860,0,,,R04/08/24,209,R04/08/24,R10/09/30,,伊勢崎保健所,和酒食仁風,0270,0270-23-6860,,,,伊勢崎市田中町１８４－４,群馬県伊勢崎市田中町１８４－４,,60447,群馬県,伊勢崎市,田中町,,2022/08/24,,2022/08/24,2028/09/30,,梅澤　圭一,,,,,,,,,,209,そうざい製造業,,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,製造業,食料品製造業,,,,,,,,,和酒食仁風,和酒食仁風,,,1,,,,,
飲食店営業,ミネギシ　メグミ,タイレストランノンカイ,伊勢崎市八斗島町1584-6,伊勢崎市八斗島町１５８４－６,,0270-31-2024,0,5,,R04/08/24,210,R04/08/24,R10/09/30,,伊勢崎保健所,タイレストランノンカイ,0270,0270-31-2024,,,,伊勢崎市八斗島町１５８４－６,群馬県伊勢崎市八斗島町１５８４－６,,60477,群馬県,伊勢崎市,八斗島町,,2022/08/24,,2022/08/24,2028/09/30,,ミネギシ　メグミ,,,,,,,,,,210,飲食店営業,,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,タイレストランノンカイ,タイレストランノンカイ,,,1,,,,,
飲食店営業,株式会社Ｖａｍｏｓ,とろり天使のわらびもち,伊勢崎市連取町3068-2連取ﾊﾞｻﾞｰﾙⅡ,伊勢崎市連取町３０６８－２,連取ﾊﾞｻﾞｰﾙⅡ,,0,12,一般飲食店,R04/08/24,211,R04/08/24,R10/09/30,,伊勢崎保健所,とろり天使のわらびもち,0270,,,,,伊勢崎市連取町３０６８－２,群馬県伊勢崎市連取町３０６８－２,連取ﾊﾞｻﾞｰﾙⅡ,60452,群馬県,伊勢崎市,連取町,,2022/08/24,,2022/08/24,2028/09/30,株式会社Ｖａｍｏｓ,,,,,,,,,,,211,飲食店営業, 一般飲食店,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,とろり天使のわらびもち,とろり天使のわらびもち,株式会社Ｖａｍｏｓ,,1,,,,,
飲食店営業,鹿沼　一浩,ポン太くんちのピザ屋,伊勢崎市波志江町甲2114,伊勢崎市波志江町甲２１１４,,,0,5,専門料理店,R04/08/24,212,R04/08/24,R11/03/31,,伊勢崎保健所,ポン太くんちのピザ屋,0270,,,,,伊勢崎市波志江町甲２１１４,群馬県伊勢崎市波志江町甲２１１４,,60461,群馬県,伊勢崎市,波志江町,,2022/08/24,,2022/08/24,2029/03/31,,鹿沼　一浩,,,,,,,,,,212,飲食店営業, 専門料理店,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ポン太くんちのピザ屋,ポン太くんちのピザ屋,,,1,,,,,
飲食店営業,スターバックスコーヒージャパン株式会社,スターバックスコーヒー伊勢崎今泉店,伊勢崎市今泉町2-338-1,伊勢崎市今泉町２－３３８－１,,,0,17,喫茶,R04/08/29,213,R04/08/29,R10/09/30,,伊勢崎保健所,スターバックスコーヒー伊勢崎今泉店,0270,,,,,伊勢崎市今泉町２－３３８－１,群馬県伊勢崎市今泉町２－３３８－１,,60422,群馬県,伊勢崎市,今泉町２,,2022/08/29,,2022/08/29,2028/09/30,スターバックスコーヒージャパン株式会社,,,,,,,,,,,213,飲食店営業, 喫茶,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,スターバックスコーヒー伊勢崎今泉店,スタバックスコヒ伊勢崎今泉店,スターバックスコーヒージャパン株式会社,Starbucks Coffee,1,宿泊業，飲食サービス業,飲食店,喫茶店,喫茶店,
飲食店営業,あかぎ園芸株式会社,花土有楽,伊勢崎市香林町二丁目926の１,伊勢崎市香林町２丁目９２６ー１,,0270-70-5566,0,12,一般飲食店,R04/08/31,215,R04/08/31,R11/06/30,,伊勢崎保健所,花土有楽,0270,0270-70-5566,,,,伊勢崎市香林町２丁目９２６ー１,群馬県伊勢崎市香林町２丁目９２６－１,,60506,群馬県,伊勢崎市,香林町２,,2022/08/31,,2022/08/31,2029/06/30,あかぎ園芸株式会社,,,,,,,,,,,215,飲食店営業, 一般飲食店,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,花土有楽,花土有楽,あかぎ園芸株式会社,,1,,,,,
飲食店営業,SAMM ENTERTAINMENT株式会社,つる屋,伊勢崎市韮塚町970-1,伊勢崎市韮塚町９７０－１,,0270-50-0706,0,3,めん類,R04/08/31,216,R04/08/31,R10/09/30,,伊勢崎保健所,つる屋,0270,0270-50-0706,,,,伊勢崎市韮塚町９７０－１,群馬県伊勢崎市韮塚町９７０－１,,60460,群馬県,伊勢崎市,韮塚町,,2022/08/31,,2022/08/31,2028/09/30,SAMM ENTERTAINMENT株式会社,,,,,,,,,,,216,飲食店営業, めん類,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,つる屋,つる屋,ＳＡＭＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ株式会社,,1,,,,,
飲食店営業,長澤　誠,セブン-イレブン玉村上之手南店,佐波郡玉村町大字上之手2085番1,佐波郡玉村町大字上之手２０８５番１,,0270-64-1163,0,24,ｺﾝﾋﾞﾆｴﾝｽｽﾄｱ,R04/08/24,206,R04/08/24,R10/12/31,,伊勢崎保健所,セブン-イレブン玉村上之手南店,0270,0270-64-1163,,,,佐波郡玉村町大字上之手２０８５番１,群馬県佐波郡玉村町上ノ手２０８５番１,,61361,群馬県,佐波郡玉村町,上ノ手,,2022/08/24,,2022/08/24,2028/12/31,,長澤　誠,,,,,,,,,,206,飲食店営業, ｺﾝﾋﾞﾆｴﾝｽｽﾄｱ,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,セブンイレブン玉村上之手南店,セブンイレブン玉村上之手南店,,セブンイレブン,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
飲食店営業,合同会社ｍｏｍｏ,ｻﾝﾘｵｶﾌｪﾜｺﾞﾝ「ｻﾝﾘｵｸﾚｰﾌﾟ号」,伊勢崎市西小保方町368ｽﾏｰｸ伊勢崎（前橋市、高崎市を除く県内一円）,伊勢崎市西小保方町３６８,ｽﾏｰｸ伊勢崎,,0,25,自動車営業,R04/07/13,178,R04/07/13,R10/06/30,,伊勢崎保健所,ｻﾝﾘｵｶﾌｪﾜｺﾞﾝ「ｻﾝﾘｵｸﾚｰﾌﾟ号」,0270,,,,,伊勢崎市西小保方町３６８,群馬県伊勢崎市西小保方町３６８,ｽﾏｰｸ伊勢崎,60538,群馬県,伊勢崎市,西小保方町,,2022/07/13,,2022/07/13,2028/06/30,合同会社ｍｏｍｏ,,,,,,,,,,,178,飲食店営業, 自動車営業,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,サンリオカフェワゴン「サンリオクレープ号」,サンリオカフェワゴンサンリオクレプ号,合同会社ｍｏｍｏ,,1,,,,,
飲食店営業,株式会社フォーシーズ,ピザーラキッチンカー37号,佐波郡玉村町上福島158（前橋市、高崎市を除く県内一円）,佐波郡玉村町上福島１５８,,,0,25,自動車営業,R04/07/14,179,R04/07/14,R09/12/31,,伊勢崎保健所,ピザーラキッチンカー37号,0270,,,,,佐波郡玉村町上福島１５８,群馬県佐波郡玉村町上福島１５８,,61362,群馬県,佐波郡玉村町,上福島,,2022/07/14,,2022/07/14,2027/12/31,株式会社フォーシーズ,,,,,,,,,,,179,飲食店営業, 自動車営業,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ピザーラキッチンカー３７号,ピザラキッチンカ３７号,株式会社フォーシーズ,ピザーラ,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
飲食店営業,前野　史菜,おいしそう屋さん,伊勢崎市境410（前橋市、高崎市を除く県内一円）,伊勢崎市境４１０,,,0,25,自動車営業,R04/08/15,202,R04/08/12,R10/06/30,,伊勢崎保健所,おいしそう屋さん,0270,,,,,伊勢崎市境４１０,群馬県伊勢崎市境４１０,,60508,群馬県,伊勢崎市,境,,2022/08/15,,2022/08/12,2028/06/30,,前野　史菜,,,,,,,,,,202,飲食店営業, 自動車営業,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,おいしそう屋さん,おいしそう屋さん,,,1,,,,,
飲食店営業,新井　航平,そらいふ,伊勢崎市連取町868-1（前橋市、高崎市を除く県内一円）,伊勢崎市連取町８６８－１,,,0,25,自動車営業,R04/08/16,203,R04/08/15,R09/09/30,,伊勢崎保健所,そらいふ,0270,,,,,伊勢崎市連取町８６８－１,群馬県伊勢崎市連取町８６８－１,,60452,群馬県,伊勢崎市,連取町,,2022/08/16,,2022/08/15,2027/09/30,,新井　航平,,,,,,,,,,203,飲食店営業, 自動車営業,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,そらいふ,そらいふ,,,1,,,,,
飲食店営業,株式会社はたお商店,はたお商店,伊勢崎市宮子町3602-1（前橋市、高崎市を除く県内一円）,伊勢崎市宮子町３６０２－１,,,0,25,自動車営業,R04/08/30,214,R04/08/30,R10/03/31,,伊勢崎保健所,はたお商店,0270,,,,,伊勢崎市宮子町３６０２－１,群馬県伊勢崎市宮子町３６０２－１,,60472,群馬県,伊勢崎市,宮子町,,2022/08/30,,2022/08/30,2028/03/31,株式会社はたお商店,,,,,,,,,,,214,飲食店営業, 自動車営業,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,はたお商店,はたお商店,株式会社はたお商店,,1,,,,,
