,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,空欄,空欄,,,,,,マンション,なんだこいつ,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名のフリガナ,業種,業態,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,法人番号,申請-住所1,確認番号,許可年月日,許可年月日,許可期間開始日,許可期間終了日,廃業年月日,申請区分,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自治体コード,行番号,都道府県名,市区町村名,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号（フリガナ）,営業の種類,業態,営業施設所在地,営業施設方書,緯度,経度,営業施設電話番号,法人名,法人番号,法人住所,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
10202,fBiz00000818610000000082,群馬県,高崎市,マルエドラッグ高崎駅西口店,マルエドラッグタカサキエキニシグチテン,③ 乳類販売業,,群馬県高崎市旭町34-5,旭町ビル1F,2/4/1900,5/18/1900,027-310-7272,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ高崎駅西口店,027,027-310-7272,,,,群馬県高崎市旭町34-5,群馬県高崎市旭町３４－５,旭町ビル1F,60040,群馬県,高崎市,旭町,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,乳類販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,マルエドラッグ高崎駅西口店,マルエドラッグ高崎駅西口店,株式会社クスリのマルエ,,1,,,,,マルエドラッグタカサキエキニシグチテン
10202,fBiz00000818610000000086,群馬県,高崎市,マルエドラッグ並榎店,マルエドラッグナミエテン,③ 乳類販売業,,群馬県高崎市上並榎町88-1,,2/4/1900,5/17/1900,027-365-3666,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ並榎店,027,027-365-3666,,,,群馬県高崎市上並榎町88-1,群馬県高崎市上並榎町８８－１,,60071,群馬県,高崎市,上並榎町,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,乳類販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,マルエドラッグ並榎店,マルエドラッグ並榎店,株式会社クスリのマルエ,,1,,,,,マルエドラッグナミエテン
10202,fBiz00000818610000000091,群馬県,高崎市,マルエドラッグ倉賀野店,マルエドラッグクラガノテン,③ 乳類販売業,,群馬県高崎市倉賀野町443-2,,2/4/1900,5/18/1900,027-346-8977,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ倉賀野店,027,027-346-8977,,,,群馬県高崎市倉賀野町443-2,群馬県高崎市倉賀野町４４３－２,,60081,群馬県,高崎市,倉賀野町,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,乳類販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,マルエドラッグ倉賀野店,マルエドラッグ倉賀野店,株式会社クスリのマルエ,,1,,,,,マルエドラッグクラガノテン
10202,fBiz00000818610000000092,群馬県,高崎市,マルエドラッグ高崎下小鳥店,マルエドラッグタカサキシモコトリテン,② 食肉販売業（包装済みの食肉のみの販売）,,群馬県高崎市下小鳥町207,,2/4/1900,5/17/1900,027-386-4471,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ高崎下小鳥店,027,027-386-4471,,,,群馬県高崎市下小鳥町207,群馬県高崎市下小鳥町２０７,,60093,群馬県,高崎市,下小鳥町,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,食肉販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,マルエドラッグ高崎下小鳥店,マルエドラッグ高崎下小鳥店,株式会社クスリのマルエ,,4,,,,,マルエドラッグタカサキシモコトリテン
10202,fBiz00000818610000000092,群馬県,高崎市,マルエドラッグ高崎下小鳥店,マルエドラッグタカサキシモコトリテン,③ 乳類販売業,,群馬県高崎市下小鳥町207,,2/4/1900,5/17/1900,027-386-4471,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ高崎下小鳥店,027,027-386-4471,,,,群馬県高崎市下小鳥町207,群馬県高崎市下小鳥町２０７,,60093,群馬県,高崎市,下小鳥町,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,乳類販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,マルエドラッグ高崎下小鳥店,マルエドラッグ高崎下小鳥店,株式会社クスリのマルエ,,4,,,,,マルエドラッグタカサキシモコトリテン
10202,fBiz00000818610000000095,群馬県,高崎市,マルエドラッグ吉井店,マルエドラッグヨシイテン,③ 乳類販売業,,群馬県高崎市吉井町池5,,2/4/1900,5/17/1900,027-387-6964,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ吉井店,027,027-387-6964,,,,群馬県高崎市吉井町池5,群馬県高崎市吉井町池５,,60266,群馬県,高崎市,吉井町池,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,乳類販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,マルエドラッグ吉井店,マルエドラッグ吉井店,株式会社クスリのマルエ,,1,,,,,マルエドラッグヨシイテン
10202,fBiz00000818610000000097,群馬県,高崎市,マルエドラッグ高崎下小鳥店,マルエドラッグタカサキシモコトリテン,② 食肉販売業（包装済みの食肉のみの販売）,,群馬県高崎市下小鳥町207,,2/4/1900,5/17/1900,027-386-4471,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ高崎下小鳥店,027,027-386-4471,,,,群馬県高崎市下小鳥町207,群馬県高崎市下小鳥町２０７,,60093,群馬県,高崎市,下小鳥町,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,食肉販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,マルエドラッグ高崎下小鳥店,マルエドラッグ高崎下小鳥店,株式会社クスリのマルエ,,4,,,,,マルエドラッグタカサキシモコトリテン
10202,fBiz00000818610000000097,群馬県,高崎市,マルエドラッグ高崎下小鳥店,マルエドラッグタカサキシモコトリテン,③ 乳類販売業,,群馬県高崎市下小鳥町207,,2/4/1900,5/17/1900,027-386-4471,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ高崎下小鳥店,027,027-386-4471,,,,群馬県高崎市下小鳥町207,群馬県高崎市下小鳥町２０７,,60093,群馬県,高崎市,下小鳥町,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,乳類販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,マルエドラッグ高崎下小鳥店,マルエドラッグ高崎下小鳥店,株式会社クスリのマルエ,,4,,,,,マルエドラッグタカサキシモコトリテン
10202,fBiz00000818610000000102,群馬県,高崎市,マルエドラッグ高崎菅谷店,マルエドラッグタカサキスガヤテン,③ 乳類販売業,,群馬県高崎市菅谷町20-991,,2/4/1900,5/18/1900,027-350-3700,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ高崎菅谷店,027,027-350-3700,,,,群馬県高崎市菅谷町20-991,群馬県高崎市菅谷町２０－９９１,,60223,群馬県,高崎市,菅谷町,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,乳類販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,マルエドラッグ高崎菅谷店,マルエドラッグ高崎菅谷店,株式会社クスリのマルエ,,1,,,,,マルエドラッグタカサキスガヤテン
10202,fBiz00000818610000000103,群馬県,高崎市,マルエドラッグ高崎新町店,マルエドラッグタカサキシンマチテン,③ 乳類販売業,,群馬県高崎市新町2140-19,,2/4/1900,5/18/1900,0274-20-2151,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ高崎新町店,0274,0274-20-2151,,,,群馬県高崎市新町2140-19,群馬県高崎市新町２１４０－１９,,60222,群馬県,高崎市,新町,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,乳類販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,マルエドラッグ高崎新町店,マルエドラッグ高崎新町店,株式会社クスリのマルエ,,1,,,,,マルエドラッグタカサキシンマチテン
10202,fBiz00000818610000000109,群馬県,高崎市,マルエドラッグ吉井バイパス店,マルエドラッグヨシイバイパステン,③ 乳類販売業,,群馬県高崎市吉井町片山464,,2/4/1900,5/17/1900,027-381-6980,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ吉井バイパス店,027,027-381-6980,,,,群馬県高崎市吉井町片山464,群馬県高崎市吉井町片山４６４,,60272,群馬県,高崎市,吉井町片山,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,乳類販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,マルエドラッグ吉井バイパス店,マルエドラッグ吉井バイパス店,株式会社クスリのマルエ,,1,,,,,マルエドラッグヨシイバイパステン
10202,fBiz00000818610000000111,群馬県,高崎市,マルエドラッグ群馬町店,マルエドラッググンママチテン,③ 乳類販売業,,群馬県高崎市金古町447-1,,2/4/1900,5/18/1900,027-372-1772,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ群馬町店,027,027-372-1772,,,,群馬県高崎市金古町447-1,群馬県高崎市金古町４４７－１,,60215,群馬県,高崎市,金古町,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,乳類販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,マルエドラッグ群馬町店,マルエドラッグ群馬町店,株式会社クスリのマルエ,,1,,,,,マルエドラッググンママチテン
10202,fBiz00000818610000000113,群馬県,高崎市,マルエドラッグ高崎新保店,マルエドラッグタカサキシンボテン,③ 乳類販売業,,群馬県高崎市新保町21-1,,2/4/1900,5/18/1900,027-365-3911,株式会社クスリのマルエ,5070001001069 ,群馬県前橋市樋越町83番地,,,,,,,届出,,,,高崎市保健所,マルエドラッグ高崎新保店,027,027-365-3911,,,,群馬県高崎市新保町21-1,群馬県高崎市新保町２１－１,,60116,群馬県,高崎市,新保町,,,,,,株式会社クスリのマルエ,,,群馬県前橋市樋越町83番地,群馬県前橋市樋越町８３番地,,60017,群馬県,前橋市,樋越町,,届出,乳類販売業,,,5070001001069,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,マルエドラッグ高崎新保店,マルエドラッグ高崎新保店,株式会社クスリのマルエ,,2,,,,,マルエドラッグタカサキシンボテン
10202,fBiz00000820940000000001,群馬県,高崎市,高崎市立中尾中学校,タカサキシリツナカオチュウガッコウ,㉖ 集団給食施設,,群馬県高崎市中尾町791,,2/4/1900,5/18/1900,273618810,,,,,,,,,,届出,,,,高崎市保健所,高崎市立中尾中学校,027,027-361-8810,,,,群馬県高崎市中尾町791,群馬県高崎市中尾町７９１,,60144,群馬県,高崎市,中尾町,,,,,,,,,,,,,,,,,届出,給食施設,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,高崎市立中尾中学校,高崎市立中尾中学校,,,1,,,,,タカサキシリツナカオチュウガッコウ
10202,fBiz00000822660000000056,群馬県,高崎市,ジョイフーズ高崎剣崎店,ジョイフーズタカサキケンザキテン,⑪ 百貨店、総合スーパー,総合スーパー,群馬県高崎市剣崎町高田1144,,2/4/1900,5/17/1900,027-381-8118,株式会社ジョイマート,8030001051478 ,埼玉県春日部市小渕２４３番地,,,,,,,届出,,,,高崎市保健所,ジョイフーズ高崎剣崎店,027,027-381-8118,,,,群馬県高崎市剣崎町高田1144,群馬県高崎市剣崎町高田１１４４,,60083,群馬県,高崎市,剣崎町,,,,,,株式会社ジョイマート,,,埼玉県春日部市小渕２４３番地,埼玉県春日部市小渕２４３番地,,63748,埼玉県,春日部市,小渕,,届出,百貨店、総合スーパー, 総合スーパー,,8030001051478,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,ジョイフーズ高崎剣崎店,ジョイフズ高崎剣崎店,株式会社ジョイマート,,1,,,,,ジョイフーズタカサキケンザキテン
10202,fBiz00000822660000000057,群馬県,高崎市,フジマート中居店,フジマートナカイテン,⑪ 百貨店、総合スーパー,総合スーパー,群馬県高崎市中居町4-4-3,,2/4/1900,5/18/1900,027-360-5478,株式会社ジョイマート,8030001051478 ,埼玉県春日部市小渕２４３番地,,,,,,,届出,,,,高崎市保健所,フジマート中居店,027,027-360-5478,,,,群馬県高崎市中居町4-4-3,群馬県高崎市中居町４－４－３,,60142,群馬県,高崎市,中居町４,,,,,,株式会社ジョイマート,,,埼玉県春日部市小渕２４３番地,埼玉県春日部市小渕２４３番地,,63748,埼玉県,春日部市,小渕,,届出,百貨店、総合スーパー, 総合スーパー,,8030001051478,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,フジマート中居店,フジマト中居店,株式会社ジョイマート,,1,,,,,フジマートナカイテン
10202,fBiz00000822660000000058,群馬県,高崎市,アバンセ群馬町店,アバンセグンママチテン,⑪ 百貨店、総合スーパー,総合スーパー,群馬県高崎市金古町1293-1,,2/4/1900,5/18/1900,027-372-5778,株式会社ジョイマート,8030001051478 ,埼玉県春日部市小渕２４３番地,,,,,,,届出,,,,高崎市保健所,アバンセ群馬町店,027,027-372-5778,,,,群馬県高崎市金古町1293-1,群馬県高崎市金古町１２９３－１,,60215,群馬県,高崎市,金古町,,,,,,株式会社ジョイマート,,,埼玉県春日部市小渕２４３番地,埼玉県春日部市小渕２４３番地,,63748,埼玉県,春日部市,小渕,,届出,百貨店、総合スーパー, 総合スーパー,,8030001051478,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,アバンセ群馬町店,アバンセ群馬町店,株式会社ジョイマート,,1,,,,,アバンセグンママチテン
10202,fBiz00000822660000000059,群馬県,高崎市,ジョイフーズ高崎上佐野店,ジョイフーズタカサキカミサノテン,⑪ 百貨店、総合スーパー,総合スーパー,群馬県高崎市上佐野町280-1,,2/4/1900,5/18/1900,027-381-5776,株式会社ジョイマート,8030001051478 ,埼玉県春日部市小渕２４３番地,,,,,,,届出,,,,高崎市保健所,ジョイフーズ高崎上佐野店,027,027-381-5776,,,,群馬県高崎市上佐野町280-1,群馬県高崎市上佐野町２８０－１,,60067,群馬県,高崎市,上佐野町,,,,,,株式会社ジョイマート,,,埼玉県春日部市小渕２４３番地,埼玉県春日部市小渕２４３番地,,63748,埼玉県,春日部市,小渕,,届出,百貨店、総合スーパー, 総合スーパー,,8030001051478,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,ジョイフーズ高崎上佐野店,ジョイフズ高崎上佐野店,株式会社ジョイマート,,1,,,,,ジョイフーズタカサキカミサノテン
10202,fBiz00000822660000000060,群馬県,高崎市,ジョイフーズ高崎西店,ジョイフーズタカサキニシテン,⑪ 百貨店、総合スーパー,総合スーパー,群馬県高崎市聖石町252-3,,2/4/1900,5/18/1900,027-329-7334,株式会社ジョイマート,8030001051478 ,埼玉県春日部市小渕２４３番地,,,,,,,届出,,,,高崎市保健所,ジョイフーズ高崎西店,027,027-329-7334,,,,群馬県高崎市聖石町252-3,群馬県高崎市聖石町２５２－３,,60160,群馬県,高崎市,聖石町,,,,,,株式会社ジョイマート,,,埼玉県春日部市小渕２４３番地,埼玉県春日部市小渕２４３番地,,63748,埼玉県,春日部市,小渕,,届出,百貨店、総合スーパー, 総合スーパー,,8030001051478,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,ジョイフーズ高崎西店,ジョイフズ高崎西店,株式会社ジョイマート,,1,,,,,ジョイフーズタカサキニシテン
10202,fBiz00000826030000000001,群馬県,高崎市,高崎市吉井学校給食センター,タカサキシヨシイガッコウキュウショクセンター,㉖ 集団給食施設,,群馬県高崎市吉井町吉井392-1,,2/4/1900,5/17/1900,273872285,,,,,,,,,,届出,,,,高崎市保健所,高崎市吉井学校給食センター,027,027-387-2285,,,,群馬県高崎市吉井町吉井392-1,群馬県高崎市吉井町吉井３９２－１,,60296,群馬県,高崎市,吉井町吉井,,,,,,,,,,,,,,,,,届出,給食施設,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,高崎市吉井学校給食センター,高崎市吉井学校給食センタ,,,1,,,,,タカサキシヨシイガッコウキュウショクセンター
10202,fBiz00000828350000000001,群馬県,高崎市,高崎市立倉渕中学校,タカサキシリツクラブチチュウガッコウ,㉖ 集団給食施設,,群馬県高崎市倉渕町岩氷215番地１,,2/4/1900,5/17/1900,273783214,,,,,,,,,,届出,,,,高崎市保健所,高崎市立倉渕中学校,027,027-378-3214,,,,群馬県高崎市倉渕町岩氷215番地１,群馬県高崎市倉渕町岩氷２１５番地１,,60217,群馬県,高崎市,倉渕町岩氷,,,,,,,,,,,,,,,,,届出,給食施設,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,高崎市立倉渕中学校,高崎市立倉渕中学校,,,1,,,,,タカサキシリツクラブチチュウガッコウ
10202,fBiz00000837300000000001,群馬県,高崎市,高崎市立塚沢中学校,タカサキシリツツカサワチュウガッコウ,㉖ 集団給食施設,,群馬県高崎市飯玉町109,,2/4/1900,5/18/1900,027-361-8400,,,,,,,,,,届出,,,,高崎市保健所,高崎市立塚沢中学校,027,027-361-8400,,,,群馬県高崎市飯玉町109,群馬県高崎市飯玉町１０９,,60043,群馬県,高崎市,飯玉町,,,,,,,,,,,,,,,,,届出,給食施設,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,高崎市立塚沢中学校,高崎市立塚沢中学校,,,1,,,,,タカサキシリツツカサワチュウガッコウ
10202,fBiz00000842980000000262,群馬県,高崎市,株式会社西友　足門店,カブシキガイシャセイユウ　アシカドテン,⑪ 百貨店、総合スーパー,,群馬県高崎市足門町836,,2/4/1900,5/17/1900,027-373-5296,株式会社西友,8011503002037 ,東京都北区赤羽二丁目１番１号,,,,,,,届出,,,,高崎市保健所,株式会社西友　足門店,027,027-373-5296,,,,群馬県高崎市足門町836,群馬県高崎市足門町８３６,,60212,群馬県,高崎市,足門町,,,,,,株式会社西友,,,東京都北区赤羽二丁目１番１号,東京都北区赤羽２丁目１番１号,,74861,東京都,北区,赤羽２,,届出,百貨店、総合スーパー,,,8011503002037,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,株式会社西友　足門店,株式会社西友足門店,株式会社西友,,1,,,,,カブシキガイシャセイユウ　アシカドテン
10202,fBiz00000847290000000003,群馬県,高崎市,HEROS FACTORY,ヒーローズ　ファクトリー,⑯ コーヒー製造・加工業（飲料の製造を除く。）,,群馬県高崎市小八木町312-15,,2/4/1900,5/18/1900,,,,,,,,,,,届出,,,,高崎市保健所,HEROS FACTORY,027,,,,,群馬県高崎市小八木町312-15,群馬県高崎市小八木町３１２－１５,,60084,群馬県,高崎市,小八木町,,,,,,,,,,,,,,,,,届出,コーヒー製造・加工業,（飲料の製造を除く。）,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,飲料・たばこ・飼料製造業,茶・コーヒー製造業（清涼飲料を除く）,コーヒー製造業,,,,,,,ＨＥＲＯＳ　ＦＡＣＴＯＲＹ,ＨＥＲＯＳＦＡＣＴＯＲＹ,,,1,,,,,ヒーローズ　ファクトリー
10202,fBiz00000855880000000001,群馬県,高崎市,高崎市立佐野小学校,タカサキシリツサノショウガッコウ,㉖ 集団給食施設,,群馬県高崎市上佐野町９１８－２,,2/4/1900,5/18/1900,027-322-8497,,,,,,,,,,届出,,,,高崎市保健所,高崎市立佐野小学校,027,027-322-8497,,,,群馬県高崎市上佐野町９１８－２,群馬県高崎市上佐野町９１８－２,,60067,群馬県,高崎市,上佐野町,,,,,,,,,,,,,,,,,届出,給食施設,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,高崎市立佐野小学校,高崎市立佐野小学校,,,1,,,,,タカサキシリツサノショウガッコウ
10202,fBiz00000864830000000001,群馬県,高崎市,ひばり保育園(高崎保育所),ヒバリホイクエン タカサキホイクショ,㉖ 集団給食施設,集団給食,群馬県高崎市東町253,,2/4/1900,5/18/1900,273226109,公益財団法人　鉄道弘済会,1010005002980 ,東京都文京区小石川1丁目1番1号　文京ガーデンゲートタワー19階,,,,,,,届出,,,,高崎市保健所,ひばり保育園(高崎保育所),027,027-322-6109,,,,群馬県高崎市東町253,群馬県高崎市東町２５３,,60041,群馬県,高崎市,東町,,,,,,公益財団法人　鉄道弘済会,,,東京都文京区小石川1丁目1番1号　文京ガーデンゲートタワー19階,東京都文京区小石川１丁目１番１号文京ガ－デンゲ－トタワ－１９階,,73327,東京都,文京区,小石川１,,届出,給食施設, 集団給食,,1010005002980,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,ひばり保育園（高崎保育所）,ひばり保育園高崎保育所,公益財団法人鉄道弘済会,,1,,,,,ヒバリホイクエン  タカサキホイクショ
10202,fBiz00000867100000000001,群馬県,高崎市,ウエルシア高崎吉井店,ウエルシアタカサキヨシイテン,⑪ 百貨店、総合スーパー,ドラッグストア,群馬県高崎市吉井町長根1576-1,,2/4/1900,5/17/1900,273203113,ウエルシア薬局株式会社,3030001002411 ,東京都千代田区外神田2-2-15,,,,,,,届出,,,,高崎市保健所,ウエルシア高崎吉井店,027,027-320-3113,,,,群馬県高崎市吉井町長根1576-1,群馬県高崎市吉井町長根１５７６－１,,60287,群馬県,高崎市,吉井町長根,,,,,,ウエルシア薬局株式会社,,,東京都千代田区外神田2-2-15,東京都千代田区外神田２－２－１５,,72907,東京都,千代田区,外神田２,,届出,百貨店、総合スーパー, ドラッグストア,,3030001002411,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,ウエルシア高崎吉井店,ウエルシア高崎吉井店,ウエルシア薬局株式会社,,1,,,,,ウエルシアタカサキヨシイテン
10202,fBiz00000872370000000001,群馬県,高崎市,社会福祉法人浜川会あづま保育園,シャカイフクシホウジンハマガワカイアヅマホイクエン,㉖ 集団給食施設,集団給食,群馬県高崎市浜川町２０４６,,2/4/1900,5/17/1900,273431693,社会福祉法人浜川会あづま保育園,5070005000255 ,群馬県高崎市高崎市２０４６,,,,,,,届出,,,,高崎市保健所,社会福祉法人浜川会あづま保育園,027,027-343-1693,,,,群馬県高崎市浜川町２０４６,群馬県高崎市浜川町２０４６,,60157,群馬県,高崎市,浜川町,,,,,,社会福祉法人浜川会あづま保育園,,,群馬県高崎市高崎市２０４６,群馬県高崎市高崎市２０４６,,60036,群馬県,高崎市,,,届出,給食施設, 集団給食,,5070005000255,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,社会福祉法人浜川会あづま保育園,社会福祉法人浜川会あづま保育園,社会福祉法人浜川会あづま保育園,,1,,,,,シャカイフクシホウジンハマガワカイアヅマホイクエン
