https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,確認番号,申請者1,申請者2,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設名,施設-電話番号1,業種,業態,許可年月日,許可期間終了日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-036212,南生指令第205,,海鋒 美季,神奈川県,横浜市南区南太田1-26-14 202,横浜市南区南太田１－２６－１４,２０２,mikipan ,090-8487-8405,菓子製造業,,2022年1月20日,2027年2月28日,2022年1月20日,,141,mikipan ,045,090-8487-8405,,,,神奈川県　横浜市南区南太田１－２６－１４,神奈川県横浜市南区南太田１－２６－１４,２０２,78924,14,14105,南太田１,,2022/01/20,2022/01/20,,2027/02/28,,海鋒 美季,,,,,,,,,南生指令第205,,菓子製造業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,E,9,,,ｍｉｋｉｐａｎ090-8487-84057892414105,18cde89c-ff9e-4308-956f-dc4e1edc270f,,personal,50e628fe-049e-4e66-9b77-37a43969054d,2022/01/20,ｍｉｋｉｐａｎ　,ｍｉｋｉｐａｎ,
40-036624,南生指令第184,株式会社エムテック,,神奈川県,横浜市南区弘明寺町323 弘明寺駅前ビル 1F,横浜市南区弘明寺町３２３,弘明寺駅前ビル １F,福助 ,,飲食店営業,,2022年1月5日,2029年1月4日,2022年1月5日,,141,福助 ,045,,,,,神奈川県　横浜市南区弘明寺町３２３,神奈川県横浜市南区弘明寺町３２３,弘明寺駅前ビル １F,78800,14,14105,弘明寺町,,2022/01/05,2022/01/05,,2029/01/04,株式会社エムテック,,,,,,,,,,南生指令第184,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,M,76,,,福助7880014105,8483f216-d7b7-477e-b183-79ff12b18709,株式会社エムテック,e0915556-2572-49d8-9ab5-1f3ff54dec63,6a4e3ce8-d1dd-48df-bc27-ad54c7318ebf,2022/01/05,福助　,福助,株式会社エムテック
40-036669,南生指令第187,株式会社太洋光芒,,神奈川県,横浜市南区六ツ川1-788-4 グレイスヒルズ3F,横浜市南区六ツ川１－７８８－４,グレイスヒルズ３F,太洋光芒 ,,飲食店営業,,2022年1月31日,2029年1月30日,2022年1月31日,,141,太洋光芒 ,045,,,,,神奈川県　横浜市南区六ツ川１－７８８－４,神奈川県横浜市南区六ツ川１－７８８－４,グレイスヒルズ３F,78898,14,14105,六ツ川１,,2022/01/31,2022/01/31,,2029/01/30,株式会社太洋光芒,,,,,,,,,,南生指令第187,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,M,76,,,太洋光芒7889814105,5b8903e4-c046-4bfe-b6f1-6f9505346e13,株式会社太洋光芒,84adbc26-7a19-4438-94ab-acc258f7534b,50d6a9cb-96ee-498f-b37d-9d788ca5f728,2022/01/31,太洋光芒　,太洋光芒,株式会社太洋光芒
40-036673,南生指令第193,,山澤 大,神奈川県, 横浜市内一円, 横浜市内一円,,もつ煮込み　幸大 ,,飲食店営業,,2022年1月5日,2027年1月4日,2022年1月5日,,141,もつ煮込み　幸大 ,,,,,,神奈川県　 横浜市内一円,神奈川県横浜市内一円,,,14,,,,2022/01/05,2022/01/05,,2027/01/04,,山澤 大,,,,,,,,,南生指令第193,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,M,76,,,もつ煮込み幸大,540ae5f4-9a87-4b0f-8bb7-e771279a3ce9,,personal,78d371d5-2df9-4221-ab50-38a4e00c1b08,2022/01/05,もつ煮込み　幸大　,もつ煮込み幸大,
40-036674,南生指令第196,,目黒 茜,神奈川県,横浜市南区弘明寺町323 弘明寺駅前ビル 1F,横浜市南区弘明寺町３２３,弘明寺駅前ビル １F,大衆酒場　かつ田 ,,飲食店営業,,2022年1月11日,2028年1月10日,2022年1月11日,,141,大衆酒場　かつ田 ,045,,,,,神奈川県　横浜市南区弘明寺町３２３,神奈川県横浜市南区弘明寺町３２３,弘明寺駅前ビル １F,78800,14,14105,弘明寺町,,2022/01/11,2022/01/11,,2028/01/10,,目黒 茜,,,,,,,,,南生指令第196,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,M,76,,,大衆酒場かつ田7880014105,450af9f0-b82e-4e47-8cb2-717029b3fff2,,personal,b7c8d1c0-4056-4234-ac10-12eb9757e3cf,2022/01/11,大衆酒場　かつ田　,大衆酒場かつ田,
40-036676,南生指令第194,,翁 順欽,神奈川県,横浜市南区睦町1-1-9,横浜市南区睦町１－１－９,,中華居酒屋　味来 ,045-315-6735,飲食店営業,,2022年1月7日,2029年1月6日,2022年1月7日,,141,中華居酒屋　味来 ,045,045-315-6735,,,,神奈川県　横浜市南区睦町１－１－９,神奈川県横浜市南区睦町１－１－９,,78902,14,14105,睦町１,,2022/01/07,2022/01/07,,2029/01/06,,翁 順欽,,,,,,,,,南生指令第194,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,M,76,,,中華居酒屋味来045-315-67357890214105,43ff04b8-01ae-4484-9b00-b64d3a3a4616,,personal,99e8666e-9006-49f9-a36d-85488453a893,2022/01/07,中華居酒屋　味来　,中華居酒屋味来,
40-036681,南生第8757,,猪股 淑芳,神奈川県,横浜市南区弘明寺町133,横浜市南区弘明寺町１３３,,クリエイティブコア ,090-2228-8879,弁当販売業,販売,2022年1月5日,2117年12月31日,2022年1月5日,,141,クリエイティブコア ,045,090-2228-8879,,,,神奈川県　横浜市南区弘明寺町１３３,神奈川県横浜市南区弘明寺町１３３,,78800,14,14105,弘明寺町,,2022/01/05,2022/01/05,,2117/12/31,,猪股 淑芳,,,,,,,,,南生第8757,,弁当販売業, 販売,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,I,58,581,5811,クリエイティブコア090-2228-88797880014105,35b12ac3-a01c-4eed-ade7-17e059c1b3ac,,personal,b50e1bc2-664b-48a1-96df-07571cdd1f43,2022/01/05,クリエイティブコア　,クリエイティブコア,
40-036683,南生第8761,,田中 幸祐,神奈川県,横浜市南区六ツ川4-1154-20 エクセレント六ツ川-102,横浜市南区六ツ川４－１１５４－２０,エクセレント六ツ川－１０２,ONIKU STAND YOKOHAMA ,,食肉販売業（包装済みの食肉のみの販売）,,2022年1月11日,2117年12月31日,2022年1月11日,,141,ONIKU STAND YOKOHAMA ,045,,,,,神奈川県　横浜市南区六ツ川４－１１５４－２０,神奈川県横浜市南区六ツ川４－１１５４－２０,エクセレント六ツ川－１０２,78901,14,14105,六ツ川４,,2022/01/11,2022/01/11,,2117/12/31,,田中 幸祐,,,,,,,,,南生第8761,,食肉販売業,包装済みの食肉のみの販売,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,I,58,583,,ＯＮＩＫＵＳＴＡＮＤＹＯＫＯＨＡＭＡ7890114105,e9569001-eecf-48c7-b13f-84f9eb0b8bfb,,personal,12ab31e6-6415-431e-97e5-e3d89d3e5324,2022/01/11,ＯＮＩＫＵ　ＳＴＡＮＤ　ＹＯＫＯＨＡＭＡ　,ＯＮＩＫＵＳＴＡＮＤＹＯＫＯＨＡＭＡ,
40-036687,南生第8766,株式会社あきんどスシロー,,神奈川県,横浜市南区高根町1,横浜市南区高根町１,,スシローToGo 横浜橋店 ,070-8714-8679,弁当販売業,,2022年1月12日,2117年12月31日,2022年1月12日,,141,スシローToGo 横浜橋店 ,045,070-8714-8679,,,,神奈川県　横浜市南区高根町１,神奈川県横浜市南区高根町１,,78827,14,14105,高根町１,,2022/01/12,2022/01/12,,2117/12/31,株式会社あきんどスシロー,,,,,,,,,,南生第8766,,弁当販売業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,I,58,581,5811,スシロＴｏＧｏ横浜橋店070-8714-86797882714105,b5d657bc-4d9b-454b-a051-441104e7eabd,株式会社あきんどスシロー,8d4cd817-e5da-4749-a975-a1e863fed06c,1ce6665a-53cb-4c4f-9bd0-b227cdc3e51b,2022/01/12,スシローＴｏＧｏ　横浜橋店　,スシロＴｏＧｏ横浜橋店,株式会社あきんどスシロー
40-036688,南生指令第208,,太田 尚裕,神奈川県,横浜市南区真金町1-3,横浜市南区真金町１－３,,Ponte YokohamaBashi ,,飲食店営業,,2022年1月25日,2028年1月24日,2022年1月25日,,141,Ponte YokohamaBashi ,045,,,,,神奈川県　横浜市南区真金町１－３,神奈川県横浜市南区真金町１－３,,78884,14,14105,真金町１,,2022/01/25,2022/01/25,,2028/01/24,,太田 尚裕,,,,,,,,,南生指令第208,,飲食店営業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,M,76,,,ＰｏｎｔｅＹｏｋｏｈａｍａＢａｓｈｉ7888414105,a2405112-312a-468c-bbde-8382a2e63fd0,,personal,7a692f3f-fdb4-4c31-85b4-456292da8a22,2022/01/25,Ｐｏｎｔｅ　ＹｏｋｏｈａｍａＢａｓｈｉ　,ＰｏｎｔｅＹｏｋｏｈａｍａＢａｓｈｉ,
40-036689,南生指令第209,,太田 尚裕,神奈川県,横浜市南区真金町1-3,横浜市南区真金町１－３,,Ponte YokohamaBashi ,,菓子製造業,,2022年1月25日,2028年1月24日,2022年1月25日,,141,Ponte YokohamaBashi ,045,,,,,神奈川県　横浜市南区真金町１－３,神奈川県横浜市南区真金町１－３,,78884,14,14105,真金町１,,2022/01/25,2022/01/25,,2028/01/24,,太田 尚裕,,,,,,,,,南生指令第209,,菓子製造業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,E,9,,,ＰｏｎｔｅＹｏｋｏｈａｍａＢａｓｈｉ7888414105,a2405112-312a-468c-bbde-8382a2e63fd0,,personal,ae5efc56-567a-4235-97d9-acccd35cfe8a,2022/01/25,Ｐｏｎｔｅ　ＹｏｋｏｈａｍａＢａｓｈｉ　,ＰｏｎｔｅＹｏｋｏｈａｍａＢａｓｈｉ,
40-036690,南生第8771,特定非営利活動法人クオリティワールド,,神奈川県,横浜市南区花之木町1-9-12 ロイヤルハイツ101,横浜市南区花之木町１－９－１２,ロイヤルハイツ１０１,チームナーサリーBigHug南太田 ,045-833-5467,集団給食施設,,2022年1月13日,2117年12月31日,2022年1月13日,,141,チームナーサリーBigHug南太田 ,045,045-833-5467,,,,神奈川県　横浜市南区花之木町１－９－１２,神奈川県横浜市南区花ノ木町１－９－１２,ロイヤルハイツ１０１,78854,14,14105,花ノ木町１,,2022/01/13,2022/01/13,,2117/12/31,特定非営利活動法人クオリティワールド,,,,,,,,,,南生第8771,,給食施設,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,M,77,,,チムナサリＢｉｇＨｕｇ南太田045-833-54677885414105,df93e705-2b8b-4c98-a582-1e6ac7c11067,特定非営利活動法人クオリティワールド,dd888bb2-d1d0-456d-b4f1-5e950f926d28,1f327a51-a641-4c2d-9ba0-66237a2dbcb4,2022/01/13,チームナーサリーＢｉｇＨｕｇ南太田　,チムナサリＢｉｇＨｕｇ南太田,特定非営利活動法人クオリティワールド
40-036693,南生第8776,株式会社篠崎屋,,神奈川県,横浜市南区大岡2-2-20,横浜市南区大岡２－２－２０,,三代目茂蔵　弘明寺店 ,045-731-8339,その他の食料・飲料販売業,,2022年1月24日,2117年12月31日,2022年1月24日,,141,三代目茂蔵　弘明寺店 ,045,045-731-8339,,,,神奈川県　横浜市南区大岡２－２－２０,神奈川県横浜市南区大岡２－２－２０,,78788,14,14105,大岡２,,2022/01/24,2022/01/24,,2117/12/31,株式会社篠崎屋,,,,,,,,,,南生第8776,,その他の食料品製造・加工業,(包装),,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,E,9,99,,三代目茂蔵弘明寺店045-731-83397878814105,1e8e04a2-bfc1-4fcd-9f23-ac183e755d98,株式会社篠崎屋,fe25bc9c-58ed-4a15-b6f9-2cbc03660ce3,2a19526b-bff5-40d3-95b9-8675dedaa8ca,2022/01/24,三代目茂蔵　弘明寺店　,三代目茂蔵弘明寺店,株式会社篠崎屋
40-036694,南生第8778,社会福祉法人たすけあいゆい,,神奈川県,横浜市南区南吉田町2-17,横浜市南区南吉田町２－１７,,コミュニティサロンおさん ,045-730-4780,野菜果物販売業,,2022年1月24日,2117年12月31日,2022年1月24日,,141,コミュニティサロンおさん ,045,045-730-4780,,,,神奈川県　横浜市南区南吉田町２－１７,神奈川県横浜市南区南吉田町２－１７,,78889,14,14105,南吉田町２,,2022/01/24,2022/01/24,,2117/12/31,社会福祉法人たすけあいゆい,,,,,,,,,,南生第8778,,野菜果物販売業,,,,141_神奈川県_横浜市保健所_食品衛生(許可)_2022年01月_末日_新規、廃止(1)‗14,I,58,582,,コミュニティサロンおさん045-730-47807888914105,653c5949-141e-4d17-a277-13e50babdfa8,社会福祉法人たすけあいゆい,b3af8af2-d6ed-466d-8dbe-daf649dc8160,b3dd7b55-cf2c-4d84-bccd-f39c8711b2a2,2022/01/24,コミュニティサロンおさん　,コミュニティサロンおさん,社会福祉法人たすけあいゆい
