https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,,申請者1,申請者2,申請-住所1,申請-電話番号1,開業年月日,許可年月日,申請区分,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屋　　号,,営業所所在地,,,"営業所
電話番号",業　　種,,"営業者名
(申請者氏名)","営業者名
(法人の代表者氏名)","営業者
住所(所在地)","営業者
電話番号","初回の
許可年月日","最新の
許可年月日","新規か
継続か",許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
からこ舎,石川県,野々市市御経塚２－２６０,野々市市御経塚２－２６０,,076-256-2548,飲食店営業,　,NPO法人　あかりプロジェクト,山口いづみ,野々市市御経塚２－２６０,076-256-2548,2021.11.10,2021.11.10,新規,第63210301号,,218,からこ舎,076,076-256-2548,,,,石川県　野々市市御経塚２－２６０,石川県野々市市御経塚２－２６０,,96642,17,17212,御経塚２,,2021/11/10,2021/11/10,,,NPO法人　あかりプロジェクト,山口いづみ,076-256-2548,野々市市御経塚２－２６０,石川県野々市市御経塚２－２６０,,96642,石川県,野々市市,御経塚２,第63210301号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,からこ舎076-256-25489664217212,751dd477-63b9-4ddd-a8df-11566d577b74,ＮＰＯ法人あかりプロジェクト96642,d3af6b44-c624-447d-8090-68756c11cb06,87d2d58e-5814-4de9-8b31-966b8842d449,2021/11/10,からこ舎,からこ舎,ＮＰＯ法人あかりプロジェクト
野々市ミート,石川県,野々市市白山町１番３３号,野々市市白山町１番３３号,,,食肉販売業,　,株式会社野々市ミート,中田光信,野々市市白山町１番３３号,,2021.11.24,2021.11.24,新規,第63210303号,,218,野々市ミート,076,,,,,石川県　野々市市白山町１番３３号,石川県野々市市白山町１番３３号,,96700,17,17212,白山町,,2021/11/24,2021/11/24,,,株式会社野々市ミート,中田光信,,野々市市白山町１番３３号,石川県野々市市白山町１番３３号,,96700,石川県,野々市市,白山町,第63210303号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,I,58,583,,野市ミト9670017212,0369b168-6994-4f95-8714-f4298ab1de27,株式会社野々市ミート96700,52bf3bf6-13af-4d71-8802-7a24d4ce32ee,cd0fd328-dda1-424b-afa8-619b593d1979,2021/11/24,野々市ミート,野市ミト,株式会社野々市ミート
野々市ミート,石川県,野々市市白山町１番３３号,野々市市白山町１番３３号,,,そうざい製造業,　,株式会社野々市ミート,中田光信,野々市市白山町１番３３号,,2021.11.24,2021.11.24,新規,第63210304号,,218,野々市ミート,076,,,,,石川県　野々市市白山町１番３３号,石川県野々市市白山町１番３３号,,96700,17,17212,白山町,,2021/11/24,2021/11/24,,,株式会社野々市ミート,中田光信,,野々市市白山町１番３３号,石川県野々市市白山町１番３３号,,96700,石川県,野々市市,白山町,第63210304号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,E,9,,,野市ミト9670017212,0369b168-6994-4f95-8714-f4298ab1de27,株式会社野々市ミート96700,52bf3bf6-13af-4d71-8802-7a24d4ce32ee,d2a03f78-e0b8-484f-8433-9b03f0dafd39,2021/11/24,野々市ミート,野市ミト,株式会社野々市ミート
salty,石川県,白山市辰巳町16－1金龍ビル2階,白山市辰巳町１６－１,金龍ビル２階,,飲食店営業,　,瀬川汐栞,,,,2021.11.26,2021.11.26,新規,第63210306号,,218,salty,076,,,,,石川県　白山市辰巳町１６－１,石川県白山市辰巳町１６－１,金龍ビル２階,96307,17,17210,辰巳町,,2021/11/26,2021/11/26,,,,瀬川汐栞 ,,,,,,,,,第63210306号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,ｓａｌｔｙ9630717210,f08212a6-c05c-44dd-863a-603dd186d773,,personal,d460a5fe-dec3-487c-b4a2-72c7d23738c9,2021/11/26,ｓａｌｔｙ,ｓａｌｔｙ,
有限会社三吉商店,石川県,野々市市末松3丁目570番地いしかわ大学連携インキュベータ,野々市市末松３丁目５７０番地,いしかわ大学連携インキュベータ,076-287-6945,密封包装食品製造業,　,有限会社三吉商店,石橋隆太郎,金沢市若宮２丁目３０番地,076-265-6018,2021.11.29,2021.11.29,新規,第63210309号,,218,有限会社三吉商店,076,076-287-6945,,,,石川県　野々市市末松３丁目５７０番地,石川県野々市市末松３丁目５７０番地,いしかわ大学連携インキュベータ,96680,17,17212,末松３,,2021/11/29,2021/11/29,,,有限会社三吉商店,石橋隆太郎,076-265-6018,金沢市若宮２丁目３０番地,石川県金沢市若宮２丁目３０番地,,94884,石川県,金沢市,若宮２,第63210309号,新規,密封包装食品製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,E,9,,,有限会社三吉商店076-287-69459668017212,2bd58bdc-0aca-4845-943f-bbbe98261073,有限会社三吉商店94884,9e5653de-053e-4396-9926-b2355a5d1207,cac1e93e-c367-47f0-9998-7aded29651f0,2021/11/29,有限会社三吉商店,有限会社三吉商店,有限会社三吉商店
うめばち屋,石川県,白山市平松町102－1,白山市平松町１０２－１,,,飲食店営業,　,株式会社ワールドコーヒー商会,芦原幸子,金沢市横川6丁目14,076-243-6677,2021.11.29,2021.11.29,新規,第63210310号,,218,うめばち屋,076,,,,,石川県　白山市平松町１０２－１,石川県白山市平松町１０２－１,,96408,17,17210,平松町,,2021/11/29,2021/11/29,,,株式会社ワールドコーヒー商会,芦原幸子,076-243-6677,金沢市横川6丁目14,石川県金沢市横川６丁目１４,,94759,石川県,金沢市,横川６,第63210310号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,うめばち屋9640817210,5512b14f-e4fa-4dda-ad95-2ffe4a1aec15,株式会社ワールドコーヒー商会94759,836efb42-3aa8-4e2e-94ce-c15cbd27e1b9,4949f3b6-7d1b-4b01-9db7-ba4f7533ac20,2021/11/29,うめばち屋,うめばち屋,株式会社ワールドコーヒー商会
公立松任中央病院,石川県,白山市倉光3丁目8,白山市倉光３丁目８,,076-275-2222,飲食店営業,　,株式会社ウェルプランニング,熊木年一,白山市知気寺町り93番地1,076-273-3232,2021.11.29,2021.11.29,新規,第63210311号,,218,公立松任中央病院,076,076-275-2222,,,,石川県　白山市倉光３丁目８,石川県白山市倉光３丁目８,,96257,17,17210,倉光３,,2021/11/29,2021/11/29,,,株式会社ウェルプランニング,熊木年一,076-273-3232,白山市知気寺町り93番地1,石川県白山市知気寺町り９３番地１,,96309,石川県,白山市,知気寺町,第63210311号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,公立松任中央病院076-275-22229625717210,e6faf0c7-c5b2-4920-b6e8-ea888d189752,株式会社ウェルプランニング96309,db440a1b-df3f-40da-bf58-f3071ffad358,e9eb1d41-289e-4b1b-849c-5cfe5ffc3bf2,2021/11/29,公立松任中央病院,公立松任中央病院,株式会社ウェルプランニング
すえだ,石川県,白山市明光2丁目123－3,白山市明光２丁目１２３－３,,,そうざい製造業,　,末田佐智子,,,,2021.11.30,2021.11.30,新規,第63210312号,,218,すえだ,076,,,,,石川県　白山市明光２丁目１２３－３,石川県白山市明光２丁目１２３－３,,96476,17,17210,明光２,,2021/11/30,2021/11/30,,,,末田佐智子 ,,,,,,,,,第63210312号,新規,そうざい製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,E,9,,,すえだ9647617210,4f5fb5f1-1bd2-43d1-9cf4-7f5d723479b5,,personal,9dcaa5d5-24f8-4d04-ac00-931ef6ecd85e,2021/11/30,すえだ,すえだ,
すえだ,石川県,白山市明光2丁目123－3,白山市明光２丁目１２３－３,,,密封包装食品製造業,　,末田佐智子,,,,2021.11.30,2021.11.30,新規,第63210313号,,218,すえだ,076,,,,,石川県　白山市明光２丁目１２３－３,石川県白山市明光２丁目１２３－３,,96476,17,17210,明光２,,2021/11/30,2021/11/30,,,,末田佐智子 ,,,,,,,,,第63210313号,新規,密封包装食品製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,E,9,,,すえだ9647617210,4f5fb5f1-1bd2-43d1-9cf4-7f5d723479b5,,personal,a8af006e-a5e2-48af-9e70-8b96e49b3bb6,2021/11/30,すえだ,すえだ,
花香房　夢見草,石川県,白山市横江町2485-2,白山市横江町２４８５－２,,,菓子製造業,　,宮子豊吉,,,,2021.12.1,2021.12.1,新規,第63210315号,,218,花香房　夢見草,076,,,,,石川県　白山市横江町２４８５－２,石川県白山市横江町２４８５－２,,96497,17,17210,横江町,,2021/12/01,2021/12/01,,,,宮子豊吉 ,,,,,,,,,第63210315号,新規,菓子製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,E,9,,,花香房夢見草9649717210,5a85624e-865b-462c-a1e2-2ba3a38724f9,,personal,a463b4af-aaf2-4711-8b06-bc938b6c23a3,2021/12/01,花香房　夢見草,花香房夢見草,
金城大学食堂,石川県,白山市笠間町1200金城大学食堂,白山市笠間町１２００,金城大学食堂,,飲食店営業,　,(株)デイリーフーズ,壱岐臣男,滋賀県草津市木川町336-34,077-567-1373,2021.12.1,2021.12.1,新規,第63210316号,,218,金城大学食堂,076,,,,,石川県　白山市笠間町１２００,石川県白山市笠間町１２００,金城大学食堂,96219,17,17210,笠間町,,2021/12/01,2021/12/01,,,(株)デイリーフーズ,壱岐臣男,077-567-1373,滋賀県草津市木川町336-34,滋賀県草津市木川町３３６－３４,,139173,滋賀県,草津市,木川町,第63210316号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,金城大学食堂9621917210,315fbe9a-2caa-4bcd-85d5-02124fda8682,株式会社デイリーフーズ139173,5d2558c3-535a-4f5d-9c66-c361cc39d6f1,d37b2482-67cb-461c-a0ff-79b7f1f345d2,2021/12/01,金城大学食堂,金城大学食堂,株式会社デイリーフーズ
アピタ松任店,石川県,白山市幸明町２８０番地,白山市幸明町２８０番地,,0587-24-8052,食肉販売業,　,ユニー株式会社,関口憲司,愛知県稲沢市天池五反田町1番地,0587-24-8111,2021.12.1,2021.12.1,新規,第63210317号,,218,アピタ松任店,076,0587-24-8052,,,,石川県　白山市幸明町２８０番地,石川県白山市幸明町２８０番地,,96272,17,17210,幸明町,,2021/12/01,2021/12/01,,,ユニー株式会社,関口憲司,0587-24-8111,愛知県稲沢市天池五反田町1番地,愛知県稲沢市天池五反田町１番地,,127553,愛知県,稲沢市,天池五反田町,第63210317号,新規,食肉販売業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,I,58,583,,アピタ松任店0587-24-80529627217210,3735f24e-05e3-4138-aefa-51c67380cf99,ユニー株式会社127553,6bf0fd4f-f84d-4170-9f03-f0e2ba79a288,a119d06f-f47b-44cf-b791-a50175faff7d,2021/12/01,アピタ松任店,アピタ松任店,ユニー株式会社
ばらずしＡコープ蝶屋店,石川県,白山市西米光町チ１００,白山市西米光町チ１００,,,飲食店営業,　,岡本允子,,,,2021.12.1,2021.12.1,新規,第63210318号,,218,ばらずしＡコープ蝶屋店,076,,,,,石川県　白山市西米光町チ１００,石川県白山市西米光町チ１００,,96378,17,17210,西米光町,,2021/12/01,2021/12/01,,,,岡本允子 ,,,,,,,,,第63210318号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,ばらずしＡコプ蝶屋店9637817210,6b098802-0b62-44ca-a357-ba0896d5d133,,personal,628f8d56-eb05-493d-b506-a6aab81af6a0,2021/12/01,ばらずしＡコープ蝶屋店,ばらずしＡコプ蝶屋店,
永井旅館,石川県,白山市白峰ノ38,白山市白峰ノ３８,,076-259-2329,密封包装食品製造業,　,竹腰永井建設株式会社,小田徹,白山市白峰ニ164番1地,076-259-2329,2021.12.1,2021.12.1,新規,第63210319号,,218,永井旅館,076,076-259-2329,,,,石川県　白山市白峰ノ３８,石川県白山市白峰ノ３８,,96290,17,17210,白峰,,2021/12/01,2021/12/01,,,竹腰永井建設株式会社,小田徹,076-259-2329,白山市白峰ニ164番1地,石川県白山市白峰ニ１６４番１地,,96290,石川県,白山市,白峰,第63210319号,新規,密封包装食品製造業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,E,9,,,永井旅館076-259-23299629017210,bba4c295-915b-48a7-af02-954bdd45ab86,竹腰永井建設株式会社96290,672d0a8e-d642-47be-b4c2-f04b4f0574f9,529ec35f-79d9-44ec-b3ea-492e736db19c,2021/12/01,永井旅館,永井旅館,竹腰永井建設株式会社
白峰特産品販売施設　菜さい,石川県,白山市白峰ロ６４－３,白山市白峰ロ６４－３,,,飲食店営業,　,特定非営利活動法人　白峰まちづくり協議会,小田吉一,白山市白峰ロ9番地,076-259-2839,2021.12.1,2021.12.1,新規,第63210320号,,218,白峰特産品販売施設　菜さい,076,,,,,石川県　白山市白峰ロ６４－３,石川県白山市白峰ロ６４－３,,96290,17,17210,白峰,,2021/12/01,2021/12/01,,,特定非営利活動法人　白峰まちづくり協議会,小田吉一,076-259-2839,白山市白峰ロ9番地,石川県白山市白峰ロ９番地,,96290,石川県,白山市,白峰,第63210320号,新規,飲食店営業,,,,217-220_石川県_石川県一括_食品衛生(許可)_2021年09月-2022年01月_末日_新規、廃止(8)‗石川中央,M,76,,,白峰特産品販売施設菜さい9629017210,f822e685-e6a2-407d-aa7f-fdc35a5cbe2f,特定非営利活動法人白峰まちづくり協議会96290,a3e04c82-d171-4b17-afa4-fdea35febb43,7de2339b-eb71-4879-9ffd-c9acf01b4847,2021/12/01,白峰特産品販売施設　菜さい,白峰特産品販売施設菜さい,特定非営利活動法人白峰まちづくり協議会
