,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fBiz0000265546,1,広田湾漁業協同組合,戸羽新二,0292208,岩手県,陸前高田市,広田町字泊,102-4,,0192-56-3111,広田湾漁業協同組合　加工場,ヒロタワンギョギョウキョウドウクミアイ　カコウジョウ,0292208,岩手県,陸前高田市,広田町字泊,93-3,,0192-56-3111,⑯ 水産製品製造業,,2022/7/5,大保第91-44号,2022/7/15,2022/7/15,2022/7/21,2028/7/20,,,大船渡保健所,広田湾漁業協同組合　加工場,0192,0192-56-3111,0292208,,,岩手県　陸前高田市　広田町字泊　93-3,岩手県陸前高田市広田町字泊９３－３,,33957,岩手県,陸前高田市,広田町,2022/07/05,2022/07/15,2022/07/15,2022/07/21,2028/07/20,広田湾漁業協同組合,戸羽新二,0192-56-3111,岩手県　陸前高田市　広田町字泊　102-4,岩手県陸前高田市広田町字泊１０２－４,,33957,岩手県,陸前高田市,広田町,大保第91-44号,,水産製品製造業,,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,製造業,食料品製造業,水産食料品製造業,,,,,,,,広田湾漁業協同組合　加工場,広田湾漁業協同組合加工場,広田湾漁業協同組合,,2,,,,,ヒロタワンギョギョウキョウドウクミアイ　カコウジョウ
fBiz0000263800,1,室真矢,,0220003,岩手県,大船渡市,盛町字権現堂,1-1,,************,Arrow. s,アローズ,0220002,岩手県,大船渡市,大船渡町字野々田,153-5,,,① 飲食店営業,臨時営業,2022/7/11,大保第93-25号,2022/7/15,2022/7/15,2022/8/5,2023/8/4,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目は唐揚、串揚、鉄板焼（焼きそば）、サワー類及びジュース類に限ること。,,大船渡保健所,Arrow. s,0192,,0220002,,,岩手県　大船渡市　大船渡町字野々田　153-5,岩手県大船渡市大船渡町字野々田１５３－５,,30465,岩手県,大船渡市,大船渡町,2022/07/11,2022/07/15,2022/07/15,2022/08/05,2023/08/04,,,,,,,,,,,大保第93-25号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目は唐揚、串揚、鉄板焼（焼きそば）、サワー類及びジュース類に限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,Ａｒｒｏｗ．　ｓ,Ａｒｒｏｗｓ,,,1,,,,,アローズ
fBiz0000265537,1,畠山久美子,,0292202,岩手県,陸前高田市,横田町字狩集,23,,************,川戸工房,カワトコウボウ,0292202,岩手県,陸前高田市,横田町字狩集,23,,080-1829-8467,⑪ 菓子製造業,,2022/7/1,大保第91-41号,2022/7/15,2022/7/15,2022/7/21,2027/7/20,,,大船渡保健所,川戸工房,0192,080-1829-8467,0292202,,,岩手県　陸前高田市　横田町字狩集　23,岩手県陸前高田市横田町字狩集２３,,33959,岩手県,陸前高田市,横田町,2022/07/01,2022/07/15,2022/07/15,2022/07/21,2027/07/20,,,,,,,,,,,大保第91-41号,,菓子製造業,,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,製造業,食料品製造業,,,,,,,,,川戸工房,川戸工房,,,2,,,,,カワトコウボウ
fBiz0000265537,1,畠山久美子,,0292202,岩手県,陸前高田市,横田町字狩集,23,,************,川戸工房,カワトコウボウ,0292202,岩手県,陸前高田市,横田町字狩集,23,,080-1829-8467,㉕ そうざい製造業,,2022/7/1,大保第91-42号,2022/7/15,2022/7/15,2022/7/21,2027/7/20,,,大船渡保健所,川戸工房,0192,080-1829-8467,0292202,,,岩手県　陸前高田市　横田町字狩集　23,岩手県陸前高田市横田町字狩集２３,,33959,岩手県,陸前高田市,横田町,2022/07/01,2022/07/15,2022/07/15,2022/07/21,2027/07/20,,,,,,,,,,,大保第91-42号,,そうざい製造業,,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,製造業,食料品製造業,,,,,,,,,川戸工房,川戸工房,,,2,,,,,カワトコウボウ
fBiz0000265539,1,泉田登喜子,,0292202,岩手県,陸前高田市,横田町字太田,54-10,,************,泉田さかなや,イズミダサカナヤ,0292202,岩手県,陸前高田市,横田町字太田,54-10,,0192-55-4521,④ 魚介類販売業,,2022/7/1,大保第91-43号,2022/7/15,2022/7/15,2022/7/21,2027/7/20,,,大船渡保健所,泉田さかなや,0192,0192-55-4521,0292202,,,岩手県　陸前高田市　横田町字太田　54-10,岩手県陸前高田市横田町字太田５４－１０,,33959,岩手県,陸前高田市,横田町,2022/07/01,2022/07/15,2022/07/15,2022/07/21,2027/07/20,,,,,,,,,,,大保第91-43号,,魚介類販売業,,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,卸売業，小売業,飲食料品小売業,,,,,,,,,泉田さかなや,泉田さかなや,,,1,,,,,イズミダサカナヤ
fBiz0000038377,2,菊地憲行,,0220101,岩手県,大船渡市,三陸町越喜来字所通,70-3,,************,三平　海の家,サンペイ　ウミノイエ,0220101,岩手県,大船渡市,三陸町越喜来字浪板,　,越喜来浪板海水浴場,0192-44-2966,① 飲食店営業,臨時営業,2022/7/11,大保第93-24号,2022/7/15,2022/7/15,2022/7/16,2023/7/15,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目は焼き鳥、やきそば、フランクフルト、ジュース及びかき氷に限ること。,,大船渡保健所,三平　海の家,0192,0192-44-2966,0220101,,,岩手県　大船渡市　三陸町越喜来字浪板　　,岩手県大船渡市三陸町越喜来字浪板,越喜来浪板海水浴場,30470,岩手県,大船渡市,三陸町越喜来,2022/07/11,2022/07/15,2022/07/15,2022/07/16,2023/07/15,,,,,,,,,,,大保第93-24号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目は焼き鳥、やきそば、フランクフルト、ジュース及びかき氷に限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,三平　海の家,三平海の家,,,1,,,,,サンペイ　ウミノイエ
fBiz0000163570,3,佐藤清,,0220002,岩手県,大船渡市,大船渡町字地ノ森,41―10,,************,清瀬菓子店,キヨセカシテン,0220002,岩手県,大船渡市,大船渡町字地ノ森,41-10,,0192-27-6078,① 飲食店営業,臨時営業,2022/7/12,大保第93-26号,2022/7/19,2022/7/19,2022/8/6,2023/8/5,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はボイルホタテ焼、ボイル焼イカ及びボイル焼鳥に限ること。,,大船渡保健所,清瀬菓子店,0192,0192-27-6078,0220002,,,岩手県　大船渡市　大船渡町字地ノ森　41-10,岩手県大船渡市大船渡町字地ノ森４１－１０,,30465,岩手県,大船渡市,大船渡町,2022/07/12,2022/07/19,2022/07/19,2022/08/06,2023/08/05,,,,,,,,,,,大保第93-26号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はボイルホタテ焼、ボイル焼イカ及びボイル焼鳥に限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,清瀬菓子店,清瀬菓子店,,,1,,,,,キヨセカシテン
fBiz0000265734,1,及川美貴子,,0220006,岩手県,大船渡市,立根町字下欠,1-7　市営住宅下欠東アパート308,,************,ふくちゃん,フクチャン,0220101,岩手県,大船渡市,三陸町越喜来字杉下,97-4,,0192-44-2652,① 飲食店営業,臨時営業,2022/7/13,大保第93-27号,2022/7/19,2022/7/19,2022/7/19,2023/7/15,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はかき氷、やきとり、生ビール、焼きそば及びフランクフルトに限ること。,,大船渡保健所,ふくちゃん,0192,0192-44-2652,0220101,,,岩手県　大船渡市　三陸町越喜来字杉下　97-4,岩手県大船渡市三陸町越喜来字杉下９７－４,,30470,岩手県,大船渡市,三陸町越喜来,2022/07/13,2022/07/19,2022/07/19,2022/07/19,2023/07/15,,,,,,,,,,,大保第93-27号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はかき氷、やきとり、生ビール、焼きそば及びフランクフルトに限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,ふくちゃん,ふくちゃん,,,1,,,,,フクチャン
fBiz0000263704,1,鎌田俊,,0220004,岩手県,大船渡市,猪川町字前田,13-6,,************,カーライフサポートGEAR,カーライフサポートギア,0220003,岩手県,大船渡市,盛町字町,7-14,,0192-47-5673,① 飲食店営業,臨時営業,2022/7/5,大保第93-18号,2022/7/20,2022/7/20,2022/8/7,2023/8/6,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はポークフランク、かき氷、アルコール及びジュースに限ること。,,大船渡保健所,カーライフサポートGEAR,0192,0192-47-5673,0220003,,,岩手県　大船渡市　盛町字町　7-14,岩手県大船渡市盛町字町７－１４,,30466,岩手県,大船渡市,盛町,2022/07/05,2022/07/20,2022/07/20,2022/08/07,2023/08/06,,,,,,,,,,,大保第93-18号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目はポークフランク、かき氷、アルコール及びジュースに限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,カーライフサポートＧＥＡＲ,カライフサポトＧＥＡＲ,,,1,,,,,カーライフサポートギア
fBiz0000056534,4,紺野学,,0292207,岩手県,陸前高田市,小友町字茗荷,83,,************,紺野屋,コンノヤ,0292205,岩手県,陸前高田市,高田町字中川原,303-1,,080-1804-0618,① 飲食店営業,ラーメン屋,2022/7/11,大保第91-47号,2022/7/20,2022/7/20,2022/7/20,2028/7/20,,,大船渡保健所,紺野屋,0192,080-1804-0618,0292205,,,岩手県　陸前高田市　高田町字中川原　303-1,岩手県陸前高田市高田町字中川原３０３－１,,33955,岩手県,陸前高田市,高田町,2022/07/11,2022/07/20,2022/07/20,2022/07/20,2028/07/20,,,,,,,,,,,大保第91-47号,,飲食店営業, ラーメン屋,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,紺野屋,紺野屋,,,1,,,,,コンノヤ
fBiz0000263710,2,木村琴恵,,0220211,岩手県,大船渡市,三陸町綾里字清水,54-4　AP201,,************,およね食堂２,オヨネショクドウツー,0220211,岩手県,大船渡市,三陸町綾里字清水,217-1,,,① 飲食店営業,食堂,2022/7/6,大保第91-46号,2022/7/21,2022/7/21,2022/7/21,2027/9/20,,,大船渡保健所,およね食堂２,0192,,0220211,,,岩手県　大船渡市　三陸町綾里字清水　217-1,岩手県大船渡市三陸町綾里字清水２１７－１,,30472,岩手県,大船渡市,三陸町綾里,2022/07/06,2022/07/21,2022/07/21,2022/07/21,2027/09/20,,,,,,,,,,,大保第91-46号,,飲食店営業, 食堂,,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,およね食堂２,およね食堂２,,,1,,,,,オヨネショクドウツー
fBiz0000029550,22,株式会社マイヤ,米谷春夫,0220003,岩手県,大船渡市,盛町字木町,14-5,,0192-27-2165,マイヤ大船渡店,マイヤオオフナトテン,0220002,岩手県,大船渡市,大船渡町字野々田,156-19,,0192-26-0101,① 飲食店営業,臨時営業,2022/7/22,大保第93-35号,2022/7/26,2022/7/26,2022/8/6,2022/8/6,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目は焼とうもろこし、焼そば、ホタテ焼、いかポッポ、たこ焼、お好み焼き、エビ焼き、フランクフルト、ヤキトリ、ベーコン焼き及びフライドポテトに限ること。,,大船渡保健所,マイヤ大船渡店,0192,0192-26-0101,0220002,,,岩手県　大船渡市　大船渡町字野々田　156-19,岩手県大船渡市大船渡町字野々田１５６－１９,,30465,岩手県,大船渡市,大船渡町,2022/07/22,2022/07/26,2022/07/26,2022/08/06,2022/08/06,株式会社マイヤ,米谷春夫,0192-27-2165,岩手県　大船渡市　盛町字木町　14-5,岩手県大船渡市盛町字木町１４－５,,30466,岩手県,大船渡市,盛町,大保第93-35号,,飲食店営業, 臨時営業,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目は焼とうもろこし、焼そば、ホタテ焼、いかポッポ、たこ焼、お好み焼き、エビ焼き、フランクフルト、ヤキトリ、ベーコン焼き及びフライドポテトに限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,マイヤ大船渡店,マイヤ大船渡店,株式会社マイヤ,,1,,,,,マイヤオオフナトテン
fBiz0000265546,2,広田湾漁業協同組合,戸羽新二,0292208,岩手県,陸前高田市,広田町字泊,102-4,,0192-56-3111,広田湾漁業協同組合,ヒロタワンギョギョウキョウドウクミアイ,0292208,岩手県,陸前高田市,広田町字泊,102-4,,0192-56-3111,① 飲食店営業,,2022/7/20,大保第93-28号,2022/7/26,2022/7/26,2022/8/6,2023/8/5,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目は焼カキ、蒸カキ、焼ホタテ及び焼ウィンナーに限ること。,,大船渡保健所,広田湾漁業協同組合,0192,0192-56-3111,0292208,,,岩手県　陸前高田市　広田町字泊　102-4,岩手県陸前高田市広田町字泊１０２－４,,33957,岩手県,陸前高田市,広田町,2022/07/20,2022/07/26,2022/07/26,2022/08/06,2023/08/05,広田湾漁業協同組合,戸羽新二,0192-56-3111,岩手県　陸前高田市　広田町字泊　102-4,岩手県陸前高田市広田町字泊１０２－４,,33957,岩手県,陸前高田市,広田町,大保第93-28号,,飲食店営業,,営業は、縁日、祭礼及び各種催事等に限ること。営業区域は県内一円（盛岡市を除く）。提供品目は焼カキ、蒸カキ、焼ホタテ及び焼ウィンナーに限ること。,,044_岩手県_大船渡保健所_食品衛生(許可-届出)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,広田湾漁業協同組合,広田湾漁業協同組合,広田湾漁業協同組合,,1,,,,,ヒロタワンギョギョウキョウドウクミアイ
