https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,n処理終了,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
その他,業種,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可,飲食店,金松ホテル,砂川市西1条北4丁目1番9号,砂川市西１条北４丁目１番９号,,  ,松田栄一,,  , ,, ,2021.12.13,2021.12.13,2-167,,滝川保健所,金松ホテル,0125,,,,,砂川市西１条北４丁目１番９号,北海道砂川市西一条北４丁目１番９号,,15522,北海道,砂川市,西一条北４,,2021/12/13,2021/12/13,,,,松田栄一 ,, ,,,,,,,2-167,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,金松ホテル,金松ホテル,
許可,飲食店,味処釜めしままや,空知郡奈井江町字奈井江町194番地28,空知郡奈井江町字奈井江町１９４番地２８,,  ,青木博美,,  , ,, ,2021.12.13,2021.12.13,2-169,,滝川保健所,味処釜めしままや,0126,,,,,空知郡奈井江町字奈井江町１９４番地２８,北海道空知郡奈井江町字奈井江町１９４番地２８,,701197,北海道,空知郡奈井江町,奈井江,,2021/12/13,2021/12/13,,,,青木博美 ,, ,,,,,,,2-169,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,味処釜めしままや,味処釜めしままや,
許可,飲食店,Life,砂川市東1条南7丁目1番1号,砂川市東１条南７丁目１番１号,,0125-54-2237,株式会社奥山工業所,奥山茂木,砂川市東1条南7丁目1番1号 ,砂川市東１条南７丁目１番１号, ,0125-54-2237,2021.12.13,2021.12.13,2-170,,滝川保健所,Life,0125,0125-54-2237,,,,砂川市東１条南７丁目１番１号,北海道砂川市東一条南７丁目１番１号,,15745,北海道,砂川市,東一条南７,,2021/12/13,2021/12/13,,,株式会社奥山工業所,奥山茂木,0125-54-2237,砂川市東１条南７丁目１番１号,北海道砂川市東一条南７丁目１番１号, ,15745,北海道,砂川市,東一条南７,2-170,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,Ｌｉｆｅ,Ｌｉｆｅ,株式会社奥山工業所
許可,飲食店,SHIRO砂川本店,砂川市西1条南5丁目1番4号,砂川市西１条南５丁目１番４号,,0125-52-9646,株式会社シロ,麻谷浩恵,東京都港区北青山3丁目6番7号 青山ﾊﾟﾗｼｵﾀﾜｰ9F,東京都港区北青山３丁目６番７号, 青山ﾊﾟﾗｼｵﾀﾜｰ９F,03-6805-0220,2021.12.13,2021.12.13,2-171,,滝川保健所,SHIRO砂川本店,0125,0125-52-9646,,,,砂川市西１条南５丁目１番４号,北海道砂川市西一条南５丁目１番４号,,15547,北海道,砂川市,西一条南５,,2021/12/13,2021/12/13,,,株式会社シロ,麻谷浩恵,03-6805-0220,東京都港区北青山３丁目６番７号,東京都港区北青山３丁目６番７号, 青山ﾊﾟﾗｼｵﾀﾜｰ９F,73071,東京都,港区,北青山３,2-171,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＳＨＩＲＯ砂川本店,ＳＨＩＲＯ砂川本店,株式会社シロ
許可,菓子製造業,株式会社ホリ第5工場,砂川市西3条北19丁目68番2号,砂川市西３条北１９丁目６８番２号,,0125-53-1333,株式会社ホリ,堀　昭,砂川市西1条北19丁目2番1号 ,砂川市西１条北１９丁目２番１号, ,0125-54-2231,2021.12.13,2021.12.13,2-172,,滝川保健所,株式会社ホリ第5工場,0125,0125-53-1333,,,,砂川市西３条北１９丁目６８番２号,北海道砂川市西三条北１９丁目６８番２号,,15605,北海道,砂川市,西三条北１９,,2021/12/13,2021/12/13,,,株式会社ホリ,堀　昭,0125-54-2231,砂川市西１条北１９丁目２番１号,北海道砂川市西一条北１９丁目２番１号, ,15537,北海道,砂川市,西一条北１９,2-172,,菓子製造業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,製造業,食料品製造業,,,,,,,,,株式会社ホリ第５工場,株式会社ホリ第５工場,株式会社ホリ
許可,飲食店,炭火焼肉真,砂川市西2条北1丁目1番12号日劇ビル1F,砂川市西２条北１丁目１番１２号,日劇ビル１F,  ,木村真吾,,  , ,, ,2021.12.13,2021.12.13,2-174,,滝川保健所,炭火焼肉真,0125,,,,,砂川市西２条北１丁目１番１２号,北海道砂川市西二条北１丁目１番１２号,日劇ビル１F,15559,北海道,砂川市,西二条北１,,2021/12/13,2021/12/13,,,,木村真吾 ,, ,,,,,,,2-174,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,炭火焼肉真,炭火焼肉真,
許可,飲食店,国設芦別スキー場M'sBeans芦別店カジュアル中華ダイニング青い薔薇,芦別市旭町14番地,芦別市旭町１４番地,,0124-22-1110,株式会社SUNFLAKE,吉田勝大,札幌市中央区円山西町5丁目11番3号 ,札幌市中央区円山西町５丁目１１番３号, , ,2021.12.10,2021.12.10,2-164,,滝川保健所,国設芦別スキー場M'sBeans芦別店カジュアル中華ダイニング青い薔薇,0124,0124-22-1110,,,,芦別市旭町１４番地,北海道芦別市旭町１４番地,,13388,北海道,芦別市,旭町,,2021/12/10,2021/12/10,,,株式会社SUNFLAKE,吉田勝大,,札幌市中央区円山西町５丁目１１番３号,北海道札幌市中央区円山西町５丁目１１番３号, ,0437,北海道,札幌市中央区,円山西町５,2-164,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,国設芦別スキー場Ｍ＇ｓＢｅａｎｓ芦別店カジュアル中華ダイニング青い薔薇,国設芦別スキ場ＭｓＢｅａｎｓ芦別店カジュアル中華ダイニング青い薔薇,株式会社ＳＵＮＦＬＡＫＥ
許可,飲食店,よりみち酒場ちゃっちゃ隊,滝川市本町1丁目2-22,滝川市本町１丁目２－２２,,0125-24-1616,水留真奈美,,  , ,, ,2021.12.10,2021.12.10,2-165,,滝川保健所,よりみち酒場ちゃっちゃ隊,0125,0125-24-1616,,,,滝川市本町１丁目２－２２,北海道滝川市本町１丁目２－２２,,15445,北海道,滝川市,本町１,,2021/12/10,2021/12/10,,,,水留真奈美 ,, ,,,,,,,2-165,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,よりみち酒場ちゃっちゃ隊,よりみち酒場ちゃっちゃ隊,
許可,飲食店,KANJI-KONG,滝川市本町3丁目1番5号エイトビル１F,滝川市本町３丁目１番５号,エイトビル１F,  ,株式会社SAN arrow,真田寛至,滝川市本町1丁目1番3号 ,滝川市本町１丁目１番３号, ,0125-74-6567,2021.12.10,2021.12.10,2-166,,滝川保健所,KANJI-KONG,0125,,,,,滝川市本町３丁目１番５号,北海道滝川市本町３丁目１番５号,エイトビル１F,15447,北海道,滝川市,本町３,,2021/12/10,2021/12/10,,,株式会社SAN arrow,真田寛至,0125-74-6567,滝川市本町１丁目１番３号,北海道滝川市本町１丁目１番３号, ,15445,北海道,滝川市,本町１,2-166,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＫＡＮＪＩ－ＫＯＮＧ,ＫＡＮＪＩＫＯＮＧ,株式会社ＳＡＮ　ａｒｒｏｗ
許可,飲食店,コミックバー  ファベル,滝川市本町3丁目1番5号エイトビル1階,滝川市本町３丁目１番５号,エイトビル１階,,貸場裕樹,,  , ,, ,2021.12.9,2021.12.9,2-163,,滝川保健所,コミックバー  ファベル,0125,,,,,滝川市本町３丁目１番５号,北海道滝川市本町３丁目１番５号,エイトビル１階,15447,北海道,滝川市,本町３,,2021/12/09,2021/12/09,,,,貸場裕樹 ,, ,,,,,,,2-163,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,コミックバー　ファベル,コミックバファベル,
許可,みそ又はしょうゆ製造業,ヨガ・瞑想・発酵・yuju,樺戸郡新十津川町字花月2-3,樺戸郡新十津川町字花月２－３,,  ,長太葉子,,  , ,, ,2021.12.7,2021.12.7,2-162,,滝川保健所,ヨガ・瞑想・発酵・yuju,0125,,,,,樺戸郡新十津川町字花月２－３,北海道樺戸郡新十津川町字花月２－３,,18853,北海道,樺戸郡新十津川町,花月,,2021/12/07,2021/12/07,,,,長太葉子 ,, ,,,,,,,2-162,,みそ製造業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,製造業,食料品製造業,,,,,,,,,ヨガ・瞑想・発酵・ｙｕｊｕ,ヨガ瞑想発酵ｙｕｊｕ,
許可,漬物製造業,ヨガ・瞑想・発酵・yuju,樺戸郡新十津川町字花月2-3,樺戸郡新十津川町字花月２－３,,  ,長太葉子,,  , ,, ,2021.12.7,2021.12.7,2-162,,滝川保健所,ヨガ・瞑想・発酵・yuju,0125,,,,,樺戸郡新十津川町字花月２－３,北海道樺戸郡新十津川町字花月２－３,,18853,北海道,樺戸郡新十津川町,花月,,2021/12/07,2021/12/07,,,,長太葉子 ,, ,,,,,,,2-162,,漬物製造業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,製造業,食料品製造業,,,,,,,,,ヨガ・瞑想・発酵・ｙｕｊｕ,ヨガ瞑想発酵ｙｕｊｕ,
許可,飲食店,ダイニング美紅,滝川市緑町1丁目2番22号,滝川市緑町１丁目２番２２号,,  ,浅水雪江,,  , ,, ,2021.12.7,2021.12.7,2-161,,滝川保健所,ダイニング美紅,0125,,,,,滝川市緑町１丁目２番２２号,北海道滝川市緑町１丁目２番２２号,,15451,北海道,滝川市,緑町１,,2021/12/07,2021/12/07,,,,浅水雪江 ,, ,,,,,,,2-161,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ダイニング美紅,ダイニング美紅,
許可,食肉販売業,有限会社三枝商店,樺戸郡新十津川町字中央309番地26,樺戸郡新十津川町字中央３０９番地２６,,0125-76-2630,有限会社三枝商店,三枝泰幸,樺戸郡新十津川町字中央309番地26 ,樺戸郡新十津川町字中央３０９番地２６,,0125-76-2630,2021.12.3,2021.12.3,2-154,,滝川保健所,有限会社三枝商店,0125,0125-76-2630,,,,樺戸郡新十津川町字中央３０９番地２６,北海道樺戸郡新十津川町字中央３０９番地２６,,18857,北海道,樺戸郡新十津川町,中央,,2021/12/03,2021/12/03,,,有限会社三枝商店,三枝泰幸,0125-76-2630,樺戸郡新十津川町字中央３０９番地２６,北海道樺戸郡新十津川町字中央３０９番地２６,,18857,北海道,樺戸郡新十津川町,中央,2-154,,食肉販売業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,有限会社三枝商店,有限会社三枝商店,有限会社三枝商店
許可,魚介類販売業,有限会社三枝商店,樺戸郡新十津川町字中央309番地26,樺戸郡新十津川町字中央３０９番地２６,,0125-76-2630,有限会社三枝商店,三枝泰幸,樺戸郡新十津川町字中央309番地26 ,樺戸郡新十津川町字中央３０９番地２６,,0125-76-2630,2021.12.3,2021.12.3,2-154,,滝川保健所,有限会社三枝商店,0125,0125-76-2630,,,,樺戸郡新十津川町字中央３０９番地２６,北海道樺戸郡新十津川町字中央３０９番地２６,,18857,北海道,樺戸郡新十津川町,中央,,2021/12/03,2021/12/03,,,有限会社三枝商店,三枝泰幸,0125-76-2630,樺戸郡新十津川町字中央３０９番地２６,北海道樺戸郡新十津川町字中央３０９番地２６,,18857,北海道,樺戸郡新十津川町,中央,2-154,,魚介類販売業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,有限会社三枝商店,有限会社三枝商店,有限会社三枝商店
許可,飲食店,有限会社三枝商店,樺戸郡新十津川町字中央309番地26,樺戸郡新十津川町字中央３０９番地２６,,0125-76-2630,有限会社三枝商店,三枝泰幸,樺戸郡新十津川町字中央309番地26 ,樺戸郡新十津川町字中央３０９番地２６,,0125-76-2630,2021.12.3,2021.12.3,2-154,,滝川保健所,有限会社三枝商店,0125,0125-76-2630,,,,樺戸郡新十津川町字中央３０９番地２６,北海道樺戸郡新十津川町字中央３０９番地２６,,18857,北海道,樺戸郡新十津川町,中央,,2021/12/03,2021/12/03,,,有限会社三枝商店,三枝泰幸,0125-76-2630,樺戸郡新十津川町字中央３０９番地２６,北海道樺戸郡新十津川町字中央３０９番地２６,,18857,北海道,樺戸郡新十津川町,中央,2-154,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,有限会社三枝商店,有限会社三枝商店,有限会社三枝商店
許可,菓子製造業,有限会社三枝商店,樺戸郡新十津川町字中央309番地26,樺戸郡新十津川町字中央３０９番地２６,,0125-76-2630,有限会社三枝商店,三枝泰幸,樺戸郡新十津川町字中央309番地26 ,樺戸郡新十津川町字中央３０９番地２６,,0125-76-2630,2021.12.3,2021.12.3,2-154,,滝川保健所,有限会社三枝商店,0125,0125-76-2630,,,,樺戸郡新十津川町字中央３０９番地２６,北海道樺戸郡新十津川町字中央３０９番地２６,,18857,北海道,樺戸郡新十津川町,中央,,2021/12/03,2021/12/03,,,有限会社三枝商店,三枝泰幸,0125-76-2630,樺戸郡新十津川町字中央３０９番地２６,北海道樺戸郡新十津川町字中央３０９番地２６,,18857,北海道,樺戸郡新十津川町,中央,2-154,,菓子製造業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,製造業,食料品製造業,,,,,,,,,有限会社三枝商店,有限会社三枝商店,有限会社三枝商店
許可,飲食店,セブンイレブン砂川東1条店,砂川市東1条北4丁目1番7号,砂川市東１条北４丁目１番７号,,0125-52-4757,田川正人,,  , ,, ,2021.12.3,2021.12.3,2-155,,滝川保健所,セブンイレブン砂川東1条店,0125,0125-52-4757,,,,砂川市東１条北４丁目１番７号,北海道砂川市東一条北４丁目１番７号,,15719,北海道,砂川市,東一条北４,,2021/12/03,2021/12/03,,,,田川正人 ,, ,,,,,,,2-155,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,セブンイレブン砂川東１条店,セブンイレブン砂川東１条店,
許可,飲食店,焼とりろっぢ,砂川市西1条南10丁目1-13,砂川市西１条南１０丁目１－１３,,0125-54-2698,畳　進,,  , ,, ,2021.12.3,2021.12.3,2-156,,滝川保健所,焼とりろっぢ,0125,0125-54-2698,,,,砂川市西１条南１０丁目１－１３,北海道砂川市西一条南１０丁目１－１３,,15552,北海道,砂川市,西一条南１０,,2021/12/03,2021/12/03,,,,畳　進 ,, ,,,,,,,2-156,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,焼とりろっぢ,焼とりろっぢ,
許可,飲食店,はまむら鮨,砂川市東1条南2丁目1-11,砂川市東１条南２丁目１－１１,,  ,髙橋義光,,  , ,, ,2021.12.3,2021.12.3,2-157,,滝川保健所,はまむら鮨,0125,,,,,砂川市東１条南２丁目１－１１,北海道砂川市東一条南２丁目１－１１,,15740,北海道,砂川市,東一条南２,,2021/12/03,2021/12/03,,,,髙橋義光 ,, ,,,,,,,2-157,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,はまむら鮨,はまむら鮨,
許可,菓子製造業,吉川食品株式会社,砂川市東豊沼26番地,砂川市東豊沼２６番地,,0125-54-1611,吉川食品株式会社,吉川幸宏,砂川市東豊沼26番地 ,砂川市東豊沼２６番地 ,,0125-54-1611,2021.12.3,2021.12.3,2-158,,滝川保健所,吉川食品株式会社,0125,0125-54-1611,,,,砂川市東豊沼２６番地,北海道砂川市東豊沼２６番地,,15715,北海道,砂川市,東豊沼,,2021/12/03,2021/12/03,,,吉川食品株式会社,吉川幸宏,0125-54-1611,砂川市東豊沼２６番地 ,北海道砂川市東豊沼２６番地,,15715,北海道,砂川市,東豊沼,2-158,,菓子製造業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,製造業,食料品製造業,,,,,,,,,吉川食品株式会社,吉川食品株式会社,吉川食品株式会社
許可,飲食店,介護付高齢者住宅シニアレジデンスじけい,砂川市西3条南11丁目3番20号,砂川市西３条南１１丁目３番２０号,,0125-54-2301,株式会社オアゾ,上口権二郎,砂川市西3条南11丁目3番20号 ,砂川市西３条南１１丁目３番２０号, ,0125-54-2301,2021.12.3,2021.12.3,2-159,,滝川保健所,介護付高齢者住宅シニアレジデンスじけい,0125,0125-54-2301,,,,砂川市西３条南１１丁目３番２０号,北海道砂川市西三条南１１丁目３番２０号,,15620,北海道,砂川市,西三条南１１,,2021/12/03,2021/12/03,,,株式会社オアゾ,上口権二郎,0125-54-2301,砂川市西３条南１１丁目３番２０号,北海道砂川市西三条南１１丁目３番２０号, ,15620,北海道,砂川市,西三条南１１,2-159,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,介護付高齢者住宅シニアレジデンスじけい,介護付高齢者住宅シニアレジデンスじけい,株式会社オアゾ
許可,飲食店,スナックスリム,砂川市西2条北2丁目2-9ソシアルビル3F,砂川市西２条北２丁目２－９,ソシアルビル３F,0125-54-3280,石本仁美,,  , ,, ,2021.12.3,2021.12.3,2-160,,滝川保健所,スナックスリム,0125,0125-54-3280,,,,砂川市西２条北２丁目２－９,北海道砂川市西二条北２丁目２－９,ソシアルビル３F,15560,北海道,砂川市,西二条北２,,2021/12/03,2021/12/03,,,,石本仁美 ,, ,,,,,,,2-160,,飲食店営業,,許可,,008-030_北海道_保健所_食品衛生()_2021年12月_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,スナックスリム,スナックスリム,
