020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
その他,業種,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可業種,飲食店営業,龍の巣,沙流郡日高町本町西1丁目328-6,沙流郡日高町本町西１丁目３２８－６,,,矢野　貴弘,,,,,,2021/12/21,2021/12/21,2-110,,20,龍の巣,01457,,,,,沙流郡日高町本町西１丁目３２８－６,北海道沙流郡日高町本町西１丁目３２８－６,,21707,1,1601,本町西１,,2021/12/21,2021/12/21,,,,矢野　貴弘 ,,,,,,,,,2-110,,飲食店営業,,許可業種,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,龍の巣217071601,f91a88d8-fb37-4cda-a123-f8e1a5c8f2e6,,personal,fd0b2acb-4b26-4b0f-a4a2-036556dd39d5,2021/12/21,龍の巣,龍の巣,
許可業種,飲食店営業,たいやきやいた。,道内一円,道内一円,,,佐野　充,,,,,,2021/12/13,2021/12/13,2-109,,20,たいやきやいた。,,,,,,道内一円,北海道道内一円,,,1,,,,2021/12/13,2021/12/13,,,,佐野　充 ,,,,,,,,,2-109,,飲食店営業,,許可業種,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,たいやきやいた,d4e840a1-a5b4-413e-969a-9e3915e142f0,,personal,3b0e9f5d-5403-47ab-9f50-5cab60d91565,2021/12/13,たいやきやいた。,たいやきやいた,
許可業種,食肉処理業,HUNTER'S KITCHEN,北海道沙流郡日高町正和76,北海道沙流郡日高町正和７６,,,有限会社インフィニット・グリーン・ジャパン,ジャクソン・サイモン・ピーター,北海道沙流郡日高町正和76,北海道沙流郡日高町正和７６,,,2021/12/9,2021/12/9,2-108,,20,HUNTER'S KITCHEN,01456,,,,,北海道沙流郡日高町正和７６,北海道沙流郡日高町正和７６,,701195,1,1601,正和,,2021/12/09,2021/12/09,,,有限会社インフィニット・グリーン・ジャパン,ジャクソン・サイモン・ピーター,,北海道沙流郡日高町正和７６,北海道沙流郡日高町正和７６,,701195,北海道,沙流郡日高町,正和,2-108,,食肉販売業,,許可業種,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,I,58,583,,ＨＵＮＴＥＲＳＫＩＴＣＨＥＮ7011951601,9ca96dc1-2717-403e-a1f8-ae3cce23f401,有限会社インフィニット・グリーン・ジャパン701195,ef5f68b0-bdd4-4e04-a799-c6298722bbc2,0394cfd9-626e-4c42-b026-695d7319747e,2021/12/09,ＨＵＮＴＥＲ＇Ｓ　ＫＩＴＣＨＥＮ,ＨＵＮＴＥＲＳＫＩＴＣＨＥＮ,有限会社インフィニット・グリーン・ジャパン
許可業種,食肉製品製造業,HUNTER'S KITCHEN,北海道沙流郡日高町正和76,北海道沙流郡日高町正和７６,,,有限会社インフィニット・グリーン・ジャパン,ジャクソン・サイモン・ピーター,北海道沙流郡日高町正和76,北海道沙流郡日高町正和７６,,,2021/12/9,2021/12/9,2-108,,20,HUNTER'S KITCHEN,01456,,,,,北海道沙流郡日高町正和７６,北海道沙流郡日高町正和７６,,701195,1,1601,正和,,2021/12/09,2021/12/09,,,有限会社インフィニット・グリーン・ジャパン,ジャクソン・サイモン・ピーター,,北海道沙流郡日高町正和７６,北海道沙流郡日高町正和７６,,701195,北海道,沙流郡日高町,正和,2-108,,食肉製品製造業,,許可業種,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,ＨＵＮＴＥＲＳＫＩＴＣＨＥＮ7011951601,9ca96dc1-2717-403e-a1f8-ae3cce23f401,有限会社インフィニット・グリーン・ジャパン701195,ef5f68b0-bdd4-4e04-a799-c6298722bbc2,a40c36a4-bb57-4f74-bbaf-a4edf0d49009,2021/12/09,ＨＵＮＴＥＲ＇Ｓ　ＫＩＴＣＨＥＮ,ＨＵＮＴＥＲＳＫＩＴＣＨＥＮ,有限会社インフィニット・グリーン・ジャパン
届出,コンビニエンスストア,セイコーマート　静内旭町,日高郡新ひだか町静内旭町1丁目13番10号,日高郡新ひだか町静内旭町１丁目１３番１０号,,0146-49-0023,株式会社　日高商店,山本卓,浦河郡浦河町字西幌別8番10号,浦河郡浦河町字西幌別８番１０号,,011-511-2821,2021/12/9,,,,20,セイコーマート　静内旭町,0146,0146-49-0023,,,,日高郡新ひだか町静内旭町１丁目１３番１０号,北海道日高郡新ひだか町静内旭町１丁目１３番１０号,,25156,1,1610,静内旭町１,,2021/12/09,,,,株式会社　日高商店,山本卓,011-511-2821,浦河郡浦河町字西幌別８番１０号,北海道浦河郡浦河町字西幌別８番１０号,,21648,北海道,浦河郡浦河町,西幌別,,,コンビニエンスストア,,届出,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,I,58,589,5891,セイコマト静内旭町0146-49-0023251561610,132c864b-a42a-48e9-a40d-31cede1679b9,株式会社日高商店21648,0efc1b31-cb6f-4877-9258-cac77f165d95,92ea227e-abc9-4b49-9e55-f499b7634065,2021/12/01,セイコーマート　静内旭町,セイコマト静内旭町,株式会社日高商店
届出,コンビニエンスストア,セイコーマート　三石港町,日高郡新ひだか町三石港町107番地,日高郡新ひだか町三石港町１０７番地,,0146-33-2773,株式会社　日高商店,山本卓,浦河郡浦河町字西幌別8番10号,浦河郡浦河町字西幌別８番１０号,,011-511-2821,2021/12/9,,,,20,セイコーマート　三石港町,0146,0146-33-2773,,,,日高郡新ひだか町三石港町１０７番地,北海道日高郡新ひだか町三石港町１０７番地,,25245,1,1610,三石港町,,2021/12/09,,,,株式会社　日高商店,山本卓,011-511-2821,浦河郡浦河町字西幌別８番１０号,北海道浦河郡浦河町字西幌別８番１０号,,21648,北海道,浦河郡浦河町,西幌別,,,コンビニエンスストア,,届出,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,I,58,589,5891,セイコマト三石港町0146-33-2773252451610,0ac084b3-2295-45dc-bc99-80acf338b6f3,株式会社日高商店21648,0efc1b31-cb6f-4877-9258-cac77f165d95,a1810c3b-730d-466f-b775-b70ff95fe493,2021/12/01,セイコーマート　三石港町,セイコマト三石港町,株式会社日高商店
届出,その他の食料・飲料販売業,有限会社　磯貝嘉市商店,日高郡新ひだか町三石越海町144,日高郡新ひだか町三石越海町１４４,,0146-33-2418,有限会社　磯貝嘉市商店,磯貝嘉彦,日高郡新ひだか町三石越海町144,日高郡新ひだか町三石越海町１４４,,0146-33-2418,2021/12/2,,,,20,有限会社　磯貝嘉市商店,0146,0146-33-2418,,,,日高郡新ひだか町三石越海町１４４,北海道日高郡新ひだか町三石越海町１４４,,25234,1,1610,三石越海町,,2021/12/02,,,,有限会社　磯貝嘉市商店,磯貝嘉彦,0146-33-2418,日高郡新ひだか町三石越海町１４４,北海道日高郡新ひだか町三石越海町１４４,,25234,北海道,日高郡新ひだか町,三石越海町,,,その他の食料品製造・加工業,(包装),届出,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,E,9,99,,有限会社磯貝嘉市商店0146-33-2418252341610,c065df59-143f-40eb-9d25-54c58d522f3c,有限会社磯貝嘉市商店25234,33adcf51-3949-4bee-8599-e0df4c9e8282,c8f3a886-5c8d-47de-84dc-347042a19c8b,2021/12/01,有限会社磯貝嘉市商店,有限会社磯貝嘉市商店,有限会社磯貝嘉市商店
届出,集団給食施設,陸上自衛隊北海道補給処日高弾薬支処,沙流郡日高町千栄75,沙流郡日高町千栄７５,,01457-6-2241,西嶌洋介,,,,,,2021/12/9,,,,20,陸上自衛隊北海道補給処日高弾薬支処,01457,01457-6-2241,,,,沙流郡日高町千栄７５,北海道沙流郡日高町千栄７５,,21696,1,1601,千栄,,2021/12/09,,,,,西嶌洋介 ,,,,,,,,,,,給食施設,,届出,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,M,77,,,陸上自衛隊北海道補給処日高弾薬支処01457-6-2241216961601,b9c48655-fc20-4b3e-a87d-58490bc53e66,,personal,8dadd7cf-3c9d-4372-9350-1230e8438e57,2021/12/01,陸上自衛隊北海道補給処日高弾薬支処,陸上自衛隊北海道補給処日高弾薬支処,
届出,魚介類販売業（包装済みの魚介類のみの販売）,株式会社丸金金村商店,沙流郡日高町富川北2丁目2番1号,沙流郡日高町富川北２丁目２番１号,,01456-2-0418,株式会社丸金金村商店,金村佳嗣,沙流郡日高町富川北2丁目2番1号,沙流郡日高町富川北２丁目２番１号,,01456-2-0418,2021/12/15,,,,20,株式会社丸金金村商店,01456,01456-2-0418,,,,沙流郡日高町富川北２丁目２番１号,北海道沙流郡日高町富川北２丁目２番１号,,21724,1,1601,富川北２,,2021/12/15,,,,株式会社丸金金村商店,金村佳嗣,01456-2-0418,沙流郡日高町富川北２丁目２番１号,北海道沙流郡日高町富川北２丁目２番１号,,21724,北海道,沙流郡日高町,富川北２,,,魚介類販売業,包装済みの魚介類のみの販売,届出,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,I,58,,,株式会社丸金金村商店01456-2-0418217241601,c0813b9d-3636-4e6a-895a-b71dc9756c1d,株式会社丸金金村商店21724,c0005b13-1429-4aff-99a4-98c60280eeab,bff7089f-bacd-4ff2-80d9-46f923a529fc,2021/12/01,株式会社丸金金村商店,株式会社丸金金村商店,株式会社丸金金村商店
届出,コンビニエンスストア,中山商事,沙流郡日高町富川北2-5-21,沙流郡日高町富川北２－５－２１,,01456-2-0168,合同会社中山商事,高倉初美,沙流郡日高町富川北2-5-21,沙流郡日高町富川北２－５－２１,,01456-2-2326,2021/12/17,,,,20,中山商事,01456,01456-2-0168,,,,沙流郡日高町富川北２－５－２１,北海道沙流郡日高町富川北２－５－２１,,21724,1,1601,富川北２,,2021/12/17,,,,合同会社中山商事,高倉初美,01456-2-2326,沙流郡日高町富川北２－５－２１,北海道沙流郡日高町富川北２－５－２１,,21724,北海道,沙流郡日高町,富川北２,,,コンビニエンスストア,,届出,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,I,58,589,5891,中山商事01456-2-0168217241601,8404c5f0-35d7-41da-a86e-d0519d27db5e,合同会社中山商事21724,9012f284-3267-4864-9fde-440803e26a09,0d23a5f8-64b2-43dc-97b8-e7d4c836fae9,2021/12/01,中山商事,中山商事,合同会社中山商事
届出,コンビニエンスストア,ローソン門別富川,沙流郡日高町富川西1-73-221,沙流郡日高町富川西１－７３,２２１,01456-2-2326,合同会社中山商事,高倉初美,沙流郡日高町富川北2-5-21,沙流郡日高町富川北２－５－２１,,01456-2-2326,2021/12/16,,,,20,ローソン門別富川,01456,01456-2-2326,,,,沙流郡日高町富川西１－７３,北海道沙流郡日高町富川西１－７３,２２１,21731,1,1601,富川西１,,2021/12/16,,,,合同会社中山商事,高倉初美,01456-2-2326,沙流郡日高町富川北２－５－２１,北海道沙流郡日高町富川北２－５－２１,,21724,北海道,沙流郡日高町,富川北２,,,コンビニエンスストア,,届出,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,I,58,589,5891,ロソン門別富川01456-2-2326217311601,998783bf-4322-414f-970a-345ca13cd252,合同会社中山商事21724,9012f284-3267-4864-9fde-440803e26a09,4889cc04-5800-4b21-8517-79dbf177d258,2021/12/01,ローソン門別富川,ロソン門別富川,合同会社中山商事
届出,コンビニエンスストア,ローソン日高富川インター前,沙流郡日高町平賀109-4,沙流郡日高町平賀１０９－４,,01456-2-0113,合同会社中山商事,高倉初美,沙流郡日高町富川北2-5-21,沙流郡日高町富川北２－５－２１,,01456-2-2326,2021/12/17,,,,20,ローソン日高富川インター前,01456,01456-2-0113,,,,沙流郡日高町平賀１０９－４,北海道沙流郡日高町平賀１０９－４,,701196,1,1601,平賀,,2021/12/17,,,,合同会社中山商事,高倉初美,01456-2-2326,沙流郡日高町富川北２－５－２１,北海道沙流郡日高町富川北２－５－２１,,21724,北海道,沙流郡日高町,富川北２,,,コンビニエンスストア,,届出,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,I,58,589,5891,ロソン日高富川インタ前01456-2-01137011961601,9a8ffeea-46ae-42f8-b19c-e74c91267458,合同会社中山商事21724,9012f284-3267-4864-9fde-440803e26a09,3abb3925-0f51-47ba-9e3a-4ff54ca04af6,2021/12/01,ローソン日高富川インター前,ロソン日高富川インタ前,合同会社中山商事
届出,コンビニエンスストア,日高町立門別国民健康保険病院,沙流郡日高町門別本町29-9,沙流郡日高町門別本町２９－９,,01456-2-0168,合同会社中山商事,高倉初美,沙流郡日高町富川北2-5-21,沙流郡日高町富川北２－５－２１,,01456-2-2326,2021/12/17,,,,20,日高町立門別国民健康保険病院,01456,01456-2-0168,,,,沙流郡日高町門別本町２９－９,北海道沙流郡日高町門別本町２９－９,,21755,1,1601,門別本町,,2021/12/17,,,,合同会社中山商事,高倉初美,01456-2-2326,沙流郡日高町富川北２－５－２１,北海道沙流郡日高町富川北２－５－２１,,21724,北海道,沙流郡日高町,富川北２,,,コンビニエンスストア,,届出,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,I,58,589,5891,日高町立門別国民健康保険病院01456-2-0168217551601,9a5cdd88-528a-461d-887d-f681f4578922,合同会社中山商事21724,9012f284-3267-4864-9fde-440803e26a09,3d616250-e406-4fe7-aa2e-8441067a05ca,2021/12/01,日高町立門別国民健康保険病院,日高町立門別国民健康保険病院,合同会社中山商事
届出,コンビニエンスストア,日高町立富川国民健康保険診療所売店,沙流郡日高町富川北6-3-26,沙流郡日高町富川北６－３－２６,,01456-2-0168,合同会社中山商事,高倉初美,沙流郡日高町富川北2-5-21,沙流郡日高町富川北２－５－２１,,01456-2-2326,2021/12/17,,,,20,日高町立富川国民健康保険診療所売店,01456,01456-2-0168,,,,沙流郡日高町富川北６－３－２６,北海道沙流郡日高町富川北６－３－２６,,21728,1,1601,富川北６,,2021/12/17,,,,合同会社中山商事,高倉初美,01456-2-2326,沙流郡日高町富川北２－５－２１,北海道沙流郡日高町富川北２－５－２１,,21724,北海道,沙流郡日高町,富川北２,,,コンビニエンスストア,,届出,,020_北海道_静内保健所_食品衛生()_2021年12月まで全件_末日,I,58,589,5891,日高町立富川国民健康保険診療所売店01456-2-0168217281601,0bc415b6-bd40-47b3-a187-a58900a6c3ce,合同会社中山商事21724,9012f284-3267-4864-9fde-440803e26a09,c72f07da-085b-4387-b341-54e7dad68767,2021/12/01,日高町立富川国民健康保険診療所売店,日高町立富川国民健康保険診療所売店,合同会社中山商事
