https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,n処理終了,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
その他,業種,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可,飲食店,生活協同組合コープさっぽろ遠軽みなみ店（寿司）,紋別郡遠軽町南町３丁目３－１２,紋別郡遠軽町南町３丁目３－１２,,0158-42-3100,生活協同組合コープさっぽろ,専務理事　大見　英明,札幌市西区発寒１１条５丁目１０番１号,札幌市西区発寒１１条５丁目１０番１号,,011-671-5601,2021/12/27,2021/12/27,2-190,,27,生活協同組合コープさっぽろ遠軽みなみ店（寿司）,0158,0158-42-3100,,,,紋別郡遠軽町南町３丁目３－１２,北海道紋別郡遠軽町南町３丁目３－１２,,21369,1,1555,南町３,,2021/12/27,2021/12/27,,,生活協同組合コープさっぽろ,専務理事　大見　英明,011-671-5601,札幌市西区発寒１１条５丁目１０番１号,北海道札幌市西区発寒十一条５丁目１０番１号,,5093,北海道,札幌市西区,発寒十一条５,2-190,,飲食店営業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,生活協同組合コプさっぽろ遠軽みなみ店寿司0158-42-3100213691555,288ffd8f-972a-4781-a5fa-35bba5cf14fd,生活協同組合コープさっぽろ5093,5d2a6114-6538-460e-bebf-0eea11420272,5ad9a00c-b26e-4131-88be-75e89d94c8a6,2021/12/27,生活協同組合コープさっぽろ遠軽みなみ店（寿司）,生活協同組合コプさっぽろ遠軽みなみ店寿司,生活協同組合コープさっぽろ
許可,飲食店,生活協同組合コープさっぽろ遠軽みなみ店（惣菜）,紋別郡遠軽町南町３丁目３－１２,紋別郡遠軽町南町３丁目３－１２,,0158-42-3100,生活協同組合コープさっぽろ,専務理事　大見　英明,札幌市西区発寒１１条５丁目１０番１号,札幌市西区発寒１１条５丁目１０番１号,,011-671-5601,2021/12/27,2021/12/27,2-190,,27,生活協同組合コープさっぽろ遠軽みなみ店（惣菜）,0158,0158-42-3100,,,,紋別郡遠軽町南町３丁目３－１２,北海道紋別郡遠軽町南町３丁目３－１２,,21369,1,1555,南町３,,2021/12/27,2021/12/27,,,生活協同組合コープさっぽろ,専務理事　大見　英明,011-671-5601,札幌市西区発寒１１条５丁目１０番１号,北海道札幌市西区発寒十一条５丁目１０番１号,,5093,北海道,札幌市西区,発寒十一条５,2-190,,飲食店営業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,生活協同組合コプさっぽろ遠軽みなみ店惣菜0158-42-3100213691555,8ae73671-cebf-4067-8375-3e70361c5904,生活協同組合コープさっぽろ5093,5d2a6114-6538-460e-bebf-0eea11420272,2766a183-3484-4bc7-867d-2b71b9762d25,2021/12/27,生活協同組合コープさっぽろ遠軽みなみ店（惣菜）,生活協同組合コプさっぽろ遠軽みなみ店惣菜,生活協同組合コープさっぽろ
許可,菓子製造業,生活協同組合コープさっぽろプラザ店（ベーカリー）,紋別郡遠軽町大通北２丁目,紋別郡遠軽町大通北２丁目,,0158-42-3000,生活協同組合コープさっぽろ,代表理事　大見　英明,札幌市西区発寒１１条５丁目１０番１号,札幌市西区発寒１１条５丁目１０番１号,,011-671-5601,2021/12/27,2021/12/27,2-191,,27,生活協同組合コープさっぽろプラザ店（ベーカリー）,0158,0158-42-3000,,,,紋別郡遠軽町大通北２丁目,北海道紋別郡遠軽町大通北２丁目,,21341,1,1555,大通北２,,2021/12/27,2021/12/27,,,生活協同組合コープさっぽろ,代表理事　大見　英明,011-671-5601,札幌市西区発寒１１条５丁目１０番１号,北海道札幌市西区発寒十一条５丁目１０番１号,,5093,北海道,札幌市西区,発寒十一条５,2-191,,菓子製造業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,生活協同組合コプさっぽろプラザ店ベカリ0158-42-3000213411555,2aa9a48c-8132-44bf-86da-1c3d51828f32,生活協同組合コープさっぽろ5093,5d2a6114-6538-460e-bebf-0eea11420272,159fe023-1942-4e61-8871-448f64a11da0,2021/12/27,生活協同組合コープさっぽろプラザ店（ベーカリー）,生活協同組合コプさっぽろプラザ店ベカリ,生活協同組合コープさっぽろ
許可,飲食店,生活協同組合コープさっぽろプラザ店（寿司）,紋別郡遠軽町大通北２丁目,紋別郡遠軽町大通北２丁目,,0158-42-3000,生活協同組合コープさっぽろ,代表理事　大見　英明,札幌市西区発寒１１条５丁目１０番１号,札幌市西区発寒１１条５丁目１０番１号,,011-671-5601,2021/12/27,2021/12/27,2-191,,27,生活協同組合コープさっぽろプラザ店（寿司）,0158,0158-42-3000,,,,紋別郡遠軽町大通北２丁目,北海道紋別郡遠軽町大通北２丁目,,21341,1,1555,大通北２,,2021/12/27,2021/12/27,,,生活協同組合コープさっぽろ,代表理事　大見　英明,011-671-5601,札幌市西区発寒１１条５丁目１０番１号,北海道札幌市西区発寒十一条５丁目１０番１号,,5093,北海道,札幌市西区,発寒十一条５,2-191,,飲食店営業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,生活協同組合コプさっぽろプラザ店寿司0158-42-3000213411555,1f76999e-3f02-4306-a867-c6671ed54d37,生活協同組合コープさっぽろ5093,5d2a6114-6538-460e-bebf-0eea11420272,716c8f20-77c6-4aa7-9839-aa7bef55a5ec,2021/12/27,生活協同組合コープさっぽろプラザ店（寿司）,生活協同組合コプさっぽろプラザ店寿司,生活協同組合コープさっぽろ
許可,菓子製造業,レフボン,紋別郡遠軽町南町３丁目３番地１２,紋別郡遠軽町南町３丁目３番地１２,,0158-42-1134,株式会社　北海道サンジェルマン,取締役社長　田中　宏明,札幌市西区発寒８条１１丁目２－４３北海道フーズ輸送㈱ビル内,札幌市西区発寒８条１１丁目２－４３,北海道フーズ輸送㈱ビル内,011-663-1936,2021/12/27,2021/12/27,2-192,,27,レフボン,0158,0158-42-1134,,,,紋別郡遠軽町南町３丁目３番地１２,北海道紋別郡遠軽町南町３丁目３番地１２,,21369,1,1555,南町３,,2021/12/27,2021/12/27,,,株式会社　北海道サンジェルマン,取締役社長　田中　宏明,011-663-1936,札幌市西区発寒８条１１丁目２－４３,北海道札幌市西区発寒八条１１丁目２－４３,北海道フーズ輸送㈱ビル内,4938,北海道,札幌市西区,発寒八条１１,2-192,,菓子製造業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,E,9,,,レフボン0158-42-1134213691555,329a4ec9-9aac-428b-9b30-78ba94e621d9,株式会社北海道サンジェルマン4938,3cdda1eb-fa12-4146-89c3-c773a314bd2c,4e9b3065-7457-45cd-ab47-a4d191a183fb,2021/12/27,レフボン,レフボン,株式会社北海道サンジェルマン
許可,魚介類販売業,小西商店,紋別郡遠軽町西町２丁目３－９,紋別郡遠軽町西町２丁目３－９,,,小西　博史,,,,,,2021/12/27,2021/12/27,2-193,,27,小西商店,0158,,,,,紋別郡遠軽町西町２丁目３－９,北海道紋別郡遠軽町西町２丁目３－９,,21362,1,1555,西町２,,2021/12/27,2021/12/27,,,,小西　博史 ,,,,,,,,,2-193,,魚介類販売業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,I,58,,,小西商店213621555,b0745a28-f4af-4e97-a6ee-829dc89cc344,,personal,6ffb2aae-dadf-467b-a75c-989d5224b09f,2021/12/27,小西商店,小西商店,
許可,飲食店,有限会社　ふじ美製パン,紋別郡遠軽町南町１丁目３番地の４８,紋別郡遠軽町南町１丁目３番地の４８,,0158-42-2411,有限会社　ふじ美製パン,代表取締役　榎木　雅栄,紋別郡遠軽町南町１丁目３番地の４８,紋別郡遠軽町南町１丁目３番地の４８,,0158-42-2411,2021/12/27,2021/12/27,2-197,,27,有限会社　ふじ美製パン,0158,0158-42-2411,,,,紋別郡遠軽町南町１丁目３番地の４８,北海道紋別郡遠軽町南町１丁目３番地ノ４８,,21367,1,1555,南町１,,2021/12/27,2021/12/27,,,有限会社　ふじ美製パン,代表取締役　榎木　雅栄,0158-42-2411,紋別郡遠軽町南町１丁目３番地の４８,北海道紋別郡遠軽町南町１丁目３番地ノ４８,,21367,北海道,紋別郡遠軽町,南町１,2-197,,飲食店営業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,有限会社ふじ美製パン0158-42-2411213671555,fc889f4f-6a3a-49e3-88be-2046d69991e6,有限会社ふじ美製パン21367,748a8846-1e94-4955-964e-0d8ac5b7c8c0,fa147a3c-13ac-4fd3-8741-632f14e020b0,2021/12/27,有限会社ふじ美製パン,有限会社ふじ美製パン,有限会社ふじ美製パン
許可,飲食店,軽食cafe　ひだまり,紋別郡遠軽町西町２丁目５番地９３,紋別郡遠軽町西町２丁目５番地９３,,0158-42-3153,菊池　祐子,,,,,,2021/12/27,2021/12/27,2-196,,27,軽食cafe　ひだまり,0158,0158-42-3153,,,,紋別郡遠軽町西町２丁目５番地９３,北海道紋別郡遠軽町西町２丁目５番地９３,,21362,1,1555,西町２,,2021/12/27,2021/12/27,,,,菊池　祐子 ,,,,,,,,,2-196,,飲食店営業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,軽食ｃａｆｅひだまり0158-42-3153213621555,a152e704-4761-4c34-9898-4da39123b9eb,,personal,a592b29a-415f-435f-a17a-0d039b4cfc30,2021/12/27,軽食ｃａｆｅ　ひだまり,軽食ｃａｆｅひだまり,
許可,飲食店,ピラオロ荘,常呂郡佐呂間町字富武士番外地,常呂郡佐呂間町字富武士番外地,,01587-2-3590,有限会社　ピラオロ荘,坂上　博二,常呂郡佐呂間町字富武士番外地,常呂郡佐呂間町字富武士番外地,,01587-2-3590,2021/12/27,2021/12/27,2-195,,27,ピラオロ荘,01587,01587-2-3590,,,,常呂郡佐呂間町字富武士番外地,北海道常呂郡佐呂間町字富武士番外地,,21313,1,1552,富武士,,2021/12/27,2021/12/27,,,有限会社　ピラオロ荘,坂上　博二,01587-2-3590,常呂郡佐呂間町字富武士番外地,北海道常呂郡佐呂間町字富武士番外地,,21313,北海道,常呂郡佐呂間町,富武士,2-195,,飲食店営業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ピラオロ荘01587-2-3590213131552,56a419a2-f8cc-43e9-bb41-edf2340e0352,有限会社ピラオロ荘21313,ab2f549e-e8f4-4e55-b8ab-dd51c78289fe,d717bb56-f31e-4982-b534-6f65f71a792f,2021/12/27,ピラオロ荘,ピラオロ荘,有限会社ピラオロ荘
許可,飲食店,レストハウス　華湖,常呂郡佐呂間町字浜佐呂間２９２－９,常呂郡佐呂間町字浜佐呂間２９２－９,,,渡邊　愉弥,,,,,,2021/12/27,2021/12/27,2-198,,27,レストハウス　華湖,01587,,,,,常呂郡佐呂間町字浜佐呂間２９２－９,北海道常呂郡佐呂間町字浜佐呂間２９２－９,,21319,1,1552,浜佐呂間,,2021/12/27,2021/12/27,,,,渡邊　愉弥 ,,,,,,,,,2-198,,飲食店営業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,レストハウス華湖213191552,7058481d-e968-47bf-a2ff-ba319b7bfb59,,personal,ae3a2073-9b14-434e-a209-10d6acae02cd,2021/12/27,レストハウス　華湖,レストハウス華湖,
許可,水産製品製造業,有限会社　多田商店,常呂郡佐呂間町字宮前町６６番地,常呂郡佐呂間町字宮前町６６番地,,0158-72-1353,有限会社　多田商店,代表取締役　土門　健,常呂郡佐呂間町字宮前町１３９番地,常呂郡佐呂間町字宮前町１３９番地,,0158-72-3434,2021/12/27,2021/12/27,2-175,,27,有限会社　多田商店,01587,0158-72-1353,,,,常呂郡佐呂間町字宮前町６６番地,北海道常呂郡佐呂間町字宮前町６６番地,,21323,1,1552,宮前町,,2021/12/27,2021/12/27,,,有限会社　多田商店,代表取締役　土門　健,0158-72-3434,常呂郡佐呂間町字宮前町１３９番地,北海道常呂郡佐呂間町字宮前町１３９番地,,21323,北海道,常呂郡佐呂間町,宮前町,2-175,,水産製品製造業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,E,9,92,,有限会社多田商店0158-72-1353213231552,44790191-b6a1-4104-99dc-8bd76395cefd,有限会社多田商店21323,4d18a44f-20e4-48da-a717-6db63b9d478a,73479a52-166e-4c2f-9856-8e0dbc3bb0ca,2021/12/27,有限会社多田商店,有限会社多田商店,有限会社多田商店
許可,水産製品製造業,木船水産,常呂郡佐呂間町字富武士７８－４,常呂郡佐呂間町字富武士７８－４,,,木舩　博幸,,,,,,2021/12/27,2021/12/27,2-176,,27,木船水産,01587,,,,,常呂郡佐呂間町字富武士７８－４,北海道常呂郡佐呂間町字富武士７８－４,,21313,1,1552,富武士,,2021/12/27,2021/12/27,,,,木舩　博幸 ,,,,,,,,,2-176,,水産製品製造業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,E,9,92,,木船水産213131552,1eeec66f-39a5-43d7-be37-4a171e4a42c6,,personal,647578a5-333d-450c-bbf9-955c25f5bab3,2021/12/27,木船水産,木船水産,
許可,水産製品製造業,堀米漁業部,常呂郡佐呂間町字浜佐呂間２００番,常呂郡佐呂間町字浜佐呂間２００番,,,堀米　克宣,,,,,,2021/12/27,2021/12/27,2-177,,27,堀米漁業部,01587,,,,,常呂郡佐呂間町字浜佐呂間２００番,北海道常呂郡佐呂間町字浜佐呂間２００番,,21319,1,1552,浜佐呂間,,2021/12/27,2021/12/27,,,,堀米　克宣 ,,,,,,,,,2-177,,水産製品製造業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,E,9,92,,堀米漁業部213191552,3bdc3887-0b09-4a52-86cc-5db04aa8852a,,personal,04370360-450e-4523-bce5-af9ba1ecedee,2021/12/27,堀米漁業部,堀米漁業部,
許可,水産製品製造業,たいせん漁業,常呂郡佐呂間町字富武士漁港用地　養殖保管作業施設　２番,常呂郡佐呂間町字富武士漁港用地,養殖保管作業施設 ２番,,船木　桂輔,,,,,,2021/12/27,2021/12/27,2-178,,27,たいせん漁業,01587,,,,,常呂郡佐呂間町字富武士漁港用地,北海道常呂郡佐呂間町字富武士漁港用地,養殖保管作業施設 ２番,21313,1,1552,富武士,,2021/12/27,2021/12/27,,,,船木　桂輔 ,,,,,,,,,2-178,,水産製品製造業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,E,9,92,,たいせん漁業213131552,06d44d1b-c37d-4a77-8a22-ac98d0084013,,personal,5eac42ab-7c6c-4755-8fe5-e2980065a2bc,2021/12/27,たいせん漁業,たいせん漁業,
許可,水産製品製造業,養殖保管作業施設（かき処理場）３番,常呂郡佐呂間町字富武士漁港用地,常呂郡佐呂間町字富武士漁港用地,,,杉森　英一,,,,,,2021/12/27,2021/12/27,2-179,,27,養殖保管作業施設（かき処理場）３番,01587,,,,,常呂郡佐呂間町字富武士漁港用地,北海道常呂郡佐呂間町字富武士漁港用地,,21313,1,1552,富武士,,2021/12/27,2021/12/27,,,,杉森　英一 ,,,,,,,,,2-179,,水産製品製造業,,許可,,027_北海道_紋別保健所_食品衛生()_2021年12月まで全件_末日,E,9,92,,養殖保管作業施設かき処理場３番213131552,9e987581-9db6-47b9-8d33-1507669b9a7b,,personal,dbf64665-2e25-413a-9b74-08616bf3e96d,2021/12/27,養殖保管作業施設（かき処理場）３番,養殖保管作業施設かき処理場３番,
