,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社さくらや食産,株式会社さくらや食産,熊本県,阿蘇郡西原村,大字布田,1492番地,,,固定施設,① 飲食店営業,熊本県指令阿保第食1-1-42号,2022/7/29,2022/7/29,,阿蘇保健所,株式会社さくらや食産,096,,,,,熊本県　阿蘇郡西原村　大字布田　1492番地,熊本県阿蘇郡西原村布田１４９２番地,,209925,熊本県,阿蘇郡西原村,布田,,2022/07/29,2022/07/29,,,株式会社さくらや食産,,,,,,,,,,熊本県指令阿保第食1-1-42号,,飲食店営業, 固定施設,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,株式会社さくらや食産,株式会社さくらや食産,株式会社さくらや食産,,2,,,,,
宮田敏郎,Fika MinamiAso Kafferosteri,熊本県,阿蘇郡南阿蘇村,河陰,4524-2,,,固定施設,① 飲食店営業,熊本県指令阿保第食1-1-35号,2022/7/14,2022/7/14,,阿蘇保健所,Fika MinamiAso Kafferosteri,0967,,,,,熊本県　阿蘇郡南阿蘇村　河陰　4524-2,熊本県阿蘇郡南阿蘇村河陰４５２４－２,,209933,熊本県,阿蘇郡南阿蘇村,河陰,,2022/07/14,2022/07/14,,,,,,,,,,,,,熊本県指令阿保第食1-1-35号,,飲食店営業, 固定施設,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,Ｆｉｋａ　ＭｉｎａｍｉＡｓｏ　Ｋａｆｆｅｒｏｓｔｅｒｉ,ＦｉｋａＭｉｎａｍｉＡｓｏＫａｆｆｅｒｏｓｔｅｒｉ,,,2,,,,,
安永懇,ファミリーマート南小国きよら店,熊本県,阿蘇郡南小国町,大字赤馬場,字杉田1786-1,,0967-48-6101,固定施設,① 飲食店営業,熊本県指令阿保第食1-1-36号,2022/7/19,2022/7/19,,阿蘇保健所,ファミリーマート南小国きよら店,0967,,,,,熊本県　阿蘇郡南小国町　大字赤馬場　字杉田1786-1,熊本県阿蘇郡南小国町赤馬場字杉田１７８６－１,,209928,熊本県,阿蘇郡南小国町,赤馬場,,2022/07/19,2022/07/19,,,,,,,,,,,,,熊本県指令阿保第食1-1-36号,,飲食店営業, 固定施設,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ファミリーマート南小国きよら店,ファミリマト南小国きよら店,,ファミリーマート,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
TSUZUKIMARITES　FERNANDEZ,JAC-PINAY　STORE＆RESTAURANT,熊本県,阿蘇市,内牧,244-1,,0967-32-1817,,① 飲食店営業,熊本県指令阿保第食1-1-37号,2022/7/20,2022/7/20,,阿蘇保健所,JAC-PINAY　STORE＆RESTAURANT,0967,,,,,熊本県　阿蘇市　内牧　244-1,熊本県阿蘇市内牧２４４－１,,209552,熊本県,阿蘇市,内牧,,2022/07/20,2022/07/20,,,,,,,,,,,,,熊本県指令阿保第食1-1-37号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＪＡＣ－ＰＩＮＡＹ　ＳＴＯＲＥ＆ＲＥＳＴＡＵＲＡＮＴ,ＪＡＣＰＩＮＡＹＳＴＯＲＥＲＥＳＴＡＵＲＡＮＴ,,,1,,,,,
岡内一徳,鳥一心,熊本県,宇城市,松橋町松橋,７７４－３,,0964-42-9656,居酒屋,① 飲食店営業,熊本県指令宇保第食1-1-22号,2022/7/13,2022/7/13,,宇城保健所,鳥一心,0964,,,,,熊本県　宇城市　松橋町松橋　７７４－３,熊本県宇城市松橋町松橋７７４－３,,209525,熊本県,宇城市,松橋町松橋,,2022/07/13,2022/07/13,,,,,,,,,,,,,熊本県指令宇保第食1-1-22号,,飲食店営業, 居酒屋,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,鳥一心,鳥一心,,,1,,,,,
切通清子,創作人形ギャラリー　カフェれんこん,熊本県,宇城市,松橋町南豊崎,４３７番地３,,,ギャラリーカフェ,① 飲食店営業,熊本県指令宇保第食1-1-23号,2022/7/13,2022/7/13,,宇城保健所,創作人形ギャラリー　カフェれんこん,0964,,,,,熊本県　宇城市　松橋町南豊崎　４３７番地３,熊本県宇城市松橋町南豊崎４３７番地３,,209527,熊本県,宇城市,松橋町南豊崎,,2022/07/13,2022/07/13,,,,,,,,,,,,,熊本県指令宇保第食1-1-23号,,飲食店営業, ギャラリーカフェ,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,創作人形ギャラリー　カフェれんこん,創作人形ギャラリカフェれんこん,,,1,,,,,
山下陽子,cafe & Bar  IRIE,熊本県,宇城市,三角町三角浦,１１５９－１３７,,,カフェバー,① 飲食店営業,熊本県指令宇保第食1-1-27号,2022/7/21,2022/7/21,,宇城保健所,cafe & Bar  IRIE,0964,,,,,熊本県　宇城市　三角町三角浦　１１５９－１３７,熊本県宇城市三角町三角浦１１５９－１３７,,209539,熊本県,宇城市,三角町三角浦,,2022/07/21,2022/07/21,,,,,,,,,,,,,熊本県指令宇保第食1-1-27号,,飲食店営業, カフェバー,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ｃａｆｅ　＆　Ｂａｒ　ＩＲＩＥ,ｃａｆｅＢａｒＩＲＩＥ,,,1,,,,,
桑田久美代,カラオケにんじん,熊本県,宇土市,松山町,９３４－１,,,カラオケ,① 飲食店営業,熊本県指令宇保第食1-1-26号,2022/7/21,2022/7/21,,宇城保健所,カラオケにんじん,0964,,,,,熊本県　宇土市　松山町　９３４－１,熊本県宇土市松山町９３４－１,,209446,熊本県,宇土市,松山町,,2022/07/21,2022/07/21,,,,,,,,,,,,,熊本県指令宇保第食1-1-26号,,飲食店営業, カラオケ,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,カラオケにんじん,カラオケにんじん,,,1,,,,,
境孝之,ちょろっと,熊本県,菊池郡大津町,室,１０８－１,,0962841417,小料理屋,① 飲食店営業,熊本県指令菊保第食1-1-57号,2022/7/21,2022/7/21,,菊池保健所,ちょろっと,096,,,,,熊本県　菊池郡大津町　室　１０８－１,熊本県菊池郡大津町室１０８－１,,209835,熊本県,菊池郡大津町,室,,2022/07/21,2022/07/21,,,,,,,,,,,,,熊本県指令菊保第食1-1-57号,,飲食店営業, 小料理屋,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ちょろっと,ちょろっと,,,1,,,,,
株式会社トリニティコーポレーション,ＡＳＡＮＩＳＩＭＡＳＡ,熊本県,菊池市,隈府,１３２４番地,,0968413728,カフェ・レストラン,① 飲食店営業,熊本県指令菊保第食1-1-49号,2022/7/1,2022/7/1,,菊池保健所,ＡＳＡＮＩＳＩＭＡＳＡ,0968,0968-41-3728,,,,熊本県　菊池市　隈府　１３２４番地,熊本県菊池市隈府１３２４番地,,209351,熊本県,菊池市,隈府,,2022/07/01,2022/07/01,,,株式会社トリニティコーポレーション,,,,,,,,,,熊本県指令菊保第食1-1-49号,,飲食店営業, カフェ・レストラン,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＡＳＡＮＩＳＩＭＡＳＡ,ＡＳＡＮＩＳＩＭＡＳＡ,株式会社トリニティコーポレーション,,1,,,,,
松下桂一朗,おまかせ居酒屋わさもん,熊本県,球磨郡あさぎり町,免田東,１８４０－２１,,,,① 飲食店営業,熊本県指令人保第食１－１－３６号,2022/7/14,2022/7/14,,人吉保健所,おまかせ居酒屋わさもん,0966,,,,,熊本県　球磨郡あさぎり町　免田東　１８４０－２１,熊本県球磨郡あさぎり町免田東１８４０－２１,,210256,熊本県,球磨郡あさぎり町,免田東,,2022/07/14,2022/07/14,,,,,,,,,,,,,熊本県指令人保第食１－１－３６号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,おまかせ居酒屋わさもん,おまかせ居酒屋わさもん,,,1,,,,,
佐々木公代,吞どんちょう,熊本県,球磨郡多良木町,黒肥地,１０３８,,09066370811,,① 飲食店営業,熊本県指令人保第食１－１－３５号,2022/7/7,2022/7/7,,人吉保健所,吞どんちょう,0966,,,,,熊本県　球磨郡多良木町　黒肥地　１０３８,熊本県球磨郡多良木町黒肥地１０３８,,210217,熊本県,球磨郡多良木町,黒肥地,,2022/07/07,2022/07/07,,,,,,,,,,,,,熊本県指令人保第食１－１－３５号,,飲食店営業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,吞どんちょう,吞どんちょう,,,1,,,,,
乗冨功,功堂,熊本県,玉名郡南関町,関東,916-3,,0968536374,定食屋,① 飲食店営業,熊本県指令有保第食1-1-48号,2022/7/1,2022/7/1,,有明保健所,功堂,0968,,,,,熊本県　玉名郡南関町　関東　916-3,熊本県玉名郡南関町関東９１６－３,,209780,熊本県,玉名郡南関町,関東,,2022/07/01,2022/07/01,,,,,,,,,,,,,熊本県指令有保第食1-1-48号,,飲食店営業, 定食屋,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,功堂,功堂,,,1,,,,,
マミーズ株式会社,ラ・ムー玉名中央店,熊本県,玉名市,中,1181番地1,,0968711100,そうざい調理、肉販、魚販、パン製造,① 飲食店営業,熊本県指令有保第食1-1-46号,2022/7/1,2022/7/1,,有明保健所,ラ・ムー玉名中央店,0968,0968-71-1100,,,,熊本県　玉名市　中　1181番地1,熊本県玉名市中１１８１番地１,,209185,熊本県,玉名市,中,,2022/07/01,2022/07/01,,,マミーズ株式会社,,,,,,,,,,熊本県指令有保第食1-1-46号,,飲食店営業, そうざい調理、肉販、魚販、パン製造,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ラ・ムー玉名中央店,ラム玉名中央店,マミーズ株式会社,,5,,,,,
マミーズ株式会社,ラ・ムー玉名中央店,熊本県,玉名市,中,1181番地1,,0968711100,たこやき屋,① 飲食店営業,熊本県指令有保第食1-1-47号,2022/7/1,2022/7/1,,有明保健所,ラ・ムー玉名中央店,0968,0968-71-1100,,,,熊本県　玉名市　中　1181番地1,熊本県玉名市中１１８１番地１,,209185,熊本県,玉名市,中,,2022/07/01,2022/07/01,,,マミーズ株式会社,,,,,,,,,,熊本県指令有保第食1-1-47号,,飲食店営業, たこやき屋,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ラ・ムー玉名中央店,ラム玉名中央店,マミーズ株式会社,,5,,,,,
有限会社タバラ,セブンイレブン玉名伊倉北方店,熊本県,玉名市,伊倉北方,字五社365-6,,0968-72-5580,コンビニ,① 飲食店営業,熊本県指令有保第食1-1-50号,2022/7/8,2022/7/8,,有明保健所,セブンイレブン玉名伊倉北方店,0968,0968-72-5580,,,,熊本県　玉名市　伊倉北方　字五社365-6,熊本県玉名市伊倉北方字五社３６５－６,,209156,熊本県,玉名市,伊倉北方,,2022/07/08,2022/07/08,,,有限会社タバラ,,,,,,,,,,熊本県指令有保第食1-1-50号,,飲食店営業, コンビニ,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,セブンイレブン玉名伊倉北方店,セブンイレブン玉名伊倉北方店,有限会社タバラ,セブンイレブン,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
宮﨑和代,DAN DAN Bento,熊本県,玉名市,中,1939-13,,,弁当屋,① 飲食店営業,熊本県指令有保第食1-1-51号,2022/7/15,2022/7/15,,有明保健所,DAN DAN Bento,0968,,,,,熊本県　玉名市　中　1939-13,熊本県玉名市中１９３９－１３,,209185,熊本県,玉名市,中,,2022/07/15,2022/07/15,,,,,,,,,,,,,熊本県指令有保第食1-1-51号,,飲食店営業, 弁当屋,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＤＡＮ　ＤＡＮ　Ｂｅｎｔｏ,ＤＡＮＤＡＮＢｅｎｔｏ,,,1,,,,,
松本一美,muccu,熊本県,玉名市,岱明町開田,415-1,,,カフェ,① 飲食店営業,熊本県指令有保第食1-1-56号,2022/7/26,2022/7/26,,有明保健所,muccu,0968,,,,,熊本県　玉名市　岱明町開田　415-1,熊本県玉名市岱明町開田４１５－１,,209216,熊本県,玉名市,岱明町開田,,2022/07/26,2022/07/26,,,,,,,,,,,,,熊本県指令有保第食1-1-56号,,飲食店営業, カフェ,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ｍｕｃｃｕ,ｍｕｃｃｕ,,,1,,,,,
土屋将彦,Oldfashion,熊本県,玉名市,築地,216,,08032781696,カフェ,① 飲食店営業,熊本県指令有保第食1-1-57号,2022/7/26,2022/7/26,,有明保健所,Oldfashion,0968,,,,,熊本県　玉名市　築地　216,熊本県玉名市築地２１６,,209180,熊本県,玉名市,築地,,2022/07/26,2022/07/26,,,,,,,,,,,,,熊本県指令有保第食1-1-57号,,飲食店営業, カフェ,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,Ｏｌｄｆａｓｈｉｏｎ,Ｏｌｄｆａｓｈｉｏｎ,,,2,,,,,
合同会社BLOOM,ｎｉｃｏｌａ,熊本県,荒尾市,蔵満,２４３－２,,0968-57-9543,弁当屋,① 飲食店営業,熊本県指令有保第食1-1-52号,2022/7/15,2022/7/15,,有明保健所,ｎｉｃｏｌａ,0968,0968-57-9543,,,,熊本県　荒尾市　蔵満　２４３－２,熊本県荒尾市蔵満２４３－２,,209021,熊本県,荒尾市,蔵満,,2022/07/15,2022/07/15,,,合同会社BLOOM,,,,,,,,,,熊本県指令有保第食1-1-52号,,飲食店営業, 弁当屋,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ｎｉｃｏｌａ,ｎｉｃｏｌａ,合同会社ＢＬＯＯＭ,,1,,,,,
株式会社玲佳,玲佳ラーメン,熊本県,荒尾市,緑ケ丘,1丁目1-1,あらおシティモール内,0968662132,ラーメン店,① 飲食店営業,熊本県指令有保第食1-1-53号,2022/7/21,2022/7/21,,有明保健所,玲佳ラーメン,0968,0968-66-2132,,,,熊本県　荒尾市　緑ケ丘　1丁目1-1,熊本県荒尾市緑が丘１丁目１－１,あらおシティモール内,209051,熊本県,荒尾市,緑が丘１,,2022/07/21,2022/07/21,,,株式会社玲佳,,,,,,,,,,熊本県指令有保第食1-1-53号,,飲食店営業, ラーメン店,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,玲佳ラーメン,玲佳ラメン,株式会社玲佳,,1,,,,,
上村誉志,ｓｏｒａとｕｍｉ,熊本県,合志市,御代志,２０５６－２,,,テイクアウト,① 飲食店営業,熊本県指令菊保第食1-1-55号,2022/7/15,2022/7/15,,菊池保健所,ｓｏｒａとｕｍｉ,096,,,,,熊本県　合志市　御代志　２０５６－２,熊本県合志市御代志２０５６－２,,209692,熊本県,合志市,御代志,,2022/07/15,2022/07/15,,,,,,,,,,,,,熊本県指令菊保第食1-1-55号,,飲食店営業, テイクアウト,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ｓｏｒａとｕｍｉ,ｓｏｒａとｕｍｉ,,,1,,,,,
右田一利,みぎた屋,熊本県,合志市,福原,２４２３－１,,0962486550,テイクアウト,① 飲食店営業,熊本県指令菊保第食1-1-54号,2022/7/20,2022/7/20,,菊池保健所,みぎた屋,096,,,,,熊本県　合志市　福原　２４２３－１,熊本県合志市福原２４２３－１,,209691,熊本県,合志市,福原,,2022/07/20,2022/07/20,,,,,,,,,,,,,熊本県指令菊保第食1-1-54号,,飲食店営業, テイクアウト,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,みぎた屋,みぎた屋,,,1,,,,,
大津凌,居酒屋　新慈,熊本県,合志市,幾久富,１８６６－６７６,,0962488683,居酒屋,① 飲食店営業,熊本県指令菊保第食1-1-58号,2022/7/28,2022/7/28,,菊池保健所,居酒屋　新慈,096,,,,,熊本県　合志市　幾久富　１８６６－６７６,熊本県合志市幾久富１８６６－６７６,,209685,熊本県,合志市,幾久富,,2022/07/28,2022/07/28,,,,,,,,,,,,,熊本県指令菊保第食1-1-58号,,飲食店営業, 居酒屋,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,居酒屋　新慈,居酒屋新慈,,,1,,,,,
株式会社福笑,レストラン　まんま,熊本県,山鹿市,鹿本町梶屋,１２５７,,0968461126,ラーメン屋,① 飲食店営業,熊本県指令山保第食１－１－２９号,2022/7/4,2022/7/4,,山鹿保健所,レストラン　まんま,0968,0968-46-1126,,,,熊本県　山鹿市　鹿本町梶屋　１２５７,熊本県山鹿市鹿本町梶屋１２５７,,209288,熊本県,山鹿市,鹿本町梶屋,,2022/07/04,2022/07/04,,,株式会社福笑,,,,,,,,,,熊本県指令山保第食１－１－２９号,,飲食店営業, ラーメン屋,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,レストラン　まんま,レストランまんま,株式会社福笑,,1,,,,,
友永耕司,いかづち食堂,熊本県,山鹿市,寺島,１３０５,,,一般食堂,① 飲食店営業,熊本県指令山保第食１－１－３１号,2022/7/12,2022/7/12,,山鹿保健所,いかづち食堂,0968,,,,,熊本県　山鹿市　寺島　１３０５,熊本県山鹿市寺島１３０５,,209253,熊本県,山鹿市,寺島,,2022/07/12,2022/07/12,,,,,,,,,,,,,熊本県指令山保第食１－１－３１号,,飲食店営業, 一般食堂,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,いかづち食堂,いかづち食堂,,,1,,,,,
小野瀬美惠子,おどし山荘,熊本県,山鹿市,菊鹿町矢谷,１１６２－１,,,食堂,① 飲食店営業,熊本県指令山保第食１－１－３３号,2022/7/22,2022/7/22,,山鹿保健所,おどし山荘,0968,,,,,熊本県　山鹿市　菊鹿町矢谷　１１６２－１,熊本県山鹿市菊鹿町矢谷１１６２－１,,209314,熊本県,山鹿市,菊鹿町矢谷,,2022/07/22,2022/07/22,,,,,,,,,,,,,熊本県指令山保第食１－１－３３号,,飲食店営業, 食堂,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,おどし山荘,おどし山荘,,,1,,,,,
菅野光紘,タイ料理サイアム,熊本県,上益城郡益城町,大字宮園,５２８番地,,08027849448,タイ料理店,① 飲食店営業,熊本県指令御保第食1-1-19号,2022/7/4,2022/7/4,,御船保健所,タイ料理サイアム,096,,,,,熊本県　上益城郡益城町　大字宮園　５２８番地,熊本県上益城郡益城町宮園５２８番地,,210006,熊本県,上益城郡益城町,宮園,,2022/07/04,2022/07/04,,,,,,,,,,,,,熊本県指令御保第食1-1-19号,,飲食店営業, タイ料理店,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,タイ料理サイアム,タイ料理サイアム,,,1,,,,,
